date,Finance companies; total financial assets,Finance companies; checkable deposits and currency; asset,Finance companies; total time and savings deposits; asset,Finance companies; corporate and foreign bonds; asset,Finance companies; loans; asset,Finance companies; nonfinancial business loans, including Paycheck Protection Program loans; asset,Finance companies; total mortgages; asset,Finance companies; consumer credit; asset,Finance companies; U.S. direct investment abroad (market value); asset,Finance companies; total miscellaneous assets,Finance companies; total liabilities,Finance companies; debt securities; liability,Finance companies; commercial paper; liability,Finance companies; corporate and foreign bonds; liability,Finance companies; loans; liability,Finance companies; depository institution loans n.e.c., including loans through the Paycheck Protection Program Liquidity Facility (PPPLF); liability,Finance companies; other loans and advances; liability,Finance companies; total taxes payable; liability,Finance companies; foreign direct investment in U.S.: intercompany debt; liability (market value),Finance companies; total miscellaneous liabilities,Finance companies; investment by parent companies; liability,Finance companies; unidentified miscellaneous liabilities,Finance companies; foreign direct investment in U.S.: equity; liability (market value),Finance companies; consumer leases; asset
1970:Q3,70659,1941,647,0,60976,22411,7138,31427,765,6330,60922,41182,23262,17920,14178,14178,0,239,10,5313,0,5313,40,0
1970:Q4,71532,1997,666,0,61475,21813,7548,32114,773,6621,61606,43222,23589,19633,14977,14977,0,251,9,3147,0,3147,36,0
1971:Q1,74149,2054,685,0,63251,23229,8481,31541,782,7377,64093,42339,22670,19669,14756,14756,0,285,10,6703,69,6634,37,0
1971:Q2,76462,2108,703,0,65035,23883,9109,32043,791,7825,66277,42102,22313,19789,16306,16306,0,252,10,7607,134,7473,39,0
1971:Q3,76938,2159,720,0,65383,23180,9332,32871,799,7877,66617,42754,22036,20718,14339,14339,0,277,11,9236,273,8963,40,0
1971:Q4,79711,2210,737,0,67597,23157,9996,34444,808,8359,69264,45087,23126,21961,15926,15926,0,277,11,7963,565,7398,40,0
1972:Q1,81846,2260,753,0,69400,24720,10441,34239,817,8616,71280,45215,22583,22632,15902,15902,0,300,11,9852,1035,8817,42,0
1972:Q2,84769,2309,770,0,71896,25488,10990,35418,826,8968,74091,45924,22332,23592,16816,16816,0,249,11,11091,1707,9384,44,0
1972:Q3,85915,2358,786,0,72756,24999,11382,36375,836,9179,75110,45596,21283,24313,17517,17517,0,269,12,11716,2404,9312,45,0
1972:Q4,91323,2406,802,0,77536,27362,12158,38016,845,9734,80431,47829,21876,25953,20881,20881,0,298,12,11411,2950,8461,46,0
1973:Q1,93229,2453,818,0,79365,29140,12366,37859,854,9739,82313,48897,21625,27272,20406,20406,0,332,12,12666,3385,9281,48,0
1973:Q2,97818,2500,833,0,83310,30871,13167,39272,864,10311,86804,49868,22350,27518,22865,22865,0,271,14,13786,3499,10287,52,0
1973:Q3,98719,2546,849,0,84384,30583,13120,40681,873,10067,87673,50681,22155,28526,22512,22512,0,296,15,14169,3559,10610,57,0
1973:Q4,104965,2591,864,0,89430,32324,14494,42612,883,11197,93836,53696,23835,29861,24370,24370,0,298,14,15458,3584,11874,54,0
1974:Q1,107140,2635,878,0,90979,33968,15270,41741,893,11755,95901,55536,26015,29521,22918,22918,0,325,15,17107,3514,13593,59,0
1974:Q2,108699,2678,893,0,92729,34660,15223,42846,903,11496,97245,56888,26362,30526,23727,23727,0,272,15,16343,3292,13051,58,0
1974:Q3,108767,2721,907,0,93763,35592,14392,43779,913,10463,97187,59231,26973,32258,22109,22109,0,293,15,15539,3133,12406,57,0
1974:Q4,108392,2763,921,0,94810,37163,13097,44550,923,8975,96777,62900,27408,35492,22208,22208,0,298,12,11359,3251,8108,44,0
1975:Q1,106307,2804,935,0,93275,37798,12656,42821,933,8360,94688,63515,26866,36649,17924,17924,0,329,11,12909,4090,8819,44,0
1975:Q2,104252,2845,948,0,91340,38706,12624,40010,944,8175,92607,64325,27089,37236,18491,18491,0,276,12,9503,4842,4661,44,0
1975:Q3,105388,2885,962,0,92561,39423,12899,40239,954,8026,93780,65334,26488,38846,13959,13959,0,299,12,14176,8503,5673,45,0
1975:Q4,107469,2924,975,0,95047,40880,12868,41299,965,7558,95908,68467,28032,40435,13260,13260,0,298,13,13870,11913,1957,48,0
1976:Q1,109286,2962,987,0,96784,43534,13345,39905,976,7577,97444,68754,28632,40122,13072,13072,0,331,13,15274,12687,2587,49,0
1976:Q2,112331,2999,1000,0,99892,45605,13700,40587,986,7454,100327,70290,28694,41596,12977,12977,0,270,13,16777,13826,2951,51,0
1976:Q3,113272,3036,1012,0,101260,46330,13712,41218,997,6967,101165,71497,29266,42231,11353,11353,0,295,14,18006,14952,3054,52,0
1976:Q4,118579,3072,1024,0,106597,49460,14196,42941,1008,6878,106595,75251,31292,43959,13277,13277,0,298,15,17754,16232,1522,56,0
1977:Q1,121775,3107,1036,0,110055,53065,14450,42540,1020,6557,109515,77317,32501,44816,12160,12160,0,316,15,19707,16304,3403,58,0
1977:Q2,128028,3142,1047,0,116145,56765,15174,44206,1031,6663,115488,83414,35527,47887,12569,12569,0,344,15,19146,17030,2116,59,0
1977:Q3,132806,3176,1059,0,120006,57689,16607,45710,1042,7523,120244,83943,35377,48566,14346,14346,0,375,15,21565,18054,3511,60,0
1977:Q4,141404,3209,1070,0,128569,62957,17260,48352,1054,7502,128618,91629,39570,52059,16744,16744,0,404,16,19825,17653,2172,61,0
1978:Q1,144394,3241,1080,0,131784,66305,17503,47976,1098,7191,131232,94576,40875,53701,15119,15119,0,434,16,21087,18100,2987,62,0
1978:Q2,151164,3272,1091,0,138050,68980,18542,50528,1143,7608,137688,98654,43600,55054,17363,17363,0,471,17,21183,20501,682,66,0
1978:Q3,156757,3303,1101,0,142180,68597,20513,53070,1191,8982,142902,98857,43702,55155,17313,17313,0,501,18,26213,21152,5061,70,0
1978:Q4,169793,3333,1111,0,154249,74411,22178,57660,1240,9860,155647,104549,47396,57153,20083,20083,0,510,20,30485,22249,8236,77,0
1979:Q1,175142,3362,1121,0,159809,78516,22568,58725,1292,9558,160707,110222,52365,57857,19226,19226,0,500,21,30738,21958,8780,81,0
1979:Q2,187093,3391,1130,0,170056,82702,24983,62371,1345,11171,172478,114563,56691,57872,22141,22141,0,470,24,35280,22277,13003,90,0
1979:Q3,195246,3419,1140,0,175643,81488,28303,65852,1401,13643,180609,112829,56058,56771,24367,24367,0,432,26,42955,24360,18595,100,0
1979:Q4,201931,3446,1149,0,183380,84529,28027,70824,1459,12497,185988,120252,60678,59574,24449,24449,0,393,31,40863,25718,15145,118,0
1980:Q1,202464,3472,1157,0,186265,85660,27563,73042,1520,10050,187307,119816,58743,61073,24193,24193,0,371,9,42918,25299,17619,34,0
1980:Q2,208425,3497,1166,0,188098,84510,27683,75905,1583,14081,192010,109042,45487,63555,24057,24057,0,353,31,58527,26386,32141,117,1549
1980:Q3,210065,3522,1174,0,188717,82391,29767,76559,1649,15003,192433,109705,44768,64937,24779,24779,0,335,84,57530,27393,30137,323,1615
1980:Q4,214772,3546,1182,0,195824,86946,29946,78932,1717,12503,198009,113088,47617,65471,25386,25386,0,310,89,59136,28950,30186,344,1720
1981:Q1,220382,3569,1190,0,197379,87543,31086,78750,1789,16455,203506,114340,49395,64945,24558,24558,0,285,7,64316,23371,40945,27,1741
1981:Q2,229662,3592,1197,0,207682,94310,32891,80481,1863,15328,213171,120275,54839,65436,26538,26538,0,258,13,66087,22186,43901,48,1756
1981:Q3,234333,3614,1205,0,211588,93060,33523,85005,1940,15986,217363,122730,57120,65610,26932,26932,0,229,45,67427,19600,47827,173,1732
1981:Q4,239774,3635,1212,0,218578,97580,33182,87816,2021,14328,222625,126144,57238,68906,27295,27295,0,195,8,68983,21103,47880,29,1863
1982:Q1,242233,3654,1218,0,219011,98108,33810,87093,1336,17014,225949,124422,52226,72196,28593,28593,0,159,-36,72811,20557,52254,-81,2025
1982:Q2,249731,3672,1224,0,224761,99445,35215,90101,1504,18570,233176,130169,56609,73560,28602,28602,0,114,40,74251,18404,55847,89,1894
1982:Q3,250303,3690,1230,0,224882,99097,35714,90071,1745,18756,233430,127072,52465,74607,28513,28513,0,75,-42,77812,25302,52510,-95,1898
1982:Q4,252011,3711,1237,0,228850,98324,37308,93218,1519,16694,234910,128408,51425,76983,29886,29886,0,53,61,76502,28409,48093,193,2048
1983:Q1,259359,3732,1244,0,231654,99629,38468,93557,2076,20653,240884,129844,51931,77913,31095,31095,0,56,33,79856,29588,50268,106,2190
1983:Q2,266167,3754,1251,0,238458,101694,39987,96777,2023,20681,247744,134018,56059,77959,31471,31471,0,81,79,82095,30575,51520,247,2365
1983:Q3,269285,3776,1259,0,241887,102607,40086,99194,2035,20328,250482,136651,56936,79715,31576,31576,0,111,143,82001,31632,50369,421,2609
1983:Q4,278621,3801,1267,0,254008,110351,39996,103661,2318,17227,261033,141455,60479,80976,32314,32314,0,127,5,87132,33584,53548,17,3071
1984:Q1,287491,3526,1175,13742,259218,116703,41024,101491,2806,7024,269477,148629,65453,83176,30805,30805,0,132,280,89631,34445,55186,980,3752
1984:Q2,296273,3528,1176,13750,268947,120239,44078,104630,2348,6524,279839,152159,69424,82735,34169,34169,0,130,322,93059,36386,56673,1036,4528
1984:Q3,300887,3630,1210,14147,272901,121193,44383,107325,2657,6342,284471,154780,68049,86731,34530,34530,0,126,533,94502,41079,53423,1711,5084
1984:Q4,311627,3485,1162,13580,288968,131920,45351,111697,2663,1769,296232,163663,73122,90541,35506,35506,0,124,360,96579,42978,53601,1124,5868
1985:Q1,317705,3550,1183,13834,292621,137050,44043,111528,2674,3843,303443,170550,79489,91061,31950,31950,0,127,337,100479,45213,55266,1047,6738
1985:Q2,332218,3829,1276,14923,305573,139818,48108,117647,2645,3972,318719,182977,84671,98306,29795,29795,0,131,417,105399,51522,53877,1267,7512
1985:Q3,350745,4466,1489,17404,318776,136292,54843,127641,2819,5791,338276,194675,96218,98457,35495,35495,0,136,337,107633,57395,50238,1023,8027
1985:Q4,366567,4442,1481,17309,335899,150170,53321,132408,3445,3991,354445,207972,102684,105288,33052,33052,0,141,262,113018,60554,52464,964,8553
1986:Q1,379176,4818,1606,18777,344514,157683,53796,133035,4719,4742,366586,222402,108615,113787,31560,31560,0,143,246,112235,63318,48917,880,9146
1986:Q2,400071,4830,1610,18823,365358,159839,65633,139886,5526,3924,386259,233494,113773,119721,41545,41545,0,139,233,110848,66907,43941,824,9462
1986:Q3,420748,5935,1978,23130,376789,152849,73194,150746,4703,8213,408528,243523,118742,124781,46767,46767,0,141,358,117739,70444,47295,1268,9974
1986:Q4,431023,5363,2298,22392,387551,165781,70781,150989,7185,6234,418776,255842,124274,131568,45700,45700,0,164,742,116328,70903,45425,2732,11380
1987:Q1,433734,5576,2390,23284,388153,174092,69185,144876,6956,7375,420121,263330,125805,137525,40011,40011,0,211,663,115906,71250,44656,2249,11745
1987:Q2,446030,5471,2345,22848,401325,180880,72755,147690,7317,6724,432183,270760,127554,143206,40238,40238,0,281,1034,119870,72472,47398,3477,12290
1987:Q3,451107,6075,2604,25370,399930,180723,65567,153640,7429,9699,436623,284144,131831,152313,35257,35257,0,358,840,116024,64264,51760,2491,13234
1987:Q4,476573,6728,2883,28095,420232,200051,66065,154116,6279,12356,462764,280555,139369,141186,32997,32997,0,424,782,148006,59393,88613,2488,13703
1988:Q1,490479,7057,3024,29466,430686,211575,66925,152186,7255,12991,476011,276922,137819,139103,27940,27940,0,482,904,169763,58415,111348,3126,15093
1988:Q2,515613,7727,3312,32269,449132,215802,79232,154098,7586,15587,499091,290265,144304,145961,33100,33100,0,533,913,174280,61834,112446,3185,15761
1988:Q3,510983,7585,3251,31672,445765,215898,74940,154927,8124,14586,490626,288777,141410,147367,31072,31072,0,587,836,169354,55723,113631,2843,15649
1988:Q4,529294,7883,3379,32918,460374,228683,76353,155338,9642,15098,506940,304717,157677,147040,32790,32790,0,654,582,168197,51288,116909,2027,16642
1989:Q1,525205,7559,4070,33992,453266,235047,73054,145165,10744,15574,500773,310873,166319,144554,24436,24436,0,734,1448,163282,51499,111783,4347,17766
1989:Q2,551860,8031,4324,36113,471586,242393,80201,148992,15272,16534,521616,322545,170050,152495,26391,26391,0,825,2370,169485,53001,116484,7019,18566
1989:Q3,572904,8284,4460,37252,487127,238681,97981,150465,18662,17119,537603,334042,175775,158267,28259,28259,0,922,1303,173077,57663,115414,4042,18856
1989:Q4,602956,8668,4668,38981,498315,250779,102938,144598,34346,17978,552456,341386,178698,162688,33610,33610,0,1019,2234,174207,59827,114380,8446,19443
1990:Q1,598672,8632,4648,38818,499774,253769,106060,139945,30833,15967,551135,354725,190059,164666,26391,26391,0,1119,2047,166853,63803,103050,7785,21124
1990:Q2,616829,9112,4907,40978,515862,265009,111746,139107,30126,15844,572048,358845,187965,170880,30129,30129,0,1223,2233,179618,62631,116987,8481,22383
1990:Q3,627198,9458,5093,42534,521458,263777,114666,143015,32954,15701,583278,353358,181785,171573,31624,31624,0,1330,1680,195286,71426,123860,6492,23830
1990:Q4,618124,9879,5320,44427,520401,268148,114134,138119,22009,16088,586997,362910,183459,179451,35208,35208,0,1441,1073,186365,61229,125136,3822,26088
