1951:Q1,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1951:Q2,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1951:Q3,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1996:Q4,495199,30218,9718,24966,4296,85,85,0,0,21583,393132,0,390907,190647,200260,2225,0,2225,0,0,0,0,0,0,11201,0,11201,492461,24524,45186,414419,7991,249,7742,0,785,0,181,405462,0,0,0,8332,0,4602,3730,0,0,0
1997:Q1,485952,28907,9200,25157,-519,3998,3998,0,0,11581,397070,0,395076,189149,205927,1994,0,1994,0,0,0,0,0,0,10558,0,10558,482326,21845,37151,414807,6258,313,5945,0,247,0,926,407376,0,0,0,8523,0,4762,3761,0,0,0
1997:Q2,507522,28927,9200,25274,461,1894,1894,0,0,16573,412410,0,410914,195531,215383,1496,0,1496,0,0,0,0,0,0,12783,0,12783,503847,23219,38407,432273,16711,343,16368,0,211,0,195,415156,0,0,0,9948,0,5050,4898,0,0,0
1997:Q3,502182,28549,9200,25402,-263,313,313,0,0,13918,412747,0,411822,193693,218129,925,0,925,0,0,0,0,0,0,12316,0,12316,497595,21791,38531,428099,7947,255,7692,0,288,0,193,419671,0,0,0,9174,0,5227,3947,0,0,0
1997:Q4,533975,28000,9200,25543,719,2035,2035,0,0,23840,431421,0,430736,197123,233613,685,0,685,0,0,0,0,0,0,13217,0,13217,530536,30838,45004,444255,5669,225,5444,0,799,0,464,437323,0,0,0,10439,0,5433,5006,0,0,0
1998:Q1,519595,27671,9200,25664,1502,29,29,0,0,8296,433807,0,433182,195258,237924,625,0,625,0,0,0,0,0,0,13426,0,13426,515742,24445,37784,443370,5755,265,5490,0,255,0,177,437183,0,0,0,10143,0,5471,4672,0,0,0
1998:Q2,541164,28325,9200,25786,1416,963,963,0,0,20546,440299,0,439773,197264,242509,526,0,526,0,0,0,0,0,0,14629,0,14629,536520,23651,38413,464140,18344,204,18140,0,198,0,211,445387,0,0,0,10316,0,5791,4525,0,0,0
1998:Q3,540495,29407,9200,25991,-1230,1055,1055,0,0,14234,446450,0,446047,195864,250183,403,0,403,0,0,0,0,0,0,15388,0,15388,535176,25706,39198,460698,5044,92,4952,0,254,0,357,455043,0,0,0,9574,0,5910,3664,0,0,0
1998:Q4,566836,30719,9200,26270,1636,17,17,0,0,30376,452479,0,452141,194772,257369,338,0,338,0,0,0,0,0,0,16139,0,16139,562670,26306,42057,483276,6171,85,6086,0,1501,0,177,475427,0,0,0,11031,0,5952,5079,0,0,0
1999:Q1,560268,26097,8200,26638,-882,246,246,0,0,18336,465997,0,465686,196759,268927,311,0,311,0,0,0,0,0,0,15636,0,15636,555706,22541,38555,485022,5509,135,5374,0,98,0,180,479235,0,0,0,9588,0,6122,3466,0,0,0
1999:Q2,577221,25715,8200,27004,272,220,220,0,0,14279,485125,0,484866,198127,286739,259,0,259,0,0,0,0,0,0,16406,0,16406,572308,22156,40551,498806,6810,90,6720,0,96,0,425,491475,0,0,0,10795,0,6282,4513,0,0,0
1999:Q3,589946,27036,7200,27457,65,480,480,0,0,22063,489275,0,489037,197183,291854,238,0,238,0,0,0,0,0,0,16370,0,16370,584325,21684,41020,510133,6734,93,6641,0,62,0,256,503081,0,0,0,11488,0,6330,5158,0,0,0
1999:Q4,696855,27064,6200,28013,-237,233,233,0,0,140640,478144,0,477963,176517,301446,181,0,181,0,0,0,0,0,0,16798,0,16798,692284,24027,66555,591523,28511,109,28402,0,1123,0,85,561804,0,0,0,10179,0,6432,3747,0,0,0
2000:Q1,604060,26737,6200,29003,-213,236,236,0,0,23745,501858,0,501708,197038,304670,150,0,150,0,0,0,0,0,0,16494,0,16494,597943,18196,35187,533202,4531,174,4357,0,61,459,138,528013,0,0,0,11358,0,6744,4614,0,0,0
2000:Q2,609745,26482,4200,29979,-12,512,512,0,0,26930,505090,0,504950,192792,312158,140,0,140,0,0,0,0,0,0,16564,0,16564,607572,18513,36992,541060,6284,76,6208,0,76,459,118,534123,0,0,0,11007,0,6865,4142,0,0,0
2000:Q3,608520,26574,3200,30811,372,372,372,0,0,17320,511543,0,511413,184356,327057,130,0,130,0,0,0,0,0,0,18328,0,18328,606577,17624,34494,543423,8643,184,8459,0,51,459,152,534118,0,0,0,11036,0,6933,4103,0,0,0
2000:Q4,635935,26596,2200,31643,901,110,110,0,0,43375,511833,0,511703,178741,332962,130,0,130,0,0,0,0,0,0,19277,0,19277,631090,19045,44391,556890,5599,450,5149,0,1249,510,229,549303,0,0,0,10764,0,6997,3767,0,0,0
2001:Q1,625275,25481,2200,32271,180,22,22,0,0,21995,523872,0,523862,184244,339618,10,0,10,0,0,0,0,0,0,19254,0,19254,620702,17828,36000,556697,6135,478,5657,0,116,510,83,549853,0,0,0,10177,0,7029,3148,0,0,0
2001:Q2,638536,25352,2200,32670,-374,150,150,0,0,23250,535120,0,535110,181126,353984,10,0,10,0,0,0,0,0,0,20168,0,20168,633244,18647,37171,567898,7632,444,7188,0,138,510,115,559503,0,0,0,9528,0,7143,2385,0,0,0
2001:Q3,663462,26296,2200,32957,-549,88,88,0,0,47880,534146,0,534136,175104,359032,10,0,10,0,0,0,0,0,0,20444,0,20444,657835,24937,36657,586769,10218,422,9796,0,63,510,622,575356,0,0,0,9472,0,7266,2206,0,0,0
2001:Q4,682958,25490,2200,33017,-23,34,34,0,0,50250,551685,0,551675,182074,369601,10,0,10,0,0,0,0,0,0,20305,0,20305,677668,17478,47330,604337,7070,425,6645,0,693,529,74,595971,0,0,0,8523,0,7373,1150,0,0,0
2002:Q1,686740,25327,2200,33630,-476,20,20,0,0,29500,575366,0,575356,192364,382992,10,0,10,0,0,0,0,0,0,21173,0,21173,680679,22415,34918,613929,6104,412,5692,0,74,529,267,606955,0,0,0,9417,0,7648,1769,0,0,0
2002:Q2,706930,27090,2200,33995,-238,184,184,0,0,32000,590693,0,590683,196633,394050,10,0,10,0,0,0,0,0,0,21006,0,21006,699449,22324,36549,630578,8511,395,8116,0,84,529,103,621351,0,0,0,9998,0,8330,1668,0,0,0
2002:Q3,710178,27045,2200,34315,396,177,177,0,0,21750,604201,0,604191,202210,401981,10,0,10,0,0,0,0,0,0,20094,0,20094,703167,23168,37850,631268,8259,380,7879,0,84,529,164,622232,0,0,0,10881,0,8264,2617,0,0,0
2002:Q4,753649,27862,2200,34597,418,40,40,0,0,39500,629416,0,629406,226682,402724,10,0,10,0,0,0,0,0,0,19616,0,19616,747314,22541,47818,646657,4787,367,4420,0,1052,972,146,639700,21091,0,21091,9207,0,8380,827,0,0,0
2003:Q1,756668,28304,2200,34798,-1197,30,30,0,0,31750,641474,0,641464,232706,408758,10,0,10,0,0,0,0,0,0,19309,0,19309,749230,26787,38532,655698,7119,373,6746,0,81,972,267,647259,19418,0,19418,8795,0,8505,290,0,0,0
2003:Q2,768964,28726,2200,35065,-525,768,768,0,0,31750,652128,0,652118,238965,413153,10,0,10,0,0,0,0,0,0,18852,0,18852,762025,27720,39540,663035,7304,365,6939,0,67,972,917,653775,22080,0,22080,9650,0,8657,993,0,0,0
2003:Q3,778839,29552,2200,35273,-496,174,174,0,0,37500,656126,0,656116,241533,414583,10,0,10,0,0,0,0,0,0,18510,0,18510,770734,29141,40361,666482,7565,341,7224,0,87,972,96,657762,24983,0,24983,9767,0,8746,1021,0,0,0
2003:Q4,796839,30782,2200,35468,-319,62,62,0,0,43750,666665,0,666665,244833,421832,0,0,0,0,0,0,0,0,0,18231,0,18231,790107,23058,47951,683908,6044,321,5723,0,578,874,176,676236,25652,0,25652,9538,0,8847,691,0,0,0
2004:Q1,787969,30832,2200,35761,-589,64,64,0,0,27500,674084,0,674084,246539,427545,0,0,0,0,0,0,0,0,0,18117,0,18117,780424,24955,40957,682495,6250,366,5884,0,95,874,97,675179,21701,0,21701,10316,0,8978,1338,0,0,0
2004:Q2,807844,30371,2200,36039,163,323,323,0,0,33500,687391,0,687391,254295,433096,0,0,0,0,0,0,0,0,0,17857,0,17857,800303,29628,43347,697438,6335,303,6032,0,100,874,293,689836,19228,0,19228,10662,0,9226,1436,0,0,0
2004:Q3,818428,30576,2200,36279,1839,236,236,0,0,29250,700341,0,700341,258804,441537,0,0,0,0,0,0,0,0,0,17707,0,17707,810489,24664,42019,703750,6278,291,5987,0,103,874,142,696353,25693,0,25693,14363,0,10502,3861,0,0,0
2004:Q4,841276,32280,2200,36434,925,43,43,0,0,33000,717819,0,717819,262970,454849,0,0,0,0,0,0,0,0,0,18575,0,18575,831863,24043,41528,721658,6182,270,5912,0,1142,890,95,713349,30783,0,30783,13851,0,11914,1937,0,0,0
2005:Q1,834707,31446,2200,36545,-1413,52,52,0,0,31000,717326,0,717326,263005,454321,0,0,0,0,0,0,0,0,0,17551,0,17551,824941,24984,42128,719145,5503,284,5219,0,90,890,153,712509,24106,0,24106,14578,0,12560,2018,0,0,0
2005:Q2,845630,30437,2200,36615,-977,235,235,0,0,34500,724722,0,724722,265015,459707,0,0,0,0,0,0,0,0,0,17898,0,17898,835039,23108,45314,725127,4610,237,4373,0,111,890,117,719399,26183,0,26183,15307,0,12937,2370,0,0,0
2005:Q3,848910,30248,2200,36429,-311,910,910,0,0,25750,736360,0,736360,269758,466602,0,0,0,0,0,0,0,0,0,17324,0,17324,837419,21927,41161,731051,4618,237,4381,0,107,890,115,725321,26920,0,26920,16360,0,13307,3053,0,0,0
2005:Q4,878659,29854,2200,36540,885,72,72,0,0,46750,744215,0,744215,271270,472945,0,0,0,0,0,0,0,0,0,18143,0,18143,867991,19043,50081,751774,4775,202,4573,0,2019,952,95,743933,30505,0,30505,16588,0,13536,3052,0,0,0
2006:Q1,872782,30217,2200,37879,-856,566,566,0,0,26750,758542,0,758542,275370,483172,0,0,0,0,0,0,0,0,0,17484,0,17484,860663,21022,40018,755541,5664,209,5455,0,76,952,98,748751,26540,0,26540,17542,0,13759,3783,0,0,0
2006:Q2,885822,31105,2200,37990,-1037,291,291,0,0,31250,766364,0,766364,275370,490994,0,0,0,0,0,0,0,0,0,17659,0,17659,873071,20963,42622,761429,5699,174,5525,0,87,952,156,754535,29164,0,29164,18893,0,14970,3923,0,0,0
2006:Q3,878586,30870,2200,38084,-1099,322,322,0,0,21500,768924,0,768924,277019,491905,0,0,0,0,0,0,0,0,0,17785,0,17785,865553,17330,40074,757267,5601,150,5451,0,94,952,112,750508,31155,0,31155,19727,0,15069,4658,0,0,0
2006:Q4,908219,31388,2200,38206,-333,67,67,0,0,40750,778915,0,778915,277019,501896,0,0,0,0,0,0,0,0,0,17026,0,17026,895270,18699,51712,775360,4960,252,4708,0,812,1011,113,768464,29615,0,29615,19884,0,15325,4559,0,0,0
2007:Q1,902434,31783,2200,38371,-870,27,27,0,0,33250,780901,0,780901,277019,503882,0,0,0,0,0,0,0,0,0,16772,0,16772,887727,18140,41179,770344,4546,301,4245,0,276,1011,104,764407,37283,0,37283,20781,0,15846,4935,0,0,0
2007:Q2,904460,31676,2200,38521,-1301,204,204,0,0,25250,790522,0,790522,277019,513503,0,0,0,0,0,0,0,0,0,17388,0,17388,889415,16994,43452,775895,4955,306,4649,0,376,1011,211,769342,32349,0,32349,20725,0,16102,4623,0,0,0
2007:Q3,914454,33038,2200,38639,-722,202,202,0,0,44750,779632,0,779632,267019,512613,0,0,0,0,0,0,0,0,0,16715,0,16715,898548,22733,41482,776506,5875,336,5539,0,367,1011,128,769125,35689,0,35689,22138,0,17274,4864,0,0,0
2007:Q4,950931,33848,2200,38681,-19,48636,48636,0,0,46500,740611,0,740611,227841,512770,0,0,0,0,0,0,0,0,0,40474,24000,16474,935021,20512,54997,794601,16379,259,16120,0,1939,2231,111,773941,43985,0,43985,20926,0,18450,2476,0,0,0
2008:Q1,932046,36193,2200,38679,-555,111292,111292,0,0,76000,591234,0,591234,92985,498249,0,0,0,39743,0,39743,0,0,0,37260,21000,16260,912813,23975,45430,778297,5883,331,5552,0,281,2231,113,769789,44101,0,44101,21010,0,19549,1461,0,0,0
2008:Q2,951047,35801,2200,38677,-638,174189,174189,0,0,114500,478841,0,478841,21740,457101,0,0,0,30283,0,1455,0,28828,0,77194,62000,15194,932291,33306,45710,788696,5257,279,4978,0,330,2231,226,780652,43822,0,43822,20757,0,19874,883,0,0,0
2008:Q3,1541490,34454,2200,38675,-954,300057,200020,100037,0,83000,491127,0,476627,18423,458204,14500,0,14500,289805,0,199734,0,90071,0,303126,288263,14863,1522164,216093,47985,1157530,332749,270,32988,299491,32151,2231,131,790268,77937,0,77937,22619,0,20312,2307,0,0,0
2008:Q4,2270739,36778,2200,38674,-1494,559695,544010,15685,0,80000,495629,0,475921,18423,457498,19708,0,19708,490411,0,45484,0,444927,0,568846,553728,15118,2252235,791782,57725,1292881,365707,259,106123,259325,89291,4330,1380,832173,88352,0,88352,21495,0,21076,419,0,0,0
2009:Q1,2118759,34522,2200,42261,-3075,540810,536358,4452,0,0,779352,0,492323,18423,473900,287029,236636,50393,388763,4692,20409,0,363662,0,333926,309917,24009,2097432,759686,50305,1193215,267395,310,67151,199934,66401,4855,1154,853410,70590,0,70590,23636,0,22558,1078,0,0,0
2009:Q2,2035811,35487,2200,42427,-2831,328511,318670,9841,0,0,1215517,0,656466,18423,638043,559051,462425,96626,253934,25112,5070,0,223752,0,160566,114585,45981,2014061,615443,51142,1248049,316241,318,115984,199939,65067,6394,1764,858583,72669,0,72669,26758,0,24246,2512,0,0,0
2009:Q3,2179150,36961,5200,42564,-2535,207232,207180,52,0,0,1592701,0,769160,18423,750737,823541,692365,131176,183920,42709,27,0,141184,0,113107,56756,56351,2155573,835319,50745,1173622,273562,293,108324,164945,28621,6475,1918,863046,68913,0,68913,26974,0,24918,2056,0,0,0
2009:Q4,2266204,36176,5200,42691,-2097,96618,96618,0,0,0,1844838,0,776588,18423,758165,1068250,908371,159879,142832,47532,0,0,95300,25106,74840,10272,64568,2243186,952697,54922,1136476,191872,239,186632,5001,59406,9446,2425,873327,77732,0,77732,21359,0,25640,-4281,0,0,0
2010:Q1,2338040,35358,5200,42745,-1625,11523,11523,0,0,0,2014390,0,776705,18423,758282,1237685,1068697,168988,137426,47221,0,0,90205,25416,67607,0,67607,2314675,1044109,51802,1140048,216721,223,91519,124979,29082,9775,1683,882787,57766,0,57766,20950,0,26255,-5305,0,0,0
2010:Q2,2362889,34693,5200,43205,-1948,673,673,0,0,0,2059878,0,776989,18423,758566,1282889,1118127,164762,127451,42477,0,0,84974,25733,68004,1245,66759,2335922,956349,53787,1237697,287813,233,87615,199965,44509,12802,1229,891344,67223,0,67223,20866,0,26620,-5754,0,0,0
2010:Q3,2326409,36846,5200,43413,-1574,296,296,0,0,0,2044313,0,811669,18423,793246,1232644,1078539,154105,105998,29699,0,0,76299,26057,65860,61,65799,2298661,929705,50548,1236188,308087,237,107888,199962,8855,12558,2487,904201,63810,0,63810,18410,0,26686,-8276,0,0,0
2010:Q4,2451665,37029,5200,43542,-1421,221,221,0,0,0,2161094,0,1021493,18423,1003070,1139601,992141,147460,98057,24703,0,0,73354,26385,81558,75,81483,2427754,964383,52722,1302763,340914,177,140773,199964,17152,11317,3352,930028,59703,0,59703,48183,0,26524,21659,0,0,0
2011:Q1,2655182,37171,5200,43790,-1380,58,58,0,0,0,2410096,0,1340446,18423,1322023,1069650,937155,132495,69120,19208,0,0,49912,0,91127,0,91127,2631488,1394691,53311,1101923,116412,209,111203,5000,22448,10918,141,952004,62171,0,62171,19392,0,26293,-6901,0,0,0
2011:Q2,2889828,37895,5200,43953,-917,120,120,0,0,0,2645095,0,1619538,18423,1601115,1025557,908853,116704,55264,12755,0,0,42509,0,103218,0,103218,2865922,1572650,55427,1152309,135277,147,130130,5000,30545,12583,378,973526,70309,0,70309,15227,0,26486,-11259,0,0,0
2011:Q3,2874847,37365,5200,44082,-769,110,110,0,0,0,2643811,0,1664660,18423,1646237,979151,870883,108268,42335,11303,0,0,31032,0,102713,500,102213,2851399,1583976,50608,1107384,56408,124,56284,0,58304,3073,2643,986956,84123,0,84123,25308,0,26005,-697,0,0,0
2011:Q4,2945238,36809,5200,44198,-631,196,196,0,0,0,2605123,0,1663446,18423,1645023,941677,837683,103994,30490,9013,0,0,21477,0,223853,99823,124030,2920889,1542737,60801,1188626,85865,128,85737,0,84140,3449,153,1015019,99900,0,99900,28825,0,26899,1926,0,0,0
2012:Q1,3060225,36386,5200,44389,-720,6,6,0,0,0,2889929,0,1892042,18422,1873620,997887,892076,105811,18962,7056,0,0,11906,0,66073,46482,19591,2860872,1542485,56451,1133687,43630,150,43480,0,44323,3449,155,1042130,96671,0,96671,31578,0,27217,4361,2712695,1763807,948888
2012:Q2,3121176,36050,5200,44517,-709,77,77,0,0,0,2982935,0,1964773,18422,1946351,1018162,917355,100807,4526,4526,0,0,0,0,48580,27969,20611,2859003,1502915,56660,1185865,91536,117,91419,0,34008,3449,1608,1055264,85478,0,85478,28085,0,27342,743,2743002,1778745,964257
2012:Q3,3083784,36591,5200,44635,-607,126,126,0,0,0,2964133,0,1967526,0,1967526,996607,904161,92446,1467,1467,0,0,0,0,32239,12551,19688,2813695,1437005,56349,1192726,85568,122,85446,0,25992,3449,5652,1072065,92743,0,92743,34872,0,27369,7503,2716323,1778878,937445
2012:Q4,3167718,35774,5200,44751,-486,70,70,0,0,0,3053309,0,1974315,0,1974315,1078994,993990,85004,556,556,0,0,0,0,28544,8889,19655,2931109,1473018,71068,1245515,92870,150,92720,0,45228,2871,6455,1098091,107188,0,107188,34320,0,27360,6960,2838988,1809188,1029800
2013:Q1,3426751,34520,5200,44971,-591,9,9,0,0,0,3313009,0,2098312,0,2098312,1214697,1134742,79955,382,382,0,0,0,0,29251,8056,21195,3219731,1780746,59633,1238552,79383,231,79152,0,29775,2871,9213,1117310,105457,0,105457,35343,0,27564,7779,3128511,1950412,1178099
2013:Q2,3558845,34270,5200,45147,-714,120,120,0,0,0,3450012,0,2143888,0,2143888,1306124,1230867,75257,258,258,0,0,0,0,24552,1679,22873,3501548,2003018,60217,1311222,134979,121,134858,0,29743,2871,10050,1133579,95153,0,95153,31938,0,27493,4445,3415169,2097243,1317926
2013:Q3,3804757,34958,5200,45334,-566,177,177,0,0,0,3696759,0,2262042,0,2262042,1434717,1368428,66289,101,101,0,0,0,0,22794,511,22283,3757604,2198918,62196,1302819,88553,167,88386,0,57563,2871,8965,1144867,157405,58157,99248,36266,0,27441,8825,3672016,2228453,1443563
2013:Q4,4008143,34610,5200,45493,-962,74,74,0,0,0,3899144,0,2341336,0,2341336,1557808,1495572,62236,97,97,0,0,0,0,24487,272,24215,4038938,2203894,73614,1412763,162633,234,162399,0,71082,3437,7997,1167614,315924,197755,118169,32743,0,27507,5236,3952416,2359434,1592982
2014:Q1,4286886,34848,5200,45749,-546,35,35,0,0,0,4176270,0,2494381,0,2494381,1681889,1629799,52090,82,82,0,0,0,0,25248,407,24841,4250289,2427992,64779,1380705,142468,279,142189,0,23716,3437,7003,1204081,341023,242069,98954,35790,0,28051,7739,4162707,2463480,1699227
2014:Q2,4501771,34912,5200,45963,-524,164,164,0,0,0,4389618,0,2614159,0,2614159,1775459,1727305,48154,49,49,0,0,0,0,26389,124,26265,4388014,2436239,64929,1393771,139445,146,139299,0,27344,3437,5970,1217575,456501,339481,117020,36574,0,28162,8412,4299011,2540817,1758194
2014:Q3,4569474,33167,5200,46171,-915,327,327,0,0,0,4459314,0,2662378,0,2662378,1796936,1752899,44037,14,14,0,0,0,0,26196,240,25956,4465616,2485409,64697,1468791,158461,159,158302,0,75904,3437,5259,1225730,410131,300000,110131,36588,0,28190,8398,4378636,2590162,1788474
2014:Q4,4711012,31960,5200,46301,-555,145,145,0,0,0,4599336,0,2736293,0,2736293,1863043,1820544,42499,0,0,0,0,0,0,28625,1528,27097,4513427,2352809,75667,1541544,223653,201,223452,0,41990,3352,5259,1267290,509837,396705,113132,33570,0,28572,4998,4425314,2596241,1829073
2015:Q1,4746184,30406,5200,46671,-748,49,49,0,0,0,4638298,0,2773131,0,2773131,1865167,1824680,40487,0,0,0,0,0,0,26308,810,25498,4497082,2423438,67820,1431513,100280,196,100084,0,31118,3620,5246,1291249,536859,378490,158369,37452,0,28822,8630,4413026,2590553,1822473
2015:Q2,4627367,30728,5200,47000,-412,166,166,0,0,0,4517913,0,2682775,0,2682775,1835138,1796210,38928,0,0,0,0,0,0,26772,635,26137,4494863,2231714,68275,1599094,254442,102,254340,0,35039,3946,5264,1300403,558167,392602,165565,37613,0,29133,8480,4409555,2588013,1821542
2015:Q3,4689837,30906,5200,47327,-87,252,252,0,0,0,4580167,0,2720453,0,2720453,1859714,1821863,37851,0,0,0,0,0,0,26072,681,25391,4500306,2182006,67611,1572933,198907,191,198716,0,35663,12107,6246,1320010,641081,449614,191467,36675,0,29281,7394,4414934,2585033,1829901
2015:Q4,4632003,30541,5200,47567,-36,115,115,0,0,0,4521330,0,2675909,0,2675909,1845421,1810256,35165,0,0,0,0,0,0,27286,997,26289,4520527,1965234,74168,1732748,333713,266,333447,0,31580,11410,5246,1350799,712401,474592,237809,35976,0,29451,6525,4414873,2580676,1834197
2016:Q1,4741030,31621,5200,47726,-1178,58,58,0,0,0,4632134,0,2757311,0,2757311,1874823,1843399,31424,0,0,0,0,0,0,25469,146,25323,4516737,2122492,69796,1736701,314048,213,313835,0,26317,17802,5215,1373319,550546,303849,246697,37202,0,30078,7124,4412876,2576483,1836393
2016:Q2,4790661,32008,5200,48043,-1287,200,200,0,0,0,4677921,0,2806334,0,2806334,1871587,1844483,27104,0,0,0,0,0,0,28576,2994,25582,4503476,2034070,73267,1815149,363733,71,363662,0,34751,20697,5225,1390743,543850,278809,265041,37140,0,30113,7027,4395782,2573562,1822220
2016:Q3,4757283,32362,5200,48370,-735,198,198,0,0,0,4640411,0,2780236,0,2780236,1860175,1837929,22246,0,0,0,0,0,0,31477,7003,24474,4494156,1919522,65065,1807320,353453,141,353312,0,24625,18675,5196,1405371,665045,412523,252522,37204,0,30176,7028,4382343,2570989,1811354
2016:Q4,4561035,30359,5200,48536,-804,63,63,0,0,0,4445632,0,2640706,0,2640706,1804926,1787484,17442,0,0,0,0,0,0,32049,5563,26486,4489418,1754202,75970,1896419,399356,166,399190,0,31330,27065,5198,1433470,725210,468355,256855,37617,0,30443,7174,4379073,2567422,1811651
2017:Q1,4583555,30920,5200,48781,-567,9,9,0,0,0,4470175,0,2643568,0,2643568,1826607,1812115,14492,0,0,0,0,0,0,29037,5075,23962,4509591,2149339,70172,1652291,92472,267,92205,0,24013,64784,5195,1465827,600291,346853,253438,37498,0,30595,6903,4401276,2564940,1836336
2017:Q2,4598607,31621,5200,48986,-636,142,142,0,0,0,4485571,0,2657025,0,2657025,1828546,1819327,9219,0,0,0,0,0,0,27723,3070,24653,4502660,1979415,70757,1764350,181304,187,181117,0,15369,71359,5196,1491122,649997,398875,251122,38141,0,30843,7298,4394684,2562494,1832190
2017:Q3,4596472,31961,5200,49175,-743,196,196,0,0,0,4482574,0,2651193,0,2651193,1831381,1823575,7806,0,0,0,0,0,0,28109,3620,24489,4497170,2070393,68531,1763742,159519,197,159322,0,17423,70869,5195,1510736,556792,316090,240702,37712,0,31188,6524,4388332,2559838,1828494
2017:Q4,4572001,32176,5200,49381,-920,134,134,0,0,0,4448309,0,2633008,0,2633008,1815301,1809918,5383,0,0,0,0,0,0,37721,12067,25654,4486827,1949005,77174,1858153,229147,214,228933,0,17232,65654,5288,1540832,563958,319595,244363,38537,0,31389,7148,4368185,2545733,1822452
2018:Q1,4439945,33090,5200,49517,-700,17,17,0,0,0,4323698,0,2555722,0,2555722,1767976,1762701,5275,0,0,0,0,0,0,29123,5011,24112,4437848,2107065,68215,1951440,289967,319,289648,0,19651,68060,5283,1568479,273381,32361,241020,37747,0,31667,6080,4324160,2513407,1810753
2018:Q2,4330610,31932,5200,49617,-543,239,239,0,0,0,4218141,0,2495040,0,2495040,1723101,1719873,3228,0,0,0,0,0,0,26024,1091,24933,4348263,1886919,70350,2010788,333003,198,332805,0,16166,59758,5331,1596530,341633,96970,244663,38573,0,32076,6497,4237694,2463721,1773973
2018:Q3,4171362,31669,5200,49691,-969,271,271,0,0,0,4062089,0,2395142,100,2395042,1666947,1663774,3173,0,0,0,0,0,0,23411,74,23337,4235924,1769493,68041,2079766,384927,214,384713,0,14938,57194,5285,1617422,278949,48430,230519,39675,0,32276,7399,4128542,2395842,1732700
2018:Q4,4095942,31761,5200,49762,-770,61,61,0,0,0,3982597,0,2337994,0,2337994,1644603,1641381,3222,0,0,0,0,0,0,27331,4207,23124,4100186,1555954,82044,2117623,402352,214,402138,0,10471,62305,5275,1637220,304012,41848,262164,40553,0,32335,8218,3988735,2302462,1686273
2019:Q1,4063110,31435,5200,49865,-789,11,11,0,0,0,3953907,0,2330158,0,2330158,1623749,1620504,3245,0,0,0,0,0,0,23481,1365,22116,4000465,1580789,69871,2054426,334348,336,334012,0,6781,54278,5272,1653747,255345,731,254614,40034,0,32522,7512,3893162,2252966,1640196
2019:Q2,4009430,31808,5200,49930,-821,115,115,0,0,0,3900351,0,2315006,5,2315001,1585345,1581995,3350,0,0,0,0,0,0,22847,17,22830,3870602,1421452,71488,2001399,263893,184,263709,0,7695,52985,5274,1671552,335372,44307,291065,40891,0,32395,8496,3763437,2185285,1578152
2019:Q3,4207819,31269,5200,49994,-744,107,107,0,0,202500,3897941,0,2366457,5958,2360499,1531484,1528052,3432,0,0,0,0,0,0,21552,973,20579,4005267,1427255,70319,2154009,382663,180,382483,0,8523,65499,5216,1692108,313368,7057,306311,40316,0,32488,7828,3697303,2186858,1510445
2019:Q4,4379130,31563,5200,50071,-643,42,42,0,0,255619,4011876,0,2540730,168479,2372251,1471146,1467802,3344,0,0,0,0,0,0,25402,3728,21674,4216600,1548849,83424,2207264,404024,171,403853,0,12537,61242,5212,1724249,336649,64087,272562,40414,0,31698,8716,3851250,2401604,1449646
2020:Q1,6179515,31416,5200,50180,-654,76633,49087,27546,0,262725,5312904,0,3757408,325925,3431483,1555496,1551921,3575,58716,0,58716,0,0,0,382395,357674,24721,5786348,2474282,99027,2593151,515585,328,515257,0,121143,159331,17425,1779667,569082,284908,284174,50806,0,31966,18840,4921634,3421075,1500559
2020:Q2,7363962,31626,5200,50256,-730,83463,7192,11756,64515,57950,6847723,0,4807860,325926,4481934,2039863,2036248,3615,30948,0,12108,3700,15140,0,257526,226884,30642,6947549,2787035,91952,3792081,1722098,66,1722032,0,43087,132568,16253,1878075,232957,950,232007,43524,1500,32025,9999,6433217,4455402,1977815
2020:Q3,7402618,32320,5200,50374,-1329,66629,3479,3898,59252,0,7163735,0,5055969,325972,4729997,2107766,2104171,3595,31702,0,3423,8321,19958,0,53987,23895,30092,6996256,2743246,90030,3914554,1781704,25,1781679,0,26625,144803,18946,1942476,205233,850,204383,43193,1500,32392,9301,6759286,4705529,2053757
