1951:Q1,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1951:Q2,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1951:Q3,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1985:Q2,2311383,11895,96506,66808,14675,4225,82688,9798,42730,3502,26658,91298,54207,37091,197608,10112,736169,295346,704052,62582,311,14237,0,626922,3105822,715218,68886,110639,535693,812051,425185,222247,164619,437622,38470,38896,1063565,14718,72794,976053,1743624,118160,484517,1192410,40.63342954269695,46.90187892094585
1985:Q3,2358866,12514,107016,68688,14413,4794,70885,9326,35913,3533,22113,93710,55610,38100,186046,10393,746326,298482,745598,63671,303,13999,0,667625,3185077,739841,69036,116039,554766,818612,434380,223552,160680,434607,41296,39870,1110851,14545,113176,983130,1641750,120862,474749,1202872,39.46796950113536,46.64679833131994
1985:Q4,2470849,16023,125714,69301,14516,3374,81169,10478,41102,4017,25572,99518,57013,42505,214143,10799,739342,391367,705583,64155,296,16657,0,624475,3308203,777480,72207,127039,578234,861463,453929,238234,169299,479653,39009,40132,1110466,18707,-23961,1115720,1916908,147722,535039,1283033,41.70111655216661,46.63803563261994
1986:Q1,2474511,17734,115339,74757,16069,3349,69882,11646,33539,4167,20530,95439,55321,40118,247091,12589,724905,398376,698981,68584,280,14908,0,615209,3308690,807745,69514,124039,614192,875229,460434,244322,170473,444559,40329,41811,1099017,18707,-63525,1143835,2136797,157381,556810,1259158,44.22081622034388,46.00606822312066
1986:Q2,2513209,18854,112387,80427,16952,2900,80815,10268,40715,4518,25314,95210,53610,41600,264642,13947,739512,403687,683877,72687,284,19259,0,591647,3344201,842883,68654,120767,653462,898790,469700,254865,174225,439233,39574,43400,1080321,18707,-55625,1117239,2244577,162526,590924,1272026,46.45535536452363,45.54349278614968
1986:Q3,2585959,18104,103940,92218,18216,3742,78234,9378,38961,5750,24145,94395,51880,42515,248845,14709,759201,408495,745861,77366,270,18493,0,649732,3441160,874104,72779,119531,681794,913599,471790,263030,178779,445482,41274,44548,1122153,18712,2447,1100994,2031804,168829,578008,1294355,44.65606546592644,45.17524072539601
1986:Q4,2639744,19201,123998,85530,18117,5073,77913,10173,40325,2360,25055,97167,50150,47017,265538,15676,741486,517615,672430,83082,256,18726,0,570366,3498215,885353,62865,117138,705350,979134,519640,274200,185294,477971,42784,49532,1063441,18742,10026,1034673,2240835,194800,611046,1377460,44.36034955757002,45.94855783896292
1987:Q1,2738784,16826,124940,81118,18826,5556,75671,12384,37705,2274,23308,94913,50490,44423,321289,16057,772240,523775,687573,87788,239,19050,0,580497,3573196,911433,63593,117349,730491,998040,504674,278169,215197,477734,43947,55308,1086734,19042,-87868,1155560,2708148,202796,660283,1368116,48.262197623753,44.32822739511139
1987:Q2,2788193,15896,129056,81792,18518,5532,69549,13815,32734,3006,19994,97404,50833,46571,336338,15039,788985,531330,698754,94772,232,14500,0,589251,3624500,932274,67916,116146,748212,1024118,508793,289192,226133,473369,46928,57155,1090656,19492,-100382,1171546,2783592,210992,671720,1386198,48.457721060872,44.26010409765165
1987:Q3,2853366,15081,129178,80483,18611,5601,70878,16886,31671,3036,19285,99255,51180,48075,357654,14628,811164,538818,712014,101819,221,13750,0,596224,3673779,952968,68108,116097,768763,1041748,512770,293539,235439,482992,47763,68018,1080290,20142,-116598,1176746,2944431,220494,692114,1405172,49.25475916784577,43.83666831885857
1987:Q4,2870522,16262,133651,85943,18940,3362,68768,14966,31790,2648,19364,105555,51527,54028,275803,12817,805346,565167,778908,106590,224,12500,0,659594,3773980,974107,73768,116224,784115,1077438,524047,307345,246046,522356,47866,66301,1085912,20250,83270,982392,2286653,234602,615546,1475382,41.72113750712514,44.12088338317093
1988:Q1,2939813,18334,128805,81972,19578,3658,66367,12295,31319,3702,19051,106594,55681,50913,270421,12167,841376,567787,822755,112533,215,23443,0,686564,3863671,998872,73507,115753,809612,1106818,527447,330501,248870,524786,48823,63262,1121110,19750,99713,1001647,2419233,250376,601302,1505063,39.95193847853098,44.23511957187946
1988:Q2,3002052,25398,135592,74680,17533,3075,64426,15348,26880,6107,16091,112666,59836,52830,266069,11478,877010,571338,842788,117083,216,28388,0,697101,3931617,1034690,77847,116168,840675,1129603,543546,336235,249822,534527,46307,66278,1120212,19050,97605,1003557,2514872,268114,598251,1538462,38.88630557172768,44.24668823418026
1988:Q3,3046144,26273,133955,78949,16336,3695,62416,13725,26761,5918,16012,117777,63990,53787,245024,10912,890081,578928,881799,119673,226,24893,0,737007,3981763,1061889,80303,115932,865654,1134089,544311,344464,245315,531229,45149,70320,1139087,17800,130916,990371,2459275,280328,577560,1545456,37.37150499487647,44.12965044204394
1988:Q4,3250120,21554,145405,82273,15649,4981,64397,13648,27933,6022,16794,128902,68145,60757,230344,10627,895916,646438,1003634,121624,231,24014,0,857766,4191650,1089317,85676,116409,887232,1175888,565416,353269,257203,576096,44371,76451,1229527,19012,142506,1068009,2558076,309155,575230,1624828,35.40251293241371,44.33864860357889
1989:Q1,3391050,18622,138197,74379,16461,3744,82449,14686,37140,7692,22931,117409,64756,52653,243434,10876,927042,658811,1099625,125944,202,23086,0,950393,4373886,1113576,96147,115626,901803,1210886,568118,373997,268772,577312,49134,88918,1334060,20696,128102,1185262,2669423,313167,588162,1664707,35.33125803354504,44.66672421038456
1989:Q2,3432490,17113,139884,80721,16718,3524,88980,17526,39716,7090,24648,115720,61328,54392,261289,11643,955263,662640,1078994,129233,169,25247,0,924344,4428494,1148350,110059,115090,923201,1238318,577005,390399,270914,581921,43378,92560,1323967,22555,110425,1190987,2835812,322350,619872,1702762,36.40390498770535,45.14508300769426
1989:Q3,3462039,13992,141324,73203,17033,2449,93651,14351,44739,6564,27997,113640,57864,55776,285558,12045,964676,668479,1075988,131720,165,32301,0,911802,4482220,1166999,113273,114688,939038,1239848,580513,387529,271806,577571,42076,92871,1362855,24454,73057,1265344,3056089,336600,639255,1700962,37.58196352351852,44.92663380261326
1989:Q4,3478895,14705,153925,80610,16224,2783,107244,14291,51432,9170,32351,118228,54399,63829,287674,11709,937992,741789,1006012,135952,166,34501,0,835393,4532736,1183681,107112,115490,961079,1271540,604541,402431,264568,597901,38289,96187,1345138,26280,89030,1229828,3138600,416172,674874,1750273,38.55820777678741,45.37609545556969
1990:Q1,3484249,15669,144236,69847,19781,2036,87382,11574,44125,7046,24637,112510,53998,58512,278230,11097,943706,754650,1045105,134930,162,41043,0,868970,4582524,1208939,126034,114943,967962,1303087,598251,424819,280017,588308,42256,98824,1341110,28004,126141,1186965,3005478,428428,628278,1779668,35.303104089243,45.74411629475755
1990:Q2,3496118,15551,144172,70925,21192,1800,87450,12555,45692,5292,23911,113177,53592,59585,294621,11261,979042,761299,995628,141803,159,41156,0,812510,4597267,1228355,128659,115278,984418,1323082,600956,438658,283469,593497,37130,101537,1313666,29268,98250,1186148,3134877,438759,646972,1798899,35.96487941163053,45.78879388878387
1990:Q3,3537148,14509,138790,72369,24301,2792,77320,12016,36616,2886,25802,113257,53182,60075,253215,9296,1012945,777138,1041216,145553,157,44928,0,850578,4689360,1238704,131811,115026,991867,1332581,592325,453160,287096,616321,40934,102448,1358372,30642,186565,1141165,2653601,457011,592592,1834551,32.30174950998016,45.786281129915
1990:Q4,3587511,14717,159167,74564,26329,2137,79441,13836,37649,3285,24671,119913,52772,67141,274682,9723,967178,657935,1201725,149305,158,40042,0,1012220,4729421,1240172,116852,115153,1008167,1345217,594058,463042,288117,626310,38302,104730,1374690,32331,174553,1167806,2955814,439126,640760,1838564,34.85111262253231,45.40716669808794
1991:Q1,3619935,15349,126388,77964,30192,1324,76700,13845,34502,2873,25480,113487,54301,59186,313678,11775,950905,669216,1232957,151970,156,47415,0,1033416,4752528,1262042,119851,114860,1027331,1316207,581382,440808,294017,587704,34609,99439,1452527,35015,118159,1299353,3396441,449864,653370,1764354,37.03169420803747,44.29520385641892
1991:Q2,3650212,12599,133193,81294,30081,1430,81002,15866,34726,4955,25455,113232,55847,57385,311831,12357,980610,676426,1216157,151737,161,51942,0,1012316,4769951,1286441,119437,115537,1051467,1295069,565328,434803,294937,600650,27402,105700,1454689,38479,130491,1285719,3354319,444698,663787,1747621,37.98232840677363,43.36875358604723
1991:Q3,3709012,13578,145376,84043,31041,1635,96531,14318,42221,3350,36642,114652,57409,57243,327479,13606,995877,685760,1199434,151344,166,47653,0,1000271,4830993,1294169,107016,115277,1071876,1265655,552776,425172,287707,616179,31379,101449,1522162,41713,107867,1372582,3536308,445024,713289,1732522,41.17056251776501,42.38431608873142
1991:Q4,3714584,16435,164495,77581,32331,1620,108051,14695,43426,5112,44818,121960,58972,62988,353898,14828,961380,742902,1119103,151517,175,55764,0,911648,4829771,1299396,98477,113984,1086935,1227244,542316,405643,279284,649415,28892,98120,1526704,44403,85151,1397150,3998481,530447,769239,1724743,44.60020354689404,41.41612747063778
1992:Q1,3831412,14978,154598,74167,37900,3211,97058,13853,42011,7872,33322,115269,59237,56032,334622,16197,977573,757148,1248690,154157,171,55820,0,1038542,5058119,1330818,110434,114334,1106050,1216136,536795,405603,273738,627620,34543,96259,1752743,46813,131441,1574489,3908353,543600,732731,1714995,42.7249654875619,41.33691037863014
1992:Q2,3837738,14987,153585,73250,40597,3872,120338,14122,57611,7727,40878,116374,59501,56873,330317,17119,1019494,768289,1179514,158073,162,46620,0,974659,5065846,1352584,111996,115097,1125491,1197568,525425,403709,268434,646811,31419,98492,1738972,49189,134049,1555734,3870341,548213,754065,1719361,43.85729133587839,40.82621411844579
1992:Q3,3848339,15639,151780,74612,44253,3194,115495,14757,52292,8462,39984,117612,59769,57843,329952,18891,1031412,777469,1168028,162120,170,48485,0,957254,5083058,1365248,108216,116104,1140928,1181194,517213,404866,259115,655379,35418,97055,1748764,51659,146032,1551073,3966349,549027,753816,1721092,43.79871180213265,40.46017050900353
1992:Q4,3879178,15791,158671,75991,47346,5057,132031,17044,60589,8585,45813,125777,60036,65741,335563,21148,988942,703724,1269137,165196,172,49834,0,1053935,5109733,1379895,107106,118285,1154504,1165105,513956,411957,239192,682817,35344,100117,1746455,54321,122915,1569219,4361179,559391,791598,1751180,45.20368738872961,40.5901462646283
1993:Q1,3968514,13489,152194,82120,47510,3905,118464,15860,42943,15167,44494,121475,58124,63351,359409,23483,1025995,710184,1310286,167383,176,39089,0,1103638,5210385,1445589,113900,119327,1212362,1143794,508097,405744,229953,666438,41686,103766,1809112,56975,84123,1668014,4481787,566741,800574,1735865,46.1196004060239,39.69058023660192
1993:Q2,4048189,13667,158090,85412,45896,3071,124607,18076,47830,11620,47081,120744,56191,64553,370027,25215,1057388,724775,1319297,168884,181,47630,0,1102602,5266220,1503576,124025,120705,1258846,1127962,507802,398592,221569,668865,38333,109112,1818372,59829,95592,1662951,4502439,567120,825985,1737617,47.5355067868186,39.15652131752116
1993:Q3,4122957,15278,154034,81130,44699,1963,143150,16698,53078,17224,56150,120845,54237,66608,388666,27899,1082549,739686,1323058,170263,184,47244,0,1105367,5314480,1548852,123232,122697,1302923,1109696,500973,390574,218149,678048,41382,113751,1822751,62933,82087,1677731,4628385,560165,856819,1734210,49.40688372485053,38.17044653066003
1993:Q4,4228913,14502,178018,91982,44812,2506,142017,19411,48839,19059,54708,129512,52283,77229,406967,29776,1035046,890698,1263077,172076,188,44616,0,1046197,5388621,1580574,117829,124864,1337881,1110098,506662,384664,218772,719258,40725,118993,1818973,66636,70968,1681369,4842338,571322,910580,1769138,51.47025311902026,37.50569455526876
1994:Q1,4256431,15730,175081,87310,47195,2579,148522,16511,57537,22414,52060,124992,53287,71705,381249,29526,1064540,919037,1260670,173475,191,36996,0,1050008,5426412,1630903,129885,126947,1374071,1135926,513379,409189,213357,701141,45468,118179,1794795,69970,118023,1606802,4630536,587483,887192,1799062,49.31413845858125,38.03824958665017
1994:Q2,4317284,16080,175125,90287,47676,2514,145902,17880,53152,24901,49969,127557,54301,73256,372317,29114,1111514,934612,1264585,174906,195,33674,0,1055810,5483635,1661478,135680,129467,1396331,1149514,523931,411568,214016,728065,41256,118848,1784474,73062,109450,1601962,4541826,589773,879015,1840499,47.75959405556908,38.10676601096045
1994:Q3,4374390,12638,177254,90528,49330,2696,143547,17818,60794,14900,50035,130068,55327,74741,379788,30922,1125020,952844,1279754,176338,202,30800,0,1072414,5522329,1679354,138683,130445,1410226,1162415,535277,412262,214876,742957,42676,121185,1773742,75948,60400,1637394,4800739,608064,886703,1871855,47.37028227176155,38.22344363247232
1994:Q4,4500276,15664,185515,96369,52209,2178,146227,18826,50820,19875,56706,142974,56353,86621,369073,31061,1106979,971611,1380416,177973,199,28935,0,1173309,5627385,1699387,139238,131689,1428460,1188659,554175,422135,212350,796530,40315,114500,1787994,78325,37678,1671991,4796829,603366,898296,1952393,46.01000632879969,38.62637976547035
1995:Q1,4556294,13850,163852,82205,57503,3707,127895,18211,41270,21042,47372,136486,56739,79747,401714,34725,1131862,991336,1411159,181602,198,28789,0,1200570,5694632,1722105,149799,131748,1440558,1236770,584346,438718,213706,786451,49454,111778,1788074,79682,-6711,1715103,5167983,622434,885451,2008768,44.07931020763222,39.63881600546048
1995:Q2,4676531,14454,159423,91827,64388,9019,153014,17386,47962,24306,63360,137635,57130,80505,436328,38408,1156199,1006142,1409694,185187,199,33224,0,1191084,5777195,1761207,162887,132761,1465559,1264450,605399,445825,213226,799388,40898,113813,1797439,81041,-52749,1769147,5594356,635622,966861,2054397,47.06300376310132,40.12719292141955
1995:Q3,4804817,15856,165359,93237,69660,3771,122720,18004,43647,20783,40286,135805,57525,78280,467322,42323,1205810,1027350,1455605,184349,200,34500,0,1236556,5877018,1771961,163268,133510,1475183,1273637,615857,445182,212599,832922,42359,115195,1840944,82398,-83639,1842185,6024123,651330,980248,2099587,46.68765655256654,40.19919639808292
1995:Q4,4981738,17403,188079,99688,76969,2440,137448,20142,57098,23421,36787,142982,57921,85061,491714,45668,1184941,1199403,1395003,186470,206,29125,0,1179202,6009523,1785204,157351,134758,1493095,1308811,631493,467293,210025,877498,40309,113366,1884335,83757,-94193,1894771,6406754,810799,1059409,2173944,48.73211531397219,40.59893862154095
1996:Q1,5115804,20387,158999,95849,84858,2428,123661,17436,57356,20853,28016,133711,57033,76678,521977,50177,1222302,1224015,1477439,187576,206,32225,0,1257432,6120036,1824895,174174,134937,1515784,1316206,629014,474101,213091,863816,49331,120966,1944822,85114,-108591,1968299,6683652,826671,1058336,2190436,48.31621976391081,40.66374504530855
1996:Q2,5236217,19844,164724,103832,84764,4322,138351,20928,63106,22880,31437,128162,56145,72017,549214,54306,1269179,1238300,1481218,188180,210,30753,0,1262074,6203068,1860871,181726,137110,1542035,1337082,637523,482210,217349,889439,45602,124082,1945992,86471,-123019,1982540,6988156,848477,1119357,2236500,50.04949363097209,40.69662930654127
1996:Q3,5346905,20922,175619,112984,88884,4674,135161,23488,52144,25926,33603,123767,55247,68520,569961,57743,1295612,1259375,1502202,190281,212,33373,0,1278335,6290747,1868210,172999,137084,1558127,1358221,654084,488555,215582,876673,49068,124923,2013652,87829,-129828,2055651,7047824,858314,1165948,2241379,52.01921438108383,40.77689321603866
1996:Q4,5481386,28208,187358,129670,94627,3904,138126,31534,47095,28480,31017,132095,54350,77745,621908,62566,1273063,1408107,1401754,189302,153,29808,0,1182490,6378563,1876162,156405,137851,1581906,1368399,662307,484638,221455,927011,49872,125607,2031512,89185,-160015,2102342,7136150,985202,1266367,2280232,55.53675603899095,40.170280752107
1997:Q1,5544659,28968,188790,132912,103040,3732,130759,26721,54405,19272,30361,130692,60735,69957,655484,62961,1311149,1436405,1359768,190296,154,20425,0,1148893,6447246,1916803,168747,138652,1609404,1393914,681234,490933,221747,905003,62141,135119,2034266,91610,-127640,2070296,7172828,1004761,1306646,2308058,56.61234934184057,40.50222545041649
1997:Q2,5642363,33462,182078,146321,104608,3249,113996,25733,40178,11823,36262,135164,67191,67973,789496,69664,1365473,1458798,1240056,190882,162,13041,0,1035971,6488537,1963972,179286,139800,1644886,1413577,694276,491727,227574,917933,57173,141475,1994407,93059,-243002,2144350,8281378,1017911,1442874,2340395,61.65087669295032,40.42247817050173
1997:Q3,5771646,33251,185313,141792,112057,4004,106964,28351,36848,8394,33371,142375,73718,68657,869725,74632,1388629,1479939,1232967,193115,169,24866,0,1014817,6575428,2014135,176649,141682,1695804,1441728,701623,500125,239981,938196,64368,141919,1975082,94508,-301175,2181749,8956472,1020301,1527738,2380960,64.16478316648447,39.88573356367233
1997:Q4,5831319,23139,175917,164374,118834,4562,98342,36145,26846,7971,27380,164654,80245,84409,916390,74492,1361106,1642023,1087486,191399,161,15696,0,880231,6628782,2021164,168598,142002,1710564,1500906,716874,534908,249125,992089,59214,147048,1908361,97572,-274511,2085300,9055845,1276237,1576050,2471683,63.7642561827079,40.32797105792784
1998:Q1,6023317,27115,187792,205028,130272,3717,90540,32204,21850,7283,29203,155340,77043,78297,1072297,84641,1395370,1689203,982002,193133,174,8005,0,780690,6787129,2119864,193105,143842,1782917,1517453,725632,550237,241584,1003982,69045,151037,1925748,101929,-357995,2181814,10355601,1296902,1801402,2542001,70.86550990017086,40.38619761271406
1998:Q2,6191160,20577,188432,202999,135402,2491,81409,28870,19024,7036,26479,150856,73806,77050,1136358,88194,1432830,1728051,1023561,193737,191,1586,0,828046,6946989,2214311,202491,145492,1866328,1543899,753418,553909,236572,1000609,59915,156045,1972210,106429,-294589,2160370,10582784,1306229,1855862,2570342,72.20290700354796,40.17387112710861
1998:Q3,6246845,18385,185749,201597,149180,3252,85684,31301,20292,8288,25803,146225,70534,75691,1048714,83020,1480470,1749138,1095431,195209,203,10621,0,889398,7061398,2255163,216872,147009,1891282,1568944,776539,558909,233495,1022821,68559,161395,1984516,110976,-123569,1997109,9568672,1309322,1775581,2643700,67.16271468454454,40.59302335532947
1998:Q4,6841326,30518,159681,192588,161719,4208,99405,39433,23615,10609,25748,146610,67261,79349,1303141,97645,1448432,1984406,1212973,193658,186,14756,0,1004372,7457590,2266737,192958,147763,1926016,1643212,797481,595095,250635,1049696,64058,171885,2262002,110453,-297703,2449252,11482812,1683980,2048905,2699289,75.9053626047768,40.55128984542413
1999:Q1,7121695,36235,150988,195635,172938,4775,99543,40493,22992,11324,24734,136112,60842,75270,1476972,102125,1501928,2047509,1196935,193977,184,13368,0,989407,7696876,2348031,223886,149143,1975002,1694783,807848,628245,258689,1052365,69320,187480,2344897,107339,-283572,2521130,11743420,1680377,2239211,2781665,80.4989474420459,41.06001576984897
1999:Q2,7464515,32343,169875,210997,171667,3434,100917,47355,21103,11363,21096,129217,54351,74866,1696963,110629,1582779,2092712,1162982,195212,195,13155,0,954420,7914623,2419949,232365,150297,2037287,1700755,812028,616010,272717,1094026,70936,196211,2432746,103373,-325509,2654882,12769204,1757231,2496825,2825366,88.37175067674386,40.29417101034706
1999:Q3,7671417,33490,174912,214705,179286,6089,110677,47618,21191,12445,29423,121654,47789,73865,1698637,109252,1659489,2151918,1211308,196864,200,17793,0,996451,8164427,2495588,239280,151977,2104331,1761232,829215,615908,316109,1163247,73587,210486,2460287,98336,-211234,2573185,12317109,1768154,2527048,2921237,86.50608942084158,39.56951762726536
1999:Q4,8116409,31460,189047,236877,196783,5793,104442,47604,19420,12416,25002,117347,41227,76120,2075021,127331,1657593,2513813,860902,195025,192,28553,0,637132,8407257,2511245,230326,152826,2128093,1800604,846082,623177,331346,1228170,71032,224574,2571632,92083,-376648,2856197,15036312,2089245,2966754,2998787,98.93181403862889,39.41660487848964
2000:Q1,8401015,35750,176550,234409,204332,7995,111361,46046,21881,15205,28229,113633,41804,71829,2074707,132886,1740248,2545529,1023615,195467,184,28141,0,799823,8682269,2585322,260797,153262,2171263,1857156,861373,659166,336617,1276515,82756,230796,2649724,90069,-454370,3014025,15922815,2118640,2977990,3140607,94.82211441282266,40.09779789225029
2000:Q2,8724037,29742,192638,249797,197260,5943,123413,49284,23978,18089,32062,116674,42381,74293,1973307,128352,1851019,2594069,1261823,196955,195,26302,0,1038371,9022267,2652975,296844,153380,2202751,1908936,883327,680060,345548,1359541,80244,240679,2779892,83290,-373714,3070316,15221012,2196536,2900452,3300016,87.89204574572922,40.77746381503617
2000:Q3,9065790,13998,217524,265311,202859,5763,127237,58245,23141,18933,26918,118262,42958,75304,1908758,128479,1932418,2627240,1517941,197784,205,28243,0,1291709,9353054,2703036,307039,153937,2242060,1908423,891393,666715,350315,1447654,80356,276953,2936632,77999,-347845,3206478,14978622,2226767,2869929,3393157,84.57990802840902,40.44592040002378
2000:Q4,9791754,24029,223882,272343,213914,4204,123231,57765,18105,15423,31938,125025,43535,81490,1717546,118041,1939233,2381520,2648786,195059,210,29421,0,2424097,9611350,2700132,278402,154187,2267543,1957792,901298,700932,355561,1541422,77992,280845,3053167,72991,-193493,3173669,13087586,2048977,2697190,3500046,77.06155626527934,40.37490286243363
2001:Q1,9773554,16928,160695,254457,246450,3349,111704,54671,16108,14284,26641,119729,44300,75429,1457214,106246,1947028,2418560,2931194,195984,208,10230,0,2724771,9720814,2756544,235619,154669,2366256,1920705,889451,705194,326059,1506208,82860,305180,3149317,70761,1828,3076728,11502240,2069397,2357043,3419332,68.93284489229794,39.13121532650234
2001:Q2,9883004,17093,165876,250584,259403,3196,110744,56427,16063,14828,23426,118285,45073,73212,1482561,112361,1951662,2448202,2963037,198713,258,10436,0,2753629,9797620,2849940,206256,155816,2487868,1918483,854407,727112,336964,1479788,77568,314628,3157213,64343,-17630,3110500,12377309,2113956,2401818,3345132,71.80040466078867,37.491965491884
2001:Q3,9829871,14369,163418,251814,285024,3496,115942,56538,16864,16203,26337,115679,45855,69824,1213521,99260,1909069,2481625,3176654,205465,270,10608,0,2960310,9811821,2867505,189571,156406,2521528,1921325,829573,729225,362527,1451015,103125,323789,3145063,57207,193440,2894416,10342205,2124557,2146844,3302509,65.00646244038984,36.50931052595673
2001:Q4,9922441,15517,169760,281120,314064,3980,123891,60169,16852,17539,29331,119690,46637,73053,1286722,108960,1817916,2042610,3638211,205886,282,11614,0,3420429,9809484,2899185,177726,157687,2563772,1894771,796819,703037,394915,1437691,81045,333019,3163773,48408,111746,3003619,11677540,1821515,2304014,3196318,72.08336804259669,34.99369867985683
2002:Q1,9956318,16672,175170,276810,310972,2673,123491,54667,20664,18325,29835,115661,47358,68303,1285382,109114,1855375,2083423,3601575,209028,284,14693,0,3377570,9875000,2925332,162983,157500,2604849,1873563,783066,698317,392181,1440835,85067,338358,3211845,53365,131548,3026932,11714607,1839806,2300284,3170268,72.55803415063161,34.2655084018552
2002:Q2,9944325,18500,174475,279564,305105,5667,127139,55218,25139,18964,27818,116954,48087,68867,1108373,99863,1875524,2116554,3716607,214550,302,15568,0,3486186,9891531,2935549,141454,158317,2635778,1854984,735629,716089,403266,1441265,88580,318183,3252970,50993,249148,2952829,10113628,1866231,2118686,3123017,67.8410107645613,33.25666818237802
2002:Q3,9870980,20000,168888,263917,302591,5282,139956,60256,28351,18126,33223,118384,48824,69560,912525,87756,1832497,2149526,3869658,220785,312,16733,0,3631828,9868853,2916726,136423,159165,2621138,1860880,715871,726205,418804,1441937,101055,305659,3242596,55347,389560,2797689,8408369,1891983,1900915,3121491,60.89766020095292,33.03953942200017
2002:Q4,9980767,20587,157070,291301,319714,6171,145157,64789,31354,16883,32131,124359,49561,74798,984329,90918,1719534,1755079,4366548,223980,323,18514,0,4123731,9922842,2910256,119813,160622,2629821,1879250,693430,734905,450915,1457412,92954,308096,3274875,49933,339754,2885188,8991360,1399049,2015247,3098514,65.03914959780552,32.32374965252393
2003:Q1,9990643,21933,166878,303994,311854,5717,146697,61894,34525,17944,32334,122546,50103,72443,922711,89812,1799889,1776892,4321720,230183,323,18517,0,4072697,9933892,2917433,119825,160774,2636834,1864060,668653,733774,461632,1417649,97214,297488,3340048,53470,359139,2927439,8720675,1428011,1969596,3037116,64.85086977156931,31.83635076700467
2003:Q2,10046587,30297,185161,325301,307481,6221,149637,70005,36575,12192,30865,123057,50650,72407,1030006,100865,1797930,1819386,4171245,234740,350,20767,0,3915388,9902431,2945257,100995,161893,2682369,1848618,638094,737110,473414,1395469,96413,293618,3323056,49917,185526,3087613,10022037,1430079,2134969,2968081,71.93094292070887,30.7934498674686
2003:Q3,10061533,34513,203913,337052,299347,7241,162238,80487,35355,11785,34611,124260,51204,73056,1021911,105180,1783467,1856258,4126153,242099,373,20537,0,3863144,9883683,2978819,103978,162518,2712323,1834885,622537,723124,489224,1391531,98972,278477,3300999,48597,154091,3098311,10403742,1446790,2171395,2940142,73.85341726795905,30.11482815302185
2003:Q4,10160877,38145,196383,362778,293559,5986,156003,75679,33690,11230,35404,110823,51758,59065,1106509,114880,1701793,2331481,3742537,243024,416,20993,0,3478104,9867355,2963643,82481,163914,2717248,1846066,614049,737795,494222,1402680,81222,266249,3307496,49764,28232,3229500,11540719,1779615,2274243,2918227,77.93236189136097,29.82144855673837
2004:Q1,10348609,41699,213280,369694,295004,5183,159037,78983,34925,11642,33487,111451,55448,56003,1122544,117914,1805212,2392796,3714795,247427,408,19379,0,3447581,10002404,3009336,91623,192215,2725498,1855946,580427,745825,529694,1436135,90747,273548,3336692,47487,18330,3270875,11858412,1794274,2324355,2944757,78.93197755662793,29.14271244241109
2004:Q2,10541915,47625,236337,360406,295646,4829,156791,78886,34008,11336,32561,115237,59137,56100,1138964,118146,1860975,2456902,3750058,252719,447,21470,0,3475422,10094935,3004972,98673,198301,2707998,1880734,582182,756167,542386,1443397,92174,265254,3408404,50887,44536,3312981,12121492,1820691,2358744,2972592,79.34972926725196,29.41276771351992
2004:Q3,10700401,44697,253685,384213,296208,5719,159881,85624,31880,10627,31750,116972,62868,54104,1114543,116560,1883098,2507360,3817467,262685,482,22332,0,3531967,10192234,3008511,105121,199319,2704071,1919804,592695,759267,567841,1471093,100406,263560,3428860,47904,107671,3273285,11826934,1841996,2375506,3028582,78.43623925540916,29.56554838407638
2004:Q4,10985049,53705,226807,370456,305966,6422,172188,95023,34014,11338,31813,125809,66598,59211,1213832,125553,1830643,2845584,3708084,262691,487,23579,0,3421327,10349326,2994400,97782,199810,2696808,1992203,618002,793244,580957,1499936,87996,262887,3511904,46648,34297,3430959,12946710,1964420,2474929,3096960,79.91477699451237,30.26164900460326
2005:Q1,11164975,61301,225233,362506,307646,6190,189218,90942,49230,16410,32636,122355,67005,55350,1137185,124068,1944055,2900224,3784994,265682,475,99348,0,3419489,10568386,3004939,112001,201760,2691178,2024403,610887,819713,593804,1536003,99689,264265,3639087,45497,67312,3526278,12902601,1990644,2413347,3178292,75.93218845890841,30.67201304690986
2005:Q2,11423988,57496,268152,343199,313360,8459,190900,90215,52929,17643,30113,123433,67417,56016,1101851,125722,2031068,2931548,3928799,269581,481,97446,0,3561290,10784293,2997462,110679,215390,2671393,2114296,617057,849658,647580,1589494,98061,241977,3743003,43906,46619,3652478,13112723,2006820,2409139,3264950,73.78793442379332,30.85816505117281
