date,Domestic financial sectors; checkable deposits and currency; liability,Monetary authority; checkable deposits and currency; liability,Monetary authority; checkable deposits due to the federal government; liability,Monetary authority; checkable deposits due to government-sponsored enterprises, including FHLB deposits; liability,Monetary authority; total checkable deposits due to other financial business; liability,Monetary authority; checkable deposits due to rest of the world; liability,Monetary authority; currency outside banks; liability,U.S.-chartered depository institutions; checkable deposits; liability,U.S.-chartered depository institutions; checkable deposits due to the federal government, including demand notes issued to U.S. Treasury and tax and loan accounts; liability,U.S.-chartered depository institutions; transaction deposits due to state and local governments (including mail float); liability,U.S.-chartered depository institutions; checkable deposits due to rest of the world; liability,U.S.-chartered depository institutions; checkable deposits due to private domestic sectors; liability,Foreign banking offices in the U.S.; checkable deposits; liability,Foreign banking offices in the U.S.; checkable deposits due to rest of the world; liability,Foreign banking offices in the U.S.; checkable deposits due to private domestic sectors; liability,Banks in U.S.-affiliated areas; checkable deposits; liability,Credit unions; checkable deposits; liability,Domestic financial sectors; checkable deposits and currency; liability,Households and nonprofit organizations; checkable deposits and currency; asset,Nonfinancial business; checkable deposits and currency; asset,Nonfinancial corporate business; checkable deposits and currency; asset,Nonfinancial noncorporate business; checkable deposits and currency; asset,Federal government; checkable deposits and currency; asset,State and local governments; checkable deposits and currency; asset,Domestic financial sectors; checkable deposits and currency; asset,Property-casualty insurance companies; checkable deposits and currency, including those held by U.S. residual market reinsurers; asset,Life insurance companies; checkable deposits and currency; asset,Private pension funds; checkable deposits and currency; asset,Federal government retirement funds; checkable deposits and currency held by National Railroad Retirement Investment Trust; asset,State and local government employee defined benefit retirement funds; checkable deposits and currency; asset,Government-sponsored enterprises; checkable deposits and currency; asset,Finance companies; checkable deposits and currency; asset,Real estate investment trusts; checkable deposits and currency; asset,Security brokers and dealers; checkable deposits and currency; asset,Other financial business; checkable deposits and currency; asset,Rest of the world; U.S. checkable deposits and currency; asset,Rest of the world; checkable deposits; asset,Rest of the world; currency; asset,Instrument discrepancies; checkable deposits and currency (total mail float)
1945:Q4,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1960:Q2,4172,-952,-32,0,0,132,-1052,4928,4604,-1344,1072,596,120,-16,136,76,0,4172,276,-980,-208,-772,4304,-704,492,-4,244,-8,0,24,176,52,0,8,0,1188,1188,0,-404
1960:Q3,4960,1136,-24,0,0,-256,1416,3632,-2720,1836,124,4392,96,-16,112,96,0,4960,6100,404,960,-556,-1244,920,-48,0,-20,0,0,28,-168,76,0,36,0,-148,-148,0,-1024
1960:Q4,-2368,156,-92,0,0,104,144,-2776,1716,-16,1056,-5532,156,-16,172,92,4,-2368,-3112,-3928,-3520,-408,984,-2428,988,-4,588,40,0,28,192,88,0,56,0,1144,1144,0,3984
1961:Q1,6632,184,48,0,0,224,-88,6256,-4584,208,1828,8804,80,28,52,112,0,6632,6460,1748,1856,-108,-5530,-2280,-312,20,-392,88,0,32,-284,152,0,72,0,2080,2080,0,4466
1961:Q2,1756,1920,-268,0,0,-104,2292,-612,356,-196,-416,-356,316,24,292,132,0,1756,360,1432,1240,192,-894,-1344,696,28,152,132,0,36,136,140,0,72,0,-496,-496,0,2002
1961:Q3,14712,12,164,0,0,452,-604,14784,4544,1472,536,8232,-220,-84,-136,136,0,14712,3100,1104,832,272,8192,1544,580,40,156,136,0,36,0,148,0,64,0,904,904,0,-712
1961:Q4,996,1084,156,0,0,-300,1228,-368,-312,788,1800,-2644,148,-84,232,128,4,996,-11064,8520,8404,116,-1932,1968,1072,44,332,100,0,32,368,148,0,48,0,1416,1416,0,1016
1962:Q1,5576,548,-172,0,0,-128,848,4704,2752,-1656,1192,2416,204,68,136,120,0,5576,9276,-5320,-5380,60,1808,-320,-816,92,-692,68,0,32,-416,92,0,8,0,1132,1132,0,-184
1962:Q2,5028,4176,792,0,0,364,3020,564,3204,-912,-280,-1448,172,72,100,112,4,5028,-1460,1620,1584,36,2432,-356,432,136,-24,40,0,36,180,92,0,-28,0,156,156,0,2204
1962:Q3,464,-2600,-676,0,0,-320,-1604,3268,-3640,1640,-1800,7068,-324,-116,-208,120,0,464,-2020,5864,5872,-8,-820,1500,476,128,304,32,0,32,-56,96,0,-60,0,-2236,-2236,0,-2300
1962:Q4,10420,588,416,0,0,76,96,9880,2532,244,1504,5600,-192,-92,-100,140,4,10420,-7624,12120,12204,-84,394,-456,1200,68,672,48,0,20,372,100,0,-80,0,1488,1488,0,3298
1963:Q1,2996,4304,1104,0,0,-292,3492,-1144,-48,1020,-1080,-1036,-324,96,-420,160,0,2996,20840,-18464,-18368,-96,178,244,-1432,8,-908,56,0,16,-480,-140,0,16,0,-1276,-1276,0,2906
1963:Q2,10260,3892,32,0,0,0,3860,6128,6324,-920,1336,-612,56,8,48,180,4,10260,904,2064,2268,-204,6792,-1260,296,-44,64,56,0,8,344,-144,0,12,0,1344,1344,0,120
1963:Q3,5000,-204,248,0,0,-156,-296,5308,-5460,1044,-72,9796,-288,-96,-192,184,0,5000,4168,3320,3516,-196,-5800,1064,156,-64,416,68,0,4,-184,-148,0,64,0,-324,-324,0,2416
1963:Q4,2488,3208,-328,0,0,144,3392,-1056,-3256,3352,1112,-2264,168,64,104,164,4,2488,-7196,8552,8636,-84,-2940,3696,548,-56,464,84,0,-4,216,-160,0,4,0,1320,1320,0,-1492
1964:Q1,6460,2296,1164,0,0,-168,1300,3860,2704,3804,380,-3028,144,84,60,160,0,6460,3960,-9136,-9140,4,1136,2180,-832,-32,-688,116,0,0,-300,-16,0,88,0,296,296,0,8856
1964:Q2,7684,568,-220,0,0,88,700,6152,3480,-7648,1300,9020,804,16,788,156,4,7684,6384,4056,3940,116,4520,-5520,304,-24,-60,192,0,0,248,-32,0,-20,0,1404,1404,0,-3464
1964:Q3,22556,2852,-436,0,0,-84,3372,18476,-1216,4200,784,14708,1080,212,868,148,0,22556,13468,3328,3172,156,954,4100,-44,-28,140,28,0,0,-148,-16,0,-20,0,912,912,0,-162
1964:Q4,-1040,2492,872,0,0,376,1244,-4572,-5120,940,868,-1260,912,-20,932,124,4,-1040,1544,456,324,132,-4762,4288,884,-60,696,140,0,-8,144,-16,0,-12,0,1224,1224,0,-4674
1965:Q1,4088,2236,272,0,0,-272,2236,1140,3452,1176,-288,-3200,620,44,576,92,0,4088,3344,-3072,-3176,104,2012,-2756,-1528,-64,-808,-560,0,0,-256,136,0,24,0,-972,-516,-456,7060
1965:Q2,8828,-652,-172,0,0,52,-532,9968,11252,-3136,-340,2192,-540,-36,-504,48,4,8828,3644,-1404,-1524,120,9192,-3480,68,-88,-28,-96,0,0,108,128,0,44,0,-104,-324,220,912
1965:Q3,7636,4364,200,0,0,76,4088,4088,-17060,3492,800,16856,-880,-28,-852,64,0,7636,21968,-1736,-1844,108,-14738,3084,268,-84,68,128,0,4,-40,148,0,44,0,1080,848,232,-2290
1965:Q4,8612,1620,-932,0,0,-128,2680,6728,-1584,1368,500,6444,116,120,-4,144,4,8612,-2000,7872,7788,84,-2764,844,1808,-64,828,724,0,20,128,164,0,8,0,1020,492,528,1832
1966:Q1,2820,3724,940,0,0,560,2224,-1080,-5768,2496,-460,2652,-48,-4,-44,220,4,2820,6732,-9612,-9624,12,-5376,1992,-1520,-12,-1720,64,0,32,-116,156,0,76,0,340,96,244,10264
1966:Q2,18924,3428,1488,0,0,700,1240,13976,23520,-1040,-612,-7892,1228,84,1144,292,0,18924,-5704,-2308,-2280,-28,23154,-1388,-84,24,96,-664,0,40,232,124,0,64,0,476,172,304,4778
1966:Q3,-7260,2848,1380,0,0,-492,1960,-10392,-22120,16,912,10800,-32,-16,-16,312,4,-7260,13500,-2212,-2180,-32,-14228,-168,-12,28,248,-288,0,56,-232,104,0,72,0,620,404,216,-4760
1966:Q4,3348,-496,-3152,0,0,48,2608,3980,2236,1740,904,-900,-416,-104,-312,280,0,3348,-7196,11364,11356,8,-4974,1724,2056,-8,1552,156,0,76,128,72,0,80,0,1428,848,580,-1054
