date,All sectors; total miscellaneous liabilities,Life insurance companies, general accounts; deferred and unpaid life insurance premiums; asset,Nonfinancial corporate business; total miscellaneous liabilities,Nonfinancial noncorporate business; unidentified miscellaneous liabilities,Federal government; total miscellaneous liabilities,State and local government employee defined benefit retirement funds; claims of pension fund on sponsor; asset,Monetary authority; total miscellaneous liabilities,U.S.-chartered depository institutions; total miscellaneous liabilities,Foreign banking offices in the U.S.; total miscellaneous liabilities,Banks in U.S.-affiliated areas; unidentified miscellaneous liabilities,Credit unions; unidentified miscellaneous liabilities,Property-casualty insurance companies; total miscellaneous liabilities,Life insurance companies; total miscellaneous liabilities,Government-sponsored enterprises; total miscellaneous liabilities,Finance companies; total miscellaneous liabilities,Real estate investment trusts; unidentified miscellaneous liabilities,Security brokers and dealers; total miscellaneous liabilities,Holding companies; unidentified miscellaneous liabilities,Other financial business; total miscellaneous liabilities,Rest of the world; total miscellaneous liabilities,All sectors; total miscellaneous assets,Households and nonprofit organizations; total miscellaneous assets,Nonfinancial corporate business; total miscellaneous assets,Nonfinancial noncorporate business; total miscellaneous assets,Federal government; total miscellaneous assets,State and local governments; unidentified miscellaneous assets,Monetary authority; total miscellaneous assets,U.S.-chartered depository institutions; total miscellaneous assets,Foreign banking offices in the U.S., including IBFs; unidentified miscellaneous assets,Banks in U.S.-affiliated areas; unidentified miscellaneous assets,Credit unions; total miscellaneous assets,Property-casualty insurance companies; total miscellaneous assets,Life insurance companies; total miscellaneous assets,Private pension funds; total miscellaneous assets,Federal government defined benefit retirement funds; claims of pension funds on sponsor; asset,State and local government employee retirement funds; miscellaneous assets,Money market funds; unidentified miscellaneous assets (net),Mutual funds; unidentified miscellaneous assets,Exchange-traded funds; unidentified miscellaneous assets,Government-sponsored enterprises; unidentified miscellaneous assets,Issuers of asset-backed securities; funding agreements backing securities; asset,Finance companies; total miscellaneous assets,Real estate investment trusts; total miscellaneous assets,Security brokers and dealers; total miscellaneous assets,Holding companies; total miscellaneous assets,Other financial business; total miscellaneous assets,Rest of the world; assumed policy payables by U.S. reinsurers from non-U.S. insurers; liability,Instrument discrepancies; total miscellaneous assets
1967:Q3,390984,3876,14378,0,209075,79486,1000,17232,-1034,-67,1009,24979,17527,4434,3553,0,548,0,9806,5182,374559,21217,-7297,7511,5482,468,848,10427,305,792,0,0,6385,36917,208208,79486,0,0,0,419,0,4146,0,-755,0,0,0,16425
1967:Q4,399135,3947,17255,0,213269,81294,1154,14731,-942,-67,1013,25528,18050,4616,2429,0,534,0,10957,5367,384462,21624,-6617,7675,5667,452,671,11386,187,812,0,0,6457,38934,212225,81294,0,0,0,392,0,4067,0,-764,0,0,0,14674
1968:Q1,411877,4031,15537,0,217595,85430,1147,18549,-937,-66,1012,26101,18258,4555,2920,0,518,0,11952,5275,399266,22057,-5085,7850,5577,471,790,11086,358,844,0,0,6571,43423,216392,85430,0,0,0,385,0,3891,-1,-773,0,0,0,12610
1968:Q2,420187,4121,16109,0,221465,88566,1253,17656,-1138,-65,1012,26683,18676,4818,3188,0,499,0,11922,5422,401928,22525,-8061,8053,5733,464,787,11782,652,845,0,0,6712,39985,220106,88566,0,0,0,376,0,4184,0,-781,0,0,0,18259
1968:Q3,433268,4213,16866,0,225707,92197,1213,20362,-1137,-65,1008,27305,18982,4377,3942,0,481,0,12379,5438,409589,23009,-10429,8248,5586,400,818,13259,-259,872,0,0,6869,40607,224508,92197,0,0,0,339,0,4356,-1,-790,0,0,0,23679
1968:Q4,442780,4302,17672,0,230232,95722,1523,19512,-1393,-66,1012,28021,19494,4382,3271,0,474,0,13190,5432,419931,23517,-10832,8512,5432,367,906,12367,736,956,0,0,7035,41904,229017,95722,0,0,0,405,0,4686,0,-799,0,0,0,22849
1969:Q1,459482,4390,18550,0,234315,99843,1180,26038,-2729,-95,1012,28864,19705,4409,3644,0,468,395,14269,5224,433754,24122,-10881,8758,5224,324,843,10306,984,1138,0,0,7244,46506,233143,99843,0,0,0,418,0,5201,0,-809,1390,0,0,25727
1969:Q2,471587,4478,19339,0,238068,103906,1485,24403,-2840,-135,1015,29699,20237,4513,5205,0,446,580,15811,5377,451393,24664,-11494,9046,5377,302,776,12727,731,1438,0,0,7457,50927,237078,103906,0,0,0,526,0,6117,0,-818,2633,0,0,20194
1969:Q3,496606,4568,20167,0,242540,107869,1292,36398,-2990,-138,1015,30393,20512,4352,5405,0,427,964,18346,5486,463014,25052,-12122,9322,5486,289,896,9717,679,1710,0,0,7619,55973,241617,107869,0,0,0,613,0,5714,0,-827,3407,0,0,33592
1969:Q4,502760,4688,21193,0,247569,112093,1870,28610,-1465,-141,1025,31338,20921,4745,3837,0,417,414,20119,5527,475795,25752,-13671,9594,5527,257,776,10154,-41,1806,0,0,7855,58913,246652,112093,0,0,0,761,0,5455,0,-837,4749,0,0,26965
1970:Q1,520265,4792,9684,7623,254465,115316,1707,35014,-3722,-145,1037,32187,21109,4757,5804,0,408,208,24448,5573,498464,26393,-13337,9877,5573,256,930,10120,607,1919,0,0,8052,66108,254148,115316,0,0,0,833,0,6205,0,-846,6310,0,0,21800
1970:Q2,531220,4899,9693,7763,261386,119938,1820,30642,-3404,-149,1053,33040,21671,5233,5679,0,398,160,25738,5660,532253,27083,-7771,10173,5660,258,866,11369,-21,1984,0,0,8246,78705,261069,119938,0,0,0,920,0,6341,-1,-856,8290,0,0,-1033
1970:Q3,539811,5008,10029,8105,269485,121800,1876,34211,-3845,-154,1064,33897,21957,5344,5313,0,397,216,19444,5664,531793,27782,-13068,10453,5664,229,997,9460,-560,2022,0,0,8439,74234,269181,121800,0,0,0,830,0,6330,0,-866,8866,0,0,8018
1970:Q4,551388,5118,10355,8581,277511,124400,2374,32894,-3290,-158,1084,34772,22366,6525,3147,0,392,1573,17968,5776,541951,28452,-16617,10737,5776,217,866,10954,-1407,2062,0,0,8631,71634,277207,124400,0,0,0,1528,0,6621,0,-875,11765,0,0,9437
1971:Q1,571919,5206,10612,9335,283897,130056,1889,38320,-4265,-167,1088,35635,22673,7560,6703,0,379,1165,16102,5731,559336,29108,-14594,12047,5731,206,964,14588,-812,1886,0,0,8842,67972,283583,130056,0,0,0,1485,0,7377,61,-885,11721,0,0,12583
1971:Q2,582247,5282,10360,9739,289517,137228,1857,36598,-5276,-175,1089,36472,23247,6199,7607,0,366,1575,14861,5701,578906,29728,-14549,13369,5701,255,990,15458,-1085,1723,0,0,9067,70393,289206,137228,0,0,0,1636,0,7825,17,-896,12840,0,0,3342
1971:Q3,608917,5356,10309,10424,296133,144475,1667,43881,-4728,-185,1082,37354,23637,5930,9236,0,343,3454,14755,5794,599870,30348,-12462,14690,5794,325,971,14570,-821,1956,0,0,9290,70840,295822,144475,0,0,0,1861,0,7877,104,-906,15136,0,0,9047
1971:Q4,622080,5436,10453,11476,302677,151502,2209,40455,-4423,-196,1083,38413,24246,5976,7963,0,321,3578,15070,5841,617582,30995,-12257,16066,5841,308,1051,15707,-780,2133,0,0,9499,69751,302366,151502,0,0,0,1681,0,8359,167,-916,16109,0,0,4498
1972:Q1,648505,5556,10234,12396,309832,158580,1941,46942,-1980,-203,1086,39519,24740,6462,9852,66,730,2629,14346,5777,641853,31681,-5545,17439,5777,333,880,16383,-238,1958,0,0,9732,67881,309520,158580,0,0,0,1719,0,8616,635,-677,17179,0,0,6652
1972:Q2,668322,5701,10109,12681,315710,166918,2241,47865,-914,-211,1088,40736,25728,6282,11091,200,1144,2826,13295,5832,668668,32384,-3650,19066,5832,335,972,18790,-178,1815,0,0,9976,71011,315398,166918,0,0,0,1728,0,8968,913,-437,18827,0,0,-346
1972:Q3,688197,5849,9605,13184,322732,175102,2161,52050,-1127,-217,1081,41998,26369,6329,11716,293,1571,2830,10805,5866,689982,33117,-3753,20669,5866,290,961,16919,-144,1889,0,0,10220,72555,322420,175102,0,0,0,1751,0,9179,1164,-198,21975,0,0,-1785
1972:Q4,707894,5976,9365,14160,329475,182091,2262,53517,843,-223,1084,43317,26854,6380,11411,309,1978,2643,10506,5946,708904,33898,-4379,22294,5946,206,1068,18438,502,2143,0,0,10451,69621,329163,182091,0,0,0,1362,0,9734,1294,41,25031,0,0,-1009
1973:Q1,726499,6087,10637,15128,336940,182522,2378,57879,759,-225,1122,44513,27549,7056,12666,346,2154,3212,8710,7066,752184,34647,14806,24446,6066,208,945,19085,493,2261,0,0,10673,76510,336628,182522,0,0,0,1664,0,9739,1764,280,29447,0,0,-25684
1973:Q2,743804,6185,11197,15261,342950,183297,2350,61897,971,-228,1162,45706,28315,6986,13786,347,2334,3401,10720,7167,775935,35411,14461,25315,6167,215,1131,22295,523,2211,0,0,10886,84646,342638,183297,0,0,0,1711,0,10311,1508,519,32690,0,0,-32132
1973:Q3,760137,6278,11819,15888,350751,180928,2743,64566,968,-242,1181,46902,28694,7530,14169,358,2531,4695,11639,8739,774552,36176,9706,26120,6239,235,991,16907,729,2247,0,0,11097,80028,350439,180928,0,0,0,2309,0,10067,881,758,38695,0,0,-14415
1973:Q4,781020,6376,12572,17447,358158,183418,3565,62623,1307,-255,1212,48216,29299,8534,15458,424,2743,4719,15782,9422,810033,36934,13291,26706,6922,178,1362,22899,592,2221,0,0,11310,92450,357846,183418,0,0,0,2349,0,11197,654,997,38707,0,0,-29013
1974:Q1,807073,6530,14145,18524,365776,189098,2781,68661,957,-256,1315,49374,29744,8676,17107,618,2962,4436,16425,10200,823469,37667,10006,27108,7200,118,1023,19496,526,2277,0,0,11601,94064,365776,189098,9,0,0,2108,0,11755,396,1235,42006,0,0,-16396
1974:Q2,823564,6715,14390,19382,370629,197007,2854,65757,1078,-258,1423,50553,30578,8741,16343,2008,3164,3893,19556,9751,844713,38384,5966,27426,6751,144,1174,18897,505,2230,0,0,11928,104496,370629,197007,2,0,0,1435,0,11496,769,1474,44000,0,0,-21149
1974:Q3,854315,6908,16973,20985,379000,208109,3050,69766,758,-257,1510,51726,31142,8760,15539,1942,3376,1123,23716,10189,889608,39103,17197,27602,6689,176,1161,14559,359,2088,0,0,12278,124308,379000,208109,2,0,0,1745,0,10463,454,1712,42603,0,0,-35293
1974:Q4,857497,7086,17856,23025,388372,213418,3414,55847,690,-255,1607,52849,31910,8913,11359,1851,3595,1641,23901,10418,945281,39837,60853,27769,6918,124,3193,15641,-25,2005,0,0,12637,120158,386649,213418,2,0,0,533,0,8975,275,1950,44369,0,0,-87784
1975:Q1,1166143,7258,297059,23806,396123,216467,2676,60977,1506,-260,1629,54271,32456,9611,12909,1999,3321,1405,31889,11041,1045700,40699,154998,27978,7041,109,3122,16356,101,2171,0,0,13029,110572,394581,216467,0,0,0,462,0,8360,1072,2188,46394,0,0,120443
1975:Q2,1183468,7431,309511,23807,399556,219280,2871,62806,1668,-267,1642,55689,33383,10360,9503,1456,3082,2741,27782,11167,1039201,41563,150190,28088,7167,94,2965,13942,643,2352,0,0,13474,99132,398180,219280,50,0,0,886,0,8175,507,2426,50087,0,0,144266
1975:Q3,1226722,7596,319667,24202,408077,229321,2772,74880,2035,-249,1631,57275,34108,9710,14176,480,2955,3773,22991,11322,1077244,42562,145244,28273,7322,92,2807,22720,175,2466,0,0,13898,108761,406855,229321,66,0,0,1791,0,8026,182,2664,54019,0,0,149478
1975:Q4,1231810,7744,311186,26055,415731,234423,3235,73397,1955,-232,1634,59203,35136,10627,13870,112,2820,2746,21087,11081,1099838,43806,151272,28831,7581,52,3201,24993,244,2588,0,0,14230,105226,414606,234423,51,0,0,1496,0,7558,131,2901,56648,0,0,131972
1976:Q1,1277690,7902,339616,25764,424306,229291,3030,77341,2158,-170,1663,61480,35888,11161,15274,453,5953,3773,21519,11288,1102059,45136,149245,29684,7788,11,3120,27774,69,2443,0,0,14588,96328,423245,229291,92,0,0,1287,0,7577,90,5679,58612,0,0,175631
1976:Q2,1293196,8045,346062,25888,426884,226065,2871,80454,1501,-118,1696,64135,37164,10663,16777,270,6165,4992,22080,11602,1118553,46621,161697,30854,8002,114,3048,26375,-244,2321,0,0,14915,98164,425934,226065,92,0,0,884,0,7454,70,5614,60573,0,0,174642
1976:Q3,1326996,8196,360673,26346,435839,224662,3300,87753,1526,-116,1718,66940,38084,11348,18006,30,5932,5306,19624,11829,1144816,48164,169429,32142,8329,165,3088,25292,-48,2432,0,0,15243,104725,435048,224662,145,0,0,1084,0,6967,30,5489,62430,0,0,182180
1976:Q4,1309881,8375,343133,27301,443676,224127,3347,77799,1450,-115,1759,69698,38934,12597,17754,185,6180,6036,18079,9566,1101253,49675,110792,33488,5966,141,2982,24458,-224,2493,0,0,15600,109930,443026,224127,24,0,0,1023,0,6878,0,5997,64877,0,0,208628
1977:Q1,1364318,8582,358682,27590,452432,232091,2775,84470,1821,-93,1942,72695,39992,12902,19707,356,6579,6835,25277,9683,1140529,51407,111669,34891,6083,145,2882,27950,-457,2525,0,0,16161,121506,451856,232091,139,0,0,956,0,6557,2,6938,67228,0,0,223788
1977:Q2,1394884,8818,360990,26631,460113,235472,3033,92146,1143,-75,2123,75832,41099,13479,19146,127,8222,6870,29707,10008,1159637,53295,110640,36398,6408,76,2829,31588,-507,2496,0,0,16733,119874,459632,235472,149,0,0,1344,0,6663,0,7781,68766,0,0,235247
1977:Q3,1434304,9060,378519,26838,462197,241498,3380,98007,1569,-125,2296,79087,42251,13094,21565,51,7796,6885,30128,10208,1188569,55213,117922,37924,6608,6,2768,30853,-589,2501,0,0,17301,127780,461802,241498,236,0,0,1370,0,7523,0,7555,70298,0,0,245735
1977:Q4,1450005,9284,378472,27248,470644,245814,3565,93324,2018,-195,2482,82379,43453,13929,19825,63,6018,8064,33118,10500,1214962,57037,128086,39529,6800,-13,2378,29436,-818,2505,0,0,17841,127438,470644,245814,147,0,0,1996,0,7502,80,5571,72989,0,0,235043
1978:Q1,1512897,9534,403043,28779,481381,252220,3172,103580,2466,-197,2562,85791,44610,14496,21087,425,7325,8054,33634,10935,1269269,58821,144175,41062,7135,-16,2211,32903,-303,2784,232,0,18295,135893,481381,252220,337,0,0,2518,0,7191,18,7616,74796,0,0,243628
1978:Q2,1557006,9790,410376,29376,491176,253960,3518,114900,3391,-199,2633,89356,45764,15695,21183,480,8503,6773,40556,9775,1272012,60553,134361,42641,7265,33,2340,36021,-26,3182,783,0,18771,126301,491176,253960,275,0,0,2421,0,7608,61,8125,76161,0,0,284994
1978:Q3,1606921,10059,432720,29553,494982,256656,3641,122813,4756,-215,2668,92988,46941,17107,26213,216,9593,6295,39954,9981,1294178,62293,141157,44209,7435,108,2358,44302,530,3394,1240,0,19267,117805,494982,256656,269,0,0,2624,0,8982,15,9231,77321,0,0,312742
1978:Q4,1661214,10349,447363,30488,505123,263514,4548,124511,4496,-232,2683,96635,48155,18472,30485,291,9520,5698,48620,10495,1336118,64095,149023,45775,7784,131,2887,44634,317,3559,1795,0,19835,124157,505123,263514,1212,0,0,2442,0,9860,230,9286,80459,0,0,325096
1979:Q1,1734867,10665,482853,32477,516892,269664,3710,131568,5980,-239,2766,100405,49436,19343,30738,244,8403,5665,52918,11379,1356746,65976,152183,47326,7994,191,2580,44389,337,3949,2146,0,20476,118683,516892,269664,483,0,0,2759,0,9558,289,8396,82475,0,0,378122
1979:Q2,1784699,11010,496095,32887,526960,275852,3936,138933,4022,-246,2831,104214,50789,21255,35280,160,9846,2544,56046,12285,1385574,67896,155764,48958,8123,229,2748,47640,289,4311,2522,0,21191,114251,526960,275852,612,0,0,2300,0,11171,336,10145,84276,0,0,399125
1979:Q3,1849107,11360,531040,33693,529730,283554,4225,138679,4114,-254,2857,108067,52111,21397,42955,421,11688,2285,59657,11528,1411491,69849,177823,50558,8215,272,3733,37742,394,4566,2977,0,21919,104658,529730,283554,770,0,0,2332,0,13643,378,11702,86676,0,0,437617
1979:Q4,1899251,11692,552814,37425,539975,293550,5257,136559,3635,-262,2828,111960,53262,24157,40863,268,12692,3949,58384,10243,1446371,71830,177860,52261,8343,188,3045,35407,374,4849,3592,0,22603,113162,539975,293550,767,0,0,2856,0,12497,400,13647,89165,0,0,452880
1980:Q1,1974466,12003,594357,38986,552350,295082,3887,144306,4683,31,4641,115941,54089,24491,42918,317,11322,1198,62627,11237,1470679,73951,168813,52951,8395,209,2585,42344,361,5243,4773,0,23245,124758,552350,295100,483,0,0,2912,0,10050,430,11106,90620,0,0,503788
1980:Q2,2032248,12288,626027,41439,562733,288870,5059,142446,7032,696,4656,119356,54575,25891,58527,299,14522,2176,54645,11011,1505505,75590,171048,52127,8517,154,3123,41462,3761,5632,5643,0,23843,122524,562733,288905,1346,0,0,2886,0,14081,467,15103,93861,12699,0,526743
1980:Q3,2090111,12587,676710,42702,563652,287443,3752,144699,7655,1389,3777,122646,55119,26407,57530,401,16433,2738,52775,11696,1557830,77200,210458,52636,8795,128,3226,40988,4217,6059,6061,0,24460,124471,563652,287496,1011,0,0,3236,0,15003,497,17984,96834,13418,0,532281
1980:Q4,2110908,12939,668220,44203,574425,287752,4332,144381,7277,1880,4480,126344,56007,27713,59136,325,20352,1951,55137,14054,1570735,78906,188272,57557,10038,122,3526,46970,4982,6609,7031,0,25157,127694,574425,287822,754,0,0,4106,0,12503,510,19831,101397,12523,0,540173
1981:Q1,2247979,13358,773167,42822,587592,298374,3846,150239,8394,2221,4331,129493,57560,28053,64316,266,17342,1233,51187,14185,1693913,80908,265292,61972,10065,221,3056,50965,5432,7411,6439,0,25889,136056,587592,298462,-1486,0,0,5485,0,16455,540,17534,101537,14088,0,554065
1981:Q2,2283899,13859,769298,41457,598436,307345,4479,158801,6154,2474,3869,132551,59567,28445,66087,321,20168,1454,52185,16949,1746526,82967,266261,66255,10565,270,4149,56131,5764,8381,5920,0,26596,147646,598436,307450,484,0,0,3524,0,15328,553,20167,105312,14367,0,537373
1981:Q3,2346745,14345,801189,42032,598057,322444,4903,156136,7184,2638,4705,135470,61697,31035,67427,263,18526,4391,53511,20792,1812107,84927,279780,69907,10850,332,3592,56501,7200,9178,6805,0,27436,167958,598057,322567,400,0,0,3936,0,15986,544,16982,111900,17269,0,534637
1981:Q4,2375941,14722,801642,42896,608987,329487,5041,149479,17570,2719,4646,138052,63508,32384,68983,251,22043,2238,50224,21069,1853733,86791,300454,73338,10911,205,3954,51522,7737,9462,6183,0,28567,156703,608987,329628,1078,0,0,4747,0,14328,539,22483,119303,16813,0,522208
1982:Q1,2467236,15001,844819,50009,623088,341221,4216,149852,19095,2620,4249,140277,65150,33212,72811,357,18077,3466,55936,23780,2093789,88241,503894,71273,11187,188,3921,64418,9328,9042,5167,3600,30708,145761,623088,341392,390,0,0,4970,0,17014,582,19932,121765,17928,0,373447
1982:Q2,2530486,15194,843643,56919,634004,351239,4177,162228,22401,2251,4334,142407,66621,33780,74251,317,20055,2275,65183,29207,2134238,89558,505797,69334,11697,172,3871,75858,9603,7860,6421,3600,32471,141104,634004,351441,1436,0,0,4807,0,18570,551,22218,123807,20058,0,396248
1982:Q3,2568390,15349,872833,63908,633494,355293,4152,152021,23247,1981,4290,144556,68243,32117,77812,329,28365,6715,59288,24396,2161448,91108,525671,67959,12006,245,4386,77379,9910,6688,6264,3600,34391,121232,633494,355526,2104,0,0,2241,0,18756,578,31665,133890,22355,0,406941
1982:Q4,2578236,15515,866787,71472,644332,358735,5078,138507,22865,2181,3954,149408,70248,38041,76502,325,24144,3771,61893,24478,2196411,95310,528641,66404,12143,196,3947,79749,12092,6298,5882,3452,36234,117558,644332,358999,1291,0,0,5668,0,16694,578,34206,143981,22756,0,381825
1983:Q1,2652363,15665,880200,74238,658945,356627,4059,154674,22188,2525,4197,151864,72346,38096,79856,305,31831,2719,74868,27160,2229365,98409,547413,66880,12635,145,4036,88027,8333,6314,5829,3452,37520,104714,658945,356926,380,204,0,6234,0,20653,646,37175,142635,21861,0,422998
1983:Q2,2694009,15810,892548,77655,669541,350360,4295,164297,22045,3482,4324,153986,74624,38184,82095,348,36961,1968,73698,27788,2237634,102174,553694,66492,12898,429,3905,87624,7573,7155,4576,3452,39690,93345,669541,350711,363,223,0,6617,0,20681,689,38345,144603,22854,0,456375
1983:Q3,2750154,15950,910769,80665,668730,358952,4663,179534,22715,4396,4399,157311,76974,38279,82001,275,38749,4442,73029,28320,2292057,106790,553372,66868,13209,530,4428,90328,8747,7960,5844,3452,42556,112155,668730,359374,95,225,0,6434,0,20328,667,41239,156062,22664,0,458096
1983:Q4,2788172,16099,891935,84094,679787,365575,5002,188894,25487,4714,4266,162152,79296,37797,87132,328,38322,5010,83284,28998,2307062,111538,517818,68713,13526,294,4860,86626,8509,7977,6207,2039,43951,128809,679787,366084,541,277,0,6748,0,17227,812,40968,167803,25949,0,481110
1984:Q1,2864569,15949,943336,87251,695616,371786,4714,174237,25852,4949,4315,165719,82626,37532,89631,348,35783,11616,81557,31752,2422480,106420,530243,75445,14102,443,4882,115589,9637,7737,5913,2039,44061,184912,695616,372260,474,201,0,7716,0,7024,804,41704,168630,26628,0,442088
1984:Q2,2928971,15600,965719,87669,706516,374416,4832,175324,21024,4626,4576,169271,86548,40386,93059,395,39274,5014,100121,34600,2528654,109020,578475,74143,14410,1320,5630,120705,10106,6790,6002,2039,45649,223741,706516,374855,792,201,0,8094,0,6524,985,42699,169280,20678,0,400316
1984:Q3,3026913,15255,1013006,91000,706886,369814,4910,216750,28175,4217,4495,172721,90483,42538,94502,467,42212,6975,92290,30217,2618988,111439,634980,72332,14916,2166,8461,142262,12381,5719,5702,2039,46684,206427,706886,370236,539,199,0,8952,0,6342,1180,47088,184232,27826,0,407926
1984:Q4,3016270,15108,955831,93673,717413,375577,5548,233270,27461,4297,5125,176426,93469,48035,96579,519,42293,4262,90098,31286,2678333,114184,667292,70451,15228,1698,8523,152787,11451,5214,5769,1978,50607,193990,717413,375946,423,469,0,9529,0,1769,1472,46102,198926,27112,0,337937
1985:Q1,3154034,15071,1033819,99651,723909,378607,4870,238995,30436,4431,5047,180736,97137,47275,100479,419,49152,4362,106908,32730,2737046,116225,701455,71836,15633,1277,8272,155397,11276,4766,6494,1978,51079,190478,723909,378993,-574,361,0,9404,0,3843,1673,49888,203217,30166,0,416988
1985:Q2,3235800,15180,1063565,103927,734456,380973,4764,255100,28732,4990,4555,189746,100975,51326,105399,218,51568,4891,103319,32116,2780487,122968,704052,73072,15707,1692,8041,165726,9556,4686,6547,1978,53150,184829,734456,381377,1300,215,0,9422,0,3972,1752,56967,208576,30446,0,455314
1985:Q3,3372450,15279,1110851,118297,735426,395210,4879,265752,32530,5526,4448,202424,103176,58203,107633,15,53955,5843,123377,29627,2900539,133392,745598,75030,16025,2847,8422,162279,11302,4675,7620,1978,54186,221566,735426,395650,377,201,0,7785,0,5791,1830,55613,217221,35725,0,471911
1985:Q4,3564919,15209,1110466,122822,737105,382839,5703,272971,28145,5594,5200,213856,238552,54874,113018,654,80175,4572,140223,32941,2922640,145234,705583,75165,16379,7689,8035,167973,7400,4443,7167,-377,56133,238438,737105,383329,2159,1473,0,3920,0,3991,1692,83597,227407,38705,0,642279
1986:Q1,3601081,14968,1099017,126175,757380,376696,4519,288165,32354,5203,5072,223197,247490,56097,112235,1144,79140,14539,129790,27900,2919101,149386,698981,77549,16565,7946,7707,167293,9460,4011,7995,-377,55540,203806,757380,377285,1999,2098,0,4444,0,4742,972,87249,234139,42931,0,681980
1986:Q2,3627993,14548,1080321,127097,769515,375058,4561,309599,24545,4389,4746,233125,250143,56335,110848,1992,83763,9150,138825,29432,2959898,154172,683877,80451,16916,9176,7341,165757,8796,3400,9016,-377,58360,214548,769515,375738,2437,2631,0,514,0,3924,1133,89474,257136,45963,0,668094
1986:Q3,3740371,14129,1122153,128549,775792,390431,4598,319070,32014,3499,5547,244763,251760,58902,117739,2808,80818,9296,147748,30754,3127813,160129,745861,83643,16678,9990,7635,172499,11281,2797,9357,-377,61029,276215,775792,391102,2462,3115,0,1437,30,8213,1984,75471,264735,46735,0,612558
1986:Q4,3704381,13885,1063441,131304,778230,381572,4676,318247,33697,2871,5665,257140,257483,63109,116328,771,82320,9539,151969,32134,3108903,165650,672430,86123,16850,9382,7734,175855,10725,2380,10340,-3392,62918,304169,778230,382274,3570,4323,0,5823,30,6234,1305,86683,273031,46237,0,595478
1987:Q1,3788741,13853,1086734,126841,796671,350785,4565,349802,35948,2456,5844,267595,273733,65167,115906,1216,93068,9994,152893,35670,3102232,173185,687573,86939,17192,9245,6892,193952,12007,2090,12187,-3392,65942,231769,796671,351555,4133,5231,0,7649,30,7375,991,103765,282140,47111,0,686509
1987:Q2,3823984,14193,1090656,126297,806218,347941,4942,342928,38920,2136,5754,278860,283555,62925,119870,973,87823,10155,167033,32805,3107585,180235,698754,86630,17315,9655,6243,181735,11474,1887,12083,-3392,69535,230471,806218,348706,3909,4081,0,9091,30,6724,1683,101135,272046,51337,0,716399
1987:Q3,3855457,14503,1080290,124144,808767,345108,4960,353949,42928,1914,6644,289400,299194,59406,116024,1199,99824,10165,160576,36462,3179020,186856,712014,86775,17726,10538,9713,181840,14198,1785,12079,-3392,73919,245683,807805,345727,3790,5386,0,8668,30,9699,1832,113385,281587,51377,0,676437
1987:Q4,3976212,15093,1085912,124862,810177,394372,5673,350154,44270,1794,6943,301919,317434,60660,148006,1188,84712,10465,182843,29734,3490295,193583,778908,88173,17915,13261,9907,203356,13863,1815,8058,-3435,75475,424092,809011,394943,4076,5753,0,12696,30,12356,2235,83904,284501,55819,0,485916
1988:Q1,4081829,14963,1121110,129207,830194,389254,5421,356090,51772,1822,6919,310584,319816,65221,169763,1985,80348,10549,184911,31900,3605363,198192,822755,91939,18086,6518,8128,214551,17283,2021,10158,-3435,80354,440713,828431,389781,6925,6256,0,12853,30,12991,1841,90395,284517,64079,0,476466
1988:Q2,4170869,15023,1120212,133552,839953,390057,5868,377442,55777,2023,6728,317990,325273,61729,174280,1939,94211,11295,205272,32246,3700027,202462,842788,95989,18361,7227,8291,228939,16899,2430,9263,-3435,82041,447442,837146,390540,5509,6369,0,13753,30,15587,1845,107145,293538,69869,0,470843
1988:Q3,4235506,15187,1139087,137898,843339,397420,6358,395160,59871,2273,8019,325069,323270,64271,169354,2910,84169,11292,218012,32547,3811856,207806,881799,99716,18626,6829,8452,241727,17940,2883,10717,-3435,81840,486968,839756,397932,7303,5478,0,15501,30,14586,1622,92820,300122,74838,0,423650
1988:Q4,4393242,15542,1229527,142243,844900,402728,6822,420014,61535,2447,7704,333098,328108,61770,168197,3520,90704,11510,233620,29253,4001429,214041,1003634,103281,19177,7424,9401,254102,18638,3177,8464,-6290,83571,510321,839078,404845,5410,5457,0,20215,30,15098,3053,98126,305804,75373,0,391813
1989:Q1,4513269,15450,1334060,147461,865532,423974,5397,357548,67566,2730,6650,340936,337305,60766,163282,1511,92555,11678,244074,34794,4111359,217450,1099625,105895,19435,7075,8269,205741,21416,3391,10051,-6290,85546,504138,859426,426707,3909,6183,0,18086,30,15574,3689,104249,310166,81598,0,401909
1989:Q2,4569749,15565,1323967,152679,875045,430985,5418,370343,66499,2821,6633,349504,344203,61878,169485,1858,100045,12034,249310,31478,4137532,221150,1078994,109069,19639,7651,9729,214214,20890,3674,8844,-6290,89462,484893,867892,434904,6630,7295,0,23021,30,16534,4909,114676,318651,81071,0,432217
1989:Q3,4684858,15693,1362855,157897,878696,451210,5280,381496,68144,2922,7050,358289,352688,66721,173077,1620,103902,11760,256139,29419,4172327,225870,1075988,111458,29083,8579,7978,219794,24634,3917,9553,-6290,92026,443832,871213,456410,9763,8026,0,28430,30,17119,5076,131045,319523,79270,0,512531
1989:Q4,4696875,16371,1345138,163116,877264,486670,6236,373301,68740,3074,7581,366466,360004,68032,174207,2148,89454,12161,248422,28490,4148449,230542,1006012,112559,34518,8791,7196,210154,22663,4066,10042,-10952,87229,467698,869492,492939,7885,8674,0,30259,30,17978,4690,125064,323089,77831,0,548426
