1951:Q1,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1951:Q2,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1951:Q3,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
2005:Q1,36630233,29173080,5070421,2386732,371054,1659414,356264,36630233,12545960,10150529,4536182,2322048,5779968,1295546,9276,308181,240557,35619,1983,30022,113749,96924,2140,2518,3517,4624,280435,66476,111065,296642,166801,3955084,1748321
2005:Q2,37481980,29920751,5133664,2427565,377634,1688266,361665,37481980,12880310,10342269,4636313,2357904,5949084,1316100,9325,312536,243713,35996,2029,30798,114814,97861,2138,2655,3508,4462,287395,69275,112599,299533,167772,4018293,1755968
2005:Q3,38493329,30876806,5156872,2459651,382126,1711152,366373,38493329,13305174,10576354,4743668,2394869,6131438,1341826,9420,318310,247957,36548,2086,31719,116377,99217,2160,2819,3520,4307,293546,72839,114744,304570,197944,4057909,1796501
2005:Q4,39500473,31796931,5204737,2498805,387193,1741964,369648,39500473,13700010,10855462,4858162,2432879,6279947,1374013,9561,325703,253465,37288,2152,32798,118452,101021,2197,3000,3553,4157,300971,76952,117446,311003,207487,4106226,1836852
2006:Q1,40351090,32533711,5280337,2537042,393693,1768501,374848,40351090,14051522,11081211,4967390,2469225,6383284,1398458,9707,332071,258679,37289,2210,33893,119881,102234,2092,3240,3713,4014,307025,79345,120086,315049,215630,4160856,1852236
2006:Q2,41193395,33276013,5352991,2564391,401472,1781720,381199,41193395,14313630,11285611,5053440,2507632,6610274,1422808,9851,338525,263954,37300,2269,35002,121338,103396,1990,3484,3873,3877,312934,81813,122716,319010,210701,4209342,1900010
2006:Q3,41855310,33806581,5453037,2595692,408029,1800986,386677,41855310,14487351,11480281,5116399,2542268,6784340,1444671,9967,344301,268713,37226,2324,36038,122454,104284,1873,3709,4028,3743,319888,83908,125004,321512,210812,4258448,1931177
2006:Q4,42720727,34537557,5546607,2636563,413356,1829628,393579,42720727,14711649,11727330,5199543,2579473,7029685,1473047,10137,351853,274843,37360,2390,37260,124115,105674,1778,3962,4204,3610,327114,86689,127961,325952,211109,4298508,1942323
2007:Q1,43415554,35091276,5633882,2690396,420514,1867178,402704,43415554,14850151,11919590,5265073,2615098,7268983,1496659,10270,356207,278191,38449,2020,37547,125393,106656,1714,4159,4915,3481,333714,89669,130992,329486,207385,4344563,1985431
2007:Q2,43782882,35330857,5714755,2737270,427684,1903594,405992,43782882,14867107,12071398,5296193,2644747,7389977,1513460,10350,358827,280186,39354,1639,37648,126072,107120,1641,4332,5609,3357,339589,92171,133394,330999,219626,4391315,2023378
2007:Q3,44189547,35645389,5765159,2778999,435209,1938614,405176,44189547,14919761,12214158,5336928,2677964,7509704,1531032,10450,361895,282521,40312,1260,37802,126916,107721,1573,4523,6313,3238,343888,95132,136015,333366,220464,4427357,2046003
2007:Q4,44635514,36009517,5806265,2819732,443973,1965453,410306,44635514,14973824,12375049,5380760,2709820,7645091,1550970,10573,365700,285421,41354,886,38039,128022,108502,1515,4733,7030,3123,347774,98490,138918,336594,219579,4473942,2102814
2008:Q1,45008829,36303736,5836496,2868597,454256,2001991,412350,45008829,14988923,12531745,5419743,2741892,7761469,1565057,10631,369784,291396,38484,1167,38737,129238,109300,1620,4781,8444,3012,344995,101063,140900,341289,218190,4522484,2177960
2008:Q2,45311545,36534405,5867563,2909577,465878,2030930,412769,45311545,14992192,12662367,5448835,2773115,7858704,1576332,10667,373179,296835,35535,1446,39363,130243,109886,1722,4817,9843,2905,341832,103407,142621,345212,214398,4547808,2284156
2008:Q3,45702647,36800755,5955195,2946697,475609,2055354,415734,45702647,14926882,12885035,5477319,2804447,8008071,1600893,10789,379811,304795,32956,1734,40326,132167,111224,1835,4894,11301,2801,342231,106662,145416,351760,211446,4576769,2246601
2008:Q4,46103545,37038593,6107382,2957570,481308,2059771,416491,46103545,14796690,13131647,5504195,2828699,8209297,1633017,10956,388215,314131,30588,2024,41472,134456,112810,1955,4986,12776,2702,346127,110233,148632,359172,182719,4565257,2044114
2009:Q1,46027400,36948905,6119958,2958537,483841,2057219,417477,46027400,14688091,13088487,5478530,2834467,8312996,1624829,10895,386934,313322,30532,1981,41099,133864,112067,1942,5012,13954,2606,339349,110393,149859,357951,172105,4551280,1968588
2009:Q2,45460653,36382155,6112947,2965551,486193,2066236,413122,45460653,14480083,12889175,5401411,2823434,8270588,1595962,10679,380174,308097,30035,1912,40130,131546,109931,1895,4948,14953,2513,330464,108510,148972,351378,158189,4547974,1930941
2009:Q3,45053040,35970409,6089710,2992921,490025,2083592,419304,45053040,14366831,12727201,5346073,2819238,8224459,1569238,10487,373981,303332,29581,1844,39224,129500,108046,1853,4897,15979,2424,321142,106831,148317,345782,157198,4530910,1896582
2009:Q4,45242502,36143102,6055370,3044030,493422,2131217,419391,45242502,14472814,12744830,5369640,2838393,8251840,1564985,10482,373893,303477,29623,1809,38984,129393,107882,1854,4959,17209,2337,312723,107528,149963,346764,156673,4560020,1919721
2010:Q1,45389009,36296611,6021145,3071253,495449,2158259,417545,45389009,14503869,12777928,5371312,2863561,8318093,1554246,10390,371284,301503,29500,1692,38589,128262,106934,1871,4981,19867,2254,305920,107648,149596,345237,164710,4550703,1961093
2010:Q2,45531486,36356562,6060739,3114185,499157,2193527,421501,45531486,14434115,12890689,5359454,2892516,8401884,1552828,10343,370594,301098,29526,1583,38387,127761,106487,1896,5016,22630,2174,302884,108088,150004,344949,174577,4530808,1969866
2010:Q3,45778577,36514393,6127123,3137061,503907,2206863,426291,45778577,14447369,13012633,5367552,2921092,8475573,1554358,10308,370474,301160,29597,1476,38241,127463,106124,1920,5052,25437,2097,301220,108597,150650,345014,183512,4520281,2027631
2010:Q4,46172184,36790279,6195551,3186354,510703,2248548,427103,46172184,14542504,13159673,5394786,2955761,8561435,1558025,10286,370816,301595,29703,1373,38145,127380,106014,1950,5097,28276,0,301790,109246,151590,345584,187490,4535441,2104767
2011:Q1,46474632,36983999,6253034,3237599,518549,2288244,430806,46474632,14590523,13270513,5404634,2991295,8656354,1561313,10240,370359,298870,31762,1364,38363,127349,106004,1973,5146,26377,0,305981,109469,151777,346635,188908,4568240,2204613
2011:Q2,46947978,37343250,6327195,3277533,526598,2317600,433335,46947978,14667266,13460079,5435960,3017729,8791535,1575409,10270,372677,298385,34050,1368,38874,128174,106670,2013,5243,24703,0,311671,110694,153004,350293,188283,4609049,2252973
2011:Q3,47351110,37650399,6390986,3309725,536130,2340053,433542,47351110,14695666,13628727,5453131,3044785,8941439,1587362,10283,374426,297431,36298,1370,39327,128871,107204,2051,5333,22999,0,316700,111808,154086,353600,188579,4630629,2257436
2011:Q4,47767575,37969788,6465555,3332232,546242,2352420,433570,47767575,14737252,13818194,5477252,3061306,9071229,1602342,10311,376862,297031,38605,1374,39852,129789,107881,2095,5436,21356,0,322548,113140,155442,357483,191080,4644698,2274581
2012:Q1,48156323,38243828,6534923,3377572,555412,2385454,436706,48156323,14770596,14005898,5505987,3084073,9171189,1618580,10364,379282,297722,39591,1398,40571,130917,108772,2148,5591,20803,0,328584,114846,156049,361225,188714,4679040,2313765
2012:Q2,48612923,38614820,6588321,3409782,562694,2408992,438096,48612923,14879191,14170652,5546731,3104855,9279791,1631703,10397,380993,297850,40505,1419,41219,131773,109425,2198,5739,20219,0,333935,116411,156324,364287,190123,4689094,2307706
2012:Q3,49023410,38922023,6656328,3445059,572583,2431880,440596,49023410,15041322,14274910,5587668,3122665,9359436,1637409,10363,380497,296257,41186,1431,41623,132007,109537,2234,5840,19504,0,339532,116987,155826,365082,190358,4700734,2360121
2012:Q4,49283022,39106956,6721356,3454710,582718,2431840,440152,49283022,15195220,14314177,5613147,3126726,9396049,1637703,10282,378504,293489,41710,1438,41867,131762,109186,2261,5914,18704,0,345083,116965,154718,364325,190930,4727486,2370161
2013:Q1,49729953,39475066,6777803,3477084,595510,2440277,441297,49729953,15451082,14372973,5656023,3139849,9468037,1641989,10196,376800,293050,39675,1445,42630,132254,109355,2189,5901,18944,0,350670,117565,154507,363609,190918,4750954,2360824
2013:Q2,50299674,39947812,6826983,3524879,604802,2477949,442128,50299674,15698753,14525958,5713466,3158250,9548268,1654979,10187,377589,294527,37925,1460,43677,133408,110182,2130,5939,19301,0,356445,119253,155210,365338,191973,4755644,2367369
2013:Q3,50880173,40428346,6880774,3571053,612632,2511243,447178,50880173,15950641,14681246,5772771,3175492,9632496,1667527,10172,378274,295924,36164,1474,44712,134506,110953,2069,5972,19658,0,362299,120935,155845,366844,192243,4768937,2402197
2013:Q4,51700805,41136588,6929764,3634453,619827,2565235,449391,51700805,16298606,14906543,5865022,3204770,9738382,1687482,10217,380969,298864,34631,1497,45977,136239,112311,2020,6045,20130,0,368306,123515,157275,370457,190081,4779573,2451102
2014:Q1,52423730,41761540,6983182,3679008,628346,2597477,453185,52423730,16628840,15093895,5965936,3222441,9812124,1700494,10227,382060,298146,35559,1497,46858,136960,112884,1994,6062,19245,0,376495,125080,158043,371443,192427,4785009,2509713
2014:Q2,52793661,42039731,7051128,3702802,634715,2610574,457513,52793661,16691371,15275070,6005867,3229206,9878660,1713487,10229,383006,297315,36474,1495,47722,137585,113328,1964,6070,18366,0,385583,126607,158706,372046,195712,4809362,2530452
2014:Q3,53472113,42619618,7115019,3737476,643360,2633400,460716,53472113,16983369,15472833,6095242,3242680,9950130,1727859,10239,384258,296725,37417,1495,48621,138382,113936,1937,6085,17513,0,394591,128288,159553,373078,198105,4839845,2543355
2014:Q4,53786556,42834571,7183465,3768520,651549,2656291,460680,53786556,17038163,15641119,6129521,3248706,9990199,1738848,10221,384583,295413,38272,1492,49406,138876,114299,1906,6080,16608,0,403569,129588,160038,373082,201500,4859326,2524211
2015:Q1,54121438,43065494,7237855,3818089,656209,2695389,466491,54121438,17170466,15743180,6184187,3255800,10013384,1754421,10218,386910,297339,37069,1499,51003,140048,115190,1937,6053,15272,0,413031,131378,161173,373210,196258,4886055,2508537
2015:Q2,54402995,43279248,7273820,3849927,659906,2717594,472427,54402995,17271771,15791665,6225399,3250902,10099086,1764172,10176,387820,298178,35723,1502,52417,140744,115647,1962,6002,13870,0,421645,132624,161726,371957,197564,4944962,2536104
2015:Q3,54829548,43656919,7310513,3862116,668946,2718733,474437,54829548,17450687,15885574,6296052,3252903,10162042,1782290,10198,390993,300748,34606,1513,54126,142278,116697,1997,5995,12573,0,430329,134795,163182,373254,198697,4974343,2523677
2015:Q4,55073845,43867008,7350956,3855881,675861,2700864,479156,55073845,17581738,15912215,6350263,3251047,10184515,1794067,10173,392577,302102,33331,1518,55626,143211,117204,2027,5961,11200,0,438631,136273,163931,372881,194607,5007034,2514591
2016:Q1,55305369,44048604,7390051,3866714,685580,2696271,484863,55305369,17741613,15935167,6373980,3249331,10202544,1802734,10118,393491,302471,32676,1535,56809,143570,117416,2116,5879,10353,0,445061,137584,165104,372043,195857,5057149,2523442
2016:Q2,56043408,44686923,7427692,3928793,694908,2740424,493461,56043408,18059576,16087717,6456136,3269918,10347401,1822660,10155,397519,305217,32291,1566,58445,144902,118590,2220,5858,9595,0,451774,140292,167548,374204,196115,5109383,2561731
2016:Q3,56621552,45185613,7468478,3967461,705621,2769564,492276,56621552,18400004,16166865,6530305,3284824,10404180,1835374,10133,399601,306484,31736,1588,59793,145639,119221,2316,5798,8782,0,458089,142148,169246,374404,197962,5131288,2545461
2016:Q4,57358922,45805102,7509689,4044131,720529,2828309,495293,57358922,18727868,16341412,6615946,3305242,10511314,1857140,10176,403992,309524,31377,1619,61472,147221,120613,2424,5779,8036,0,465077,144957,171962,376904,200130,5162507,2591198
2017:Q1,57958953,46295368,7573524,4090061,730860,2858113,501088,57958953,18919030,16517500,6693539,3323034,10629822,1876028,10231,408690,309369,35705,1603,62013,148443,121678,2547,5752,7623,0,468024,148331,174863,379847,204154,5218977,2636588
2017:Q2,58631302,46862235,7614083,4154984,746676,2900922,507386,58631302,19201622,16687377,6786489,3343407,10718246,1894161,10286,413341,309185,40030,1584,62542,149792,122860,2673,5727,7208,0,469749,151679,177871,382973,204228,5242651,2646973
2017:Q3,59233984,47362352,7654268,4217364,756142,2947887,513335,59233984,19408297,16832612,6845737,3370017,10866430,1910891,10333,417666,308742,44331,1566,63027,150876,123881,2796,5698,6788,0,471694,154941,180665,385556,201154,5258269,2657657
2017:Q4,59720541,47717821,7720801,4281919,769953,2996653,515313,59720541,19594274,16936053,6902445,3396663,10969787,1921319,10320,420015,306810,48475,1538,63192,151436,124446,2907,5628,6326,0,474104,157146,182757,386233,199215,5299620,2706608
2018:Q1,60579697,48431058,7790962,4357677,783929,3052614,521134,60579697,20019599,17080802,7005702,3426911,11108976,1937707,10326,424828,310105,48301,1560,64862,152445,125378,2961,5529,6035,0,477366,159449,185722,387670,198426,5354137,2758966
2018:Q2,61502865,49189208,7877379,4436278,802934,3106487,526857,61502865,20370618,17296982,7107026,3463609,11301347,1963283,10390,431954,315083,48396,1590,66885,154289,126942,3032,5463,5780,0,481688,162739,189706,391300,199113,5415672,2792787
2018:Q3,62145827,49665032,7986143,4494652,820094,3142832,531726,62145827,20568342,17514382,7171176,3490587,11411293,1990047,10453,439214,320158,48509,1619,68928,156105,128431,3100,5394,5525,0,487215,166056,193674,394877,200364,5461414,2816262
2018:Q4,62891385,50275717,8068700,4546968,835253,3180020,531695,62891385,20735265,17792692,7248125,3521291,11569584,2024428,10587,448911,326979,48916,1659,71357,158635,130525,3186,5371,5310,0,491731,170722,198613,400841,200906,5512703,2832559
2019:Q1,63542004,50744746,8167990,4629268,850445,3241763,537060,63542004,20932048,18043789,7311850,3552978,11645913,2055426,10656,459858,337864,51073,1681,69240,160873,132503,2986,5607,5247,0,495856,173917,203303,404618,200374,5577304,2881997
2019:Q2,64261173,51332745,8236270,4692158,869269,3277548,545341,64261173,21116757,18283646,7373248,3562914,11838633,2085975,10727,471039,348917,53261,1705,67156,163215,134494,2790,5849,5186,0,498671,177239,208147,408618,200730,5645610,2888262
2019:Q3,64857775,51816791,8285262,4755722,885918,3321237,548567,64857775,21347644,18447494,7432159,3585949,11937602,2106927,10742,480044,358394,55207,1720,64723,164793,135883,2578,6062,5099,0,499396,179692,212091,410544,202382,5692177,2880242
2019:Q4,65354219,52219262,8340041,4794916,893186,3348938,552792,65354219,21546915,18590471,7482880,3603734,12005700,2124519,10742,488210,367233,57069,1732,62176,165903,136896,2358,6265,5001,0,500100,181970,215535,411541,203885,5730542,2901348
2020:Q1,65994985,52703870,8419707,4871408,905031,3408394,557983,65994985,21810073,18760494,7538115,3629256,12113052,2143995,10779,497267,372444,59156,1722,63945,167564,138410,2304,6329,4634,0,499195,184432,219854,413226,205421,5758714,2843032
2020:Q2,66268027,52834269,8458221,4975537,919422,3489419,566696,66268027,21965799,18831397,7554198,3652700,12113423,2150510,10757,502814,375056,60808,1702,65248,168362,139325,2240,6355,4237,0,495611,185373,222684,412751,206320,5760661,2777451
2020:Q3,67271064,53728599,8494440,5048025,931189,3559308,557528,67271064,22534331,18916456,7661774,3693980,12304186,2160337,10764,509580,378564,62615,1685,66716,169459,140464,2182,6403,3850,0,491544,186902,225943,413247,205212,5977776,2831167
2020:Q4,68069734,54388626,8534928,5146180,949854,3636210,560116,68069734,23001822,19002944,7747821,3733951,12412782,2170414,10763,516456,382168,64428,1668,68192,170713,141716,2124,6445,3461,0,487481,188184,229278,413794,203354,6081015,2910808
2021:Q1,69544698,55682434,8658869,5203395,952346,3684630,566419,69544698,23741230,19219650,7938546,3784857,12669093,2191322,10819,526064,389256,65637,1700,69471,172373,143243,2124,6470,3449,0,486314,190963,233504,416000,202396,6267076,3040887
2021:Q2,71446514,57468497,8690848,5287169,975292,3738992,572885,71446514,24651562,19507372,8180170,3860851,13023192,2223367,10979,539753,399356,67360,1744,71293,175723,146071,2146,6569,3462,0,480755,195642,239819,422446,202624,6688916,3165360
2021:Q3,73483502,59245608,8864485,5373409,995511,3796379,581519,73483502,25559955,19926669,8444906,3933329,13345847,2272796,11197,557139,412180,69547,1801,73611,179947,149559,2179,6701,3497,0,482371,201578,247542,431086,204170,6974190,3227543
2021:Q4,76187383,61633962,9082595,5470826,1015203,3867182,588441,76187383,26458747,20726421,8774433,4026878,13836787,2364117,11684,585979,433390,73209,1895,77485,187448,155697,2256,7009,3605,0,488022,213057,260305,449054,206668,7287687,3369088
