date,Security brokers and dealers; total financial assets,Security brokers and dealers; checkable deposits and currency; asset,Security brokers and dealers; security repurchase agreements; asset,Security brokers and dealers; debt securities; asset,Security brokers and dealers; commercial paper; asset,Security brokers and dealers; Treasury securities (net); asset,Security brokers and dealers; agency- and GSE-backed securities (net); asset,Security brokers and dealers; municipal securities; asset,Security brokers and dealers; corporate and foreign bonds (net); asset,Security brokers and dealers; other loans and advances; asset,Security brokers and dealers; corporate equities; asset,Security brokers and dealers; U.S. direct investment abroad (market value); asset,Security brokers and dealers; total miscellaneous assets,Security brokers and dealers; receivables due from other brokers and dealers and clearing organizations; asset,Security brokers and dealers; unidentified miscellaneous assets,Security brokers and dealers; total liabilities,Security brokers and dealers; security repurchase agreements; liability,Security brokers and dealers; corporate and foreign bonds; liability,Security brokers and dealers; loans; liability,Security brokers and dealers; depository institution loans n.e.c.; liability,Households and nonprofit organizations; cash accounts at brokers and dealers,Security brokers and dealers; trade payables; liability,Security brokers and dealers; total taxes payable; liability,Security brokers and dealers; foreign direct investment in U.S.: intercompany debt, adjusted for U.S. Intermediate Holding Companies; liability (market value),Security brokers and dealers; total miscellaneous liabilities,Security brokers and dealers; payables owed to other brokers and dealers and clearing organizations; liability,Security brokers and dealers; equity investment by parent companies; liability,Security brokers and dealers; unidentified miscellaneous liabilities,Security brokers and dealers; proprietors' equity in noncorporate business,Security brokers and dealers; foreign direct investment in U.S.: equity, adjusted for U.S. Intermediate Holding Companies; liability (market value)
2015:Q4,3598663,106076,1133265,313938,19472,77319,118356,13951,84840,407026,166809,215704,1255845,1174906,80939,3387699,1368312,131297,913177,93934,819243,26298,3223,24749,920643,554378,998812,-632547,50404,203670
2016:Q1,3595172,110885,1115289,309101,20276,102212,113504,18780,54329,395328,136841,222857,1304871,1246927,57944,3381709,1366096,119463,952334,93227,859107,25275,4073,25411,889057,544392,1022631,-677966,51637,217743
2016:Q2,3671525,113972,1197401,334007,17024,110477,122364,19655,64487,395124,141443,219891,1269687,1197335,72352,3456345,1422963,111009,964417,102384,862033,26898,3507,26628,900923,554993,967418,-621488,51392,226127
2016:Q3,3673303,124060,1204260,330426,13587,117027,107121,25018,67673,415806,158040,235747,1204964,1136231,68733,3454808,1436110,125639,942227,106768,835459,31438,4041,11407,903946,521634,1168472,-786160,69638,96126
2016:Q4,3470742,119201,1112676,326450,13773,103427,108573,21038,79639,381081,176139,253921,1101274,1042090,59184,3261025,1313131,129141,921306,106022,815284,36667,3285,11586,845909,448129,1150135,-752355,67741,99302
2017:Q1,3563052,126949,1098910,353110,11719,115591,121858,19729,84213,388077,168964,271966,1155076,1121448,33628,3348499,1359919,129718,941638,108637,833001,35265,3917,10446,867596,484275,1003550,-620229,69518,93400
2017:Q2,3716336,120284,1164664,379870,11936,139496,127308,21193,79937,395589,187728,278324,1189877,1151705,38172,3500131,1442250,165819,944694,113473,831221,32156,4079,11859,899274,501763,993275,-595764,68665,109533
2017:Q3,3628267,119526,1103574,338148,11740,128816,109612,17304,70676,399385,198473,288643,1180518,1159941,20577,3404838,1351452,175522,926414,120678,805736,34556,4781,12118,899995,515970,978831,-594806,70024,117405
2017:Q4,3572690,118959,1109021,338244,9307,120651,97405,26681,84200,434476,182661,288600,1100729,1111364,-10635,3350746,1392518,185668,880580,120154,760426,44568,13053,13002,821357,475763,975871,-630277,68693,134005
2018:Q1,3617734,124613,1113735,310432,15419,97496,91711,25767,80039,439660,191900,277661,1159733,1158211,1522,3391206,1390912,175594,884756,122685,762071,42898,13349,12343,871354,526104,971330,-626080,74190,130523
2018:Q2,3665854,115342,1136123,342710,13292,144782,77140,23166,84330,428297,197312,277914,1168156,1162841,5315,3448004,1454977,167352,880009,125327,754682,38037,13021,11529,883079,528145,944666,-589732,76522,134555
2018:Q3,3711484,112503,1164809,331888,16817,126117,79811,22143,87000,432205,221499,273028,1175552,1164251,11301,3488569,1485701,175898,876268,115931,760337,33899,13598,11812,891393,517380,964981,-590968,78728,148970
2018:Q4,3811421,126243,1315208,478895,11448,250360,117185,20738,79164,421059,147686,225253,1097077,1055252,41825,3588665,1698401,184003,882692,124309,758383,16787,13633,8444,784705,452932,952647,-620874,78230,94714
2019:Q1,3841980,108791,1321178,471764,13916,235074,127729,16443,78602,391236,159000,252912,1137099,1120855,16244,3620279,1691973,181488,872086,121783,750303,14911,14294,9612,835915,482931,976838,-623854,78405,122091
2019:Q2,3960068,118901,1360866,485391,11972,255855,130006,18355,69203,405416,180000,261136,1148358,1131685,16673,3730722,1781678,205929,881013,123370,757643,15024,14161,10075,822842,477779,992394,-647331,78396,133709
2019:Q3,4057843,119011,1470077,487552,13773,216092,153511,20365,83811,419989,175000,258638,1127576,1123785,3791,3822712,1870520,183785,914591,125741,788850,15484,13889,10925,813518,473979,985229,-645690,80594,147499
2019:Q4,3944754,125234,1400064,450592,8544,214060,139526,16429,72033,429813,167000,299044,1073007,1104256,-31249,3704490,1750000,173916,905987,122043,783944,15777,12246,11996,834568,473517,983318,-622267,83475,178892
2020:Q1,4216858,161986,1482986,507717,20710,232704,170147,13687,70469,567242,144684,235036,1117207,1038493,78714,3964018,1815918,256907,1113985,184614,929371,20135,13577,9951,733545,466820,1049357,-782632,84809,122077
2020:Q2,3999168,138968,1282189,500616,13009,268354,134216,8680,76357,491548,180382,274830,1130635,1121750,8885,3740651,1680405,179726,1033674,124450,909224,17807,15701,11558,801780,492511,1001962,-692693,88453,174412
2020:Q3,4024563,133937,1279048,433730,11027,213382,107625,10426,91270,558655,205387,286240,1127566,1115164,12402,3767469,1713213,165438,995593,118748,876845,16729,14539,12020,849937,517163,1008340,-675566,87085,196540
2020:Q4,4198807,138428,1322113,390675,8211,215152,77803,6780,82729,662727,214271,349484,1121109,1152081,-30972,3930195,1774228,183886,1037010,132254,904756,18542,14414,13239,888876,522686,1065233,-699043,90334,246339
2021:Q1,4245145,136850,1238027,188981,9206,95497,4856,8849,70573,777691,265933,363660,1274003,1297311,-23308,3964662,1573634,196343,1064100,139412,924688,19683,15203,12792,1082907,683721,1067425,-668239,93779,262724
2021:Q2,4289165,132606,1133415,218310,11670,113029,12440,10709,70462,819328,259107,399241,1327158,1380527,-53369,4001243,1550533,204512,1097246,156214,941032,15913,15018,12678,1105343,694665,1124976,-714298,97975,303771
2021:Q3,4392183,137145,1211237,206527,13999,93490,17628,12057,69353,816473,231950,399435,1389416,1468598,-79182,4098389,1554707,214638,1160570,169876,990694,17563,16119,13246,1121546,739693,1110045,-728192,99625,320134
2021:Q4,4504359,136311,1203179,186280,11499,83019,15461,11083,65218,841411,226333,406672,1504174,1557361,-53187,4207674,1564707,224638,1218152,175954,1042198,19563,17421,12418,1150775,778693,1125983,-753901,102230,344310
