1951:Q1,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1951:Q2,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1951:Q3,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
2014:Q4,6421048,64959,3275,162629,493259,5950,74538,300647,11511,100613,5542266,671807,0,106135,565672,4870459,4538046,4104240,433806,240780,164569,76211,91633,0,154660,6386597,50,6275505,4268809,2006696,0,111042
2015:Q1,6373292,53406,1925,158161,485468,5605,80222,298395,10692,90554,5509626,641590,0,104993,536597,4868036,4527068,4098890,428178,247138,170816,76322,93830,0,164706,6344693,87,6234619,4269706,1964913,0,109987
2015:Q2,6398931,41144,2840,141024,466772,5572,79327,290066,9769,82038,5580896,694713,0,106561,588152,4886183,4537512,4120515,416997,252800,179756,73044,95871,0,166255,6362897,0,6257982,4300271,1957711,0,104915
2015:Q3,6425309,47366,2696,148996,460700,4994,86443,286012,9334,73917,5611390,696549,0,110316,586233,4914841,4564221,4161963,402258,252762,183270,69492,97858,0,154161,6399612,118,6293517,4345233,1948284,0,105977
2015:Q4,6503006,40957,2536,182862,462196,5466,96384,283892,8608,67846,5666299,746203,0,114970,631233,4920096,4570998,4171764,399234,249140,186954,62186,99958,0,148156,6475447,0,6368996,4358718,2010278,0,106451
2016:Q1,6471038,34663,3337,159864,457945,5502,98091,286456,7913,59983,5659102,730079,0,116320,613759,4929023,4568328,4180628,387700,259051,194918,64133,101644,0,156127,6455068,0,6350100,4375546,1974554,0,104968
2016:Q2,6576944,43566,4108,164836,465344,5566,97967,300435,6994,54382,5735065,804319,0,119360,684959,4930746,4572539,4186270,386269,254748,201667,53081,103459,0,164025,6561052,0,6455513,4387937,2067576,0,105539
2016:Q3,6625439,39678,5261,172224,467572,5839,111354,294737,6470,49172,5769161,800748,0,115882,684866,4968413,4597735,4221174,376561,265438,214151,51287,105240,0,171543,6611567,0,6505000,4435325,2069675,0,106567
2016:Q4,6693641,48755,5928,184994,450895,5939,109842,285403,5725,43986,5852355,825139,0,120830,704309,5027216,4644775,4284173,360602,275361,223565,51796,107080,0,150714,6673299,0,6563167,4507738,2055429,0,110132
2017:Q1,6680375,41829,5530,207699,436020,5451,105835,280947,5571,38216,5864878,782508,0,121993,660515,5082370,4688119,4338389,349730,286256,234037,52219,107995,0,124419,6671229,0,6570217,4572426,1997791,0,101012
2017:Q2,6728408,33029,5872,202306,427704,5985,102384,279322,5100,34913,5927261,826791,0,120415,706376,5100470,4703391,4364456,338935,287977,243702,44275,109102,0,132236,6722593,0,6619811,4608158,2011653,0,102782
2017:Q3,6773647,37746,6471,203010,411729,6027,96869,274138,4684,30011,5980054,838930,0,119794,719136,5141124,4736057,4403930,332127,294944,253371,41573,110123,0,134637,6767538,0,6658098,4657301,2000797,0,109440
2017:Q4,6819852,49435,7580,195579,404908,6392,100332,266851,4544,26789,6051388,857678,0,125564,732114,5193710,4775581,4461838,313743,307055,264245,42810,111074,0,110962,6826743,0,6716266,4726083,1990183,0,110477
2018:Q1,6810813,23614,8778,218728,411976,7151,110351,264529,4351,25594,6043127,827343,0,128364,698979,5215784,4797501,4493781,303720,305786,268965,36821,112497,0,104590,6794729,0,6685669,4762746,1922923,0,109060
2018:Q2,6870944,30951,15134,192738,416332,7406,120827,260339,4324,23436,6108817,862130,0,125429,736701,5246687,4821625,4520020,301605,311070,276024,35046,113992,0,106972,6847634,0,6736142,4796044,1940098,0,111492
2018:Q3,6888430,37179,16629,194739,412624,6701,124828,254662,3987,22446,6126287,834661,0,126070,708591,5291626,4856526,4572495,284031,319677,284598,35079,115423,0,100972,6864810,0,6753272,4857093,1896179,0,111538
2018:Q4,6926854,36795,20232,170629,408334,6882,120042,258037,3851,19522,6195610,861851,0,132350,729501,5333759,4883889,4620804,263085,332865,295328,37537,117005,0,95254,6909234,0,6797349,4916132,1881217,0,111885
2019:Q1,6931850,35884,12226,201556,418157,7624,128778,258944,3777,19034,6161087,804463,0,133607,670856,5356624,4898141,4639341,258800,337994,303755,34239,120489,0,102940,6920526,0,6808433,4943096,1865337,0,112093
2019:Q2,7021556,36402,14592,208870,435638,6920,144310,262622,3556,18230,6210554,821138,0,134622,686516,5389416,4918449,4658761,259688,347157,313387,33770,123810,0,115500,7014954,0,6901795,4972148,1929647,0,113159
2019:Q3,7076325,34309,11264,187092,460515,6938,159283,273557,3302,17435,6247798,787335,0,132445,654890,5460463,4972954,4710875,262079,360385,322007,38378,127124,0,135347,7070254,0,6952680,5032882,1919798,0,117574
2019:Q4,7130025,34640,15839,195184,467725,7141,175753,265070,3265,16496,6289304,778638,0,139715,638923,5510666,5016055,4771942,244113,364020,332667,31353,130591,0,127333,7116496,0,7002215,5104609,1897606,0,114281
2020:Q1,7454545,142002,16005,153942,484216,8191,194456,263849,3223,14497,6508211,941112,0,143946,797166,5567099,5063722,4809897,253825,368584,340693,27891,134793,0,150169,7446816,0,7318099,5150590,2167509,0,128717
2020:Q2,7424739,71071,13255,225032,547909,7490,257003,265443,3035,14938,6397438,691642,0,143990,547652,5705796,5177610,4907909,269701,388908,354394,34514,139278,0,170034,7423777,0,7305137,5262303,2042834,0,118640
2020:Q3,7523114,57634,8509,206937,557029,6180,279059,254459,2994,14337,6506532,615277,0,144840,470437,5891255,5354059,5076586,277473,393697,364789,28908,143499,0,186473,7534000,0,7417660,5441375,1976285,0,116340
2020:Q4,7729517,92452,8826,212504,520093,7291,259236,237276,2757,13533,6705960,563496,0,153207,410289,6142464,5575268,5303756,271512,419434,384572,34862,147762,0,189682,7758346,0,7638140,5688328,1949812,0,120206
2021:Q1,7878968,153876,7219,146811,471928,6957,224867,224364,2707,13033,6899872,547372,0,156463,390909,6352500,5776306,5499109,277197,426779,401036,25743,149415,0,199262,7895982,99,7775145,5900145,1875000,0,120738
2021:Q2,8032477,68603,6282,256786,450455,5391,210861,218889,2623,12691,7075723,515438,0,152820,362618,6560285,5984416,5772031,212385,424409,405586,18823,151460,0,174628,8042946,0,7928061,6177617,1750444,0,114885
2021:Q3,8154585,86377,6347,215185,440080,4720,205097,215253,2483,12527,7233063,496401,0,152138,344263,6736662,6149505,5950924,198581,433827,413531,20296,153330,0,173533,8158521,0,8041747,6364455,1677292,0,116774
2021:Q4,8278135,63055,5200,202040,413226,4689,189205,204742,2294,12296,7435607,511472,0,164447,347025,6924135,6323963,6136097,187866,444980,421033,23947,155192,0,159007,8260490,0,8144566,6557130,1587436,0,115924
