1951:Q1,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1951:Q2,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1951:Q3,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1995:Q3,3204168,7380,43705,156367,197530,4868,66199,1254862,37617,780277,123932,3714,309322,127298,ND,448511,55996,44102,0,0,797350,0,1145462,76101,403948,0,413878,56833,357045,ND,112444,49574,62870,26678,0,0,63556,48857,27421,2281,19155,0,0,728149,1111765,0,0
1995:Q4,3563010,7283,62513,158455,201317,5056,67634,1342678,43441,816947,123051,3952,355287,122111,ND,484180,60277,45780,0,0,1005726,0,1228056,74782,418824,0,488107,56160,431947,ND,114417,51368,63049,25111,0,0,58149,48666,27947,2262,18457,0,0,790615,1305643,0,0
1996:Q1,3689749,7159,45492,154050,202349,5244,72540,1418558,30965,888669,123610,4190,371124,126553,ND,512003,65586,46356,0,0,1033859,0,1260198,73156,444015,0,498440,52464,445976,ND,115757,52262,63495,22364,0,0,56106,50360,28385,2409,19566,0,0,849842,1334418,0,0
1996:Q2,3783429,7072,32243,161720,198107,5431,76399,1472635,42316,910263,128726,4428,386902,126630,ND,534464,71070,47100,0,0,1050558,0,1267252,72339,444762,0,505932,54502,451430,ND,119151,55092,64059,21162,0,0,56429,47477,28762,2148,16567,0,0,903587,1350923,0,0
1996:Q3,3920265,7052,16447,166489,202006,5619,76478,1571085,47544,971905,139253,4666,407717,139897,ND,543271,75506,49260,0,0,1067155,0,1328334,64459,474734,0,538515,65816,472699,ND,119457,55185,64272,21212,0,0,60671,49286,29195,2065,18026,0,0,939758,1371483,0,0
1996:Q4,4228421,7045,25819,175192,201057,5807,70852,1669616,57864,1040330,134400,4904,432118,126000,ND,585280,81310,51325,0,0,1229118,0,1425557,64041,521682,0,567073,67476,499597,ND,122069,57658,64411,28374,0,0,67810,54508,29781,2124,22603,0,0,1006135,1540530,0,0
1997:Q1,4360821,6795,6728,178559,202428,5995,91678,1742943,52073,1091734,144896,5142,449098,130675,ND,601272,84491,51471,0,0,1257786,0,1469231,56172,567770,0,574241,69321,504920,ND,122752,58399,64353,29732,0,0,68980,49584,30208,2149,17227,0,0,1019624,1572028,0,0
1997:Q2,4585258,6801,4249,184754,202905,6183,92320,1804281,66414,1113289,151675,5380,467523,132343,ND,723832,95628,50389,0,0,1281573,0,1500585,56763,573814,0,589032,71337,517695,ND,127260,62566,64694,29784,0,0,70218,53714,30619,2160,20935,0,0,1192191,1598175,0,0
1997:Q3,4796007,6689,8716,189503,203291,6371,98316,1886447,75321,1157026,160630,5618,487852,135779,ND,803708,105501,51019,0,0,1300667,0,1559414,56098,599233,0,620571,64349,556222,ND,126147,62844,63303,31590,0,0,70620,55155,31034,2189,21932,0,0,1244738,1621143,0,0
1997:Q4,5224982,6611,32306,202687,214424,6559,90823,1892352,77763,1153213,157299,5856,498221,143261,ND,838216,108118,52217,0,0,1637408,0,1601229,58907,618473,0,633242,65084,568158,ND,130349,67779,62570,31169,0,0,73801,55288,31370,2068,21850,0,0,1207787,1805484,0,0
1998:Q1,5476181,6545,12083,202119,219584,6747,112207,1934319,79680,1158014,169504,6094,521027,148824,ND,1004540,120997,50748,0,0,1657468,0,1624748,58304,612437,0,657413,76706,580707,ND,130757,70292,60465,30966,0,0,80246,54625,31755,2090,20780,0,0,1385867,1844296,0,0
1998:Q2,5603369,6524,29225,202898,215995,6935,105186,1991248,91025,1159523,176611,6332,557757,146196,ND,1045407,126132,49109,0,0,1678514,0,1678577,60114,628576,0,681855,71372,610483,ND,130539,71200,59339,27994,0,0,95172,54327,32199,2116,20012,0,0,1370021,1876255,0,0
1998:Q3,5523582,6719,54335,207264,217155,7123,91036,1988603,111741,1121618,171844,6570,576830,146484,ND,933205,118355,49665,0,0,1703638,0,1703094,64632,657156,0,677937,73981,603956,ND,130615,72287,58328,28251,0,0,92346,52157,32612,1978,17567,0,0,1167450,1902039,0,0
1998:Q4,6268680,6899,78537,213173,221001,7310,71993,2059733,111404,1166244,185563,6808,589714,142266,ND,1108661,134371,45701,0,0,2179035,0,1691371,70715,627575,0,674448,72878,601570,ND,131506,74853,56653,31202,0,0,99794,56131,32950,1918,21263,0,0,1474983,2179807,0,0
1999:Q1,6447538,6653,65896,212974,206357,7498,86326,2094007,105532,1153717,199492,7046,628220,163247,ND,1216610,139970,41306,0,0,2206694,0,1740620,63310,654952,0,678835,77249,601586,ND,130692,74432,56260,30835,0,0,128486,53510,33344,2040,18126,0,0,1527668,2223351,0,0
1999:Q2,6720296,6545,80189,216156,207696,7686,83258,2110321,99655,1135597,212741,7284,655044,140621,ND,1327123,150006,40071,0,0,2350624,0,1764605,60643,673591,0,678439,70105,608334,ND,128297,72667,55630,31922,0,0,144481,47232,33800,2152,11280,0,0,1656976,2259458,0,0
1999:Q3,6780718,6799,88555,219734,208745,7874,82364,2196911,104419,1152245,230539,7522,702186,134925,ND,1245527,147532,39298,0,0,2402454,0,1812074,62367,684991,0,694978,81753,613225,ND,130132,75694,54438,33682,0,0,157838,48086,34129,2269,11688,0,0,1701560,2312588,0,0
1999:Q4,7310159,6725,93941,237512,217412,8062,79943,2077295,105047,1058365,232334,7760,673789,119542,ND,1435081,168391,62756,149,57,2798193,5100,1858203,60468,676469,0,647052,89171,557881,ND,129627,78506,51121,43766,20766,5494,160842,113719,34401,2570,25408,6051,45289,2003716,2678797,0,0
2000:Q1,7434588,6599,10789,229047,215384,8250,75897,2147500,101584,1059370,263721,8000,714825,120797,ND,1521314,179596,64215,152,59,2849414,5575,1941696,59741,751326,0,669880,101623,568257,ND,127073,75940,51133,44353,21014,5579,151195,111535,34731,2276,19779,6467,48282,2089143,2726572,0,0
2000:Q2,7638129,6552,67695,230188,216577,9234,87465,2185720,100012,1032891,291011,8000,753806,124757,ND,1522179,170301,67107,154,59,2944090,6051,1935378,56909,762844,0,651182,98245,552937,ND,128352,76774,51578,44870,21263,5664,150253,114041,35128,2335,18421,6882,51275,2054063,2782484,0,0
2000:Q3,7796001,6359,57302,231468,220290,10217,92415,2241051,97319,1008879,331781,8000,795072,112411,ND,1552667,167888,71234,156,61,3025957,6525,1927542,55210,740645,0,681452,109756,571696,ND,129433,78660,50773,45497,21511,5749,157627,90418,35444,2436,-9026,7296,54268,1942786,2817382,0,0
2000:Q4,7564727,6384,49193,236327,226354,11201,91333,2334532,114302,1021426,348228,8000,842576,117339,ND,1482537,149467,69606,158,61,2783235,7000,2016059,56601,803348,0,703316,120919,582397,ND,133799,83921,49878,46715,21759,5834,148411,96276,35839,2594,-7129,7711,57261,1852842,2545603,0,0
2001:Q1,7519910,6177,-19975,234884,211135,12185,129483,2425647,106559,1019783,378711,8000,912594,114750,ND,1350833,127553,77472,166,64,2841986,7550,2211832,53176,845324,134083,717126,122028,595098,ND,129533,82455,47078,43171,22632,6091,153031,107665,36352,2494,-2717,8161,63375,1654541,2580570,0,0
2001:Q2,7792899,6103,-8743,237780,214122,13168,126259,2488268,113311,988301,390328,8000,988328,118873,ND,1473625,132249,79607,172,67,2903248,8101,2160760,53803,806479,129693,706075,134978,571097,ND,128009,80725,47284,45435,23504,6348,149752,111662,36822,2520,-5781,8610,69491,1718095,2614031,0,0
2001:Q3,7687769,6316,10223,247218,212338,14152,111762,2545309,113168,995064,409633,8000,1019444,137226,ND,1281358,106980,85819,180,70,2920168,8650,2125768,59918,805295,112143,685318,136339,548979,ND,126882,80183,46699,44049,24376,6605,155667,105515,37157,2550,-18857,9060,75605,1433884,2655346,0,0
2001:Q4,7716148,6157,32199,255114,200896,15136,151071,2734950,108449,1095208,504123,8000,1019170,115707,ND,1441451,116094,77621,186,72,2560294,9200,2185961,57609,810100,137979,703961,146475,557486,ND,125492,79331,46161,41925,25248,6861,156023,120763,37460,2522,-10446,9508,81719,1612673,2158911,0,0
2002:Q1,7801491,6109,-8622,257277,200275,16119,132550,2814533,116024,1109955,523891,8000,1056663,109469,ND,1477303,115129,85742,194,74,2585639,9700,2172529,56530,795025,123199,720547,152169,568378,ND,126242,80656,45586,41100,26116,7124,164635,112011,37887,2530,-22613,9868,84339,1607025,2201985,0,0
2002:Q2,7780647,6519,-35059,264296,209666,17103,166046,2953134,125691,1148159,575823,8000,1095461,119922,ND,1280216,98079,95423,201,78,2594822,10201,2263027,63652,802487,158784,743655,173519,570136,ND,127346,82244,45102,40201,26985,7387,174162,118368,38231,2489,-19539,10228,86959,1521874,2232040,0,0
2002:Q3,7815496,6481,8057,265093,208942,16681,213172,3064433,125451,1211343,603979,9750,1113910,133701,ND,1088781,85750,102804,208,80,2610613,10700,2299321,64818,828523,166568,746974,168571,578403,ND,125666,80980,44686,40103,27852,7648,174023,117146,38569,2593,-24180,10586,89578,1235475,2268788,0,0
2002:Q4,7547898,6661,50852,273394,220344,16259,211225,3197795,128547,1285498,637478,11500,1134772,125834,ND,1229421,90112,92687,215,82,2021817,11200,2484127,67796,914441,161585,819298,186228,633070,ND,125172,81336,43836,43156,28720,7911,182478,133570,38851,2627,-11052,10946,92198,1373980,1840110,0,0
2003:Q1,7734155,6731,15030,253954,167611,15836,398584,3297942,122427,1322878,651418,13250,1187969,114959,ND,1208832,88276,93648,225,86,2060665,11776,2542621,69006,940895,182036,798514,94415,704099,ND,122571,79077,43494,42424,29934,8278,172548,176415,39203,2627,28820,11278,94487,1293453,1877375,0,0
2003:Q2,8138944,6864,-20495,254033,175029,15414,401318,3466651,124604,1415263,664998,15000,1246786,126080,ND,1448104,100865,93497,235,90,2058909,12350,2652004,70616,982619,205843,821746,97087,724659,ND,120830,73986,46844,45047,31149,8644,182816,182694,39597,2627,32084,11609,96777,1581419,1916182,0,0
2003:Q3,8360141,7005,15494,254277,165681,17117,454649,3560167,119064,1484336,641539,17250,1297978,125151,ND,1483137,109191,94113,245,93,2060895,12926,2619997,73388,936809,238872,792544,84542,708002,ND,120298,74206,46092,44268,32362,9011,186584,185861,39881,2627,32347,11940,99066,1755385,1954946,0,0
2003:Q4,9172066,7281,28559,262899,167773,18820,498820,3672414,133122,1513524,661110,19500,1345158,124987,ND,1696233,124456,101096,254,97,2454877,13500,2873297,74711,953790,239868,1022607,94424,928183,ND,121791,75324,46467,47396,33576,9377,180692,189489,40154,2627,33082,12271,101355,2079422,2548435,0,0
2004:Q1,9404355,7254,-93215,262881,169531,20523,567721,3893026,144503,1658086,679503,21750,1389184,113556,ND,1725986,134129,106213,271,104,2482883,13492,2984977,74147,989088,277123,1054394,100640,953754,ND,117587,72199,45388,46966,35635,10028,187756,192253,40460,2627,34928,12609,101629,2138460,2623664,0,0
2004:Q2,9804910,7184,-43255,272843,178906,22226,598207,4101881,149991,1785766,698594,24000,1443530,119412,ND,1769673,138607,106615,288,110,2518727,13485,3049592,71608,1054727,278795,1046938,91517,955421,ND,117390,72390,45000,46994,37695,10679,195216,189550,40937,2627,31136,12946,101904,2161543,2693136,0,0
2004:Q3,10000499,7197,-88693,276416,182788,22550,665481,4259675,139550,1834957,729812,25000,1530356,121717,ND,1738872,137169,107599,304,117,2555829,13477,3137097,71535,1053883,338775,1092769,91478,1001291,ND,115699,71686,44013,43616,39753,11329,198441,171297,41756,2627,11454,13283,102177,2212356,2746799,0,0
2004:Q4,10700944,7609,-29440,285286,202933,22874,694444,4449618,137746,1813553,861677,26000,1610642,131240,ND,1952173,148212,104699,321,123,2717383,13469,3329217,75533,1142212,388102,1153910,87952,1065958,ND,111457,72810,38647,43734,41812,11979,192251,168227,42006,2627,7523,13620,102451,2560418,3170545,0,0
2005:Q1,10927117,7402,-15445,285292,216556,23198,693825,4605733,137925,1908080,865219,27000,1667509,148178,ND,1933414,145638,110398,385,139,2757603,14802,3455723,67901,1233545,387049,1171067,87142,1083925,ND,109979,74408,35571,43878,43676,12955,193561,192112,42330,2627,24834,13578,108743,2649905,3230680,0,0
2005:Q2,11169639,7137,-13591,288794,219006,23522,712964,4760277,145716,1918848,920454,28000,1747259,162022,ND,1972261,148098,119312,451,155,2753098,16134,3498837,65553,1185684,439276,1203325,90452,1112873,ND,108027,73787,34240,44744,45538,13929,190066,202695,42660,2627,28837,13535,115036,2704402,3275837,0,0
2005:Q3,11548018,7102,-19805,292819,224734,23240,761628,4941926,151449,1962575,959220,28500,1840182,164119,ND,2062051,157290,121238,515,170,2793525,17467,3546558,60232,1206169,438848,1223805,89382,1134423,ND,106762,74224,32538,43537,47402,14904,200212,204687,42922,2627,24318,13492,121328,3078670,3260068,0,0
2005:Q4,11629674,7003,-42406,300149,223224,22958,735525,4980153,156813,1984391,1006143,29000,1803806,162541,ND,2117753,163302,121938,579,186,2817970,18799,3439752,53868,1165469,380987,1208753,87031,1121722,ND,116929,85118,31811,45923,49265,15878,188694,213986,43144,2627,27146,13449,127620,3317705,3449302,1132114,1190029
2006:Q1,12302281,7059,-37667,299198,220482,22675,1019001,5094308,158570,1994177,1043217,29500,1868844,159146,ND,2256912,175405,127500,677,218,2939189,18179,3703697,54072,1234576,520375,1251733,102557,1149176,ND,115702,86220,29482,48084,50631,17547,190481,220496,44433,2627,34790,13739,124907,3682411,3742286,1123500,1189856
2006:Q2,12501170,7248,-46665,302134,237194,22393,1007618,5302645,194266,1980211,1129109,30000,1969059,174004,ND,2233733,175043,133159,773,251,2934080,17561,3887918,56622,1332161,512961,1326110,100214,1225896,ND,121746,94168,27578,49302,51992,19208,181990,235826,44565,2627,52412,14028,122194,3673580,3759413,1228111,1296050
2006:Q3,13276828,7234,-39448,300832,243144,24706,1074358,5681259,217183,2056542,1200491,32182,2174861,158862,ND,2387389,187689,133502,871,283,3099206,16941,4070728,54917,1348809,549831,1445833,117388,1328445,ND,120905,95264,25641,48357,53355,20903,182893,244925,44873,2627,63626,14318,119481,3828619,3946249,1133857,1194164
2006:Q4,13998774,7371,-22890,311562,257203,27019,1055369,5985418,213311,2126178,1258233,34364,2353332,168780,ND,2558411,206463,133412,967,315,3293053,16321,4148525,54586,1346130,566900,1506604,105890,1400714,ND,123596,99111,24485,49795,54718,22642,176042,247512,45083,2627,68428,14607,116767,4328960,4294301,1179159,1238995
2007:Q1,14507536,7399,-150674,306732,269109,29331,1213710,6347928,228346,2221996,1323907,36546,2537133,173410,ND,2600690,218776,138388,1085,329,3335052,16271,4334299,55233,1386778,639334,1589550,99819,1489731,ND,106842,83072,23770,50531,56801,24252,171705,253273,45363,2627,74285,14892,116106,4536363,4519858,1198603,1255575
2007:Q2,15338000,7426,-135328,309244,287178,31644,1247794,6567565,243322,2193645,1423765,38728,2668105,193712,ND,2861097,236782,152067,1201,343,3561054,16220,4653254,54764,1528188,696275,1696741,106280,1590461,ND,109716,86440,23276,55789,58885,25934,158406,268556,46516,2627,88792,15177,115444,4958299,4885181,1489898,1546712
2007:Q3,15758018,7627,-66062,306995,285038,38810,1180314,6722850,223688,2248372,1506844,41896,2702050,247947,ND,2943882,239536,159411,1319,357,3673824,16169,4892084,57713,1625841,709082,1796865,100206,1696659,ND,113709,91200,22509,56014,60966,27588,155942,288364,46594,2627,108899,15462,114782,5262469,5091557,1649656,1720605
2007:Q4,15842089,7742,-148613,306127,298935,45976,1142365,6999605,226258,2376442,1576815,45064,2775026,271078,ND,2953999,231676,163969,1435,370,3551307,16118,4986794,59186,1636214,681075,1838711,104161,1734550,ND,120993,99681,21312,60679,63049,29098,184023,313766,46664,26627,110609,15746,114120,5247990,5090968,2487860,2559332
2008:Q1,15573033,8057,-312931,302476,314071,53142,1228047,7254009,236807,2556533,1633398,48231,2779040,249671,ND,2747026,210856,179105,1744,485,3321043,16232,5169921,64384,1599644,856945,1857943,122132,1735811,ND,122752,101866,20886,59875,65941,33023,192186,317228,46752,23627,115521,16164,115164,4786880,4662608,4055518,4186275
2008:Q2,15339752,8004,-334611,299125,309238,60308,1090324,7251129,226247,2587500,1634015,51399,2751968,239468,ND,2701219,207761,189321,2052,601,3299467,16346,4923364,64320,1487846,745496,1787548,119365,1668183,ND,121650,101279,20371,64739,68833,37155,203574,342203,47804,64627,96983,16581,116208,4701709,4549537,3528055,3638417
2008:Q3,14791340,7630,-154373,314105,324345,64994,995189,7046114,191968,2833879,1525509,51180,2443578,228856,ND,2490107,176416,195273,2361,715,3083150,16458,4707286,60489,1352787,708452,1559593,95360,1464233,ND,121020,101188,19832,62688,71724,40961,183649,545923,47909,290890,72876,16997,117251,3636110,3745841,3137738,3241052
2008:Q4,13802925,7547,93583,370133,372429,69679,651565,7255474,165451,3252974,1402180,50960,2383909,226416,ND,1929859,132895,186828,2669,830,2486446,16572,4527470,66293,1302936,402252,1433169,91277,1341892,ND,128957,109357,19600,58882,74615,44522,174271,841573,47970,556355,101539,17414,118295,2748428,2928147,5967815,6127450
2009:Q1,13062727,7325,26057,363876,320793,74365,643926,7184917,152019,3417839,1319262,50741,2245056,188760,ND,1712381,117988,184331,3043,865,2217085,17016,4410522,63648,1265830,520260,1455136,95352,1359784,ND,129634,109982,19652,61623,74987,43353,199626,596425,48083,312544,101028,17527,117243,2456973,2675469,5410292,5561851
2009:Q2,13697872,7605,-58756,360350,305926,79050,617317,7313629,137125,3461983,1284030,50521,2379970,193358,ND,2037931,135200,187611,3418,899,2496874,17460,4404038,70145,1310456,477961,1604053,104479,1499574,ND,127286,107330,19956,58661,75359,42687,213491,423939,49363,117211,123535,17639,116191,3162209,3255552,3892902,4054450
2009:Q3,14754756,55953,14520,360729,295660,77963,594644,7497128,125504,3585857,1214081,54588,2517098,182119,ND,2444023,166043,195935,3792,934,2847411,17902,4692741,122980,1374194,529590,1768269,132490,1635779,ND,123126,103066,20060,57946,75730,42067,223172,375667,49420,59383,133976,17750,115138,3836151,3920909,3985392,4131036
2009:Q4,15049986,55364,-23224,360953,299188,76875,567157,7479935,117157,3670597,1150004,58655,2483522,182460,ND,2657426,183380,191533,4166,968,2995459,18346,4522973,119424,1258432,454792,1849084,156088,1692996,ND,119815,99267,20548,59758,76102,41180,224943,319443,49537,12899,125059,17862,114086,3995295,4097179,3363444,3489779
2010:Q1,15600754,53618,-16107,363850,294736,75788,602186,7613504,112902,3861702,1117221,62722,2458957,185570,ND,2860612,201239,198101,4538,1039,3142932,19149,4603235,116245,1204754,548306,1920240,164254,1755986,ND,129068,106901,22167,58212,74168,39114,197092,316036,49626,2627,132855,18192,112736,4135014,4235279,3315812,3429046
2010:Q2,15130423,52228,-28226,366954,299479,74700,585904,7807987,104172,4069735,1148303,66790,2418987,176602,ND,2540483,199073,202209,4909,1110,2827059,19952,4634054,113244,1221270,624296,1906228,137500,1768728,ND,134018,112033,21985,60940,72235,36722,181500,283601,50941,3872,98879,18523,111386,3734612,3729883,4211100,4310312
2010:Q3,16285173,54958,-82059,375208,294402,72232,646738,8295728,108359,4409180,1133061,69263,2575865,163073,ND,2863550,233876,200495,5281,1181,3139757,20754,4928495,121830,1262385,680723,2049252,150910,1898342,ND,171150,149117,22033,60384,70302,34791,176507,301171,51249,2688,118346,18852,110036,4475807,4336654,4679187,4783698
2010:Q4,16940031,54387,-67962,390450,308214,69765,641480,8251601,102123,4458824,1095811,71736,2523107,162272,ND,3213464,262540,203067,5652,1251,3422293,21557,5008722,121136,1303877,663728,2076281,173179,1903102,ND,171430,149304,22126,64696,68368,32814,188737,317655,51443,2702,135644,19181,108685,4900246,4620850,3541931,3652313
2011:Q1,17806773,55993,182868,411308,329613,67297,703207,8348169,118270,4540880,1079353,74208,2535458,167092,ND,3437937,288517,202715,5858,1392,3580935,23872,5122972,127049,1338512,667214,2158332,190627,1967705,ND,182392,159803,22589,60310,65236,32112,186623,305192,51524,2627,121881,19529,109631,5159980,4922315,3089105,3194303
2011:Q2,18108337,56521,153136,430852,347122,64829,744999,8524303,117903,4690562,1074076,76680,2565082,185073,ND,3459824,305244,202523,6064,1533,3600127,26188,5317735,135375,1242958,730799,2283987,191003,2092984,ND,203476,180780,22696,60496,62105,31288,195084,372167,52841,2627,186247,19875,110577,5204875,4944415,3375029,3473224
2011:Q3,17580328,55150,225472,450070,352780,69594,703474,8784448,112444,4974399,1088965,73494,2535146,196903,ND,3027699,269189,212699,6268,1674,3196405,28503,5268605,136217,1195775,747506,2261213,169145,2092068,ND,199105,175847,23258,69268,58811,30280,183218,387212,53058,3127,199283,20223,111521,4287221,4061664,5107690,5213598
2011:Q4,18355176,54219,159862,472282,355623,74359,778399,8748658,102709,5004354,1078186,72370,2491039,196129,ND,3397174,370368,210270,6474,1815,3498726,30818,5242569,136682,1066420,764723,2258733,151195,2107538,ND,211056,186552,24504,70479,55796,29492,194275,454913,53167,102450,166260,20569,112467,4501438,4320052,4630539,4716578
2012:Q1,19342202,54707,190937,486895,344891,79123,743537,8914172,110695,5145060,1073005,71671,2513741,171620,ND,3845867,430177,213756,6861,2058,3826404,31197,5262295,137836,1041284,762351,2292320,178664,2113656,ND,224715,198148,26567,68437,55824,29358,227630,422540,53297,49109,185594,21122,113418,5005403,4741340,3873953,3950239
2012:Q2,19245750,53593,206023,496199,353852,83888,712569,8977826,95655,5310871,1031501,70260,2469539,166024,ND,3716431,461534,215833,7247,2303,3760851,31577,5186284,138614,939913,776212,2315639,180681,2134958,ND,237868,210104,27764,70591,55524,29222,234870,387831,55050,30596,166144,21673,114368,4673015,4449252,4088231,4155820
2012:Q3,19974020,54463,149552,519466,371304,90406,743662,9246740,100902,5472716,1039312,70683,2563127,157659,ND,3940042,478132,223116,7634,2546,3957343,31955,5366159,141855,965122,781475,2481419,181547,2299872,ND,241470,211325,30145,71144,55398,29087,237210,361979,55300,15177,153959,22225,115318,5048350,4813387,3873113,3925606
2012:Q4,20025712,54277,23547,540569,393657,96923,778453,9364792,102775,5571482,1001204,71776,2617555,143902,ND,3952993,495445,222206,8020,2789,3915805,32334,5404461,138934,919488,800729,2566136,199436,2366700,ND,261755,228943,32812,73693,55189,28951,238978,320608,55326,11516,114722,22776,116268,5321857,4983895,3561985,3619761
2013:Q1,21101261,52945,111735,543233,392456,103441,839369,9496308,109819,5721311,957298,72566,2635314,141484,ND,4393282,503705,224769,6987,2580,4255704,33263,5493107,135117,970235,789666,2617310,224900,2392410,ND,276191,243566,32625,72797,54498,28638,205618,343037,55363,10682,137176,23260,116556,5546349,5242987,3208352,3248377
2013:Q2,21335127,53113,394348,551516,399339,109958,812584,9273680,111369,5595017,904088,73644,2589562,152282,ND,4463414,503450,227301,5955,2371,4351622,34194,5442833,134500,1020366,748697,2560698,267566,2293132,ND,293535,259681,33854,76910,53743,28324,223264,302796,57219,4305,100687,23742,116843,5541381,5167442,2765715,2825067
2013:Q3,21981735,54177,347431,574049,419792,108058,815159,9407294,89796,5652820,926012,75001,2663665,138942,ND,4776194,522066,227712,4921,2162,4548655,35123,5547276,136548,1011247,765284,2629983,278913,2351070,ND,308741,273982,34759,78562,53039,28009,206777,329086,57279,3137,127314,24226,117130,6084914,5706527,2713453,2761416
2013:Q4,23012411,54386,292201,591329,445130,106157,823574,9586906,101333,5792616,883776,76236,2732945,139690,ND,5205378,553065,224285,3888,1952,4948418,36052,5400826,133358,950580,692177,2649495,265716,2383779,ND,323999,289443,34556,70993,52339,27695,199944,300246,57356,2898,97867,24708,117417,6472877,6054227,2939543,3017100
2014:Q1,23506037,54585,338218,621310,461470,104257,864710,9790350,106511,5948311,861813,76956,2796759,151242,ND,5379704,567111,237651,5559,2644,4891262,35964,5585530,133093,944194,746946,2715457,270365,2445092,ND,346652,311966,34686,64763,51219,25994,263606,293606,57356,3033,89716,25125,118376,6647696,6133261,2583282,2652910
2014:Q2,24370360,54594,366542,638009,495840,102356,915547,9963896,117135,6018693,870103,77634,2880331,158132,ND,5636133,613584,242485,7231,3334,5136801,35876,5710653,133994,900467,703420,2892118,294612,2597506,ND,370794,334454,36340,67830,50109,24293,264093,303535,58726,2750,97179,25543,119337,7101816,6440552,2630896,2696279
2014:Q3,24608789,52358,378140,641614,492053,103830,894389,10024254,119584,6069151,888338,78876,2868305,185938,ND,5710229,622643,236833,8902,4026,5217792,35788,5761968,125874,950339,735662,2857429,280090,2577339,ND,381131,344629,36502,66109,48964,22591,272358,301511,59202,2866,93189,25958,120296,6828948,6181309,2705756,2786822
2014:Q4,25138218,51166,257641,674173,499153,105303,924017,10174192,107983,6157966,899645,80563,2928035,170645,ND,5920568,616636,236848,10573,4716,5456888,35699,5629299,118883,827576,708634,2866908,274644,2592264,173600,417924,380546,37378,65621,47831,20890,260538,294494,59414,4154,83296,26375,121255,6770629,6059586,3166776,3252308
2015:Q1,25653891,48718,261618,690865,506289,106777,970996,10306470,118437,6172631,890405,82991,3042006,177965,ND,5974124,647561,241133,9413,4214,5671334,36414,5722008,108086,810222,785016,2880723,302709,2578014,179925,435542,398035,37507,64871,48564,20987,261751,306246,61500,3436,92031,26896,122383,7174471,6218863,3320520,3409198
2015:Q2,25630350,49668,245179,687913,491388,108250,891493,10413407,113068,6163141,935243,85720,3116235,188766,ND,5888594,662859,244039,8253,3712,5709698,37131,5593313,109162,728228,761598,2856892,329903,2526989,186250,443615,406641,36974,65127,49298,21085,259780,298528,61501,3261,82838,27417,123511,7311250,6239591,2443848,2492288
2015:Q3,24694667,49574,241652,693057,474034,107918,940184,10326041,100829,6105885,923836,86161,3109330,195159,ND,5374469,612040,247543,7093,3210,5384847,37846,5543002,109042,668979,854126,2787374,349055,2438319,192575,458016,420536,37480,66664,50030,21182,223397,304192,61511,3307,86798,27938,124638,6545989,5677143,2712045,2768075
2015:Q4,25116652,48938,198003,706822,480171,107585,902834,10337311,104267,6146221,916456,87019,3083348,207538,ND,5500927,600568,247371,5933,2707,5731383,38561,5399388,106412,590920,789473,2753369,329283,2424086,198900,478004,440505,37499,66478,50763,21278,246935,295756,61511,3623,76398,28458,125766,6756163,5812337,2388893,2443371
2016:Q1,25506156,49753,169164,727293,499368,107253,950060,10639657,102467,6284434,947438,87513,3217805,214204,ND,5413274,617604,251416,8687,3014,5816549,38860,5559434,108537,622895,853551,2804281,347249,2457032,212975,495775,457714,38061,70297,56828,19791,229759,297720,63000,2772,76828,26334,128786,6665318,5851700,3021768,3057027
2016:Q2,26144636,49401,217483,741073,523829,106920,1013856,10855555,109494,6279053,982152,89219,3395637,202788,ND,5450247,628483,255078,11442,3321,6046002,39158,5709387,109040,595204,953390,2844756,336065,2508691,227050,521848,484473,37375,68316,62892,18304,218753,316884,63211,5620,92034,24212,131807,6728339,5820403,3258999,3312870
2016:Q3,26714788,49294,154236,749237,530938,100113,995215,10906456,129951,6155875,1010798,91775,3518057,209383,ND,5711178,677779,251969,14196,3628,6321710,39456,5612845,111273,576006,949300,2861957,279221,2582736,241125,514616,477525,37091,70804,68957,16817,210121,232994,63231,9629,3221,22087,134826,7148103,6177992,2734700,2786084
2016:Q4,26642203,47476,54000,766888,550755,93305,971548,10661134,140752,6002797,991622,94249,3431714,203270,ND,5782680,694233,253526,16950,3934,6502750,39754,5417170,106133,500567,905384,2801170,270095,2531075,255200,510577,474584,35993,68952,75021,15330,209615,224421,63258,8189,-4835,19963,137846,7146320,6185809,2162275,2220453
