1951:Q1,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1951:Q2,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1951:Q3,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
2001:Q4,2522,2522,0,0,0,25661,25661,0,0,0,0,0,26405,26405,19117,19117,181316,9508,166256,24568,757589,81719,320918,205886,79999,223305,9200,415955,324502,91453,48408,48408,595091,547800,1142891,0,0,111746,1246602,1047804,111746,1246602,1047804
2002:Q1,2530,2530,0,0,0,28432,28432,0,0,0,0,0,34473,34473,19436,19436,182580,9868,166950,25498,770655,84339,327530,209028,80862,227874,9700,437616,346591,91025,53365,53365,639162,560339,1199501,0,0,131548,1276631,1048980,131548,1276631,1048980
2002:Q2,2489,2489,0,0,0,26257,26257,0,0,0,0,0,39684,39684,19306,19306,188502,10228,172303,26427,789694,86959,337291,214550,82169,232442,10201,403802,317034,86768,50993,50993,539264,575293,1114557,0,0,249148,1285803,1245858,249148,1285803,1245858
2002:Q3,2593,2593,0,0,0,28644,28644,0,0,0,0,0,43261,43261,20028,20028,191105,10586,174336,27355,810482,89578,347880,220785,83686,237009,10700,355816,274306,81510,55347,55347,504622,575534,1080156,0,0,389560,1291846,1394688,389560,1291846,1394688
2002:Q4,2627,2627,0,0,0,27610,27610,0,0,0,0,0,46325,46325,20003,20003,191964,10946,174626,28284,823570,92198,354540,223980,84471,241577,11200,373699,290926,82773,49933,49933,511842,557354,1069196,15369,15369,339754,1282891,1444877,339754,1282891,1444877
2003:Q1,2627,2627,0,0,0,30492,30492,0,0,0,0,0,52107,52107,21368,21368,194651,11278,176789,29140,841746,94487,364247,230183,86123,243904,11776,369030,283598,85432,53470,53470,680219,553187,1233406,16094,16094,359139,1313407,1434278,359139,1313407,1434278
2003:Q2,2627,2627,0,0,0,30843,30843,0,0,0,0,0,58645,58645,21708,21708,197091,11609,178704,29996,855754,96777,371982,234740,87227,246232,12350,413914,321082,92832,49917,49917,842830,614526,1457356,17217,17217,185526,1322099,1436385,185526,1322099,1436385
2003:Q3,2627,2627,0,0,0,28438,28438,0,0,0,0,0,62627,62627,21723,21723,203924,11940,185013,30851,876857,99066,383311,242099,89028,248559,12926,431442,333945,97497,48597,48597,814957,648714,1463671,18445,18445,154091,1331557,1438134,154091,1331557,1438134
2003:Q4,2627,2627,0,0,0,20505,20505,0,0,0,0,0,67713,67713,21619,21619,205116,12271,185681,31706,881685,101355,386448,243024,89183,250885,13500,475847,371095,104752,49764,49764,826043,655054,1481097,34980,34980,28232,1325911,1344536,28232,1325911,1344536
2004:Q1,2627,2627,0,0,0,24894,24894,0,0,0,0,0,75183,75183,21555,21555,208234,12609,188264,32579,893412,101629,392060,247427,90575,251487,13492,474415,366462,107953,47487,47487,909794,715990,1625784,34473,34473,18330,1359290,1402058,18330,1359290,1402058
2004:Q2,2627,2627,0,0,0,19064,19064,0,0,0,0,0,79927,79927,22327,22327,208438,12946,187934,33450,907458,101904,399127,252719,91942,252089,13485,481474,370970,110504,50887,50887,982405,716020,1698425,35296,35296,44536,1371543,1416533,44536,1371543,1416533
2004:Q3,2627,2627,0,0,0,17869,17869,0,0,0,0,0,83523,83523,22659,22659,211772,13283,190733,34322,933370,102177,413219,262685,93476,252690,13477,470083,357932,112151,47904,47904,1018022,727854,1745876,35864,35864,107671,1377654,1616236,107671,1377654,1616236
2004:Q4,2627,2627,0,0,0,18384,18384,0,0,0,0,0,86462,86462,23125,23125,217581,13620,196008,35193,933998,102451,413242,262691,93756,253291,13469,508050,390055,117995,46648,46648,1129813,752166,1881979,52372,52372,34297,1366639,1416936,34297,1366639,1416936
2005:Q1,2627,2627,0,0,0,18186,18186,0,0,0,0,0,93275,93275,23413,23413,219795,13578,198132,35241,950404,108743,422925,265682,94643,261095,14802,503777,384726,119051,45497,45497,1202376,751545,1953921,54286,54286,67312,1399496,1489714,67312,1399496,1489714
2005:Q2,2627,2627,0,0,0,17819,17819,0,0,0,0,0,95812,95812,24138,24138,221412,13535,199659,35288,969200,115036,433934,269581,95685,268902,16134,509664,388188,121476,43906,43906,1153114,862309,2015423,50902,50902,46619,1425502,1561004,46619,1425502,1561004
2005:Q3,2627,2627,0,0,0,19142,19142,0,0,0,0,0,98724,98724,23414,23414,226587,13492,204745,35334,1005647,121328,454167,280374,98261,276706,17467,522900,397767,125133,46226,46226,1151268,944687,2095955,52873,52873,-2809,1432479,1615582,-2809,1432479,1615582
2005:Q4,2627,2627,0,0,0,19164,19164,0,0,0,0,0,101399,101399,22985,22985,226025,13449,204093,35381,1023716,127620,464834,283910,99283,284510,18799,533151,405228,127923,44763,44763,1135904,897643,2033547,75388,75388,-30118,1424668,1596432,-30118,1424668,1596432
2006:Q1,2627,2627,0,0,0,21526,21526,0,0,0,0,0,105633,105633,23185,23185,233465,13739,210629,36575,1018851,124907,461778,285340,100275,278186,18179,540639,408263,132376,63258,63258,1367079,958468,2325547,74191,74191,6351,1459277,1463278,6351,1459277,1463278
2006:Q2,2627,2627,0,0,0,18599,18599,0,0,0,0,0,117027,117027,23356,23356,238136,14028,214396,37768,1018659,122194,461111,288595,101725,271861,17561,531772,398039,133733,63754,63754,1278760,1071811,2350571,73193,73193,71543,1475048,1573452,71543,1475048,1573452
2006:Q3,2627,2627,0,0,0,18210,18210,0,0,0,0,0,119134,119134,23403,23403,241372,14318,216728,38962,1017961,119481,460218,291654,103093,265536,16941,536249,398517,137732,64249,64249,1329521,1177217,2506738,72740,72740,35138,1480315,1576348,35138,1480315,1576348
2006:Q4,2627,2627,0,0,0,18972,18972,0,0,0,0,0,123354,123354,23553,23553,243425,14607,217877,40155,1009122,116767,455141,291492,103725,259210,16321,547845,404781,143064,64745,64745,1376819,1234902,2611721,93469,93469,-16201,1469955,1543042,-16201,1469955,1543042
2007:Q1,2627,2627,0,0,0,22741,22741,0,0,0,0,0,125838,125838,24102,24102,248015,14892,222048,40859,1012637,116106,457427,294514,104832,255699,16271,556772,411508,145264,65879,65879,1619813,1369260,2989073,92276,92276,-19610,1505549,1608445,-19610,1505549,1608445
2007:Q2,2627,2627,0,0,0,21125,21125,0,0,0,0,0,130479,130479,24132,24132,249705,15177,223320,41562,1016220,115444,459757,297582,105919,252186,16220,579235,426550,152685,67015,67015,1747556,1417062,3164618,112870,112870,-78269,1536465,1448324,-78269,1536465,1448324
2007:Q3,2627,2627,0,0,0,24555,24555,0,0,0,0,0,133067,133067,24599,24599,256045,15462,229241,42266,1019877,114782,461958,300711,107148,248673,16169,590810,435938,154872,68150,68150,1605851,1397808,3003659,117682,117682,-92808,1541004,1527043,-92808,1541004,1527043
2007:Q4,26627,2627,24000,0,0,20893,20893,0,0,0,0,0,133333,133333,24596,24596,258835,15746,231613,42968,1013250,114120,458875,299811,107406,245160,16118,588726,433876,154850,69286,69286,1483490,1224322,2707812,137344,137344,-28268,1518554,1629817,-28268,1518554,1629817
2008:Q1,23627,2627,21000,0,0,26682,26682,0,0,0,0,0,132096,132096,25928,25928,267966,16164,240295,43835,1023459,115164,462914,303139,109513,246825,16232,556603,411169,145434,72970,72970,1376885,1323043,2699928,136915,136915,144519,1554365,1830740,144519,1554365,1830740
2008:Q2,64627,2627,62000,0,0,20127,20127,0,0,0,0,0,136778,136778,26326,26326,267726,16581,239605,44702,1036739,116208,469774,307784,110554,248489,16346,553490,405652,147838,76654,76654,1145518,1304746,2450264,138523,138523,213396,1568459,1896219,213396,1568459,1896219
2008:Q3,290890,2627,288263,0,0,27091,27091,0,0,0,0,0,125087,125087,26150,26150,270136,16997,241566,45567,1054647,117251,478953,314023,112311,250153,16458,513931,377878,136053,80338,80338,1118564,1098447,2217011,145019,145019,391672,1570315,2235736,391672,1570315,2235736
2008:Q4,556355,2627,553728,0,0,15496,15496,0,0,0,0,0,117366,117366,27782,27782,270454,17414,241435,46433,1050083,118295,477412,310920,111657,251817,16572,455987,338332,117655,84024,84024,533111,854175,1387286,163846,163846,687659,1537375,2695341,687659,1537375,2695341
2009:Q1,312544,2627,309917,0,0,18991,18991,0,0,0,0,0,106757,106757,27269,27269,273019,17527,243679,46867,1046066,117243,478801,309568,108876,249048,17016,460221,346531,113690,81872,81872,556304,778462,1334766,159645,159645,802663,1584563,2890016,802663,1584563,2890016
2009:Q2,117211,2626,114585,0,0,18162,18162,0,0,0,0,0,99891,99891,25605,25605,274640,17639,244979,47300,1043572,116191,480734,308920,106368,246281,17460,512307,385051,127256,79721,79721,568516,823935,1392451,160814,160814,665891,1604173,2845940,665891,1604173,2845940
2009:Q3,59383,2627,56756,0,0,14653,14653,0,0,0,0,0,91710,91710,25216,25216,280425,17750,250444,47731,1042369,115138,483285,308767,104042,243511,17902,566086,426147,139939,77570,77570,597940,859938,1457878,161936,161936,507401,1612485,2654202,507401,1612485,2654202
2009:Q4,12899,2627,10272,0,0,15897,15897,0,0,0,0,0,84827,84827,22854,22854,279652,17862,249350,48164,1037025,114086,483201,306953,101869,240742,18346,596447,451641,144806,75419,75419,598517,825752,1424269,180413,180413,466176,1573987,2617191,466176,1573987,2617191
2010:Q1,2627,2627,0,0,0,21140,21140,0,0,0,0,0,82732,82732,25359,25359,280862,18192,250095,48959,1032637,112736,470569,308805,109125,237725,19149,606930,457304,149626,79264,79264,646158,831214,1477372,179337,179337,441534,1638156,2665606,441534,1638156,2665606
2010:Q2,3872,2627,1245,0,0,17805,17805,0,0,0,0,0,75956,75956,26253,26253,285488,18523,254256,49755,1035810,111386,461483,313749,117305,234707,19952,579466,438545,140921,83110,83110,615522,742180,1357702,180481,180481,599695,1682568,2910627,599695,1682568,2910627
2010:Q3,2688,2627,61,0,0,19687,19687,0,0,0,0,0,73774,73774,23350,23350,291747,18852,260050,50549,1036783,110036,451643,317770,124962,231690,20754,605423,453977,151446,86957,86957,632561,751190,1383751,184404,184404,507503,1714974,2877073,507503,1714974,2877073
2010:Q4,2702,2627,75,0,0,14401,14401,0,0,0,0,0,70698,70698,25499,25499,293165,19181,261003,51343,1029419,108685,437479,318558,131839,228671,21557,626105,466228,159877,90802,90802,629809,715348,1345157,202897,202897,437485,1703104,2854805,437485,1703104,2854805
2011:Q1,2627,2627,0,0,0,15011,15011,0,0,0,0,0,70572,70572,25872,25872,296001,19529,263299,52231,1031839,109631,439907,317842,129552,230297,23872,687452,483557,203895,91542,91542,735372,692393,1427765,202811,202811,381519,1738508,2813841,381519,1738508,2813841
2011:Q2,2627,2627,0,0,0,14106,14106,0,0,0,0,0,68237,68237,26352,26352,298566,19875,265323,53118,1047977,110577,448717,322683,129043,231923,26188,692079,488665,203414,92282,92282,746583,708775,1455358,196467,196467,394661,1846800,2841471,394661,1846800,2841471
2011:Q3,3127,2627,500,0,0,16264,16264,0,0,0,0,0,63141,63141,25106,25106,305128,20223,271345,54006,1058371,111521,454623,325271,127949,233546,28503,669140,475403,193737,93022,93022,656686,701250,1357936,205448,205448,602016,1761744,3170686,602016,1761744,3170686
2011:Q4,102450,2627,99823,0,0,12564,12564,0,0,0,0,0,63497,63497,25033,25033,307571,20569,273248,54892,1076250,112467,464712,330775,127240,235172,30818,686458,488614,197844,93762,93762,610490,628127,1238617,221428,221428,497940,1718882,3131852,497940,1718882,3131852
2012:Q1,49109,2627,46482,0,0,16831,16831,0,0,0,0,0,62244,62244,26863,26863,309602,21122,274867,55857,1073724,113418,459079,329276,130137,237453,31197,704742,502626,202116,90682,90682,696100,623251,1319351,220276,220276,371012,1757240,2937955,371012,1757240,2937955
2012:Q2,30596,2627,27969,0,0,13043,13043,0,0,0,0,0,64700,64700,28722,28722,307747,21673,272600,56820,1079413,114368,456842,331272,134358,239732,31577,695591,498409,197182,87601,87601,660669,663720,1324389,223129,223129,428085,1772577,3036748,428085,1772577,3036748
2012:Q3,15177,2626,12551,0,0,12522,12522,0,0,0,0,0,65812,65812,29125,29125,314395,22225,278836,57784,1084027,115318,454354,332859,138166,242011,31955,705707,506583,199124,84521,84521,702450,622130,1324580,221460,221460,362452,1774541,3007900,362452,1774541,3007900
2012:Q4,11516,2627,8889,0,0,13721,13721,0,0,0,0,0,62825,62825,25665,25665,313854,22776,277883,58747,1098856,116268,457054,338538,142908,244290,32334,707191,508528,198663,81441,81441,671361,544916,1216277,234774,234774,377906,1764888,3000985,377906,1764888,3000985
2013:Q1,10682,2626,8056,0,0,13376,13376,0,0,0,0,0,63835,63835,26677,26677,315529,23260,279051,59738,1094388,116556,463354,335570,135889,242868,33263,718785,517633,201152,80822,80822,760438,598789,1359227,233638,233638,389783,1774305,3110934,389783,1774305,3110934
2013:Q2,4305,2626,1679,0,0,11972,11972,0,0,0,0,0,56937,56937,28580,28580,318329,23742,281344,60727,1098177,116843,473470,335910,130003,241443,34194,715254,516312,198942,80205,80205,652439,653827,1306266,231253,231253,523667,1882617,3338983,523667,1882617,3338983
2013:Q3,3137,2626,511,0,0,10457,10457,0,0,0,0,0,55737,55737,27578,27578,324909,24226,287418,61717,1098229,117130,481927,334734,123555,240020,35123,722674,523371,199303,79587,79587,635355,644595,1279950,230988,230988,578004,1920710,3452394,578004,1920710,3452394
2013:Q4,2898,2626,272,0,0,10555,10555,0,0,0,0,0,53804,53804,28690,28690,326558,24708,288560,62706,1095926,117417,489363,332590,116743,238595,36052,735479,531723,203756,78969,78969,656136,617845,1273981,246931,246931,591983,1751191,3533384,591983,1751191,3533384
2014:Q1,3033,2626,407,0,0,10438,10438,0,0,0,0,0,50739,50739,29674,29674,332491,25125,293737,63879,1097384,118376,487655,334146,119362,238633,35964,734224,534142,200082,78253,78253,685098,727419,1412517,246245,246245,574452,1775190,3607514,574452,1775190,3607514
2014:Q2,2750,2626,124,0,0,9045,9045,0,0,0,0,0,54660,54660,31046,31046,337886,25543,298376,65053,1105459,119337,488483,338611,123154,238672,35876,738129,539398,198731,77536,77536,727394,684411,1411805,248999,248999,519463,1784014,3561988,519463,1784014,3561988
2014:Q3,2866,2626,240,0,0,9312,9312,0,0,0,0,0,57631,57631,30386,30386,340628,25958,300363,66223,1112191,120296,488744,342478,126767,238710,35788,734079,536176,197903,76820,76820,698820,656347,1355167,248839,248839,553292,1776213,3676103,553292,1776213,3676103
2014:Q4,4154,2626,1528,0,0,9064,9064,0,0,0,0,0,61452,61452,29916,29916,341448,26375,300427,67396,1110497,121255,485053,342816,129437,238747,35699,735452,538852,196600,76104,76104,675181,635271,1310452,257309,257309,504071,1727821,3722699,504071,1727821,3722699
2015:Q1,3436,2626,810,0,0,10158,10158,0,0,0,0,0,64496,64496,31021,31021,344725,26896,303264,68357,1110203,122383,489071,341467,126088,239546,36414,737543,540623,196920,79894,79894,680223,665969,1346192,253237,253237,490839,1797339,3736113,490839,1797339,3736113
2015:Q2,3261,2626,635,0,0,9239,9239,0,0,0,0,0,63677,63677,31884,31884,344595,27417,302695,69317,1118988,123511,497358,343615,124050,240345,37131,734796,537845,196951,83685,83685,624340,607372,1231712,250593,250593,527278,1882263,3799887,527278,1882263,3799887
2015:Q3,3307,2626,681,0,0,8253,8253,0,0,0,0,0,59730,59730,31668,31668,348966,27938,306626,70278,1130195,124638,507099,346540,122207,241141,37846,718969,524773,194196,87475,87475,578056,647304,1225360,251029,251029,652912,1925736,4054152,652912,1925736,4054152
2015:Q4,3623,2626,997,0,0,8533,8533,0,0,0,0,0,64333,64333,31636,31636,348777,28458,305998,71237,1130485,125766,511362,345121,119267,241940,38561,722690,526972,195718,91266,91266,554378,620528,1174906,264694,264694,608985,1732272,4075347,608985,1732272,4075347
2016:Q1,2772,2626,146,0,0,8279,8279,0,0,0,0,0,63485,63485,32814,32814,354359,26334,310782,69911,1140942,128786,519105,346507,118268,246988,38860,729281,530861,198420,93472,93472,544392,702535,1246927,262972,262972,600828,1762887,4136071,600828,1762887,4136071
2016:Q2,5620,2626,2994,0,0,8661,8661,0,0,0,0,0,65232,65232,33640,33640,360044,24212,315669,68587,1154244,131807,528095,349021,117740,252037,39158,735520,537186,198334,95677,95677,554993,642342,1197335,264982,264982,583901,1777741,4164201,583901,1777741,4164201
2016:Q3,9629,2626,7003,0,0,8780,8780,0,0,0,0,0,65600,65600,32674,32674,362274,22087,317102,67259,1170195,134826,538098,352696,117687,257084,39456,743845,545427,198418,97884,97884,521634,614597,1136231,264977,264977,558205,1775686,4161186,558205,1775686,4161186
2016:Q4,8189,2626,5563,0,0,8089,8089,0,0,0,0,0,71006,71006,31304,31304,364756,19963,318786,65933,1174401,137846,542421,351674,116266,262132,39754,768464,546515,221949,100090,100090,448129,593961,1042090,277560,277560,582336,1710130,4221631,582336,1710130,4221631
2017:Q1,7701,2626,5075,0,0,8534,8534,0,0,0,0,0,73564,73564,32682,32682,371632,19798,324521,66909,1178073,143203,542804,349041,115642,271440,42349,773903,552506,221397,104882,104882,484275,637173,1121448,275312,275312,507735,1769883,4177281,507735,1769883,4177281
2017:Q2,5696,2626,3070,0,0,9338,9338,0,0,0,0,0,77345,77345,33101,33101,373818,19632,325565,67885,1202079,148561,552799,354673,117478,280747,44943,779372,555750,223622,109673,109673,501763,649942,1151705,273309,273309,462021,1858711,4150223,462021,1858711,4150223
2017:Q3,6246,2626,3620,0,0,7954,7954,0,0,0,0,0,84743,84743,33156,33156,376693,19467,327299,68861,1257641,153918,579746,372560,121661,290055,47537,790270,560331,229939,114464,114464,515970,643971,1159941,275338,275338,403279,1754358,4090343,403279,1754358,4090343
2017:Q4,14693,2626,12067,0,0,7789,7789,0,0,0,0,0,82960,82960,33081,33081,382379,19300,331844,69835,1250189,159275,574037,365613,120322,299361,50131,805336,565080,240256,119256,119256,475763,635601,1111364,287115,287115,326696,1711008,4015608,326696,1711008,4015608
2018:Q1,7637,2626,5011,0,0,8238,8238,0,0,0,0,0,85658,85658,35520,35520,392358,18934,340330,70962,1258974,159728,577910,367479,119354,301550,52409,800596,563912,236684,110618,110618,526104,632107,1158211,286786,286786,397808,1728263,4078851,397808,1728263,4078851
2018:Q2,3717,2626,1091,0,0,8074,8074,0,0,0,0,0,87087,87087,35376,35376,394290,18568,340769,72089,1271295,160182,582630,370944,119476,303741,54686,805943,567472,238471,101979,101979,528145,634696,1162841,288144,288144,397063,1751432,4111866,397063,1751432,4111866
2018:Q3,2700,2626,74,0,0,8235,8235,0,0,0,0,0,87893,87893,36228,36228,401533,18201,346520,73214,1291700,160634,591664,377557,120221,305929,56963,821808,574290,247518,93340,93340,517380,646871,1164251,287328,287328,338705,1741914,4118707,338705,1741914,4118707
2018:Q4,6833,2626,4207,0,0,7560,7560,0,0,0,0,0,86047,86047,35001,35001,408670,17834,352164,74340,1294249,161087,591939,377024,119015,308118,59240,788527,555839,232688,84701,84701,452932,602320,1055252,301023,301023,601689,1680982,4488927,601689,1680982,4488927
2019:Q1,3991,2626,1365,0,0,8329,8329,0,0,0,0,0,89426,89426,36447,36447,413693,17969,356756,74906,1297921,161544,591671,378578,120816,308992,59408,819387,573889,245498,83557,83557,482931,637924,1120855,297297,297297,452140,1746923,4334735,452140,1746923,4334735
2019:Q2,2643,2626,17,0,0,8946,8946,0,0,0,0,0,89169,89169,35749,35749,416716,18106,359350,75472,1313644,163501,596869,383674,123739,312735,60128,831041,581458,249583,82414,82414,477779,653906,1131685,297601,297601,428886,1850205,4310178,428886,1850205,4310178
2019:Q3,3599,2626,973,0,0,10773,10773,0,0,0,0,0,90226,90226,36623,36623,419594,18272,361701,76165,1319010,164169,596762,385931,126100,314013,60373,833384,584086,249298,81269,81269,473979,649806,1123785,298787,298787,461026,1743088,4297490,461026,1743088,4297490
2019:Q4,6355,2627,3728,0,0,10404,10404,0,0,0,0,0,92277,92277,36495,36495,426574,18625,367563,77636,1338228,166561,603941,392005,129002,318588,61253,846170,592160,254010,80125,80125,473517,630739,1104256,315397,315397,404780,1673932,4205490,404780,1673932,4205490
2020:Q1,360301,2627,357674,0,0,15053,15053,0,0,0,0,0,98130,98130,39049,39049,429243,19903,369573,79573,1345179,166149,606481,394795,129995,319071,60986,809406,562468,246938,79444,79444,466820,571673,1038493,313640,313640,760086,1710835,4783359,760086,1710835,4783359
2020:Q2,229511,2627,226884,0,0,15793,15793,158525,14300,92481,51025,719,102549,102549,38092,38092,435245,21762,374617,82390,1364456,164317,612910,402353,132494,321218,59798,842355,588467,253888,76355,76355,492511,629239,1121750,310696,310696,488670,1747683,4499440,488670,1747683,4499440
2020:Q3,26522,2627,23895,0,0,14926,14926,383700,34600,223858,123500,1742,108969,108969,37679,37679,442055,22981,380798,84238,1394837,161272,623753,413994,135750,324789,57823,855773,596065,259708,73407,73407,517163,598001,1115164,310763,310763,403938,1738078,4390500,403938,1738078,4390500
2020:Q4,20510,2627,17883,0,0,15340,15340,364715,35500,210037,117544,1634,113180,113180,36591,36591,445811,24433,383806,86438,1393453,163289,625240,413992,135954,322425,59131,880577,614001,266576,69668,69668,522686,629395,1152081,323633,323633,218137,1678555,4020321,218137,1678555,4020321
2021:Q1,5137,2627,2510,0,0,17641,17641,290797,30834,163855,94975,1133,123891,123891,38712,38712,448589,24405,386654,86340,1426960,167215,640408,423970,139066,330178,60553,881682,613566,268116,67322,67322,683721,613590,1297311,322181,322181,204909,1711872,3936497,204909,1711872,3936497
2021:Q2,3195,2627,568,0,0,15576,15576,219772,25969,115630,77825,348,138800,138800,37893,37893,449699,24522,387468,86753,1453269,170299,651455,431990,142188,336266,61669,901175,627888,273287,63573,63573,694665,685862,1380527,325741,325741,75021,1726445,3693183,75021,1726445,3693183
2021:Q3,2954,2626,328,0,0,15550,15550,121522,19389,67248,34885,0,149517,149517,37867,37867,456133,24753,393317,87569,1510973,177060,677603,449099,147596,349617,64118,896125,624865,271260,60392,60392,739693,728905,1468598,328588,328588,124851,1764811,3737383,124851,1764811,3737383
2021:Q4,5966,2626,3340,0,0,15250,15250,26519,3465,19896,3158,0,152740,152740,36740,36740,461449,25154,397617,88986,1533949,179753,674057,466927,152691,354934,65093,914365,638774,275591,57000,57000,778693,778668,1557361,345080,345080,7369,1618663,3601836,7369,1618663,3601836
