date,Domestic financial sectors; total financial assets,Monetary authority; U.S. official reserve assets,Monetary authority; SDR certificates issued by federal government; asset,Monetary authority; Treasury currency; asset,Money market funds; private foreign deposits; asset,Domestic financial sectors; net interbank transactions; asset,Domestic financial sectors; checkable deposits and currency; asset,Domestic financial sectors; total time and savings deposits; asset,Domestic financial sectors; money market fund shares; asset,Domestic financial sectors; federal funds and security repurchase agreements; asset,Domestic financial sectors; debt securities; asset,Domestic financial sectors; open market paper; asset,Domestic financial sectors; Treasury securities; asset,Domestic financial sectors; agency- and GSE-backed securities; asset,Domestic financial sectors; municipal securities; asset,Domestic financial sectors; corporate and foreign bonds; asset,Domestic financial sectors; loans; asset,Domestic financial sectors; depository institution loans n.e.c.; asset,Domestic financial sectors; other loans and advances; asset,Domestic financial sectors; total mortgages; asset,Domestic financial sectors; consumer credit; asset,Domestic financial sectors; corporate equities; asset,Domestic financial sectors; mutual fund shares; asset,Domestic financial sectors; trade receivables; asset,Domestic financial sectors; life insurance reserves; asset,Life insurance companies; pension entitlements reserve credit from reinsurers; asset,Domestic financial sectors; U.S. direct investment abroad; asset,Domestic financial sectors; total miscellaneous assets,Domestic financial sectors; total liabilities,Domestic financial sectors; net interbank transactions; liability,Domestic financial sectors; checkable deposits and currency; liability,Private depository institutions; total time and savings deposits; liability,Money market funds; total financial assets,Domestic financial sectors; federal funds and security repurchase agreements; liability,Domestic financial sectors; debt securities; liability,Domestic financial sectors; open market paper; liability,GSEs and agency- and GSE-backed mortgage pools; U.S. government agency securities; liability,Domestic financial sectors; corporate and foreign bonds; liability,Domestic financial sectors; loans; liability,Domestic financial sectors; depository institution loans n.e.c.; liability,Domestic financial sectors; other loans and advances; liability,Equity real estate investment trusts; total mortgages; liability,Mutual funds; mutual fund shares; liability,Domestic financial sectors; trade payables; liability,Life insurance companies; life insurance reserves; liability,Insurance companies and pension funds; pension entitlements; liability,Domestic financial sectors; taxes payable (net); liability,Domestic financial sectors; foreign direct investment in U.S.: intercompany debt; liability (market value),Domestic financial sectors; total miscellaneous liabilities,Domestic financial sectors; corporate equities; liability,Security brokers and dealers; proprietors' equity in noncorporate business,Domestic financial sectors; foreign direct investment in U.S.: equity; liability (market value
1945:Q4,340287,20065,0,4183,0,18564,2662,160,0,28,186406,273,160947,886,6250,18050,46855,14454,6699,22275,3427,5297,0,361,0,0,237,55469,320461,18409,133687,53501,0,18,1224,220,873,131,4468,3569,899,0,1245,10,35967,61172,443,197,10120,48216,0,762
1946:Q1,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1946:Q2,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1946:Q3,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1946:Q4,344613,20529,0,4406,0,18781,3098,158,0,42,174351,483,146016,1046,6615,20191,56834,17656,6143,27248,5787,5451,0,478,0,0,256,60229,323407,17703,119110,60036,0,23,1797,436,1168,193,3448,2414,1034,0,1298,25,38602,69381,457,200,11327,48353,0,767
1947:Q1,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1947:Q2,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1947:Q3,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1947:Q4,365739,22475,0,4406,0,20684,3413,142,0,124,171981,572,138884,1067,7587,23871,69024,21186,6323,33117,8398,5944,0,578,0,0,278,66690,343332,19833,120215,63631,0,25,2201,593,1284,324,3059,1967,1092,0,1413,40,41147,77939,348,201,13280,48741,0,775
1948:Q1,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1948:Q2,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1948:Q3,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1948:Q4,386045,23963,0,4433,0,23031,3433,186,0,128,171361,643,131350,2049,8628,28691,79468,23004,6764,39175,10525,6217,0,652,0,0,304,72869,362576,22148,119633,66174,0,19,3093,770,1563,760,4208,3045,1163,0,1516,50,43777,86476,495,203,14784,48923,0,778
1949:Q1,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1949:Q2,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1949:Q3,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1949:Q4,403868,24147,0,4442,0,19120,3552,214,0,119,176605,704,131429,2095,10173,32204,86257,21938,7019,44369,12931,8839,0,723,0,0,333,79517,378753,18778,119629,69155,0,13,3472,951,1454,1067,5145,4016,1129,0,3071,65,46444,95413,708,205,16655,49254,0,786
1950:Q1,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1950:Q2,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1950:Q3,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1950:Q4,434016,22672,0,4480,0,21290,4083,256,0,173,177271,974,127330,1887,12506,34574,105943,27707,8543,53484,16209,9907,0,740,0,0,369,86832,406377,21229,124921,71898,0,22,4253,1112,1860,1281,7082,5301,1781,0,3344,80,49080,104563,868,205,18832,49672,0,786
1951:Q1,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1951:Q2,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1951:Q3,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1951:Q4,469197,22667,0,4553,0,23956,4339,285,0,281,183215,1445,127572,1825,14125,38248,120260,32783,9283,61315,16879,10934,0,850,0,0,412,97445,440418,23653,132149,76849,0,16,5324,1559,2098,1667,6827,5023,1804,0,3482,90,51635,118836,1098,207,20252,50063,0,791
1952:Q1,474396,23260,0,4575,0,23563,4275,654,0,625,183417,1690,126020,1703,14599,39405,121110,32445,8921,62834,16910,12211,0,876,0,0,412,99418,445449,23442,130528,78610,0,240,5325,1781,1986,1558,6198,4861,1337,0,3612,100,52288,122763,1339,207,20797,50222,0,793
1952:Q2,484324,23316,0,4598,0,22402,4357,670,0,570,185930,1527,126997,1575,15052,40779,125943,33420,9193,64880,18450,12664,0,901,0,0,424,102549,454820,22231,132121,80959,0,43,5648,1923,2085,1640,7244,5896,1348,0,3696,100,52976,126900,1256,208,21438,50363,0,800
1952:Q3,496793,23311,0,4625,0,24204,4347,687,0,1075,189398,1737,128303,1953,15398,42007,129072,33321,9382,67000,19369,13012,0,925,0,0,437,105700,466712,24500,134018,82465,0,428,5880,2090,2178,1612,6773,5381,1392,0,3837,140,53707,131197,1421,210,22136,50476,0,806
1952:Q4,511191,23157,0,4656,0,23797,4457,704,0,856,194108,1742,131161,2180,15776,43249,135248,35613,9895,68939,20801,13866,0,948,0,0,460,108934,480046,23572,138678,85041,0,50,5752,1915,2155,1682,8275,6697,1578,0,3932,150,54480,135627,1434,218,22837,50591,0,837
1953:Q1,515412,22531,0,4670,0,24198,4328,721,0,1258,192673,1922,127628,2135,16367,44621,137492,34931,9971,70518,22072,13823,0,967,0,0,473,112278,484070,23974,134481,87021,0,627,6196,2070,2051,2075,7419,6071,1348,0,3867,160,55246,139902,1276,220,23681,50705,0,844
1953:Q2,520994,22433,0,4698,0,22806,4314,740,0,796,192846,1749,127066,1699,16559,45773,141810,35111,10383,72949,23367,13964,0,983,0,0,487,115117,489212,22655,132531,89868,0,48,6641,1951,2066,2624,7713,6356,1357,0,3778,170,55988,144293,1162,222,24143,50807,0,855
1953:Q3,534923,22098,0,4716,0,22973,4435,758,0,983,199490,2006,131653,1907,17029,46895,145416,35597,10475,75207,24137,14207,0,996,0,0,502,118349,502719,23223,136105,91503,0,237,7325,2229,2185,2911,8161,6697,1464,0,3753,180,56701,148610,1403,224,25294,50921,0,865
1953:Q4,547218,21987,0,4738,0,23620,4656,777,0,784,205095,2019,133471,3742,17841,48022,147055,34711,10544,77293,24507,15181,0,1006,0,0,518,121801,514016,23181,138710,94270,0,41,7438,2222,2159,3057,8581,6921,1660,0,4146,180,57388,152853,1903,226,25099,50992,0,868
1954:Q1,549229,21929,0,4779,0,22491,4460,799,0,691,204277,2285,129791,4138,18783,49280,147128,33771,10430,79093,23834,16251,0,1017,0,0,533,124874,515200,21669,133696,96947,0,78,7478,2454,1932,3092,7525,6109,1416,0,4512,190,58093,157071,1666,229,26046,51146,0,878
1954:Q2,562488,21891,0,4803,0,22260,4517,821,0,477,209207,2132,133646,3315,19825,50289,151271,34117,10740,81800,24614,17283,0,1030,0,0,550,128378,527248,21684,135866,100284,0,29,7508,2355,2029,3124,8474,6966,1508,0,4895,190,58831,161350,1299,230,26608,51314,0,888
1954:Q3,574017,21774,0,4815,0,21846,4547,837,0,517,212557,2265,136287,1941,20665,51399,155130,34488,10929,84741,24972,18618,0,1045,0,0,567,131764,537470,21543,137222,102332,0,332,7423,2331,2162,2930,8667,7059,1608,0,5469,200,59600,165558,1580,234,27310,51552,0,895
1954:Q4,590583,21676,0,4829,0,22163,4660,848,0,260,218292,2029,138992,3673,21260,52338,160770,35319,11824,88117,25510,20208,0,1064,0,0,595,135218,552174,21170,143349,104819,0,21,7274,2373,2142,2759,9362,7475,1887,0,6110,200,60389,169935,1634,255,27656,51649,0,979
1955:Q1,595448,21683,0,4841,0,22368,4504,873,0,992,214001,2264,132852,3798,22150,52937,165271,35699,11801,91368,26403,21065,0,1084,0,0,613,138153,557224,21343,138890,106910,0,674,7595,2612,2131,2852,9092,7367,1725,0,6525,200,61170,174318,1364,258,28885,51628,0,987
1955:Q2,608657,21616,0,4846,0,21672,4574,904,0,555,213166,2238,132049,2917,22244,53718,174884,38325,12418,95363,28778,23700,0,1106,0,0,632,141002,569276,20918,140141,109566,0,61,7898,2667,2456,2775,9898,7968,1930,0,7186,200,61931,179028,1034,260,31155,51869,0,999
1955:Q3,621824,21655,0,4850,0,22872,4685,939,0,1048,212764,2315,131248,2382,22636,54183,182448,39917,12695,99339,30497,25119,0,1130,0,0,652,143662,581184,22397,140826,110976,0,478,8300,2649,2707,2944,10371,8095,2276,0,7257,200,62688,183687,1220,263,32521,52052,0,1010
1955:Q4,637405,21629,0,4852,0,23379,4859,979,0,855,215034,2093,131603,3131,22825,55382,190749,42972,13283,102788,31706,26944,0,1156,0,0,675,146294,595951,22376,145680,113274,0,44,8664,2387,3121,3156,11201,8819,2382,0,7839,210,63459,188255,1260,279,33410,52012,0,1072
1956:Q1,644409,21686,0,4859,0,22971,4597,1004,0,1454,212929,2679,127443,3179,23374,56254,194961,43595,13474,105728,32164,28817,0,1185,0,0,695,149251,602378,22002,142244,115386,0,833,9926,2964,3238,3724,10432,8296,2136,0,8555,220,64251,192884,1169,281,34195,52241,0,1084
1956:Q2,652590,21771,0,4876,0,22154,4602,1030,0,852,211277,2410,125574,2655,23581,57057,202272,45698,13589,109296,33689,28541,0,1217,0,0,718,153280,610301,20966,142494,118567,0,98,10340,2932,3454,3954,10562,8460,2102,0,8613,230,65070,197560,935,283,34583,52394,0,1091
1956:Q3,663757,21853,0,4890,0,23389,4599,1056,0,1334,213220,2451,126146,2438,23936,58249,206623,46164,13382,112756,34321,27872,0,1252,0,0,741,156928,620973,23072,142444,120060,0,791,10894,3000,3702,4192,10421,8314,2107,0,8506,230,65875,202441,1280,286,34673,52524,0,1097
1956:Q4,679006,21890,0,4910,0,24010,4834,1085,0,827,217149,2251,128663,2827,24140,59268,212440,47961,13906,115701,34872,29066,0,1291,0,0,765,160739,635227,23107,147602,122702,0,44,10905,2849,3597,4459,11015,8544,2471,0,9046,230,66626,207775,1452,283,34440,52620,0,1091
1957:Q1,686700,22276,0,4929,0,22659,4604,1117,0,1527,217805,2651,126924,3112,24504,60614,214710,47531,14332,117904,34943,28582,0,1330,0,0,788,166373,643580,21281,143972,126232,0,936,12335,3440,4002,4893,9717,7730,1987,0,9106,240,67324,215119,1352,286,35680,52767,0,1099
1957:Q2,701320,22590,0,4951,0,23431,4712,1149,0,1368,216198,2393,123501,2937,25147,62220,221350,49888,14898,120299,36265,31190,0,1370,0,0,814,172197,656786,21981,143043,129781,0,658,12914,3195,4612,5107,9847,7951,1896,0,9687,240,67969,223051,1161,288,36166,52954,0,1104
1957:Q3,715474,22612,0,4970,0,23395,4748,1183,0,1322,221626,2533,126693,2902,25642,63856,224847,49581,15127,123007,37132,29693,0,1410,0,0,840,178828,670882,22482,144728,131736,0,695,13818,3481,4805,5532,10076,8006,2070,0,9001,240,68606,230768,1410,290,37032,53190,0,1109
1957:Q4,729649,22752,0,4990,0,23843,4953,1216,0,1132,225407,2677,126779,3685,26449,65817,228469,50144,15442,125438,37445,29050,0,1451,0,0,870,185516,684646,22140,147124,135000,0,30,14361,3644,5021,5696,10576,8336,2240,0,8714,250,69277,238362,1635,280,36897,53395,0,1079
1958:Q1,738695,22355,0,5026,0,22138,4842,1253,0,1643,230775,3339,127960,4520,27564,67392,228119,48162,15778,127542,36637,30537,0,1490,0,0,893,189624,692979,19614,143407,140684,0,597,15315,4436,4903,5976,10009,8355,1654,0,9463,250,69991,244139,1762,281,37467,53612,0,1081
1958:Q2,759521,21309,0,5047,0,22509,4944,1290,0,1512,239843,3507,133671,4004,29268,69393,233077,49534,16277,130214,37052,33280,0,1527,0,0,916,194267,712589,19674,147865,146137,0,598,14758,4082,4802,5874,11633,9659,1974,0,10610,250,70755,249929,1442,281,38657,53829,0,1082
1958:Q3,769382,20782,0,5063,0,22527,4961,1328,0,1465,243122,3481,135170,4318,30017,70136,234801,47888,15966,133782,37165,36288,0,1563,0,0,940,196542,721050,20587,145579,148605,0,928,14343,3778,5023,5542,10006,7861,2145,0,11791,260,71533,255861,1588,281,39688,54089,0,1083
1958:Q4,790964,20499,0,5078,0,23095,5194,1366,0,643,248474,3000,138852,4680,30508,71434,243431,51260,16975,137629,37567,40345,0,1599,0,0,966,200274,741188,20864,152969,151862,0,32,14064,3395,5115,5554,11606,9092,2514,0,13242,260,72294,261909,1698,305,40083,54286,0,1175
1959:Q1,796710,20408,0,5090,0,22602,5067,1417,0,1484,246361,3189,135516,4369,31234,72053,246802,50317,17548,140826,38111,41566,0,1639,0,0,992,203282,746674,20722,147117,154402,0,1120,14744,3792,5236,5716,11275,8831,2444,0,14132,270,73063,266743,1544,305,41237,54528,0,1175
1959:Q2,813664,19671,0,5123,0,23186,5144,1469,0,1413,246228,3128,133863,4135,31831,73271,257929,53914,18836,144875,40304,44318,0,1683,0,0,1019,206481,762241,21647,148412,157912,0,1375,16064,4036,6111,5917,12273,9576,2697,0,14973,270,73834,272118,1234,307,41822,54738,0,1181
1959:Q3,825874,19318,0,5153,0,22280,5134,1525,0,1115,247820,3443,133555,4259,32343,74220,266467,55887,18833,149305,42442,43942,0,1731,0,0,1046,210343,774505,21318,150588,159429,0,822,17047,3885,6924,6238,13125,10264,2861,0,14747,280,74667,277575,1370,309,43228,54920,0,1187
1959:Q4,841827,19394,0,5155,0,23229,5364,1584,0,612,248630,2866,132977,4257,32791,75739,276787,59837,19969,153311,43670,47015,0,1782,0,0,1075,211200,789504,21622,154416,161648,0,133,17917,4050,7323,6544,14407,12492,1915,0,15818,280,75606,282854,1387,317,43099,54974,0,1222
1960:Q1,844867,19352,0,5184,0,22714,5140,1633,0,1683,244833,4052,126564,4725,33139,76353,280729,58983,20557,156614,44575,44930,0,1830,0,0,1104,215735,792865,21247,146475,163526,0,1865,20420,5448,7160,7812,12615,11584,1031,0,15312,290,76524,288952,1386,319,43934,54977,0,1230
1960:Q2,863563,19242,0,5198,0,22153,5263,1685,0,1790,247717,4225,127694,4879,33428,77491,290032,61452,21900,160104,46576,47604,0,1872,0,0,1132,219875,809603,21036,149325,167569,0,1434,21728,5476,7816,8436,13026,12153,873,0,16097,290,77383,295534,1488,324,44369,55414,0,1244
1960:Q3,879000,18579,0,5219,0,23178,5251,1740,0,1713,254270,4531,131645,5041,34185,78868,294886,60918,21999,164059,47910,45860,0,1907,0,0,1162,225235,824848,22773,151285,171505,0,1099,22613,5631,7930,9052,13190,11938,1252,0,15640,290,78133,301375,1948,326,44671,55330,0,1261
1960:Q4,899796,17666,0,5242,0,22320,5498,1798,0,1160,261109,4465,135796,5513,34835,80500,301981,62903,23227,167428,48423,51203,0,1934,0,0,1195,228690,842656,21336,156322,176937,0,108,23616,5775,8061,9780,14093,12027,2066,0,17026,290,78758,307674,2364,331,43801,55908,0,1276
1961:Q1,908919,17329,0,5253,0,20483,5420,1863,0,2117,263112,5426,134365,5895,36065,81361,303482,61003,23426,170274,48779,57384,0,1954,0,0,1227,229295,849679,19216,149028,182482,0,1338,24517,6708,7579,10230,11269,10386,883,0,19440,300,79425,313859,2302,336,46167,56180,0,1289
1961:Q2,927660,17440,0,5281,0,20825,5594,1930,0,1037,267648,5295,137462,5985,36034,82872,310282,62145,24663,174186,49288,58511,0,1969,0,0,1261,235882,867330,19578,151975,189071,0,316,24881,6504,7915,10462,12337,10385,1952,0,20003,300,80196,320202,1729,337,46405,56081,0,1296
1961:Q3,948186,17307,0,5406,0,21562,5739,1999,0,2168,275559,5635,142164,5890,37840,84030,316398,63013,24830,178860,49695,60687,0,1981,0,0,1295,238085,887114,20808,155416,192783,0,1622,25143,6304,8457,10382,12915,11384,1531,0,21007,300,81095,326229,1599,339,47858,56070,0,1302
1961:Q4,974370,16842,0,5429,0,23491,6007,2071,0,891,280451,4947,144630,6364,38685,85825,328341,67109,26540,184004,50688,66069,0,1993,0,0,1330,241455,910533,22210,162367,197676,0,274,25568,6302,8764,10502,15372,13346,2026,0,22875,300,82112,332393,1392,372,47622,78518,0,1435
1962:Q1,980144,16643,0,5432,0,21774,5803,2140,0,2403,284327,6292,143787,6996,40480,86772,330094,65746,25945,187673,50730,65852,36,2035,0,0,1367,242238,916093,19466,154500,206020,0,1693,26942,7107,9163,10672,12967,11872,1095,0,23048,310,83115,335857,1708,376,50091,77641,0,1442
1962:Q2,988458,16825,0,5442,0,21896,5911,2211,0,1363,288870,6006,144798,7483,42071,88512,340048,67489,26411,193139,53009,51636,97,2093,0,0,1404,250662,928134,19569,158642,213477,0,560,27175,7138,9524,10513,14129,11812,2317,0,18436,310,84072,338921,1610,377,50856,59789,0,1451
1962:Q3,1006196,16372,0,5394,0,23778,6030,2286,0,2115,291139,6509,144532,7301,43002,89795,348708,68945,26591,198999,54173,54998,158,2153,0,0,1444,251621,944285,22338,157533,218126,0,1388,27945,7518,10113,10314,15060,12318,2742,0,19088,320,84951,342790,1915,379,52452,63125,0,1458
1962:Q4,1037374,16011,0,5411,0,24913,6330,2362,0,1660,299650,5985,149211,8225,44443,91786,362745,74085,28064,204957,55639,62257,194,2201,0,0,1483,252157,971708,21822,167739,226318,0,671,28712,7478,10401,10833,17633,14929,2704,0,21271,320,85754,347129,1947,354,52038,74795,0,1364
1963:Q1,1046349,15923,0,5422,0,22037,5972,2423,0,2859,302039,7254,147733,8375,45452,93225,366182,71918,28008,209637,56619,66239,206,2239,0,0,1525,253283,979145,18986,159341,234903,0,2186,29323,8502,9576,11245,14685,13572,1113,0,22549,325,86678,352974,2203,356,54636,79906,0,1371
1963:Q2,1073975,15753,0,5431,0,22182,6046,2485,0,1760,306756,7542,148783,8510,46882,95039,380942,75234,30382,216366,58960,70164,194,2270,0,0,1566,258426,1005623,19232,165104,242334,0,1096,30740,8990,10523,11227,16918,14556,2362,0,23693,325,87667,359556,1673,355,56930,84913,0,1371
1963:Q3,1094052,15601,0,5432,0,23071,6085,2549,0,2371,308394,7909,147672,8667,47814,96332,392493,76661,31377,223573,60882,72830,183,2299,0,0,1610,261134,1025232,20828,163696,247248,0,1854,31422,8811,11209,11402,18901,15871,3030,0,24496,330,88729,365855,1709,356,59808,89501,0,1368
1963:Q4,1123290,15614,0,5422,0,23939,6222,2616,0,1807,313423,7303,150478,8705,48825,98112,408595,81834,33340,230449,62972,76095,193,2332,0,0,1655,265377,1053239,20667,172925,255852,0,1022,33174,8741,12049,12384,20951,17313,3638,0,25215,330,89860,372399,1548,374,58922,87551,0,1437
1964:Q1,1135496,15721,0,5423,0,22663,6014,2698,0,3165,314817,8000,148944,8356,49597,99920,412040,78260,33859,235645,64276,80636,234,2368,0,0,1702,268015,1063373,18941,165628,263318,0,2425,34954,9975,11504,13475,18216,14201,4015,0,26881,340,90916,379389,1906,374,60085,92888,0,1435
1964:Q2,1164755,15538,0,5422,0,23224,6090,2781,0,2371,319145,8522,149206,8836,50255,102326,430331,84780,35493,242683,67375,83703,301,2406,0,0,1748,271695,1091676,19156,170747,271028,0,1533,36693,10387,12266,14040,21044,17648,3396,0,27682,340,91979,386971,1667,375,62461,95826,0,1441
1964:Q3,1187408,15581,0,5397,0,23561,6079,2869,0,3199,324269,8353,152219,8730,51606,103361,438293,83670,35363,249736,69524,87139,370,2445,0,0,1798,276408,1113126,20605,172879,277057,0,2017,37676,10654,12397,14625,20482,16084,4398,0,29131,350,93062,394349,1735,376,63407,98923,0,1447
1964:Q4,1218450,15638,0,5249,0,25144,6300,2960,0,2823,331450,8547,155555,9586,52403,105359,453986,90007,36232,256455,71292,89284,416,2484,0,0,1848,280868,1143685,20855,181840,286271,0,1914,38822,10736,12561,15525,22221,17588,4633,0,29116,350,94172,401876,1759,399,64090,96021,0,1535
1965:Q1,1233317,14890,0,5234,0,23340,5918,3069,0,3600,333614,9655,153314,9833,53780,107032,462514,91087,36627,262057,72743,91519,444,2523,0,0,1900,284752,1158305,19957,173982,295943,0,2689,40435,11688,12732,16015,20197,16179,4018,0,30465,360,95239,409725,1658,400,67255,98249,0,1541
1965:Q2,1264327,14344,0,5256,0,25202,5935,3179,0,3038,338295,10354,153251,9974,55404,109312,481869,97692,38539,269096,76542,90008,457,2561,0,0,1953,292230,1189751,22637,179426,303524,0,2290,42209,12164,13964,16081,24285,19377,4908,0,30037,360,96438,418006,1477,397,68665,93594,0,1529
1965:Q3,1285691,14674,0,5316,0,24695,6002,3296,0,3685,339747,10377,151804,10281,56615,110670,490455,97101,38184,276494,78676,98337,466,2602,0,0,2009,294407,1209175,22077,177326,310388,0,3221,42691,12284,14522,15885,23105,17722,5383,0,32825,370,97677,426926,1707,395,70467,100749,0,1515
1965:Q4,1324181,14313,0,5419,0,25642,6454,3417,0,3635,346967,9374,156847,10526,57099,113121,509253,105630,40156,283244,80223,104228,480,2649,0,0,2066,299658,1245936,21657,189131,319441,0,2458,43374,11929,14715,16730,26776,20753,6023,0,35220,370,98863,435926,1786,393,70541,106063,0,1515
1966:Q1,1337546,13793,0,5580,0,25378,6074,3543,0,3655,348107,10085,152938,11217,57967,115900,516462,104231,41269,289739,81223,103831,496,2704,0,0,2125,305798,1258931,21623,180270,326323,0,2416,46516,13636,15759,17121,24299,19018,5281,0,36173,380,100007,445277,2130,392,73125,103306,0,1503
1966:Q2,1370194,13855,0,5822,0,26042,6053,3671,0,3901,352021,9951,152313,12233,59184,118340,536601,113634,43572,295811,83584,101632,512,2766,0,0,2185,315133,1291748,23482,188986,332311,0,2364,49535,13684,18413,17438,27733,21255,6478,0,35429,390,101120,455364,1516,395,73123,100041,0,1516
1966:Q3,1377282,13806,0,5930,0,26526,6050,3799,0,4379,354951,11187,152699,11619,59848,119598,539023,110787,42872,300552,84812,91507,530,2832,0,0,2247,325702,1301289,26507,182594,334584,0,2624,51201,14061,19278,17862,25408,17885,7523,0,32224,400,102251,464810,1574,397,76715,88360,0,1530
