1951:Q1,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1951:Q2,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1951:Q3,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1999:Q1,16426900,9305205,4589273,2620003,906548,1189381,7121695,36235,150988,195635,172938,4775,99543,40493,22992,11324,24734,136112,60842,75270,1476972,102125,1501928,2047509,1196935,7696876,2348031,223886,149143,1975002,1694783,807848,628245,258689,1052365,69320,187480,2344897,8730024,11743420,10348231,1395189,1680377,153.765864448376,30.11676725385876,46.30930751180137,13901219,6779524,2408839,2374578,831586,1164521,6204343,38548,2067303
1999:Q2,16759473,9294958,4509779,2649897,932005,1203278,7464515,32343,169875,210997,171667,3434,100917,47355,21103,11363,21096,129217,54351,74866,1696963,110629,1582779,2092712,1162982,7914623,2419949,232365,150297,2037287,1700755,812028,616010,272717,1094026,70936,196211,2432746,8844850,12769204,11202620,1566584,1757231,164.2360737131002,28.36693300297764,46.5887369969161,14350933,6886418,2446771,2416486,851838,1171323,6436310,39277,2096027
1999:Q3,17227578,9556161,4699029,2680017,950500,1226614,7671417,33490,174912,214705,179286,6089,110677,47618,21191,12445,29423,121654,47789,73865,1698637,109252,1659489,2151918,1211308,8164427,2495588,239280,151977,2104331,1761232,829215,615908,316109,1163247,73587,210486,2460287,9063151,12317109,10779880,1537229,1768154,155.4124315360095,30.22179964090838,46.9684336758767,14653257,6981840,2453201,2459705,873310,1195624,6488830,40045,2124793
1999:Q4,17916476,9800067,4836504,2720532,984501,1258530,8116409,31460,189047,236877,196783,5793,104442,47604,19420,12416,25002,117347,41227,76120,2075021,127331,1657593,2513813,860902,8407257,2511245,230326,152826,2128093,1800604,846082,623177,331346,1228170,71032,224574,2571632,9509219,15036312,13421493,1614819,2089245,180.0942450697038,25.17786335888325,45.34388294086234,15199301,7082892,2488805,2499812,895441,1198834,6792044,40857,2154369
2000:Q1,18230666,9829651,4774614,2765254,1010248,1279536,8401015,35750,176550,234409,204332,7995,111361,46046,21881,15205,28229,113633,41804,71829,2074707,132886,1740248,2545529,1023615,8682269,2585322,260797,153262,2171263,1857156,861373,659166,336617,1276515,82756,230796,2649724,9548397,15922815,14374024,1548791,2118640,188.9474651148846,24.6237261479853,46.52590637344925,15632154,7231139,2527972,2543639,918670,1240858,6949885,41722,2185526
2000:Q2,18633757,9909720,4760502,2810169,1036059,1302990,8724037,29742,192638,249797,197260,5943,123413,49284,23978,18089,32062,116674,42381,74293,1973307,128352,1851019,2594069,1261823,9022267,2652975,296844,153380,2202751,1908936,883327,680060,345548,1359541,80244,240679,2779892,9611490,15221012,13681814,1539198,2196536,181.2158976499296,26.19146336758775,47.46309544922662,16062969,7338932,2565217,2590696,941954,1241065,7040702,42622,2219175
2000:Q3,19575127,10509337,5270406,2855853,1061614,1321465,9065790,13998,217524,265311,202859,5763,127237,58245,23141,18933,26918,118262,42958,75304,1908758,128479,1932418,2627240,1517941,9353054,2703036,307039,153937,2242060,1908423,891393,666715,350315,1447654,80356,276953,2936632,10222073,14978622,13491081,1487541,2226767,168.3160386380104,26.80240886004587,45.11275285279233,16554196,7488406,2608693,2636644,965265,1277804,7201142,43518,2255293
2000:Q4,20567923,10776169,5462689,2888645,1084838,1339997,9791754,24029,223882,272343,213914,4204,123231,57765,18105,15423,31938,125025,43535,81490,1717546,118041,1939233,2381520,2648786,9611350,2700132,278402,154187,2267543,1957792,901298,700932,355561,1541422,77992,280845,3053167,10956573,13087586,11654114,1433472,2048977,138.1505257876595,30.77266315715749,42.51259595047843,17372606,7580852,2641546,2680231,988924,1270151,7761256,44406,2292488
2001:Q1,20585931,10812377,5471812,2904509,1100808,1335248,9773554,16928,160695,254457,246450,3349,111704,54671,16108,14284,26641,119729,44300,75429,1457214,106246,1947028,2418560,2931194,9720814,2756544,235619,154669,2366256,1920705,889451,705194,326059,1506208,82860,305180,3149317,10865117,11502240,10083069,1419171,2069397,124.9101806348383,34.46340841547134,43.04830570468733,17492850,7719296,2681225,2717607,1010535,1309929,7772036,45291,2327680
2001:Q2,20725488,10842484,5474793,2929771,1113366,1324554,9883004,17093,165876,250584,259403,3196,110744,56427,16063,14828,23426,118285,45073,73212,1482561,112361,1951662,2448202,2963037,9797620,2849940,206256,155816,2487868,1918483,854407,727112,336964,1479788,77568,314628,3157213,10927868,12377309,10866079,1511230,2113956,132.6083416258862,32.90549967764826,43.63543742624069,17666083,7783079,2716752,2746539,1029922,1289866,7868463,46189,2364040
2001:Q3,20780102,10950231,5582330,2943429,1119576,1304896,9829871,14369,163418,251814,285024,3496,115942,56538,16864,16203,26337,115679,45855,69824,1213521,99260,1909069,2481625,3176654,9811821,2867505,189571,156406,2521528,1921325,829573,729225,362527,1451015,103125,323789,3145063,10968281,10342205,8974274,1367931,2124557,113.6619448378174,38.41277596458175,43.66070822753729,17682950,7853079,2764606,2769363,1046955,1272155,7871129,47098,2401183
2001:Q4,20708938,10786497,5421080,2962180,1130269,1272968,9922441,15517,169760,281120,314064,3980,123891,60169,16852,17539,29331,119690,46637,73053,1286722,108960,1817916,2042610,3638211,9809484,2899185,177726,157687,2563772,1894771,796819,703037,394915,1437691,81045,333019,3163773,10899454,11677540,10176925,1500615,1821515,123.8507461846036,35.51326991676892,43.98344978647064,17787016,7864575,2805199,2788446,1061382,1209548,7977532,47989,2432067
2002:Q1,20766155,10809837,5444520,2968597,1138593,1258128,9956318,16672,175170,276810,310972,2673,123491,54667,20664,18325,29835,115661,47358,68303,1285382,109114,1855375,2083423,3601575,9875000,2925332,162983,157500,2604849,1873563,783066,698317,392181,1440835,85067,338358,3211845,10891155,11714607,10176592,1538015,1839806,124.4533984622934,35.40466944185648,44.06231433473147,17884220,7927902,2833055,2803044,1074154,1217649,8009220,48908,2460835
2002:Q2,20834124,10889799,5494325,2975118,1147116,1273240,9944325,18500,174475,279564,305105,5667,127139,55218,25139,18964,27818,116954,48087,68867,1108373,99863,1875524,2116554,3716607,9891531,2935549,141454,158317,2635778,1854984,735629,716089,403266,1441265,88580,318183,3252970,10942593,10113628,8678454,1435174,1866231,109.4791614221564,39.98822260323788,43.77877077365002,17912427,7968102,2867323,2814753,1086188,1199838,8020896,49854,2486462
2002:Q3,20842420,10971440,5558966,2959102,1159769,1293604,9870980,20000,168888,263917,302591,5282,139956,60256,28351,18126,33223,118384,48824,69560,912525,87756,1832497,2149526,3869658,9868853,2916726,136423,159165,2621138,1860880,715871,726205,418804,1441937,101055,305659,3242596,10973567,8408369,7152966,1255403,1891983,93.86511943490186,46.38293947321762,43.53740153395395,17913114,8042134,2887836,2825055,1097705,1231538,8044261,50799,2509844
2002:Q4,21143077,11162310,5716411,2968900,1164297,1312702,9980767,20587,157070,291301,319714,6171,145157,64789,31354,16883,32131,124359,49561,74798,984329,90918,1719534,1755079,4366548,9922842,2910256,119813,160622,2629821,1879250,693430,734905,450915,1457412,92954,308096,3274875,11220235,8991360,7718881,1272479,1399049,92.60419952433978,46.09544704746173,42.68631975546785,18071165,8090398,2917345,2833220,1108217,1231616,8148323,51786,2533255
2003:Q1,21489616,11498973,6020725,2956892,1173071,1348286,9990643,21933,166878,303994,311854,5717,146697,61894,34525,17944,32334,122546,50103,72443,922711,89812,1799889,1776892,4321720,9933892,2917433,119825,160774,2636834,1864060,668653,733774,461632,1417649,97214,297488,3340048,11555724,8720675,7504015,1216660,1428011,87.82388445319165,47.11440159514297,41.37769761773104,18147493,8156850,2949741,2841103,1119092,1246914,8213601,52826,2557075
2003:Q2,21540495,11493908,6005387,2957322,1191243,1339957,10046587,30297,185161,325301,307481,6221,149637,70005,36575,12192,30865,123057,50650,72407,1030006,100865,1797930,1819386,4171245,9902431,2945257,100995,161893,2682369,1848618,638094,737110,473414,1395469,96413,293618,3323056,11638064,10022037,8688864,1333173,1430079,98.40224177721252,41.86016779267693,41.19134351969681,18272425,8225838,2979180,2852485,1130481,1263692,8369994,53886,2582193
2003:Q3,21529170,11467637,5959794,2953056,1210152,1344635,10061533,34513,203913,337052,299347,7241,162238,80487,35355,11785,34611,124260,51204,73056,1021911,105180,1783467,1856258,4126153,9883683,2978819,103978,162518,2712323,1834885,622537,723124,489224,1391531,98972,278477,3300999,11645487,10403742,9022628,1381114,1446790,101.7607247789166,40.6201469388374,41.33535593122184,18342977,8281444,3005745,2866220,1142716,1266763,8459294,55021,2607186
2003:Q4,21621624,11460747,5895460,2975871,1225520,1363896,10160877,38145,196383,362778,293559,5986,156003,75679,33690,11230,35404,110823,51758,59065,1106509,114880,1701793,2331481,3742537,9867355,2963643,82481,163914,2717248,1846066,614049,737795,494222,1402680,81222,266249,3307496,11754269,11540719,10094934,1445785,1779615,113.3233750984256,36.10801633927539,40.91882279675785,18489016,8328139,3022015,2881694,1155201,1269229,8621661,56192,2632209
2004:Q1,22153208,11804599,6164909,3003475,1238282,1397933,10348609,41699,213280,369694,295004,5183,159037,78983,34925,11642,33487,111451,55448,56003,1122544,117914,1805212,2392796,3714795,10002404,3009336,91623,192215,2725498,1855946,580427,745825,529694,1436135,90747,273548,3336692,12150804,11858412,10269604,1588808,1794274,112.3603532161593,35.6360777325897,40.04082281272288,18785911,8437302,3052667,2893750,1166812,1324073,8783507,57372,2655735
2004:Q2,22809311,12267396,6530924,3053160,1249646,1433666,10541915,47625,236337,360406,295646,4829,156791,78886,34008,11336,32561,115237,59137,56100,1138964,118146,1860975,2456902,3750058,10094935,3004972,98673,198301,2707998,1880734,582182,756167,542386,1443397,92174,265254,3408404,12714376,12121492,10494872,1626620,1820691,109.6568379728105,35.04261889081596,38.42662781853153,19062115,8520200,3080113,2910341,1178340,1351406,8967180,58593,2679776
2004:Q3,23475292,12774891,6973317,3074327,1260011,1467236,10700401,44697,253685,384213,296208,5719,159881,85624,31880,10627,31750,116972,62868,54104,1114543,116560,1883098,2507360,3817467,10192234,3008511,105121,199319,2704071,1919804,592695,759267,567841,1471093,100406,263560,3428860,13283058,11826934,10186566,1640368,1841996,102.9049954884879,36.05486718591668,37.10225945104786,19312815,8612414,3107634,2930197,1191329,1383254,9120581,59822,2705692
2004:Q4,24044898,13059849,7163239,3124560,1278453,1493596,10985049,53705,226807,370456,305966,6422,172188,95023,34014,11338,31813,125809,66598,59211,1213832,125553,1830643,2845584,3708084,10349326,2994400,97782,199810,2696808,1992203,618002,793244,580957,1499936,87996,262887,3511904,13695572,12946710,11221273,1725437,1964420,108.8755587166132,33.44215596864085,36.41033415773894,19673995,8688946,3139871,2954068,1205387,1389620,9324669,61071,2733602
2005:Q1,24400466,13235491,7221799,3178693,1297273,1537726,11164975,61301,225233,362506,307646,6190,189218,90942,49230,16410,32636,122355,67005,55350,1137185,124068,1944055,2900224,3784994,10568386,3004939,112001,201760,2691178,2024403,610887,819713,593804,1536003,99689,264265,3639087,13832080,12902601,11013897,1888704,1990644,107.6717671124836,33.76928262032541,36.35998333851317,20002059,8837084,3175329,2978601,1221310,1461844,9433673,62352,2763123
2005:Q2,24985859,13561871,7474827,3217511,1321544,1547989,11423988,57496,268152,343199,313360,8459,190900,90215,52929,17643,30113,123433,67417,56016,1101851,125722,2031068,2931548,3928799,10784293,2997462,110679,215390,2671393,2114296,617057,849658,647580,1589494,98061,241977,3743003,14201566,13112723,11135826,1976897,2006820,106.4639173584313,33.80894634667717,35.99432869828274,20366195,8942207,3214970,3006191,1238483,1482563,9581902,63664,2794367
2005:Q3,25595149,13903264,7751345,3227414,1340886,1583619,11691885,51419,304724,351596,329218,11692,196328,99352,48484,16161,32331,125631,67834,57797,1089399,131207,2108390,2919161,4073119,10961425,3011306,116493,227097,2667716,2143460,589699,859401,694360,1655679,96934,258842,3795204,14633724,13566792,11561022,2005770,2030231,106.5827306335461,33.04967941947363,35.22525079090811,20754644,9062759,3259602,3037249,1256424,1509484,9793219,65026,2827562
2005:Q4,26248570,14296050,8054276,3258070,1365017,1618687,11952520,63571,326889,380360,359020,14560,212576,110974,52117,17372,32113,127833,68250,59583,1058806,134404,2108248,3064230,4102023,11145325,2992688,90071,243115,2659502,2260830,590882,903561,766386,1699382,86222,276048,3830155,15103245,13574117,11584994,1989123,2045086,103.41620602635,33.63499113559354,34.78403172972999,21119204,9166684,3305526,3068660,1273185,1519313,9973879,66410,2863349
2006:Q1,26755685,14638899,8305554,3305876,1388242,1639226,12116786,41996,305782,375331,363225,10103,206557,105397,50010,16670,34480,119291,66171,53120,1043745,146510,2167880,3320854,4015510,11276606,3019366,96494,250528,2672344,2311473,600599,922012,788862,1708719,98139,284247,3854662,15479079,14510242,12310598,2199644,2137418,107.5494242209703,32.02155109986932,34.43899383453324,21438389,9321603,3350869,3107373,1290940,1572421,10161783,67801,2904619
2006:Q2,27430219,15096053,8652937,3352934,1404930,1685252,12334166,53045,269150,355438,377091,12154,209504,118946,44880,14960,30718,114126,64068,50058,970391,149921,2235216,3339070,4249059,11485583,3076815,111671,267079,2698065,2378127,598879,974198,805049,1760837,95147,300380,3874277,15944636,13908849,11801409,2107440,2118222,100.5170079725361,34.03580090804232,34.21176871225341,21813839,9479673,3407869,3146919,1309595,1615290,10328256,69098,2949356
2006:Q3,28066363,15558831,9005685,3419684,1424305,1709158,12507532,43697,264911,356342,398615,12668,205727,118689,44794,14931,27313,110266,61942,48324,964281,159532,2217738,3511852,4261902,11615730,3096399,110579,274886,2710934,2406228,607576,967008,831644,1777183,94466,314501,3926953,16450633,14257382,12107129,2150253,2241706,100.2945457950352,33.35109888124519,33.44933314059793,22133383,9625851,3462171,3186885,1330268,1646527,10517653,70314,2996077
2006:Q4,28501132,15786376,9135194,3481338,1449818,1720026,12714756,49336,249199,386992,428003,15533,211417,122669,45463,15154,28131,108110,59817,48293,964060,173221,2099243,3747913,4281729,11781890,3145837,112517,297036,2736284,2512551,612332,1028421,871797,1812989,85421,322943,3902149,16719242,15089636,12846800,2242836,2344607,104.2765137975308,32.45559704417538,33.84356512984053,22426546,9711790,3519817,3225544,1352272,1614157,10644656,71506,3043565
2007:Q1,29172247,16226574,9456917,3535736,1483470,1750451,12945673,45306,236165,360421,442716,13914,189700,109057,39167,13056,28420,103084,55269,47815,974300,174805,2180375,3951970,4272917,12047152,3200183,126169,311414,2762600,2568523,610717,1082131,875676,1825123,73230,317745,4062348,17125095,15691548,13062849,2628699,2405252,105.6741566026262,31.87693965114494,33.68568712707554,22810098,9864425,3570512,3264109,1373883,1655921,10762946,72674,3093584
2007:Q2,30027271,16748973,9864557,3586251,1510830,1787335,13278298,55824,276781,331493,460558,8695,188115,114501,33119,11040,29455,99755,50671,49084,1039857,181888,2265597,4212351,4157384,12355836,3306218,154347,339145,2812726,2668804,614434,1160438,893933,1859504,63114,327440,4130756,17671435,16562543,13916853,2645690,2581826,108.3351145632614,31.2103385832259,33.81175605971956,23287578,10009280,3656933,3302903,1395363,1654081,10931742,73812,3147160
2007:Q3,30688859,17150170,10198483,3613191,1533374,1805122,13538689,56965,305384,289046,518735,7643,162356,79935,38968,12989,30464,96167,46022,50145,1065175,183739,2302048,4388339,4163092,12637160,3317513,131416,351204,2834893,2851341,670731,1250534,930075,1864257,51882,341056,4211111,18051699,16923511,14219749,2703762,2654702,108.4563465783264,31.50877043046425,34.17326126063353,23690912,10152223,3712622,3341164,1416373,1682064,11053752,74891,3204958
2007:Q4,31106016,17298327,10251529,3634756,1556155,1855887,13807689,50250,300583,261335,565641,8050,149742,69462,38319,12773,29188,90798,41374,49424,1033221,178028,2262207,4339610,4568224,12872594,3352608,123814,367681,2861113,2976719,714425,1315942,946352,1898892,35828,384157,4224390,18233422,16333228,13771042,2562186,2627511,103.9889212762407,33.38122758445861,34.71277847384542,24070226,10262537,3780110,3379990,1438851,1663586,11197632,75885,3266347
2008:Q1,30560259,16958630,9804766,3649035,1584901,1919928,13601629,55037,281716,198425,652124,7100,109999,52866,27239,9080,20814,85556,39453,46103,987843,161150,2295248,3995487,4771944,12961280,3399256,139956,377752,2881548,3038105,752016,1332349,953740,1856758,55007,400966,4211188,17598979,15030366,12471546,2558820,2390727,98.98922484483153,36.95153142389934,36.57803452481229,24054409,10452780,3854688,3417439,1462584,1718069,11093129,76786,3329121
2008:Q2,30209330,16712203,9430061,3663167,1608595,2010380,13497127,36837,269689,227939,660757,8056,117130,58271,28797,9599,20463,84230,37533,46697,1011226,155506,2313176,3927288,4685293,13073464,3499304,139827,404847,2954630,3070268,758556,1362495,949216,1817609,37941,428233,4220109,17135866,14870208,12484010,2386198,2336273,100.4120902663407,38.18080117888637,38.33814054415544,24110442,10613315,3934421,3452984,1486816,1739094,11036978,77658,3394646
2008:Q3,30298136,17017561,9689379,3717230,1629498,1981454,13280575,31580,251762,195910,690980,5300,115059,56981,25505,8502,24071,81927,35591,46336,971814,135848,2245395,3236263,5318737,13070088,3536033,146538,419202,2970293,3088422,782564,1393784,912074,1745659,54068,413873,4232033,17228048,13238762,11051704,2187058,2137658,89.25224805879112,43.08190838389047,38.45157173925106,24012796,10732221,4007970,3483486,1507572,1733193,10942708,78456,3460426
2008:Q4,29501902,16525944,9268910,3818659,1632414,1805961,12975958,24704,166276,151888,837975,7178,124057,57286,30455,10152,26164,80591,33649,46942,791594,106333,2093967,2520213,6071182,13173320,3551066,131477,432619,2986970,3033286,777496,1383914,871877,1668971,38954,422721,4458322,16328582,10621521,8644861,1976660,1741398,75.71336611714588,53.25888227666666,40.32409252803236,23675250,10699292,4047595,3497647,1524530,1629520,10501930,79082,3524055
2009:Q1,29067570,16192963,9002192,3823072,1629584,1738116,12874607,25736,180563,153930,814330,7469,122987,49862,41105,9702,22318,76327,32638,43689,678830,108583,2101539,2343070,6261243,12976460,3624950,106921,440047,3077982,2882275,716828,1308772,856675,1581848,40221,405713,4441453,16091110,9603014,7793194,1809820,1519857,69.12432240961611,58.50310527285625,40.43987510844628,23610936,10736329,4102341,3496137,1535886,1601965,10634476,79568,3578988
2009:Q2,27902944,14916833,7768839,3811347,1628858,1707789,12986111,26241,190970,149233,761126,7904,133827,55949,41890,13963,22025,75020,31615,43405,758642,129437,2121900,2836811,5795000,12916938,3682023,86180,450897,3144946,2780483,658175,1283507,838801,1560598,34647,405508,4453679,14986006,10887220,8957804,1929416,1749579,84.32399339853934,51.14037423044775,43.12360579007108,23694322,10708211,4138362,3489474,1548202,1532173,10777384,79973,3624168
2009:Q3,27293711,14140883,7028811,3789120,1643002,1679950,13152828,26260,273960,212428,695931,8997,128226,49698,40835,13612,24081,73330,30581,42749,845283,151868,2114745,3387568,5234232,12868448,3699936,72901,459061,3167974,2643356,588829,1251084,803442,1549190,41742,417564,4516660,14425263,12388260,10257215,2131045,2031455,99.96153995558285,43.99041092783078,43.97349219624866,23884457,10731629,4182150,3485127,1560982,1503370,11016009,80403,3662531
2009:Q4,27415945,14040723,6908426,3758458,1671736,1702102,13375222,31528,340597,228801,725069,7852,140373,55987,42964,14321,27101,72768,29548,43220,863153,162039,2064452,3465918,5272672,12843912,3725726,58410,470256,3197060,2450166,549098,1138576,762492,1582043,35700,405516,4644761,14572033,13049303,10925012,2124291,2120860,104.104646092773,40.71078177901114,42.38181529264067,24153220,10777998,4223108,3485049,1577102,1492739,11309308,80772,3695992
2010:Q1,27416557,13882701,6735194,3726283,1683927,1737297,13533856,38111,391014,210549,637096,8996,140981,57137,42376,17459,24009,74005,29162,44843,892125,168312,2148168,3548831,5275668,12907422,3797487,73617,479258,3244612,2350054,501635,1103731,744688,1619159,49464,418018,4673240,14509135,13583850,11403263,2180587,2233298,109.0151035142084,38.86630649826233,42.37014426123017,24367533,10833677,4236120,3492150,1591197,1514210,11460111,81042,3726368
2010:Q2,28198386,14582614,7379610,3748283,1706119,1748602,13615772,38657,407275,215201,586159,9221,148548,63594,45011,18337,21606,73252,28772,44480,774768,157789,2215741,3135411,5853750,12982381,3842494,81979,490074,3270441,2239850,467844,1071877,700130,1660536,43875,417914,4777712,15216005,12147825,10136101,2011724,1966708,92.76109809873934,43.0927771236502,39.97333326114026,24617513,11001741,4372599,3507362,1604989,1516791,11635132,81291,3759728
2010:Q3,28521300,14679891,7375783,3791343,1714584,1798181,13841409,35791,466778,205539,568165,11547,160230,70683,46889,18963,23695,72557,28378,44179,845055,174166,2221506,3636755,5443320,13129736,3929086,97938,491930,3339218,2195108,459675,1061280,674154,1689181,47060,422403,4846898,15391564,13458340,11334090,2124250,2224887,101.894953668744,39.0493261235466,39.78929276154454,24913658,11072249,4373603,3530328,1620220,1548098,11783922,81429,3793262
2010:Q4,27006610,14851385,7413895,3835064,1742030,1860395,12155225,63991,470374,235240,555140,22034,211478,123511,48024,16008,23935,72377,27985,44392,917209,185670,2202562,3855226,3363924,13162363,3971185,82928,503018,3385239,2102203,482473,946393,673336,1738907,78398,406300,4865370,13844247,14830039,12606849,2223190,2423211,124.6239723380894,35.20141214143791,43.86939812976244,23305478,11150253,4397367,3555984,1637370,1559532,10143115,81609,3828914
2011:Q1,27517614,15201955,7619370,3869175,1774781,1938629,12315659,74765,430830,208903,535697,23204,207394,129229,41312,13771,23082,71129,27845,43284,973102,189339,2298920,4099873,3202503,13321209,4024939,110460,505645,3408834,2070707,499436,942506,628765,1768658,102670,398936,4955299,14196405,15791418,13380736,2410682,2553324,129.221039115762,33.22830055339888,42.93795525561055,23634765,11319106,4449142,3584774,1655277,1629913,10313556,81807,3860127
2011:Q2,27825335,15350536,7642438,3920569,1800290,1987239,12474799,79608,519931,198719,523446,23193,213661,125792,48750,16250,22869,71365,27706,43659,975429,186159,2358709,4154319,3170260,13405221,4081296,106911,510272,3464113,2097842,525110,978343,594389,1788065,86907,401747,4949364,14420114,15672829,13325096,2347733,2562783,126.459557600834,33.88500375205072,42.85082583786936,23905531,11430732,4484055,3615599,1674053,1657025,10500310,82039,3896921
2011:Q3,27778954,15276240,7505655,3961715,1820372,1988498,12502714,58199,517923,182011,508102,22223,183761,106651,40857,13619,22634,71617,27567,44050,840928,161250,2331826,3441991,4182883,13520593,4140334,124685,509106,3506543,2135253,573656,987793,573805,1772949,99887,417689,4954481,14258361,13473596,11359998,2113598,2220501,110.0694309747889,39.98692743904921,44.0133834964632,24047107,11544393,4518093,3654290,1693687,1678323,10526514,82301,3938681
2011:Q4,28177819,15654992,7806319,4014144,1833707,2000822,12522827,52528,565836,195351,515830,22906,203186,123604,42968,14323,22291,72445,27428,45017,940555,165891,2289401,3712763,3786135,13807920,4171988,116307,511645,3544036,2211636,629420,1006059,576157,1762612,91745,429192,5140747,14369899,14777979,12546761,2231218,2419115,119.6744256505629,37.12036327476957,44.42358154848296,24185336,11662509,4571880,3695178,1714066,1681385,10377416,82597,3983650
2012:Q1,28640115,15983487,8023856,4060117,1861743,2037771,12656628,48491,491896,177363,492186,26299,186421,112071,38931,12977,22442,70485,26956,43529,1046924,179519,2339700,4086373,3510971,14037297,4261149,127583,512614,3620952,2163413,635317,991538,536558,1791247,110778,413698,5297012,14602818,16452936,13901377,2551559,2713922,131.2545176766139,33.5191205263701,43.99535997632999,24507119,11850491,4626210,3739142,1733576,1751563,10469822,82962,4032607
2012:Q2,28917021,15979022,7965217,4096040,1880866,2036899,12937999,43135,552325,164188,476564,26202,183308,109188,38547,12849,22724,70052,26485,43567,1006139,172791,2351638,3862137,4029520,14218792,4336018,132081,523036,3680901,2155429,667102,986236,502092,1778882,100024,419577,5428862,14698229,15963823,13439731,2524092,2646537,126.616345677159,34.88082482884825,44.16482574033883,24909748,11971749,4677785,3785913,1752854,1755197,10690956,83348,4084262
2012:Q3,29340489,16268911,8136520,4143417,1902016,2086958,13071578,49706,580849,169606,480953,20661,186693,111150,39439,13146,22958,69622,26013,43609,1057400,179295,2377753,4187721,3711319,14450166,4441169,136003,521545,3783621,2179552,673429,1026928,479194,1833542,99318,427647,5468938,14890323,16772602,14152979,2619623,2803699,131.4699512878012,33.82008036417194,44.46324318027206,25195558,12123980,4727173,3830359,1771428,1795020,10745392,83776,4134956
2012:Q4,29416944,16441743,8245837,4191533,1905119,2099254,12975201,53621,605603,209082,504912,18273,187630,112132,39437,13146,22915,69768,25542,44226,1040110,179281,2344826,4322676,3439419,14621803,4551411,130329,524022,3897060,2202498,711877,1011014,479607,1830684,93102,407218,5536890,14795141,16522480,13932843,2589637,2795947,130.5727784461768,34.96096976220271,45.6495095902358,25208764,12233563,4781589,3876195,1790524,1785255,10586961,84277,4183714
2013:Q1,29846631,16640291,8390685,4229122,1916982,2103502,13206340,83188,600003,207248,493518,18561,179246,112897,32639,10880,22830,63870,25931,37939,1146896,189348,2443117,4488353,3292992,14775333,4608084,140086,526696,3941302,2190787,693908,1033980,462899,1831548,106315,407997,5630602,15071298,18558962,15374139,3184823,3065285,143.479663515219,31.44096030881852,45.11138405704639,25608488,12402148,4828167,3922759,1811943,1839279,10833155,84844,4230707
2013:Q2,30389424,17092298,8779304,4260818,1946038,2106138,13297126,98696,546387,191683,499451,16334,175062,103353,37330,12443,21936,64167,26319,37848,1176561,188970,2563800,4453490,3322525,14889372,4675130,147246,530593,3997291,2254040,712435,1077073,464532,1857970,83694,407986,5610552,15500052,18864337,15536524,3327813,3143363,141.9846810448545,31.48520875620342,44.70417322880201,25803609,12506483,4872696,3965532,1831916,1836339,10914237,85469,4280491
2013:Q3,31351022,17696060,9290773,4294912,1975276,2135099,13654962,99460,580355,209659,523947,26188,185077,113827,37376,12459,21415,64495,26707,37788,1234370,198747,2614407,4891424,3026833,15183106,4806888,171169,526991,4108728,2278274,719402,1067979,490893,1923229,80643,410353,5683719,16167916,19960482,16476170,3484312,3308415,143.9202023796648,30.44906489871614,43.82235582494773,26317171,12662209,4936771,4006045,1853392,1866001,11134065,86142,4335032
2013:Q4,32011244,17995558,9482654,4322623,2016283,2173998,14015686,122171,647694,248237,535492,22643,179434,106504,38822,12941,21167,65211,27096,38115,1359761,209809,2616645,5279870,2728719,15316397,4823079,144511,525474,4153094,2339414,765461,1086478,487475,1931206,83191,418959,5720548,16694847,21515318,17995223,3520095,3703444,151.0571595223033,28.40144424082569,42.90241493350209,26799283,12783597,4997099,4051316,1875322,1859860,11482886,86833,4391533
2014:Q1,32101795,18027065,9406979,4354847,2045498,2219741,14074730,108869,594475,191652,521153,23186,189806,116600,38909,12970,21327,64840,27583,37257,1386292,218921,2663783,5431807,2679946,15510278,4922469,180154,524968,4217347,2364335,778023,1116197,470115,1970827,98508,414184,5739955,16591517,22189683,18284653,3905030,3644866,155.7093829840173,28.20565509690519,43.91885151799109,27075751,13001021,5066728,4096434,1897284,1940575,11565473,87555,4452750
2014:Q2,32682346,18376621,9673736,4400386,2062692,2239808,14305725,128031,651580,167071,511125,27703,181044,105470,40664,13555,21355,65683,28069,37614,1460674,232137,2759437,5713828,2407412,15704745,5001222,185778,524381,4291063,2385226,815698,1104383,465145,2016708,84810,428016,5788763,16977601,23243541,19239540,4004001,3852034,159.5960145248264,27.26071564480027,43.50701570004708,27455209,13149484,5137418,4145115,1920968,1945983,11750464,88343,4518914
