1951:Q1,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1951:Q2,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1951:Q3,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
2004:Q2,2656775,52282,108513,165068,6330,125680,1055677,158498,399266,373924,5329,118660,416900,215496,84728,116676,109898,34225,181200,202374,198628,10939914,7184,2200,26499,7421673,4994623,24221,2402829,9804,0,9804,602483,40940,2829131,2242376,10525515
2004:Q3,2738769,52002,95155,170682,7005,135009,1128726,168564,418955,406267,5969,128971,430882,228247,87140,115495,106575,34369,182309,177862,218193,11290042,7197,2200,26673,7554085,5093081,24183,2436821,9859,0,9859,613500,40994,3035534,2303986,10855259
2004:Q4,2648550,54298,85419,174358,6630,124076,1061902,153325,405268,377660,5714,119935,418901,218482,86074,114345,116072,37352,186705,190855,191982,11280686,7609,2200,26703,7732140,5226622,24261,2481257,9994,0,9994,618929,41566,2841545,2227574,10859710
2005:Q1,2715577,47496,91961,172849,6771,123225,1083456,150666,426935,379412,5906,120537,415727,219650,89425,106652,112171,37017,191150,238515,195239,11614182,7402,2200,26902,7939601,5379919,24076,2535606,10073,0,10073,637343,41567,2949094,2272663,11171268
2005:Q2,2817468,46157,104976,171469,7300,129184,1164960,156236,472007,402394,6438,127885,423775,228845,88936,105994,113436,38036,200319,213193,204663,11727340,7137,2200,27172,7940455,5333242,23730,2583483,10187,0,10187,655263,41985,3042941,2328836,11238708
2005:Q3,2961726,41025,98579,178495,8146,140306,1277105,167788,519309,442166,7265,140577,442284,245321,91715,105248,116663,39893,207799,191352,220079,11922275,7102,2200,27401,8053375,5420140,23636,2609599,10428,0,10428,673230,42055,3106484,2424724,11385273
2005:Q4,3014468,35057,109347,186050,7671,139830,1295104,165291,534615,445873,7517,141808,443098,248023,89822,105253,117849,40849,213366,207228,219019,12107394,7003,2200,27482,8231027,5560940,23835,2646252,10620,0,10620,684512,42702,3101848,2461716,11554642
2006:Q1,2974201,34898,79126,189653,7891,132053,1246301,154243,523041,426087,7366,135564,455768,241115,110095,104558,122887,43021,212968,246544,203091,12167557,7059,2200,27626,8378592,5703174,23582,2651836,10694,0,10694,696436,42778,3002172,2433100,11626456
2006:Q2,3046936,36558,115455,191309,8328,135924,1294514,156818,544741,443833,7861,141261,464455,249939,109606,104910,119108,42574,219063,205181,214467,12277811,7248,2200,27815,8346921,5632891,23639,2690391,10922,0,10922,712396,43333,3126976,2483412,11714287
2006:Q3,3138869,35088,119598,203118,8946,140956,1342339,160566,559187,465824,8448,148314,474751,259604,110459,104688,123034,44296,219730,206954,220059,12372752,7234,2200,28065,8424343,5691443,23385,2709515,11067,0,11067,721674,43470,3134699,2560167,11794050
2006:Q4,3239886,34239,108171,212035,9757,146324,1415889,164503,596969,489444,9083,155890,484225,269662,108664,105899,130434,47071,210727,219056,221958,12495629,7371,2200,28064,8566001,5780414,23509,2762078,11215,0,11215,725013,44204,3111561,2622619,11878362
2007:Q1,3380877,34491,78588,216807,10627,153053,1507047,169746,644122,518228,9834,165117,500419,281922,112177,106320,130852,48156,214010,253001,233826,12811768,7399,2200,28166,8762983,5917644,23180,2822159,11427,0,11427,743595,44565,3211433,2715494,12146385
2007:Q2,3313837,34129,93040,218138,11623,146084,1484185,159755,654376,500740,9712,159602,494567,276247,111854,106466,137378,50834,219096,207875,216888,12655577,7426,2200,27835,8691802,5796827,23156,2871819,11603,0,11603,766909,45132,3102670,2638146,11979886
2007:Q3,3483599,35716,141517,230407,13742,152379,1544105,164232,671972,528815,10476,168610,507882,287438,115000,105444,137929,52239,222856,216817,228010,12897903,7627,2200,27484,8830018,5918987,22953,2888078,11756,0,11756,782958,45116,3190744,2789395,12203699
2007:Q4,3473775,36379,131524,249522,15701,151119,1544769,160440,673195,531021,10739,169374,508431,289088,115657,103686,131999,51045,219759,199909,233618,13187410,7742,2200,27383,9010745,6051176,23139,2936430,11881,0,11881,791114,45769,3290576,2777960,12491595
2008:Q1,3457930,39232,112833,251604,18273,147673,1523536,154352,665207,525472,10843,167662,512241,287745,121100,103396,118002,47473,218823,222562,245678,13661631,8057,2200,27156,9220129,6235995,23458,2960676,11991,0,11991,819834,45682,3526582,2769889,12973590
2008:Q2,3369304,39560,123043,245363,18684,144053,1496213,148150,652323,519122,10924,165694,515240,288538,122355,104347,114774,47271,218678,163159,243266,13743389,8004,2200,27039,9184782,6194084,23521,2967177,12195,0,12195,855314,46170,3607685,2693862,13067947
2008:Q3,3684487,37076,442034,250116,19713,138437,1450849,140002,630065,508606,10839,161337,522217,286459,131000,104758,103427,42161,216376,233868,228213,14642445,7630,2200,26742,9725770,6739828,23098,2962844,12470,0,12470,866105,46054,3955474,3031113,13989071
2008:Q4,3844526,40556,452779,267368,20639,130186,1433612,129378,604212,535761,10521,153740,529332,284324,135152,109856,267033,34600,208226,222248,237947,15701828,7547,2200,26551,10353730,7353471,23346,2976913,12716,0,12716,851453,46747,4400884,3217077,15074379
2009:Q1,3811177,40167,350437,280640,22438,123122,1428252,120157,582604,567876,10267,147348,549068,277595,146888,124585,292603,32644,202806,248781,240219,16403650,7325,2200,26550,10825968,7797619,22548,3005801,12866,0,12866,843587,46689,4638465,3205440,15797913
2009:Q2,3990716,45699,422333,269727,23314,131287,1550894,125726,605668,648593,11292,159615,600783,297858,154260,148665,236562,37519,204758,229625,238215,16756423,7605,2200,26549,11201604,8140620,22274,3038710,13060,0,13060,843118,47204,4615083,3360696,16126403
2009:Q3,4098903,97060,363992,275652,23572,134129,1597463,125944,605068,689100,11896,165455,668445,312812,183213,172420,249421,42876,181783,245620,218890,17039265,55953,5200,26299,11616545,8534306,23202,3059037,13241,0,13241,842096,47239,4432692,3468698,16409060
2009:Q4,4090510,94289,296514,278543,17858,134320,1609928,98560,611271,719841,12281,167975,723360,314564,232650,176146,161870,44514,182223,257833,289258,17360289,55364,5200,26199,12001450,8859150,23495,3118805,13536,0,13536,835124,47845,4375571,3453422,16723201
2010:Q1,4225681,91928,318451,284678,17554,135675,1647118,122159,617885,722260,12785,172029,783240,318452,247758,217030,149277,46341,186905,300463,264051,17982097,53618,5200,26199,12489077,9320148,23581,3145348,20733,0,20733,852530,47750,4486990,3574278,17330694
2010:Q2,4170686,89592,391157,267664,17954,130157,1595920,114593,604847,696414,12638,167428,794059,314211,264795,215053,136392,43230,187430,264706,252425,18630310,52228,5200,26198,12834435,9668612,23850,3141973,20644,0,20644,866203,47927,4777475,3532557,17992181
2010:Q3,4311133,96025,409020,271125,19244,133974,1625964,115219,614344,708154,13402,174845,861559,321659,323981,215919,146265,47506,190541,253615,256295,19057888,54958,5200,25923,13248731,10075277,23971,3149483,21011,0,21011,873818,48092,4780155,3662376,18409131
2010:Q4,4473771,95148,451109,278128,20679,136470,1650923,114515,630803,710806,14061,180738,911008,329028,363784,218196,155174,50424,194470,273668,256570,19537340,54387,5200,25923,13734421,10504401,24161,3205859,21796,0,21796,882493,48707,4764413,3807111,18870680
2011:Q1,4334051,100919,226863,281114,20427,132865,1611205,108650,617088,692868,14098,178501,964642,327199,413923,223520,172761,52659,199220,325773,245603,19773538,55993,5200,25923,13961430,10750189,24459,3186782,22923,0,22923,894621,48777,4758671,3679942,19119429
2011:Q2,4253926,108521,249991,276761,20429,127666,1526807,101605,593278,643951,13947,174026,984493,323549,430571,230373,175217,53037,204007,286876,240121,20003860,56521,5200,25923,13934377,10756203,24498,3153676,131072,0,131072,913410,49209,4888148,3620203,19370137
2011:Q3,4130386,109893,171601,282446,20293,125665,1459375,100012,571995,602394,13729,171245,1037509,320182,472791,244536,150586,47225,205289,263446,257058,20652831,55150,5200,25923,14424714,11251962,24982,3147770,30626,0,30626,920535,49498,5141185,3514036,20036481
2011:Q4,4248395,110914,210329,295907,21074,131377,1468627,101906,596112,578095,14293,178221,1066202,329789,494759,241654,158778,50059,204760,272350,258018,21004156,54219,5200,25923,14835040,11641982,25268,3167790,28577,0,28577,929864,49970,5075363,3609413,20365174
2012:Q1,4259265,112491,165209,315375,19688,130029,1419002,98257,596976,534043,14087,175639,1116080,328185,531393,256502,160740,54911,208311,318661,238768,21251540,54707,5200,25923,15219249,12024672,24433,3170144,32310,0,32310,945509,50076,4918566,3615892,20608167
2012:Q2,4280625,113605,210757,309080,18652,128999,1409363,94917,607318,519694,13916,173518,1142438,326191,558492,257755,151295,53598,209330,289252,244256,21601705,53593,5200,25923,15439157,12229137,24468,3185552,32442,0,32442,959514,50436,5035440,3626949,20948029
2012:Q3,4362568,116305,199472,321907,18399,133249,1439257,95421,623214,527936,14315,178371,1190175,332821,602207,255147,154041,56367,214695,274354,244347,21822715,54463,5200,25923,15682721,12478715,24394,3179612,32407,0,32407,964846,50381,5006774,3692632,21152779
2012:Q4,4316137,114201,214234,328969,18864,130503,1409580,90907,622317,508433,13962,173961,1151110,326339,622248,202523,151488,57037,212965,287948,239238,22160761,54277,5200,25923,16024401,12822949,24879,3176573,16388,0,16388,980910,50257,5003405,3663470,21508094
2013:Q1,4452313,111638,199156,333971,17986,135644,1446280,91861,640390,519574,14452,180003,1206006,335673,665236,205097,161091,60344,212294,331099,236804,22638435,52945,5200,25923,16379516,13171026,24626,3183864,16787,0,16787,986246,50298,5121520,3780684,21966806
2013:Q2,4459809,111271,252212,332949,17745,134782,1427678,88689,639065,507512,14301,178111,1221354,333239,680570,207545,162349,60328,218018,290253,230870,22881944,53113,5200,25923,16256993,13066246,24962,3165785,29621,0,29621,1005236,50481,5455377,3789622,22211757
2013:Q3,4442174,112631,208830,340862,18136,135557,1396725,86617,615707,501689,14325,178387,1263394,334528,720074,208792,165949,63553,221777,285964,228796,23177723,54177,5200,25573,16283499,13118316,25098,3140085,131479,0,131479,1020944,50357,5606494,3795168,22530717
2013:Q4,4775830,109789,291970,348953,18053,140311,1430207,87004,634254,510312,14767,183870,1435303,342695,735517,357091,177312,67106,225660,301302,229864,23595690,54386,5200,25573,16831388,13680640,24487,3126261,61077,0,61077,1033797,50487,5533782,4065732,22885592
2014:Q1,4892965,109286,268487,357122,17011,141879,1425107,85318,632734,507018,14872,185165,1517303,344785,776550,395968,178508,68399,230587,345232,234044,23956371,54585,5200,25573,17073545,13930548,24003,3118994,72151,0,72151,1043750,50467,5631100,4173208,23236614
2014:Q2,4814562,110123,265217,351134,16128,139918,1402709,81537,633501,491206,14607,181858,1496006,341295,791798,362913,183633,70951,234722,315125,228896,23875898,54594,5200,25573,17026953,13886966,24035,3115952,61662,0,61662,1054288,50605,5597023,4104792,23166128
2014:Q3,4628426,103748,288591,357566,15930,135380,1347471,76397,614899,466827,14076,175272,1384037,333866,833020,217151,180929,70153,228980,289840,225801,24145182,52358,5200,25323,17227749,14117408,23857,3086484,17965,0,17965,1062633,50911,5703043,3981486,23498242
2014:Q4,4786929,97964,372071,361229,16352,139671,1390269,76264,646472,472979,14465,180089,1404213,339759,846248,218206,186863,71052,231534,284777,230934,24468377,51166,5200,25323,17537265,14416680,24374,3096211,18091,0,18091,1070494,51257,5709581,4107901,23789349
2015:Q1,4812267,88721,239604,372137,15744,144110,1424625,76073,669473,479159,14865,185055,1452402,346781,887282,218339,187930,72779,230114,341660,242441,24670626,48718,5200,25323,17578280,14434858,24131,3119291,79134,0,79134,1094931,50736,5788304,4109715,23968074
2015:Q2,4911967,89475,397543,364433,15484,143284,1391520,73058,652808,467684,14721,183249,1466235,344453,901363,220419,186680,72826,233384,304059,247044,24820293,49668,5200,25323,17505108,14353401,24650,3127057,145896,0,145896,1103914,50967,5934217,4226107,24134433
2015:Q3,4847057,89177,338472,366829,15603,141274,1348455,73510,627951,452583,14457,179954,1494408,339385,936547,218476,173940,68392,234866,311482,264159,25217512,49574,5200,24772,17518609,14376720,24095,3117794,218184,0,218184,1118105,50822,6232246,4186380,24556835
2015:Q4,5087652,86912,475164,374922,16161,147478,1392541,72950,653845,463617,15032,187097,1519005,347777,949665,221563,181117,70376,244822,310639,268515,25623918,48938,5200,24772,18275925,15141072,24554,3110299,18228,0,18228,1126213,51149,6073493,4400547,24936813
2016:Q1,5183181,87957,455553,378508,17636,148332,1404802,70355,664847,466303,15119,188178,1559071,350018,989749,219304,180817,70821,247312,357172,275200,25995467,49753,5200,24772,18529119,15377316,24439,3127364,18085,0,18085,1154528,51050,6162960,4485130,25297416
2016:Q2,5256010,88073,503331,375426,18615,149291,1432328,70810,687593,469317,15217,189391,1568546,351474,1001136,215936,183014,72344,252813,335303,276926,26081876,49401,5200,24772,18558467,15385151,24556,3148760,17777,0,17777,1167212,51245,6207802,4535423,25361289
2016:Q3,5344261,89952,493874,370405,19889,153329,1475727,72725,710864,482009,15629,194500,1608433,357965,1036653,213815,188006,75186,260796,328248,280416,26339503,49294,5200,24222,18809743,15643934,24363,3141446,17773,0,17773,1179439,51261,6202571,4599995,25595237
2016:Q4,5467048,86815,547053,382878,21562,154832,1489686,73438,717329,486734,15783,196402,1628424,362495,1049293,216636,192709,75349,266108,339582,282050,26704393,47476,5200,24222,19149181,15983832,24459,3140890,18480,0,18480,1198682,51263,6209889,4715456,25952801
2017:Q1,5276988,87687,239982,376959,20899,157589,1510703,74746,724599,495402,16064,199892,1668416,365786,1087035,215595,200292,79081,260692,392188,282500,26717082,47918,5200,24222,19026199,15873759,24228,3128212,126165,0,126165,1213507,50978,6222893,4517798,25957892
2017:Q2,5296134,90244,325449,372776,20522,157651,1496485,74775,710075,495595,16071,199969,1678725,365971,1098281,214473,203512,81480,265290,327658,276342,26750803,49138,5200,24222,18947926,15798309,24391,3125226,160090,0,160090,1230844,50851,6282532,4551326,26005995
2017:Q3,5354439,91767,297282,378396,21271,158935,1496823,75384,704010,499632,16202,201595,1716869,369938,1133577,213354,209590,84513,270661,354240,274092,26893347,49912,5200,23972,19364789,16230738,24368,3109683,30747,0,30747,1247482,51013,6120232,4615525,26154433
2017:Q4,5795887,90974,372506,397391,21868,163742,1551738,77664,734961,514744,16692,207677,1738181,376646,1145579,215956,219024,87391,272421,602699,277952,27171497,50294,5200,23972,19595311,16430866,24395,3140050,170626,0,170626,1261163,51090,6013841,5025286,26400896
2018:Q1,5891626,93116,431862,392017,20618,160848,1518106,76292,715754,505647,16397,204016,1770895,372526,1181633,216736,216215,87114,276547,646874,277414,27735607,51344,5200,23972,20191802,17045955,24662,3121185,19174,0,19174,1298992,51194,6093929,5140301,26984282
2018:Q2,5969207,93043,471165,386150,19992,165054,1550090,78286,726775,518866,16826,209337,1789315,380076,1191632,217607,221586,88364,286037,614836,283575,27846860,49674,5200,23972,20234333,17090685,23511,3120137,19389,0,19389,1311854,51040,6151398,5206217,27083870
2018:Q3,6111943,91943,516231,391903,19484,167922,1568279,79646,730667,527882,17118,212966,1827902,385332,1224371,218199,233197,91287,300445,622849,280501,28197616,49274,5200,23706,20552237,17417799,22822,3111616,19685,0,19685,1348453,51221,6147840,5344473,27430146
2018:Q4,6130895,93893,538820,405428,19778,164891,1535723,78209,713220,518355,16808,209131,1839064,381802,1236272,220990,202764,82155,305648,631507,311224,28967858,49117,5200,23706,20965257,17842086,22940,3100231,20051,0,20051,1382474,51284,6470769,5380816,28217779
2019:Q1,6210893,93595,469191,407184,20660,164554,1578496,78049,752674,524794,16775,206204,1877226,382016,1269571,225639,224786,90398,308137,676964,299702,29183513,49027,5200,23706,21012126,17906265,22201,3083660,235612,0,235612,1427281,51793,6378768,5421145,28393765
2019:Q2,6111383,96416,395989,408163,22146,162445,1581761,77049,751405,528295,16559,208453,1880944,375461,1278347,227136,230827,93288,315954,632226,291224,29173049,49096,5200,23706,20902830,17814288,21997,3066545,237299,0,237299,1445437,51690,6457791,5322856,28384522
2019:Q3,6220426,96226,514637,412799,24464,162648,1608413,77145,766827,536604,16580,211257,1916862,378569,1310988,227305,231270,93689,321962,562476,274980,29618119,48146,5200,23166,21656136,18571681,21455,3063000,43920,0,43920,1450284,52098,6339169,5416196,28813889
2019:Q4,6318787,97783,546286,425466,26537,163551,1639124,77573,793144,539327,16673,212407,1930455,380311,1319245,230899,247298,98937,322863,560924,259563,29949988,48835,5200,23166,22137825,19018687,21211,3097927,21098,0,21098,1467063,52181,6194620,5487872,29119073
2020:Q1,6509833,96360,661261,432265,32362,161371,1725339,76540,862144,560763,16452,209440,1956468,378423,1350598,227447,200749,83406,315928,595854,248470,31078999,48199,5200,23166,22644353,19518424,21184,3104745,21207,0,21207,1477206,52034,6807634,5610030,30179196
2020:Q2,8245733,102151,1892670,431782,35326,174249,1864877,75148,1034846,503034,17763,234086,2080697,383010,1355774,341913,235961,96380,311552,640438,379650,33863140,48584,5200,23166,25518085,22370663,21019,3126403,21370,0,21370,1478367,52024,6716344,7171754,32789161
2020:Q3,8463056,106536,1962956,435701,34324,176749,1859853,76148,1059688,483288,18235,222494,2172593,385241,1379411,407941,252636,102230,328694,636315,394469,34565020,49709,5200,23126,26082393,22900428,20151,3161814,21811,0,21811,1507377,52363,6823041,7363322,33465286
2020:Q4,8557908,111681,1961963,414579,34458,179249,1898627,77148,1111901,466518,18639,224421,2188902,388881,1380988,419033,283221,112780,341778,631008,399662,34882860,50864,5200,23126,26809336,23600853,20207,3188276,22097,0,22097,1532642,52371,6387224,7405271,33730223
2021:Q1,7972799,106996,1365959,416078,35768,181749,1852091,78148,1112124,439815,19479,202525,2228450,391858,1410110,426482,297553,116576,357122,670208,344249,35152532,50050,5200,23126,27175993,23942982,19827,3213184,22261,0,22261,1561900,52655,6261347,6818935,33998668
2021:Q2,7924372,108104,1152283,393251,36077,184249,2069502,79148,1326223,442688,20216,201227,2244094,394106,1413926,436062,317686,123411,370596,570393,354727,35262884,50375,5200,23126,27552754,24301533,19826,3231395,22262,0,22262,1592219,51807,5965141,6555671,33894183
2021:Q3,7699717,218698,537568,386583,36119,186749,2132754,80148,1398168,431184,21132,202122,2320725,396669,1436411,487645,315578,122874,385713,704533,351823,35526952,161826,5200,23006,27508959,24249910,19501,3239548,202756,0,202756,1620159,52742,5952304,6258218,34085453
2021:Q4,8049410,219983,755577,384751,37834,189249,2177921,81148,1451389,422400,22239,200745,2370151,398114,1437078,534959,339535,127879,395516,691357,359656,36072603,160760,5200,23006,28553265,25284697,19787,3248781,32424,0,32424,1653202,52648,5592098,6553220,34576413
