1951:Q1,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1951:Q2,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1951:Q3,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
2005:Q4,46152683,63847,355255,4757815,1261824,3186077,238635,369270,1708557,869615,872015,744985,127030,0,8065191,3404921,153090,1136367,14516017,2990982,11525035,7635949,744315,12342220,216657,11899795,8940398,2320555,35739,435361,167742,202783,22985
2006:Q1,48130472,67879,357368,4975782,1263564,3205452,334285,354154,1680986,836027,969730,778161,124170,67399,9156976,3628590,155125,1067102,14795187,2928906,11866281,7741119,746598,12704575,218735,12255752,9239541,2337585,48300,458191,172135,206903,23185
2006:Q2,48149721,72666,341372,5044661,1302150,3144781,264442,270096,1717134,893109,1011810,823922,119128,68760,8886478,3578185,157160,1067542,14892149,3120043,11772106,7902067,748700,13052811,227242,12591190,9546649,2349611,59074,459328,176528,211023,23356
2006:Q3,49287795,71749,300496,5171696,1369575,3164300,245425,316909,1753272,848694,1023270,837597,112328,73345,9168108,3723302,159195,1089090,15170207,3091801,12078406,8127121,749686,13388353,227370,12922437,9786662,2411441,66521,476892,180921,215143,23403
2006:Q4,50852518,69946,317815,5248052,1465930,3005494,140767,176986,1768002,919739,1024784,842265,107679,74840,9856675,4005742,161230,1118908,15537275,2996796,12540479,8274180,766487,13664502,232928,13188758,9940251,2456716,86920,519557,185314,219263,23553
2007:Q1,52206573,73534,330261,5445822,1516991,3112724,142222,231774,1780228,958500,1069755,888330,103623,77802,10296717,4198641,163723,1132363,15746303,3094384,12651919,8347988,771751,13840826,235541,13357460,10142446,2440172,77551,508732,188559,223723,24102
2007:Q2,53056990,79929,254308,5501257,1579703,2964987,53186,271920,1788950,850931,1133932,957152,99017,77763,10407944,4467435,166216,1158642,16129813,2906520,13223293,8416877,795947,14145912,242940,13650657,10337293,2476966,78000,566594,191804,228183,24132
2007:Q3,54215981,84843,159048,5620742,1794804,3427159,33266,491198,1787567,1115128,1137981,960668,95579,81734,10412155,4586790,168709,1170606,16374238,2975239,13398999,8470025,808881,14397397,244662,13895493,10519448,2555552,93326,532118,195049,232643,24599
2007:Q4,54044955,87722,210001,5744234,1967809,3516779,21462,626618,1649737,1218962,1251831,1076577,92718,82536,9739457,4530989,171202,1177859,16414908,3120103,13294805,8404333,827832,14613261,255746,14095816,10624984,2609477,100201,562860,198294,237103,24596
2008:Q1,52909219,84065,222469,5919350,2187063,3557068,143431,621016,1600235,1192386,1381755,1205119,90459,86177,8908602,4229388,173082,1169605,16207759,3529624,12678135,8028889,840124,14735990,258708,14208211,10696598,2602008,105697,603433,200475,243143,25928
2008:Q2,52018912,78508,207758,5783988,2113556,3668920,138125,660734,1628682,1241379,1367565,1183885,97402,86278,8301672,4279775,174962,1180679,16298536,3678074,12620462,7715090,847902,14669138,268784,14124845,10682871,2620453,87782,531083,202656,249183,26326
2008:Q3,50419451,70526,226385,5962484,2113460,3867137,231448,818634,1513843,1303212,1384031,1188999,105667,89365,7236986,3735608,176842,1179203,16048025,4197723,11850302,7553226,865538,14813350,266342,14265635,10653878,2643813,120404,642703,204837,255223,26150
2008:Q4,47561226,69892,485555,5907097,2284952,4211136,411200,892611,1532135,1375190,1105084,907851,108311,88922,5723060,2914951,178722,1170538,15499095,4920375,10578720,7128451,882693,14508710,265247,13954418,10577260,2643789,118885,407466,207018,261263,27782
2009:Q1,46326707,65515,466863,5877082,2283986,4426852,544370,686177,1642001,1554304,1034792,831244,113172,90376,5029377,2725791,178532,1177327,15376057,5277242,10098815,6802409,882125,14406024,265881,13841160,10577027,2578142,104896,376525,204570,271714,27269
2009:Q2,47462303,65587,512765,5805823,2191008,4099310,422512,322383,1696351,1658064,1045566,840260,117783,87523,6062448,3253183,178342,1197622,15891791,5116004,10775787,6272332,886527,14384325,269418,13807137,10546813,2548873,119697,389632,202122,282165,25605
2009:Q3,49433533,66015,481372,5797539,2053456,4381720,590197,297420,1859319,1634784,1073917,864986,122145,86786,7080603,3800435,178152,1220531,16450489,4774088,11676401,5953639,895665,14388312,271143,13799337,10489449,2558711,137468,414035,199674,292616,25216
2009:Q4,49945439,62724,535196,5977510,1962281,4195688,771863,124255,1868894,1430676,1074834,865667,126639,82528,7193335,4019799,177962,1237589,16717090,4657354,12059736,5877573,913858,14383603,272278,13785404,10441302,2555017,148616,443243,197226,303067,22854
2010:Q1,51097337,58472,437635,6047562,1753725,4493163,860257,161362,1903182,1568362,1077642,863335,129872,84435,7601022,4276104,179529,1244973,17141304,4745296,12396008,5884095,902111,14275858,273209,13681522,10310617,2493057,216151,464200,197497,295768,25359
2010:Q2,50561259,61341,455888,6007168,1649489,4770466,1127993,131558,1931901,1579014,1079920,865600,131568,82752,6930178,4014314,181096,1231644,17092594,5192890,11899704,6187865,899296,14213557,271141,13627694,10243074,2478453,224652,483747,197768,288469,26253
2010:Q3,52650070,63875,422781,6104060,1645704,4671385,1167829,171740,1997349,1334467,1089299,878428,133572,77299,7789573,4434843,182663,1260040,17735347,5099550,12635797,6350846,899653,14151418,268504,13578394,10164689,2503726,211097,500843,198039,281170,23350
2010:Q4,54441552,67271,527394,5952183,1790015,4637815,1011692,140459,1902752,1582912,1089626,886262,132037,71327,8545679,4699184,184230,1272784,18300753,4995394,13305359,6469400,905218,14165548,269986,13596192,9992280,2646811,213516,545275,198310,273871,25499
2011:Q1,55753907,69608,609137,6066382,1738512,4525701,854673,314361,1900435,1456232,1092945,889263,133584,70098,9159245,4947555,187821,1292601,18604350,4933868,13670482,6549217,910832,14144265,269822,13569703,9951762,2628309,205326,584565,199741,278868,25872
2011:Q2,56177791,65296,603167,6231077,1712377,4617120,753559,343356,1978617,1541588,1137463,933892,134557,69014,9047226,5013464,191412,1310435,18731020,5082932,13648088,6602221,915513,14100162,268981,13520964,9888702,2653077,189559,588454,201172,283865,26352
2011:Q3,54450306,64382,735796,6249450,1684238,5080943,973943,379643,2037637,1689720,1145014,939766,137135,68113,7596805,4479485,195003,1318767,18306231,5534446,12771785,6657580,936612,14052469,264123,13474378,9834572,2702175,198079,536949,202603,288862,25106
2011:Q4,55782787,57360,817139,6359361,1711674,4961718,914032,287391,2065705,1694590,1079070,873863,138133,67074,8105486,4682635,198594,1350369,18697286,5348674,13348612,6797492,964605,14054486,262718,13472876,9785496,2756225,209424,517697,204034,293859,25033
2012:Q1,57841074,56257,839269,6445951,1648008,4774169,825047,175397,2060383,1713342,1073619,874511,135072,64036,9095129,5248609,200846,1353417,19271267,5066207,14205060,6875458,959075,14009149,260987,13425651,9717273,2745051,202936,554178,206213,295648,26863
2012:Q2,57624823,50697,794735,6516668,1598534,4950365,937323,249440,2090518,1673084,1085069,890096,131464,63509,8801388,5154536,203098,1331822,19228866,5237410,13991456,6951714,957331,13963731,256129,13381443,9649732,2790451,203076,529792,208392,297437,28722
2012:Q3,59248060,52037,792968,6542491,1645634,5065798,874120,270776,2082833,1838069,1086853,898446,128374,60033,9345721,5461902,205350,1344364,19580403,5144893,14435510,7166834,957706,13997173,252606,13416216,9597673,2850437,203578,553957,210571,299226,29125
2012:Q4,60054933,49480,924758,6687192,1749274,4983900,1058480,219486,2039302,1666632,1140833,957611,125199,58023,9390495,5545653,207602,1352602,19730293,5143779,14586514,7321380,971470,13994668,248525,13419463,9537072,2912905,205724,551012,212750,301015,25665
2013:Q1,62340434,52699,971593,6678573,1672980,4735550,1047628,136698,2031162,1520062,1122066,940976,124855,56235,10651962,5989650,209012,1366396,20443921,5275022,15168899,7469749,976283,13953368,247076,13380002,9488087,2913804,205433,557699,214979,299613,26677
2013:Q2,62985586,56511,994375,6745524,1637997,4317197,1034445,109120,1932302,1241330,1186851,1008178,124215,54458,10926957,5957640,210422,1371825,20845209,5745267,15099942,7749011,986067,13964328,243876,13393661,9449922,2960184,210187,556160,217208,298211,28580
2013:Q3,64899223,56488,1004399,6826317,1665838,4218865,1007977,145699,1883478,1181711,1176491,1000331,123530,52630,11517704,6241071,211832,1390139,21516587,5951108,15565479,8073158,1000333,14040586,239569,13476630,9456278,3030291,201086,569538,219437,296809,27578
2013:Q4,66748239,52079,1116291,6828585,1680270,3879251,780344,117393,1853864,1127650,1216039,1042539,121661,51839,12159581,6594178,213242,1407790,22275007,5876558,16398449,8301072,1024854,14224374,234960,13665317,9437049,3090468,215964,700170,221666,295407,28690
2014:Q1,68197411,52511,1143700,7018858,1676707,3936665,684548,192192,1911633,1148292,1262491,1092256,119592,50643,12840223,6793717,220115,1421148,22484379,5957156,16527223,8319259,1027637,14205229,233818,13639666,9394417,3096860,218618,706435,223336,302071,29674
2014:Q2,69697370,49794,1155753,7088921,1615152,3926127,546176,217643,1943153,1219155,1250864,1083737,117644,49483,13579606,7066144,226988,1440524,22810211,5865465,16944746,8451427,1035858,14303288,233220,13730287,9377360,3164010,226955,736956,225006,308735,31046
2014:Q3,69829744,52688,1130174,7202470,1647053,3935997,507637,265270,1962513,1200577,1278994,1115997,115461,47536,13326183,6967012,233861,1450602,22851723,6005608,16846115,8715040,1037946,14304212,230340,13728087,9381093,3242975,227500,649843,226676,315399,30386
2014:Q4,71246461,45720,1086051,7364564,1676780,3998340,605858,235109,1961540,1195833,1275813,1114730,113488,47595,13913934,7060279,240734,1472138,23102834,5954591,17148243,8966485,1042789,14370822,228396,13790447,9387257,3309540,235770,629534,228346,322063,29916
2015:Q1,72569691,44554,1178456,7597744,1642116,3987074,690268,243641,1963420,1089745,1273993,1117310,109847,46836,14268774,7280270,240793,1492391,23320846,6024291,17296555,9197108,1045572,14335767,227976,13749900,9351461,3307109,244135,616245,230950,326870,31021
2015:Q2,72810530,39448,1249814,7608800,1621363,3869956,731703,267940,1933307,937006,1240427,1087931,106436,46060,14306475,7299888,240852,1499370,23407031,6209428,17197603,9376460,1050646,14470369,224178,13882630,9387850,3377763,254284,629179,233554,331677,31884
2015:Q3,71431958,36141,1115283,7793953,1690340,4179017,898748,396731,1931589,951949,1230758,1083034,102255,45469,13168642,6793972,240911,1496968,23104454,6632800,16471654,9516765,1064754,14536093,221743,13946198,9429257,3463129,261131,556523,236158,336484,31668
2015:Q4,72605310,31884,1200274,7947207,1723637,3905715,911201,428459,1927251,638804,1206309,1062703,98694,44912,13739198,6955844,240970,1510917,23430846,6416604,17014242,9630456,1082054,14564256,220217,13971112,9492847,3400223,280613,558667,238762,341291,31636
2016:Q1,73444332,32610,1281061,8105411,1700819,3957022,947579,413173,1943384,652886,1254776,1113597,96798,44381,14062913,6964782,241776,1525600,23626782,6499786,17126996,9597922,1092859,14557719,220957,13960611,9483081,3412241,288500,534484,242305,343337,32814
2016:Q2,74323567,31300,1241243,8150606,1632907,3952618,958904,424371,2003056,566287,1256328,1117047,95523,43758,14480331,7104885,242582,1552162,23869799,6525843,17343956,9700060,1108746,14692900,220859,14093018,9535091,3476821,290474,544784,245848,345383,33640
2016:Q3,75713392,30800,1130485,8492453,1600035,3964706,971278,381743,1987769,623916,1223019,1086437,93427,43155,14849032,7357098,243388,1570048,24209278,6495077,17714201,9922873,1120177,14877979,218755,14279121,9608794,3561635,293039,566262,249391,347429,32674
2016:Q4,76020012,26270,1131126,8672785,1580196,3684196,990321,374430,1909171,410274,1199691,1064900,93482,41309,15176281,7303613,244194,1568114,24317593,6514097,17803497,9977186,1138767,14982620,217070,14384771,9658822,3636436,291257,545322,252934,349475,31304
2017:Q1,78003191,30802,1302995,8746853,1535527,3643385,967744,391705,1903499,380437,1210282,1078327,92538,39417,16020814,7726871,248200,1586233,24778823,6454899,18323924,10029769,1142637,15028776,216797,14428212,9706328,3630415,286703,550211,254555,351085,32682
2017:Q2,79266381,33902,1292908,8659911,1516022,3681512,999879,401439,1931617,348577,1216448,1085036,93352,38060,16480316,7974217,252206,1594598,25115340,6470955,18644385,10297327,1151673,15184659,219901,14578962,9773973,3682716,298603,567494,256176,352695,33101
2017:Q3,80711959,39830,1201577,8784591,1576526,3602138,923149,401114,1915117,362758,1184550,1057589,91183,35778,16932705,8332137,256212,1610315,25500100,6247980,19252120,10508895,1182383,15326205,216439,14722305,9855206,3749213,295294,564795,257797,354305,33156
2017:Q4,83027774,38974,1308166,8812104,1653069,3677138,1021130,397194,1923066,335748,1136559,1011238,90171,35150,17942840,8651047,260218,1626562,25931585,6053312,19878273,10796516,1192996,15535988,218412,14928580,9928793,3830752,299146,610471,259418,355915,33081
2018:Q1,83483458,42100,1406362,9017721,1622209,3808286,1225175,386015,1857298,339798,1126179,1002747,89190,34242,17836394,8694146,261090,1637498,25964880,6204922,19759958,10861566,1205026,15576184,219914,14963154,9965950,3819874,303118,615621,258591,357596,35520
2018:Q2,84520456,42428,1271155,9071566,1659878,3974298,1310842,430987,1895460,337009,1116226,995267,87626,33333,18117924,8795543,261962,1655465,26200095,6260361,19939734,11142373,1211543,15707332,219638,15093041,10047843,3858156,319179,610099,257764,359277,35376
2018:Q3,86182630,41778,1089445,9118439,1659098,4223031,1524780,517883,1876825,303543,1120971,1002722,86045,32204,18902875,9125143,262834,1675931,26591412,6199326,20392086,11146162,1225512,15877248,216726,15263336,10143135,3934581,316198,612485,256937,360958,36228
2018:Q4,82217725,41837,1150748,9241959,1823041,4366542,1561088,551272,1903662,350520,1115334,999429,84630,31275,16279035,7999576,263706,1659093,25812856,6771598,19041258,11218872,1245126,15999721,215967,15386114,10203915,4007042,339030,580017,256110,362639,35001
2019:Q1,87405191,41113,1229992,9411076,1947110,4318009,1674149,530570,1926181,187109,1105985,991745,83960,30280,19045655,8997789,265612,1688989,26722404,6533798,20188606,11385733,1245724,15995572,214921,15379847,10233645,3994469,324827,570079,256827,364357,36447
2019:Q2,89299536,39726,1109635,9419141,1908882,4688859,1757202,604550,1934593,392514,1111182,998605,83247,29330,19578154,9394641,267518,1702538,27149356,6589269,20560087,11676084,1253820,16170354,214293,15554237,10316869,4052047,339072,588705,257544,366075,35749
2019:Q3,89775014,39608,906438,9614941,2150020,4518032,1636213,553373,1925331,403115,1150225,1039217,82581,28427,19530530,9349523,269424,1718751,27372377,6501604,20870773,11897895,1257250,16337947,213691,15719840,10412852,4124149,336950,587628,258261,367793,36623
2019:Q4,93363624,40813,1163312,9793464,2270547,4713974,1668889,610177,1928011,506897,1147937,1038577,82088,27272,21051845,9958608,271330,1731284,27994081,6284202,21709879,11939529,1286901,16505106,212910,15886190,10480962,4192191,350162,603897,258978,369511,36495
2020:Q1,86391499,50171,1278447,10079770,2476989,4477057,1295827,557560,1906325,717345,1304281,1196354,81801,26126,16461290,8137312,273241,1733659,26750974,7254280,19496694,12078615,1289694,16570321,209972,15950102,10541360,4147821,383924,617666,259331,371198,39049
2020:Q2,93645305,43711,1534646,10611951,2781458,4179846,1073474,388468,1927064,790840,1276642,1170466,81042,25134,20145034,9434480,275152,1776109,28039379,6735793,21303586,12234373,1312523,16576787,207703,15958107,10622385,4097271,375773,602994,259684,372885,38092
2020:Q3,97291077,47663,1648250,10719019,2771667,3984620,1149562,335583,1933721,565754,1238433,1133277,80873,24283,22243970,10027017,277063,1811913,28695544,6532516,22163028,12476004,1349914,16841262,206366,16222645,10780467,4142683,364722,674736,260037,374572,37679
2020:Q4,104938007,48589,2862977,10282244,2675893,4416746,1518313,306587,1940570,651276,1261210,1156581,80499,24130,26106908,11078226,278974,1866971,29799896,5917013,23882883,12891194,1368179,17123507,202474,16508183,10919733,4184927,370694,772439,260390,376259,36591
2021:Q1,109010872,49960,3238270,10763055,2885756,3807133,1279167,201147,1899652,427167,1272486,1168880,79751,23855,28555872,11548653,280710,1854246,30199676,5853278,24346398,13174978,1380077,17321193,203171,16701355,11041045,4167218,370337,862087,260668,377955,38712
2021:Q2,113088996,48876,3601399,10578939,2932815,3243318,796347,196579,1893535,356857,1287172,1185183,78372,23617,30928606,12154771,282446,1886531,30943294,5494649,25448645,13810196,1390633,17660681,202919,17040218,11263783,4259601,371683,884205,260946,379651,37893
2021:Q3,114314200,48282,3722908,10749434,2849790,3386120,941401,106913,1833141,504665,1336393,1235915,77129,23349,30871514,12135749,284182,1897139,31021611,5627045,25394566,14592181,1418897,17965615,201911,17344490,11497297,4338066,384902,863001,261224,381347,37867
2021:Q4,118215734,45953,4064000,11052991,2944237,3145592,779645,92725,1815247,457975,1387322,1288425,75842,23056,32502629,12560533,285918,1929400,31751872,5227868,26524004,15125070,1420219,18352633,201041,17731808,11742514,4434378,423816,869598,261502,383043,36740
