date,Federal government; total financial assets,Federal government; U.S. official reserve assets,Federal government; checkable deposits and currency; asset,Federal government; total time and savings deposits; asset,Federal government; debt securities; asset,Federal government; agency- and GSE-backed securities; asset,Federal government; corporate bonds issued by commercial banking under TARP; asset,Federal government; loans; asset,Federal government; other loans and advances; asset,Federal government; total mortgages; asset,Federal government; consumer credit, student loans; asset,Federal government; corporate equities; asset,Federal government; trade receivables; asset,Federal government; total taxes receivable; asset,Federal government; total miscellaneous assets,Federal government; total liabilities,Federal government; special drawing rights (SDRs) allocations; liability,Monetary authority; SDR certificates issued by federal government; asset,Federal government; Treasury currency; liability,Federal government; debt securities; liability,Federal government; Treasury securities; liability,Federal government; marketable Treasury securities; liability,Federal government; nonmarketable Treasury securities; liability,Federal government; budget agency securities; liability,Federal government; loans; liability,Federal government; multifamily residential mortgages; liability,Federal government; other loans and advances due to federal government defined contribution retirement funds; liability,Federal government; trade payables; liability,Federal government; life insurance reserves; liability,Federal government; total miscellaneous liabilities,Federal government defined benefit retirement funds; claims of pension funds on sponsor; asset,Federal government; Paycheck Protection Program payables; liability,Federal government; miscellaneous liabilities, excluding claims of pension funds
2011:Q3,1471075,109893,58858,1802,71401,70588,813,826259,244536,108932,472791,59282,48188,151500,143892,13606452,55150,5200,25923,11276944,11251962,9588341,1663621,24982,0,0,0,223238,49498,1970499,1761744,0,208755
2011:Q4,1485428,110914,84558,1697,31884,31092,792,846279,241654,109866,494759,57823,47703,160348,144222,13969060,54219,5200,25923,11667250,11641982,9906085,1735897,25268,0,0,0,222987,49970,1943511,1718882,0,224629
2012:Q1,1501271,112491,42306,1922,2229,1462,767,899325,256502,111430,531393,48166,49040,204846,140946,14394665,54707,5200,25923,12049105,12024672,10306692,1717980,24433,0,0,0,229043,50076,1980611,1757240,0,223371
2012:Q2,1544593,113605,89511,2150,757,1,756,928298,257755,112051,558492,43628,50705,173624,142315,14620952,53593,5200,25923,12253605,12229137,10490548,1738589,24468,0,0,0,233503,50436,1998692,1772577,0,226115
2012:Q3,1563140,116305,83569,2116,660,1,659,969901,255147,112547,602207,41158,52006,156800,140625,14867263,54463,5200,25923,12503109,12478715,10723156,1755559,24394,0,0,0,229313,50381,1998874,1774541,0,224333
2012:Q4,1543462,114201,92159,2013,633,1,632,936268,202523,111497,622248,39908,50348,168468,139464,15221725,54277,5200,25923,12847828,12822949,11027944,1795005,24879,0,0,0,235820,50257,2002420,1764888,0,237532
2013:Q1,1613925,111638,79581,1594,589,1,588,983621,205097,113288,665236,38618,48726,210802,138756,15572128,52945,5200,25923,13195652,13171026,11373129,1797897,24626,0,0,0,231524,50298,2010586,1774305,0,236281
2013:Q2,1644740,111271,135382,1828,569,1,568,1001290,207545,113175,680570,37924,52014,169138,135324,15595974,53113,5200,25923,13091208,13066246,11368166,1698080,24962,12800,0,12800,240855,50481,2116394,1882617,0,233777
2013:Q3,1635779,112631,88643,1874,556,1,555,1042970,208792,114104,720074,35348,50601,164000,139156,15794156,54177,5200,25573,13143414,13118316,11563589,1554727,25098,114505,0,114505,246830,50357,2154100,1920710,0,233390
2013:Q4,1893573,109789,163029,1548,551,1,550,1208078,357091,115470,735517,35068,53603,178488,143419,16091090,54386,5200,25573,13705127,13680640,11834187,1846453,24487,0,0,0,249919,50487,2000398,1751191,0,249207
2014:Q1,1999584,109286,142571,1521,549,1,548,1288470,395968,115952,776550,34930,55443,220650,146164,16364064,54585,5200,25573,13954551,13930548,12098504,1832044,24003,0,0,0,250102,50467,2023586,1775190,0,248396
2014:Q2,1953372,110123,139261,1840,530,1,529,1271248,362913,116537,791798,34660,56108,188775,150827,16332736,54594,5200,25573,13911001,13886966,12047511,1839455,24035,0,0,0,250728,50605,2035035,1784014,0,251021
2014:Q3,1828242,103748,160162,1900,530,1,529,1167442,217151,117271,833020,33601,45591,161700,153568,16551043,52358,5200,25323,14141265,14117408,12255772,1861636,23857,0,0,0,249046,50911,2026940,1776213,0,250727
2014:Q4,1901092,97964,226346,2226,530,1,529,1181648,218206,117194,846248,33431,48449,154848,155650,16807707,51166,5200,25323,14441054,14416680,12480854,1935826,24374,0,0,0,246825,51257,1986882,1727821,0,259061
2015:Q1,1873757,88721,104427,2020,530,1,529,1223681,218339,118060,887282,33321,50226,210361,160470,16963357,48718,5200,25323,14458989,14434858,12606703,1828155,24131,60920,0,60920,261280,50736,2052191,1797339,0,254852
2015:Q2,2010319,89475,258526,1863,510,1,509,1239729,220419,117947,901363,33467,50549,171391,164809,17031060,49668,5200,25323,14378051,14353401,12670654,1682747,24650,127565,0,127565,259956,50967,2134330,1882263,0,252067
2015:Q3,1994399,89177,202597,2078,493,1,492,1271966,218476,116943,936547,33417,49754,177400,167517,17172871,49574,5200,24772,14400815,14376720,12812842,1563878,24095,199915,0,199915,263679,50822,2178094,1925736,0,252358
2015:Q4,2154569,86912,338078,1764,493,1,492,1287708,221563,116480,949665,33407,61156,175142,169909,17555197,48938,5200,24772,15165626,15141072,13168996,1972076,24554,0,0,0,261366,51149,1998146,1732272,0,265874
2016:Q1,2225596,87957,317571,1816,493,1,492,1326434,219304,117381,989749,33407,63889,219050,174979,17838550,49753,5200,24772,15401755,15377316,13407102,1970214,24439,0,0,0,279131,51050,2026889,1762887,0,264002
2016:Q2,2260717,88073,366932,1931,493,1,492,1334406,215936,117334,1001136,33377,62992,194555,177958,17865015,49401,5200,24772,15409707,15385151,13391647,1993504,24556,0,0,0,281089,51245,2043601,1777741,0,265860
2016:Q3,2278149,89952,355655,1838,493,1,492,1367961,213815,117493,1036653,33357,63942,184700,180251,18122137,49294,5200,24222,15668297,15643934,13621965,2021969,24363,0,0,0,282478,51261,2041385,1775686,0,265699
2016:Q4,2352866,86815,404037,1536,493,1,492,1385595,216636,119666,1049293,33347,64943,193234,182866,18415451,47476,5200,24222,16008291,15983832,13880222,2103610,24459,0,0,0,290741,51263,1988258,1710130,0,278128
2017:Q1,2135972,87687,96826,1242,493,1,492,1421261,215595,118631,1087035,33348,63215,244393,187507,18473981,47918,5200,24222,15897987,15873759,13923005,1950754,24228,107638,0,107638,294426,50978,2045612,1769883,0,275729
2017:Q2,2171937,90244,184751,1337,493,1,492,1431475,214473,118721,1098281,33218,65951,178416,186052,18526462,49138,5200,24222,15822700,15798309,13965794,1832515,24391,141428,0,141428,300614,50851,2132309,1858711,0,273598
2017:Q3,2216879,91767,162903,1493,493,1,492,1467605,213354,120674,1133577,33208,66649,203800,188961,18733164,49912,5200,23972,16255106,16230738,14156063,2074675,24368,12045,0,12045,306027,51013,2029889,1754358,0,275531
2017:Q4,2549761,90974,231954,1921,493,1,492,1481377,215956,119842,1145579,33208,65017,451061,193756,19043953,50294,5200,23972,16455261,16430866,14434589,1996277,24395,151678,0,151678,308225,51090,1998233,1711008,0,287225
2018:Q1,2693613,93116,291767,1843,493,1,492,1518630,216736,120261,1181633,33198,67852,490577,196137,19551818,51344,5200,23972,17070617,17045955,14894690,2151265,24662,0,0,0,334413,51194,2015078,1728263,0,286815
2018:Q2,2720628,93043,336633,1909,493,1,492,1530454,217607,121215,1191632,33198,68952,453879,202067,19619036,49674,5200,23972,17114196,17090685,14933718,2156967,23511,0,0,0,335422,51040,2039532,1751432,0,288100
2018:Q3,2815468,91943,388391,2055,493,1,492,1564542,218199,121972,1224371,33178,72686,456700,205480,19959270,49274,5200,23706,17440621,17417799,15227623,2190176,22822,0,0,0,360115,51221,2029133,1741914,0,287219
2018:Q4,2860310,93893,405904,2048,493,1,492,1580459,220990,123197,1236272,33178,75420,460167,208748,20358441,49117,5200,23706,17865026,17842086,15566216,2275870,22940,0,0,0,382266,51284,1981842,1680982,0,300860
2019:Q1,2875993,93595,337874,2081,493,1,492,1619149,225639,123939,1269571,33178,75820,503066,210737,20732608,49027,5200,23706,17928466,17906265,15888708,2017557,22201,215313,0,215313,415070,51793,2044033,1746923,0,297110
2019:Q2,2772637,96416,266995,2328,493,1,492,1626173,227136,120690,1278347,33178,77356,455932,213766,20751309,49096,5200,23706,17836285,17814288,15884286,1930002,21997,216736,0,216736,420983,51690,2147613,1850205,0,297408
2019:Q3,2855092,96226,386029,2647,493,1,492,1661773,227305,123480,1310988,33178,75825,383700,215221,21200205,48146,5200,23166,18593136,18571681,16303690,2267991,21455,23097,0,23097,413683,52098,2041679,1743088,0,298591
2019:Q4,2884192,97783,407211,2312,493,1,492,1673951,230899,123807,1319245,33178,73524,379992,215748,21576697,48835,5200,23166,19039898,19018687,16628907,2389780,21211,0,0,0,418287,52181,1989130,1673932,0,315198
2020:Q1,3056242,96360,518948,1915,493,1,492,1703379,227447,125334,1350598,33178,73364,409891,218714,22108639,48199,5200,23166,19539608,19518424,17115829,2402595,21184,0,0,0,416157,52034,2024275,1710835,0,313440
2020:Q2,4550180,102151,1725416,2071,493,1,492,1824411,341913,126724,1355774,33178,80559,448082,333819,25143173,48584,5200,23166,22391682,22370663,19867035,2503628,21019,0,0,0,405613,52024,2216904,1747683,158525,310696
2020:Q3,4699262,106536,1784872,1649,493,1,492,1913073,407941,125721,1379411,33178,81638,441900,335923,25906099,49709,5200,23126,22920579,22900428,20340181,2560247,20151,0,0,0,422581,52363,2432541,1738078,383700,310763
2020:Q4,4665154,111681,1732079,981,493,1,492,1927172,419033,127151,1380988,33178,84852,436982,337736,26554990,50864,5200,23126,23621060,23600853,20946158,2654695,20207,0,0,0,435466,52371,2366903,1678555,364715,323633
2021:Q1,4074810,106996,1117106,9851,493,1,492,1964831,426482,128239,1410110,33168,92071,471485,278809,26870699,50050,5200,23126,23962809,23942982,21347365,2595617,19827,0,0,0,452009,52655,2324850,1711872,290797,322181
2021:Q2,3714447,108104,855708,1251,493,1,492,1979459,436062,129471,1413926,33168,93364,373613,269287,27193185,50375,5200,23126,24321359,24301533,21699043,2602490,19826,0,0,0,469360,51807,2271958,1726445,219772,325741
2021:Q3,3389716,218698,219111,1747,493,1,492,2055575,487645,131519,1436411,33168,96030,507800,257094,27391688,161826,5200,23006,24269411,24249910,21846135,2403775,19501,180557,0,180557,484025,52742,2214921,1764811,121522,328588
2021:Q4,3620115,219983,409965,2371,493,1,492,2105181,534959,133144,1437078,33158,97030,498800,253134,28049628,160760,5200,23006,25304484,25284697,22557536,2727161,19787,9862,0,9862,503406,52648,1990262,1618663,26519,345080
