1947:Q1,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1947:Q2,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1947:Q3,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1947:Q4,3595,3534,-20,0,81,3595,3479,0,0,0,-9,159,-16,0,0,0,0,-16,0,-18
1948:Q1,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1948:Q2,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1948:Q3,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1948:Q4,2543,2457,-7,0,93,2543,2201,0,0,0,6,271,44,0,0,0,0,44,0,21
1949:Q1,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1949:Q2,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1949:Q3,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1949:Q4,2981,2860,23,0,98,2981,2594,0,0,0,65,152,28,0,0,0,0,28,0,142
1950:Q1,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1950:Q2,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1950:Q3,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1950:Q4,2743,2574,20,0,149,2743,2365,0,0,0,8,101,42,0,0,0,0,42,0,227
1951:Q1,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1951:Q2,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1951:Q3,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1974:Q2,21923,20659,189,-14,1089,21923,16500,858,388,470,-144,1750,883,429,296,143,0,15,0,2076
1974:Q3,11224,10635,529,25,35,11224,6094,207,-134,341,44,-240,1238,458,190,576,0,14,0,3881
1974:Q4,18853,17688,324,21,820,18853,10713,1657,1419,238,-13,2616,1644,626,170,834,0,14,0,2236
1975:Q1,27338,25301,179,75,1783,27338,27577,-610,-703,93,173,-1422,1526,538,268,706,0,14,0,94
1975:Q2,21884,19518,500,76,1790,21884,18624,2284,2197,87,-158,-446,752,656,-123,206,0,13,0,828
1975:Q3,17189,15465,964,83,677,17189,15220,2403,2334,69,158,-1001,125,681,-346,-224,0,14,0,284
1975:Q4,22832,19774,1741,84,1233,22832,20077,-107,-162,55,-78,895,1795,622,-171,-169,0,13,1500,250
1976:Q1,29874,28601,-614,-7,1894,29874,28641,933,815,118,48,1333,313,641,-106,-434,0,12,200,-1394
1976:Q2,22382,20350,360,-10,1682,22382,23206,1613,1402,211,104,-2902,796,551,68,-36,0,13,200,-435
1976:Q3,20230,19073,372,65,720,20230,20125,-443,-885,442,-154,992,445,450,-78,-139,0,12,200,-735
1976:Q4,35169,33350,264,66,1489,35169,26650,3952,3321,631,161,2676,1065,543,93,-43,0,12,460,665
1977:Q1,38388,35595,276,247,2270,38388,35929,-367,-828,461,-141,2688,831,661,-50,-32,0,12,240,-552
1977:Q2,24405,21811,330,300,1964,24405,20319,1875,1335,540,220,-1028,1562,734,303,114,0,11,400,1457
1977:Q3,29148,27374,134,245,1395,29148,25584,1345,607,738,-50,2370,1268,787,82,-13,0,12,400,-1369
1977:Q4,31880,28483,1476,214,1707,31880,20096,6457,5559,898,118,2940,1474,823,-67,237,0,11,470,795
1978:Q1,37824,33820,902,389,2713,37824,29318,162,-376,538,-188,4154,2695,948,342,865,0,10,530,1683
1978:Q2,24928,21919,511,513,1985,24928,21047,968,306,662,361,-562,2351,998,285,457,0,11,600,763
1978:Q3,29865,26836,1979,392,658,29865,23960,-148,-1120,972,-105,2826,3102,919,393,980,0,10,800,230
1978:Q4,28585,24728,3029,273,555,28585,18034,5139,3916,1223,-4,1666,2177,1151,-82,363,0,10,735,1573
1979:Q1,28580,26348,238,114,1880,28580,22621,-677,-2156,1479,-7,2955,3244,1067,393,1609,0,10,165,444
