date,State and local governments; total financial assets,State and local governments; checkable deposits and currency; asset,State and local governments; total time and savings deposits; asset,State and local governments; money market fund shares; asset,State and local governments; security repurchase agreements; asset,State and local governments; debt securities; asset,State and local governments; commercial paper; asset,State and local governments; Treasury securities, including SLGS; asset,State and local governments; agency- and GSE-backed securities; asset,State and local governments; municipal securities; asset,State and local governments; corporate and foreign bonds; asset,State and local governments; total mortgages; asset,State and local governments; corporate equities; asset,State and local governments; mutual fund shares; asset,State and local governments; trade receivables; asset,State and local governments; taxes receivable; asset,State and local governments; unidentified miscellaneous assets,State and local governments; total liabilities,State and local governments; municipal securities; liability,State and local governments; short-term municipal securities; liability,State and local governments; long-term municipal securities; liability,State and local governments; U.S. government loans; liability,State and local governments; trade payables; liability,State and local government employee defined benefit retirement funds; claims of pension fund on sponsor; asset
1953:Q4,25598,7766,1957,0,175,12151,0,9342,516,2293,0,492,0,0,2203,457,397,64661,35012,1948,33064,774,2158,26717
1954:Q1,25886,8106,2283,0,-216,12333,0,9402,547,2384,0,514,0,0,2155,444,267,66739,36516,2137,34379,670,2298,27255
1954:Q2,26147,8059,2335,0,0,12475,0,9466,568,2441,0,538,0,0,2161,458,121,68580,37866,2033,35833,477,2441,27796
1954:Q3,26790,7131,2438,0,1006,12706,0,9638,600,2468,0,561,0,0,2259,477,212,70880,39376,2192,37184,453,2589,28462
1954:Q4,27421,8137,2419,0,172,12915,0,9789,659,2467,0,582,0,0,2378,503,315,72971,40663,2058,38605,439,2738,29131
1955:Q1,27746,8085,2377,0,402,13166,0,9978,732,2456,0,599,0,0,2386,518,213,75380,42155,2163,39992,447,2896,29882
1955:Q2,28216,8539,2452,0,0,13467,0,10248,764,2455,0,613,0,0,2478,526,141,77403,43267,1975,41292,438,3057,30641
1955:Q3,29019,7665,2313,0,1136,13760,0,10550,747,2463,0,626,0,0,2686,520,313,79695,44668,2177,42491,441,3220,31366
1955:Q4,29841,8156,2356,0,721,14091,0,10936,676,2479,0,641,0,0,2863,544,469,81628,45697,2086,43611,451,3384,32096
1956:Q1,30012,8259,2508,0,563,14308,0,11198,615,2495,0,657,0,0,2832,494,391,83789,46932,2242,44690,458,3553,32846
1956:Q2,30417,8878,2509,0,0,14662,0,11531,628,2503,0,671,0,0,2928,478,291,85895,47853,2093,45760,460,3726,33856
1956:Q3,30994,7163,2347,0,1878,14963,0,11779,685,2499,0,690,0,0,3035,452,466,88327,49038,2285,46753,495,3900,34894
1956:Q4,31483,7628,2400,0,1292,15226,0,11988,758,2480,0,721,0,0,3127,556,533,90397,49862,2180,47682,519,4076,35940
1957:Q1,31347,7558,2584,0,1118,15297,0,12017,815,2465,0,762,0,0,3095,554,379,92521,50925,2330,48595,576,4262,36758
1957:Q2,31268,8561,2723,0,0,15309,0,12006,829,2474,0,814,0,0,3083,556,222,94414,51836,2164,49672,578,4451,37549
1957:Q3,31508,6419,2742,0,2242,15169,0,11867,788,2514,0,871,0,0,3138,551,376,96828,53192,2411,50781,644,4642,38350
1957:Q4,31835,7018,2783,0,1820,14989,0,11660,739,2590,0,923,0,0,3238,524,540,99133,54369,2355,52014,670,4839,39255
1958:Q1,31477,6644,3433,0,1758,14687,0,11326,695,2666,0,975,0,0,3108,552,320,101817,55829,2566,53263,721,5042,40225
1958:Q2,31612,7830,4114,0,0,14770,0,11395,670,2705,0,1026,0,0,3178,569,125,104442,56972,2450,54522,758,5249,41463
1958:Q3,32050,6112,3735,0,2093,14835,0,11471,641,2723,0,1079,0,0,3345,605,246,107383,58513,2748,55765,817,5464,42589
1958:Q4,32458,6808,3589,0,1417,14961,0,11627,597,2737,0,1135,0,0,3499,588,461,110044,59819,2770,57049,850,5685,43690
1959:Q1,32668,7908,3589,0,204,15155,0,11848,562,2745,0,1196,0,0,3569,558,489,111802,61397,3033,58364,875,5912,43618
1959:Q2,33194,8083,3647,0,0,15485,0,12165,573,2747,0,1263,0,0,3686,578,452,113375,62655,2983,59672,938,6139,43643
1959:Q3,33699,7734,3177,0,998,15691,0,12375,578,2738,0,1329,0,0,3748,561,461,115469,64594,3544,61050,981,6363,43531
1959:Q4,34609,8479,3179,0,576,16102,0,12842,546,2714,0,1390,0,0,3875,536,472,116782,65661,3173,62488,1035,6581,43505
1960:Q1,35434,9070,3348,0,154,16424,0,13200,536,2688,0,1442,0,0,3961,572,463,119881,67248,3323,63925,1073,6803,44757
1960:Q2,36145,9042,3748,0,0,16807,0,13511,622,2674,0,1485,0,0,4022,572,469,122629,68353,3154,65199,1171,7033,46072
1960:Q3,36838,8692,4036,0,155,17256,0,13775,793,2688,0,1529,0,0,4112,557,501,126009,69924,3548,66376,1250,7266,47569
1960:Q4,37237,8466,4557,0,-176,17536,0,13739,1050,2747,0,1582,0,0,4214,535,523,128567,70971,3457,67514,1240,7501,48855
1961:Q1,37441,7873,4883,0,79,17674,0,13581,1287,2806,0,1643,0,0,4211,519,559,131444,72420,3820,68600,1290,7749,49985
1961:Q2,37951,7732,5266,0,0,17886,0,13946,1116,2824,0,1712,0,0,4293,525,537,133987,73250,3483,69767,1403,7992,51342
1961:Q3,38662,7540,5242,0,556,18071,0,13790,1474,2807,0,1783,0,0,4413,555,502,137440,75018,3875,71143,1441,8237,52744
1961:Q4,39636,8438,5465,0,-55,18285,0,14002,1520,2763,0,1849,0,0,4521,625,508,140533,76349,3693,72656,1466,8496,54222
1962:Q1,40189,8262,6087,0,41,18222,0,13976,1534,2712,0,1914,0,0,4529,619,515,141660,78037,3901,74136,1551,8754,53318
1962:Q2,40991,8483,6341,0,0,18516,0,14220,1617,2679,0,1979,0,0,4587,624,461,142827,79203,3735,75468,1712,9012,52900
1962:Q3,41971,8143,6115,0,912,18931,0,14581,1708,2642,0,2042,0,0,4766,642,420,143848,80552,3680,76872,1764,9276,52256
1962:Q4,43020,8530,6450,0,466,19597,0,15157,1867,2573,0,2100,0,0,4844,652,381,145017,81800,3682,78118,1970,9543,51704
1963:Q1,43974,8408,7309,0,-1,20170,0,16107,1570,2493,0,2154,0,0,4879,650,405,147575,82976,3508,79468,2031,9820,52748
1963:Q2,44698,8576,7466,0,0,20457,0,16398,1625,2434,0,2202,0,0,4950,667,380,150495,84724,3946,80778,2052,10099,53620
1963:Q3,45631,7950,7458,0,1004,20802,0,16966,1450,2386,0,2249,0,0,5100,691,377,153131,85899,4005,81894,2154,10389,54689
1963:Q4,46527,9466,8093,0,-745,21050,0,16314,2402,2334,0,2297,0,0,5308,730,328,155729,87040,4128,82912,2203,10685,55801
1964:Q1,46969,9816,8361,0,-943,21067,0,16504,2282,2281,0,2353,0,0,5241,788,286,158150,88177,4162,84015,2199,10986,56788
1964:Q2,47811,8979,8680,0,0,21265,0,16446,2576,2243,0,2413,0,0,5350,845,279,161343,89948,4695,85253,2274,11298,57823
1964:Q3,49089,8962,8887,0,344,21766,0,16793,2748,2225,0,2471,0,0,5554,812,293,164883,91760,5092,86668,2372,11614,59137
1964:Q4,50717,10728,9812,0,-1758,22488,0,17333,2932,2223,0,2524,0,0,5840,774,309,168186,93160,4889,88271,2464,11933,60629
1965:Q1,51726,9817,10450,0,-848,22816,0,17597,2998,2221,0,2574,0,0,5903,744,270,171315,94661,4689,89972,2523,12258,61873
1965:Q2,53178,9525,10573,0,0,23272,0,17987,3078,2207,0,2622,0,0,6070,834,282,175552,96858,5309,91549,2655,12596,63443
1965:Q3,54926,9243,11049,0,539,23988,0,18760,3039,2189,0,2667,0,0,6291,830,319,179597,98905,5712,93193,2719,12951,65022
1965:Q4,56894,10151,12186,0,-708,24791,0,19524,3100,2167,0,2713,0,0,6603,851,307,183189,100397,5507,94890,2777,13314,66701
1966:Q1,58101,10473,12244,0,-265,25074,0,19835,3098,2141,0,2758,0,0,6616,892,309,186785,101842,5275,96567,2823,13684,68436
1966:Q2,59433,10625,12634,0,0,25328,0,20346,2863,2119,0,2805,0,0,6750,917,374,191604,104141,6051,98090,2910,14062,70491
1966:Q3,60086,9614,12761,0,1708,24967,0,20248,2607,2112,0,2848,0,0,6975,836,377,195629,105524,6236,99288,3207,14447,72451
1966:Q4,60981,10691,13462,0,805,24583,0,20097,2361,2125,0,2888,0,0,7244,856,452,199283,106633,6168,100465,3404,14849,74397
1967:Q1,61494,10771,15000,0,20,24322,0,20115,2074,2133,0,2922,0,0,7112,890,457,202480,107874,6067,101807,3414,15266,75926
1967:Q2,62388,10821,15668,0,0,24265,0,20003,2126,2136,0,2948,0,0,7256,932,498,207075,110195,7010,103185,3464,15685,77731
1967:Q3,63330,10659,15458,0,959,24466,0,20033,2306,2127,0,2975,0,0,7459,886,468,211479,112319,7826,104493,3570,16104,79486
1967:Q4,64451,11427,15892,0,256,24618,0,19742,2751,2125,0,3003,0,0,7822,981,452,215202,113793,8000,105793,3579,16536,81294
1968:Q1,65595,10738,16380,0,869,25247,0,19320,3842,2085,0,3044,0,0,7742,1104,471,221327,115278,8074,107204,3636,16983,85430
1968:Q2,66961,11587,16522,0,200,25925,0,19303,4478,2144,0,3090,0,0,8025,1148,464,227172,117323,8427,108896,3835,17448,88566
1968:Q3,68607,9722,17432,0,1369,27059,0,19514,5396,2149,0,3141,0,0,8388,1096,400,233316,119319,8102,111217,3878,17922,92197
1968:Q4,70354,10766,19110,0,-1273,28254,0,19926,6157,2171,0,3195,0,0,8769,1166,367,240254,122132,8143,113989,3993,18407,95722
1969:Q1,72126,10527,18276,0,-160,29833,0,20432,7206,2195,0,3243,0,0,8842,1241,324,248679,125803,9006,116797,4130,18903,99843
1969:Q2,73616,10747,16690,0,1300,30816,0,20956,7608,2252,0,3302,0,0,9173,1286,302,256865,129343,10082,119261,4205,19411,103906
1969:Q3,74798,10300,13572,0,4858,31613,0,21751,7607,2255,0,3432,0,0,9543,1191,289,264116,132054,10721,121333,4271,19922,107869
1969:Q4,76308,12645,13220,0,2599,32751,0,23007,7508,2236,0,3652,0,0,10008,1176,257,270781,133518,10909,122609,4739,20431,112093
1970:Q1,77252,11529,14934,0,2010,33226,0,23963,7055,2208,0,4078,0,0,9991,1228,256,276625,135658,11218,124440,4698,20953,115316
1970:Q2,78481,12140,17148,0,0,33293,0,24366,6633,2294,0,4187,0,0,10184,1271,258,284992,138998,12155,126843,4572,21484,119938
1970:Q3,79436,9980,19896,0,1073,32322,0,23868,6158,2296,0,4353,0,0,10351,1232,229,290193,141582,12261,129321,4766,22045,121800
1970:Q4,80644,11678,23225,0,-1416,30500,0,22940,5176,2384,0,4569,0,0,10630,1241,217,297335,145501,13252,132249,4816,22618,124400
1971:Q1,81771,11873,26179,0,-1819,28406,0,22010,4033,2363,0,4875,0,0,10701,1350,206,307911,149746,14386,135360,4909,23200,130056
1971:Q2,83949,12293,26221,0,0,27522,0,21890,3301,2331,0,5031,0,0,10839,1788,255,319831,153966,15210,138756,4841,23796,137228
1971:Q3,86603,11630,26926,0,1901,27283,0,21848,3150,2285,0,5358,0,0,11062,2118,325,331835,157875,15820,142055,5090,24395,144475
1971:Q4,89908,12662,30384,0,-863,27723,0,22587,3004,2132,0,5648,0,0,11559,2487,308,343261,161566,15735,145831,5181,25012,151502
1972:Q1,93293,12115,31820,0,-63,28518,0,23279,3235,2004,0,5983,0,0,11582,3005,333,355347,165681,16206,149475,5448,25638,158580
1972:Q2,97160,12586,33110,0,0,29505,0,23584,4197,1724,0,6386,0,0,11785,3453,335,367387,169065,15722,153343,5145,26259,166918
1972:Q3,101603,11915,33400,0,2314,30972,0,24150,4885,1937,0,6673,0,0,12291,3748,290,379740,172476,15926,156550,5271,26891,175102
1972:Q4,107213,13430,37161,0,-952,33054,0,24896,6325,1833,0,7035,0,0,13013,4266,206,390348,175184,15787,159397,5526,27547,182091
1973:Q1,112404,11867,40149,0,-346,35173,0,25424,7691,2058,0,7313,0,0,13297,4743,208,394782,179246,16164,163082,4797,28217,182522
1973:Q2,118069,12927,40734,0,0,37351,0,25889,9409,2053,0,7556,0,0,14058,5228,215,399042,182295,15879,166416,4555,28895,183297
1973:Q3,123495,11315,42737,0,1706,39309,0,26152,11195,1962,0,8002,0,0,14726,5465,235,401244,185754,16180,169574,4971,29591,180928
1973:Q4,129827,13217,44385,0,497,41085,0,26065,12958,2062,0,8735,0,0,15840,5890,178,408515,189863,16102,173761,4916,30318,183418
1974:Q1,134750,11471,45961,0,2748,42739,0,26102,14593,2044,0,9188,0,0,16116,6409,118,418944,193783,16055,177728,4974,31089,189098
1974:Q2,139321,13790,47711,0,0,44091,0,25809,15834,2448,0,9652,0,0,16846,7087,144,431484,197783,16663,181120,4781,31913,197007
1974:Q3,142509,11289,47471,0,3331,45205,0,26258,16412,2535,0,10095,0,0,17457,7485,176,447428,201380,18296,183084,5173,32766,208109
1974:Q4,139816,13150,50087,0,-1259,45153,0,26523,16044,2586,0,11205,0,0,13802,7554,124,455271,202621,18811,183810,5592,33640,213418
1975:Q1,140672,11930,48665,0,953,45880,0,26991,16327,2562,0,11754,0,0,13581,7800,109,460786,204056,19042,185014,5688,34575,216467
1975:Q2,142434,12963,48219,0,0,46812,0,26734,17610,2468,0,12202,0,0,13772,8372,94,467447,206992,19786,187206,5678,35497,219280
1975:Q3,145456,11473,47218,0,1946,48888,0,27183,18506,3199,0,12500,0,0,14447,8892,92,480257,208694,18071,190623,5793,36449,229321
1975:Q4,147805,13626,48113,0,-2080,50958,0,27783,18206,4969,0,12812,0,0,15191,9133,52,491225,213578,18552,195026,5781,37443,234423
1976:Q1,152548,10936,49446,0,-1515,56130,0,31610,18389,6131,0,12752,0,0,15055,9733,11,491773,216975,17019,199956,7040,38467,229291
1976:Q2,156970,12336,46544,0,0,58806,0,33077,18729,7000,0,13221,0,0,15648,10301,114,496999,225736,18777,206959,5733,39465,226065
1976:Q3,162565,11514,47536,0,572,62629,0,35536,19745,7348,0,13607,0,0,16158,10384,165,500726,228642,17801,210841,6970,40452,224662
1976:Q4,170641,12666,50212,0,-1875,67941,0,40241,20359,7341,0,14062,0,0,16917,10577,141,503394,230013,14485,215528,7817,41437,224127
1977:Q1,180125,11196,52900,0,-1354,74660,0,43626,23950,7084,0,14217,0,0,17252,11109,145,513671,230963,11159,219804,8159,42458,232091
1977:Q2,189908,12684,51872,0,0,81550,0,49779,24830,6941,0,13996,0,0,17845,11885,76,525571,240472,13385,227087,6118,43509,235472
1977:Q3,200855,11626,54242,0,715,89639,0,55880,26402,7357,0,14283,0,0,18278,12066,6,538194,244799,13033,231766,7334,44563,241498
1977:Q4,211047,13740,57182,0,-1970,95988,0,61363,26705,7920,0,14617,0,0,19261,12242,-13,547608,248143,11570,236573,8022,45629,245814
1978:Q1,224044,11463,61336,0,-1382,105748,0,68774,28415,8559,0,15174,0,0,19667,12054,-16,563059,255832,9887,245945,8307,46700,252220
1978:Q2,237823,12958,60774,0,0,114987,0,73601,33040,8346,0,15758,0,0,20539,12774,33,576664,268370,11430,256940,6464,47870,253960
1978:Q3,249941,11900,63600,0,479,123414,0,80665,34581,8168,0,16288,0,0,21163,12989,108,590583,278386,11898,266488,6461,49080,256656
1978:Q4,265071,13812,65266,0,2158,130413,0,83680,39495,7238,0,17116,0,0,22572,13603,131,609441,289135,12154,276981,6466,50326,263514
1979:Q1,278187,11426,68221,0,3783,138962,0,89510,42995,6457,0,18216,0,0,23021,14367,191,623056,295363,10970,284393,6481,51548,269664
1979:Q2,286744,12545,64937,0,8000,142216,0,89331,46504,6381,0,19575,0,0,24027,15215,229,638232,302887,11801,291086,6648,52845,275852
1979:Q3,296717,11701,65287,0,10528,146734,0,90086,50211,6437,0,21269,0,0,25158,15768,272,654886,310578,13424,297154,6551,54203,283554
1979:Q4,307914,13611,64251,0,11781,151605,0,85460,59357,6788,0,23575,0,0,26463,16440,188,671381,315554,13131,302423,6662,55615,293550
1980:Q1,313195,11297,66165,0,14013,150796,0,82029,61731,7036,0,25601,0,0,26878,18236,209,678256,319378,11846,307532,6714,57082,295082
1980:Q2,316501,12643,62481,0,17500,150167,0,82477,60336,7354,0,28113,0,0,26900,18543,154,679924,325729,13147,312582,6779,58546,288870
1980:Q3,325694,11602,61154,0,20253,154863,0,87987,59467,7409,0,30873,0,0,27613,19208,128,686888,332297,14621,317676,7138,60010,287443
1980:Q4,334784,13041,62510,0,16997,160051,0,93322,59721,7008,0,33357,0,0,29217,19489,122,693692,336848,14868,321980,7586,61506,287752
1981:Q1,342887,10357,64463,0,17135,165089,0,97651,60564,6874,0,35554,0,0,30482,19586,221,710945,341667,15122,326545,7813,63091,298374
1981:Q2,350415,11522,61615,0,16301,172885,0,103545,62628,6712,0,37793,0,0,31017,19012,270,727326,346762,15562,331200,8570,64649,307345
1981:Q3,359359,10155,62279,0,17315,180107,0,106929,66253,6925,0,39547,0,0,31069,18555,332,753286,356158,17057,339101,8469,66215,322444
1981:Q4,365008,11588,64878,0,13661,184539,0,108315,69085,7139,0,41039,0,0,31551,17547,205,769369,363230,16006,347224,8824,67828,329487
1982:Q1,372087,9498,69492,0,11896,190046,0,116685,65763,7598,0,42173,0,0,31190,17604,188,790776,371040,15228,355812,9068,69447,341221
1982:Q2,382979,10768,68118,0,13450,197351,0,125500,64250,7601,0,43194,0,0,31687,18239,172,814973,383029,19038,363991,9606,71099,351239
1982:Q3,390495,9514,70277,0,14701,200318,0,122791,69922,7605,0,44602,0,0,32091,18747,245,831307,393578,22112,371466,9653,72783,355293
1982:Q4,399641,10390,70885,0,16086,203835,0,126272,70180,7383,0,46278,0,0,32899,19072,196,847018,403983,22737,381246,9791,74509,358735
1983:Q1,409028,8626,71915,0,18517,210438,0,132180,70582,7551,125,47885,0,0,32231,19271,145,854590,411681,19704,391977,10033,76249,356627
1983:Q2,424816,10543,68292,0,23422,218814,0,140253,71057,7254,250,49755,0,0,32688,20873,429,866753,428044,21554,406490,10350,77999,350360
1983:Q3,433905,8395,66910,0,30795,221197,0,142844,70347,7506,500,51647,0,0,32866,21565,530,888752,439293,21548,417745,10703,79804,358952
1983:Q4,449114,10129,67418,0,32665,228232,0,149223,70054,7955,1000,54164,0,0,34398,21814,294,908307,450209,21256,428953,10900,81623,365575
1984:Q1,464975,12166,66193,0,36581,235384,0,153510,71639,8454,1781,56580,0,0,35090,22538,443,926829,460827,18502,442325,10713,83503,371786
1984:Q2,484084,14730,66176,0,40000,242906,0,159581,71707,8743,2875,59363,0,0,36415,23174,1320,947859,477008,18960,458048,11000,85435,374416
1984:Q3,504038,12672,69751,0,48267,250054,0,161925,75416,8682,4031,61772,0,0,36765,22591,2166,962240,493057,18439,474618,11941,87428,369814
1984:Q4,520672,15759,70822,0,53122,254581,0,165993,74572,9016,5000,64399,0,0,37508,22783,1698,978672,494993,17600,477393,18641,89461,375577
1985:Q1,553850,13326,76954,0,58548,275609,0,176228,84887,8650,5844,66455,0,0,37683,23998,1277,1007403,516139,14750,501389,21106,91551,378607
1985:Q2,587507,16995,75177,0,67216,294288,0,190544,88968,8151,6625,68591,0,0,38424,25124,1692,1038313,539249,14983,524266,24367,93724,380973
1985:Q3,608960,15356,76708,0,73614,304309,0,196949,90871,9145,7344,71191,0,0,38725,26210,2847,1080393,563703,19920,543783,25535,95945,395210
1985:Q4,701837,17182,79215,0,74128,381358,0,258670,105083,9605,8000,74207,0,0,41283,26775,7689,1158980,651111,20528,630583,26820,98210,382839
1986:Q1,708756,14939,81490,0,74379,384570,0,263205,102965,9822,8578,78819,0,0,39252,27361,7946,1157327,653141,19139,634002,26942,100548,376696
1986:Q2,741742,20299,79609,0,75637,407512,0,292695,95669,10086,9062,81696,0,0,39528,28285,9176,1189091,684072,23362,660710,27050,102911,375058
1986:Q3,754102,16969,78209,0,81473,414679,0,292579,102273,10312,9515,83742,86,0,40386,28568,9990,1222858,700113,20400,679713,26999,105315,390431
1986:Q4,784607,20364,78130,0,78977,439805,0,315727,103663,10415,10000,86005,219,0,42216,29509,9382,1241426,724873,20402,704471,27257,107724,381572
1987:Q1,808696,16421,80922,0,81673,458556,0,344782,92814,10444,10516,89436,367,0,42807,29269,9245,1241395,753356,18678,734678,27066,110188,350785
1987:Q2,824653,19951,79244,0,85191,464356,0,348605,94242,10446,11063,92299,500,0,43037,30420,9655,1256620,770823,12717,758106,25175,112681,347941
1987:Q3,840293,17902,77980,0,90656,474883,86,352819,100018,10381,11579,93273,609,0,43964,30488,10538,1281283,795600,16238,779362,25348,115227,345108
1987:Q4,866422,21392,80555,0,90908,488946,219,357626,108896,10205,12000,94697,687,0,45983,29993,13261,1354761,817678,19574,798104,24898,117813,394372
1988:Q1,871678,23833,84063,0,88141,495281,367,367029,105533,10039,12313,96036,796,0,46643,30367,6518,1360694,826823,18145,808678,24190,120427,389254
1988:Q2,881648,28324,79685,0,92201,497328,500,363439,110888,10000,12501,96714,1000,0,47514,31655,7227,1374518,838042,16253,821789,23300,123119,390057
1988:Q3,890299,26963,81069,0,92776,503848,609,355855,124609,10086,12689,96968,1297,55,47804,32690,6829,1399922,861662,19952,841710,15000,125840,397420
1988:Q4,911856,29292,80481,0,89894,519944,687,364256,131713,10288,13000,98647,1688,94,50757,33635,7424,1424337,883989,21536,862453,9000,128620,402728
1989:Q1,925727,24279,83400,0,97872,524189,796,355914,143527,10514,13438,100224,2110,211,51488,34879,7075,1457385,892568,20333,872235,9376,131467,423974
1989:Q2,946789,26850,81193,0,100237,537190,1000,358584,152932,10673,14001,102096,2500,500,52449,36123,7651,1474761,899977,18847,881130,9403,134396,430985
1989:Q3,962488,25683,79602,0,103620,548003,1266,359807,161595,10771,14564,103383,2875,945,52866,36932,8579,1514718,917344,24085,893259,8801,137363,451210
1989:Q4,983093,28408,79645,0,106040,559095,1563,369087,162629,10816,15000,104961,3250,1531,54242,37130,8791,1567451,931593,24843,906750,8770,140418,486670
1990:Q1,1005530,25562,79991,0,106401,581241,1954,401112,151991,10871,15313,106189,3625,2226,53795,37349,9151,1613782,949669,23433,926236,9020,143577,511516
1990:Q2,1017144,27913,77093,0,109562,585960,2500,404999,151960,11000,15501,107423,4000,3000,54533,37359,10301,1634525,960810,21854,938956,9170,146740,517805
1990:Q3,1020808,27071,75882,0,109957,589154,3180,407261,151795,11229,15689,108599,4375,3867,55975,37060,8868,1710543,970791,27903,942888,9570,149965,580217
