1951:Q1,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1951:Q2,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1951:Q3,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1991:Q2,-79985,47828,-70089,-24666,-2013,-31045,-30251,1921,47291,424,113,0,-80000,-49733,25627,25627,0,22201,21664,424,113,0,1921,0,1921,442,1479,-8486,87848,96334,17356,192007,174651,93226,18570,74656,28703,5284,23419,33058,3529,29529,-80000,-43199,70592,87267,2013,31045,113791,-49733
1991:Q3,-57816,56161,-72519,-8815,-1822,-30821,-13447,547,55253,832,76,0,-70155,-44369,28757,28757,0,27404,26496,832,76,0,547,0,547,232,315,-12403,86395,98798,29178,201913,172735,91554,17566,73988,30083,5626,24457,34708,3626,31082,-70155,-41096,76334,88060,1822,30821,117430,-44369
1991:Q4,-58037,63016,-79778,-7543,-1654,-32078,-9847,949,61968,943,105,0,-73812,-48190,33603,33603,0,29413,28365,943,105,0,949,0,949,731,218,-16556,85992,102548,29705,221018,191313,90709,19407,71302,30838,5285,25553,34586,3598,30988,-73812,-43077,81541,95999,1654,32078,124618,-48190
1992:Q1,-41475,58818,-44580,-19161,-1555,-34997,7032,564,57905,791,122,0,-52350,-48506,29338,29338,0,29480,28567,791,122,0,564,0,564,512,52,11510,124112,112602,13402,216023,202621,82895,18955,63940,28057,5377,22680,33690,3595,30095,-52350,-35916,78274,90228,1555,34997,114190,-48506
1992:Q2,-59776,52433,-53208,-23606,-1420,-33975,-9318,1193,51786,490,157,0,-62944,-50458,29693,29693,0,22740,22093,490,157,0,1193,0,1193,-166,1359,-159,116882,117041,19182,214128,194946,83735,17105,66630,31000,6502,24498,32768,3259,29509,-62944,-33894,81711,96774,1420,33975,115605,-50458
1992:Q3,-28892,57859,-41110,-11406,-1357,-32878,17210,382,56525,1227,107,0,-41031,-46103,30194,30194,0,27665,26331,1227,107,0,382,0,382,-227,609,8658,102634,93976,22940,235392,212452,74179,15795,58384,33178,6618,26560,34728,3091,31637,-41031,-30829,76304,88172,1357,32878,107133,-46103
1992:Q4,-46030,63949,-64821,-10417,-1190,-33551,10003,3928,63190,652,107,0,-57874,-56033,31870,31870,0,32079,31320,652,107,0,3928,0,3928,3253,675,-8278,97316,105594,27628,228788,201160,77796,16275,61521,31108,5185,25923,31680,2535,29145,-57874,-41546,76473,97765,1190,33551,118019,-56033
1993:Q1,-7823,65094,-41523,3126,-1080,-33440,41437,1090,63834,1174,86,0,-24747,-49260,30561,30561,0,34533,33273,1174,86,0,1090,0,1090,337,753,4970,103285,98315,26684,223632,196948,62606,13508,49098,28274,5239,23035,34479,2782,31697,-24747,-31618,75265,90005,1080,33440,106883,-49260
1993:Q2,-20106,59934,-43030,-3497,-932,-32581,28695,1755,58996,854,84,0,-32994,-48800,32210,32210,0,27724,26786,854,84,0,1755,0,1755,221,1534,3492,102190,98698,17594,203038,185444,60161,12939,47222,28654,5710,22944,34734,2890,31844,-32994,-32518,78034,93321,932,32581,110552,-48800
1993:Q3,-9119,61669,-38955,923,-820,-31936,46067,3865,60073,1482,114,0,-19467,-55185,31735,31735,0,29934,28338,1482,114,0,3865,0,3865,947,2918,4191,102329,98138,29840,215967,186127,60099,13696,46403,29244,5678,23566,35845,3003,32842,-19467,-30639,76097,98526,820,31936,106736,-55185
1993:Q4,-5009,67622,-45712,6087,-861,-32145,46463,1003,66502,981,139,0,-22162,-51472,32671,32671,0,34951,33831,981,139,0,1003,0,1003,909,94,8109,104529,96420,24475,208961,184486,64484,15241,49243,29686,5619,24067,39424,3191,36233,-22162,-37155,76893,95359,861,32145,114048,-51472
1994:Q1,23705,67172,-30325,17188,-746,-29584,79249,907,66392,614,166,0,11170,-55545,31439,31439,0,35733,34953,614,166,0,907,0,907,444,463,25681,115964,90283,36075,218356,182281,61286,14448,46838,29224,5747,23477,39925,3271,36654,11170,-39989,73482,98697,746,29584,113471,-55545
1994:Q2,41153,67784,-8210,9608,-817,-27212,85870,1567,66899,760,125,0,16519,-44717,34426,34426,0,33358,32473,760,125,0,1567,0,1567,866,701,40821,133303,92482,35662,211593,175931,67911,13590,54321,28737,6316,22421,36684,3395,33289,16519,-34087,77341,94029,817,27212,111428,-44717
1994:Q3,37310,61209,-16,4175,-952,-27106,81660,692,60444,645,120,0,19759,-44349,31155,31155,0,30054,29289,645,120,0,692,0,692,188,504,47548,135941,88393,35114,217398,182284,68958,13966,54992,27374,5472,21902,33429,3205,30224,19759,-32022,83349,99640,952,27106,115371,-44349
1994:Q4,79141,68918,26732,8002,-1303,-23208,123154,-493,67820,952,146,0,54729,-44014,38129,38129,0,30789,29691,952,146,0,-493,0,-493,-716,223,78624,162421,83797,39673,219095,179422,73022,14902,58120,27117,6016,21101,36572,3654,32918,54729,-34135,83855,103358,1303,23208,117990,-44014
1995:Q1,64667,61300,30692,-2739,-1095,-23491,106368,141,60745,419,136,0,44927,-41701,31291,31291,0,30009,29454,419,136,0,141,0,141,57,84,79136,167031,87895,32502,219030,186528,74525,14887,59638,26530,5642,20888,34344,3616,30728,44927,-31672,79846,96961,1095,23491,111518,-41701
1995:Q2,53538,58542,26613,-6778,-1339,-23500,96861,509,57634,760,148,0,37810,-43323,33596,33596,0,24946,24038,760,148,0,509,0,509,292,217,75003,160736,85733,35305,241230,205925,80482,13978,66504,25948,5408,20540,33932,3537,30395,37810,-33050,84348,102832,1339,23500,117398,-43323
1995:Q3,60643,56504,23882,5615,-1042,-24316,100703,494,55900,473,131,0,43705,-40060,33072,33072,0,23432,22828,473,131,0,494,0,494,73,421,74185,147298,73113,34368,242689,208321,73127,15025,58102,26667,6398,20269,34946,3719,31227,43705,-33093,79955,94657,1042,24316,113048,-40060
1995:Q4,81405,70173,18179,18950,-1393,-24504,132928,242,69119,848,206,0,62513,-51523,40562,40562,0,29611,28557,848,206,0,242,0,242,107,135,68718,143432,74714,36093,259506,223413,53388,10203,43185,28207,6181,22026,39297,4607,34690,62513,-39004,55967,81593,1393,24504,94971,-51523
1996:Q1,61732,59126,2357,28620,-1292,-27079,104689,71,58559,454,113,0,45492,-42957,34386,34386,0,24740,24173,454,113,0,71,0,71,28,43,52435,125918,73483,41062,245114,204052,59974,12673,47301,28785,6491,22294,40754,5114,35640,45492,-36099,56942,71528,1292,27079,93041,-42957
1996:Q2,45802,60271,-8913,21301,-1339,-25518,92960,446,59529,586,156,0,32243,-47158,35677,35677,0,24594,23852,586,156,0,446,0,446,-190,636,44255,123390,79135,35546,241897,206351,53908,12934,40974,33002,7552,25450,39351,5283,34068,32243,-38412,52022,72323,1339,25518,90434,-47158
1996:Q3,27815,59224,-14413,8729,-1324,-24401,77965,2294,58470,649,105,0,16447,-50150,38227,38227,0,20997,20243,649,105,0,2294,0,2294,640,1654,42558,128155,85597,29341,235395,206054,61843,16188,45655,29658,6633,23025,36049,4189,31860,16447,-40633,47387,71812,1324,24401,88020,-50150
1996:Q4,51619,69710,-13738,20770,-1239,-23884,99910,4381,68417,1119,174,0,25819,-48290,45186,45186,0,24524,23231,1119,174,0,4381,0,4381,4296,85,43209,141149,97940,40432,265334,224902,59468,15957,43511,32009,7200,24809,33654,3874,29780,25819,-42045,46352,69519,1239,23884,88397,-48290
1997:Q1,30089,58996,-9421,8167,-1285,-26368,69203,3479,58245,653,98,0,6728,-39114,37151,37151,0,21845,21094,653,98,0,3479,0,3479,-519,3998,52373,148039,95666,25473,275329,249856,72702,24404,48298,33004,7434,25570,34588,4072,30516,6728,-37507,54633,66094,1285,26368,92140,-39114
1997:Q2,26143,61626,1771,-10759,-1298,-25197,68230,2355,60470,1019,137,0,4249,-42087,38407,38407,0,23219,22063,1019,137,0,2355,0,2355,461,1894,63147,154572,91425,13892,283403,269511,71944,22887,49057,36340,7911,28429,35494,4162,31332,4249,-37095,53360,68952,1298,25197,90455,-42087
1997:Q3,12758,60322,-7610,-15974,-1246,-22734,69088,50,59576,590,156,0,8716,-56330,38531,38531,0,21791,21045,590,156,0,50,0,50,-263,313,64698,154179,89481,8962,283873,274911,61612,21189,40423,36919,8289,28630,33587,3844,29743,8716,-46724,33027,65377,1246,22734,79751,-56330
1997:Q4,41563,75842,-2827,-4965,-1218,-25269,110902,2754,72789,2910,143,0,32306,-69339,45004,45004,0,30838,27785,2910,143,0,2754,0,2754,719,2035,72759,196272,123513,23262,322397,299135,57615,18057,39558,38138,8868,29270,32038,4041,27997,32306,-55456,23672,66524,1218,25269,79128,-69339
1998:Q1,12921,62229,15172,-36187,-1176,-27117,75843,1531,61201,876,152,0,12083,-62922,37784,37784,0,24445,23417,876,152,0,1531,0,1531,1502,29,84619,188764,104145,-20118,275466,295584,45986,16663,29323,36488,9593,26895,30056,3992,26064,12083,-48714,22300,56929,1176,27117,71014,-62922
1998:Q2,35203,62064,22476,-19614,-1359,-28364,93668,2379,60214,1693,157,0,29225,-58465,38413,38413,0,23651,21801,1693,157,0,2379,0,2379,1416,963,82148,198426,116278,-8385,295469,303854,39758,14653,25105,38438,10784,27654,33658,5264,28394,29225,-41878,24916,53658,1359,28364,66794,-58465
1998:Q3,60043,64904,50715,-25835,-1251,-28490,119064,-175,64001,772,131,0,54335,-59021,39198,39198,0,25706,24803,772,131,0,-175,0,-175,-1230,1055,105376,207243,101867,-2820,346971,349791,45068,15233,29835,35373,9634,25739,32220,5203,27017,54335,-34822,25229,54509,1251,28490,60051,-59021
1998:Q4,70493,68363,29629,7189,-1831,-32857,148553,1653,67203,998,162,0,78537,-78060,42057,42057,0,26306,25146,998,162,0,1653,0,1653,1636,17,98996,219170,120174,32743,375583,342840,51145,18965,32180,36459,11283,25176,34401,6599,27802,78537,-47372,6942,50314,1831,32857,54314,-78060
1999:Q1,63164,61096,43092,-4072,-1459,-35493,126356,-636,60403,543,150,0,65896,-63192,38555,38555,0,22541,21848,543,150,0,-636,0,-636,-882,246,102014,214430,112416,11496,346244,334748,40777,16141,24636,34055,9713,24342,27218,5138,22080,65896,-37570,22676,48916,1459,35493,60246,-63192
1999:Q2,80176,62707,74349,-20011,-1129,-35740,143388,492,61368,1208,131,0,80189,-63212,40551,40551,0,22156,20817,1208,131,0,492,0,492,272,220,131949,234936,102987,-4960,357574,362534,40151,16427,23724,32295,10110,22185,25645,4750,20895,80189,-36306,21963,48306,1129,35740,58269,-63212
1999:Q3,84884,62704,80543,-21700,-1503,-35160,151804,545,62062,493,149,0,88555,-66920,41020,41020,0,21684,21042,493,149,0,545,0,545,65,480,142007,228464,86457,-6253,358593,364846,45287,17759,27528,29768,9677,20091,27856,5177,22679,88555,-39750,24580,54837,1503,35160,64330,-66920
1999:Q4,96318,90582,83990,-32940,-2100,-43214,184519,-4,88998,1436,148,0,93941,-88201,66555,66555,0,24027,22443,1436,148,0,-4,0,-4,-237,233,153285,257435,104150,-18359,368875,387234,41106,17661,23445,27197,8480,18717,27318,6355,20963,93941,-49505,28245,71132,2100,43214,77750,-88201
2000:Q1,-12774,53383,94536,-113960,-1774,-44959,64195,23,52334,457,143,449,10789,-76969,35187,35187,0,18196,17147,457,143,449,23,0,23,-213,236,153741,260140,106399,-97701,320986,418687,41044,15468,25576,27352,8830,18522,23145,4392,18753,10789,-39322,27738,57974,1774,44959,67060,-76969
2000:Q2,50793,55505,138446,-100971,-1895,-40292,123700,500,54222,617,184,482,67695,-72907,36992,36992,0,18513,17230,617,184,482,500,0,500,-12,512,197038,320236,123198,-89802,320526,410328,38374,15065,23309,26426,8943,17483,25259,5205,20054,67695,-40289,31310,62030,1895,40292,71599,-72907
2000:Q3,31342,52118,132332,-111718,-1311,-40079,110164,744,51128,432,106,452,57302,-78822,34494,34494,0,17624,16634,432,106,452,744,0,744,372,372,196593,323741,127148,-99341,322766,422107,37420,14121,23299,27237,9727,17510,24707,5575,19132,57302,-46732,20466,57898,1311,40079,67198,-78822
2000:Q4,43734,63436,130197,-106382,-1555,-41962,113640,1011,62343,477,153,463,49193,-69906,44391,44391,0,19045,17952,477,153,463,1011,0,1011,901,110,196611,334337,137726,-105760,334978,440738,35584,14929,20655,30599,10803,19796,24525,5817,18708,49193,-47510,32578,58967,1555,41962,80088,-69906
2001:Q1,-41374,53828,97851,-137591,-1789,-53673,34055,202,52758,556,76,438,-19975,-75430,36000,36000,0,17828,16758,556,76,438,202,0,202,180,22,151194,294702,143508,-124724,351613,476337,34044,13420,20624,32685,12912,19773,20285,4566,15719,-19975,-31779,34826,54794,1789,53673,66605,-75430
2001:Q2,-32168,55818,111866,-139302,-1628,-58922,46851,-224,54813,460,93,452,-8743,-79020,37171,37171,0,18647,17642,460,93,452,-224,0,-224,-374,150,170564,305026,134462,-144381,350756,495137,33003,13241,19762,24393,11355,13038,22470,5033,17437,-8743,-38912,31850,50320,1628,58922,70762,-79020
2001:Q3,425,61594,101924,-111933,-2455,-48705,71356,-461,60372,628,65,529,10223,-70931,36657,36657,0,24937,23715,628,65,529,-461,0,-461,-549,88,165672,316234,150562,-124625,335776,460401,30015,13158,16857,23935,11988,11947,23126,5762,17364,10223,-43903,27221,46992,2455,48705,71124,-70931
2001:Q4,24150,64808,137792,-118451,-2704,-57295,97018,11,63575,627,67,539,32199,-72868,47330,47330,0,17478,16245,627,67,539,11,0,11,-23,34,198626,348806,150180,-138013,397329,535342,28540,14175,14365,20033,8419,11614,20159,4892,15267,32199,-43143,36618,49487,2704,57295,79761,-72868
2002:Q1,-12415,57333,97942,-108709,-1579,-57402,48255,-456,56052,563,105,613,-8622,-60670,34918,34918,0,22415,21134,563,105,613,-456,0,-456,-476,20,161117,301615,140498,-132377,432139,564516,35343,19091,16252,17393,7681,9712,15374,3686,11688,-8622,-39633,52836,54525,1579,57402,92469,-60670
2002:Q2,-46583,58873,99131,-138258,-2657,-63672,23760,-54,57229,980,70,594,-35059,-70342,36549,36549,0,22324,20680,980,70,594,-54,0,-54,-238,184,169720,311678,141958,-161714,434995,596709,37329,25052,12277,19909,11211,8698,14172,3013,11159,-35059,-37285,41730,45743,2657,63672,79015,-70342
2002:Q3,-7687,61018,99309,-98948,-2629,-66437,69648,573,59179,942,78,819,8057,-77335,37850,37850,0,23168,21329,942,78,819,573,0,573,396,177,168649,295489,126840,-120686,428568,549254,38724,27116,11608,15685,9217,6468,14504,3489,11015,8057,-37068,39903,48172,2629,66437,76971,-77335
2002:Q4,45730,70359,152195,-112166,-2383,-62275,121669,458,68382,1232,101,644,50852,-75940,47818,47818,0,22541,20564,1232,101,644,458,0,458,418,40,212847,339246,126399,-131731,459485,591216,35096,23492,11604,11346,5985,5361,16179,3691,12488,50852,-35324,34738,46020,2383,62275,70062,-75940
2003:Q1,-12519,65319,139589,-133084,-2974,-81369,79182,-1167,63506,1126,75,612,15030,-91701,38532,38532,0,26787,24974,1126,75,612,-1167,0,-1167,-1197,30,200947,459201,258254,-150536,424741,575277,34690,20850,13840,16455,6400,10055,15764,3794,11970,15030,-36735,34071,41429,2974,81369,70806,-91701
2003:Q2,-54811,67260,99709,-139225,-2850,-79705,47008,243,65251,1145,145,719,-20495,-101819,39540,39540,0,27720,25711,1145,145,719,243,0,243,-525,768,169037,424303,255266,-154697,459796,614493,33733,18899,14834,16873,6471,10402,15771,4194,11577,-20495,-48395,28963,48227,2850,79705,77358,-101819
2003:Q3,2276,69502,153031,-144045,-2310,-73902,84674,-322,66253,2424,87,738,15494,-82398,40361,40361,0,29141,25892,2424,87,738,-322,0,-322,-496,174,215179,441611,226432,-161173,448844,610017,41138,25588,15550,16607,4956,11651,19233,4530,14703,15494,-35812,40071,46257,2310,73902,75883,-82398
2003:Q4,16463,71009,164232,-148365,-2344,-68069,99311,-257,69157,854,124,874,28559,-82848,47951,47951,0,23058,21206,854,124,874,-257,0,-257,-319,62,225993,455749,229756,-163231,414547,577778,33929,21173,12756,16851,4909,11942,16577,4301,12276,28559,-39723,37390,49825,2344,68069,77113,-82848
2004:Q1,-111190,65912,116220,-212536,-3058,-77728,-27828,-525,63672,1114,126,1000,-93215,-83362,40957,40957,0,24955,22715,1114,126,1000,-525,0,-525,-589,64,174970,449660,274690,-229607,429974,659581,39336,24437,14899,17221,5962,11259,17979,4056,13923,-93215,-31882,51277,53853,3058,77728,83159,-83362
2004:Q2,-33904,72975,194887,-231086,-2626,-68054,30206,486,71040,866,104,965,-43255,-64110,43347,43347,0,29628,27693,866,104,965,486,0,486,163,323,254519,481897,227378,-257142,418015,675157,40888,27246,13642,19136,7696,11440,19392,4647,14745,-43255,-29823,61678,55108,2626,68054,91501,-64110
2004:Q3,-85144,66683,160631,-243929,-2961,-65568,-19935,2075,64638,1052,122,871,-88693,-65209,42019,42019,0,24664,22619,1052,122,871,2075,0,2075,1839,236,216326,452137,235811,-261818,417185,679003,40722,24819,15903,18790,7008,11782,16311,3339,12972,-88693,-29282,64729,61409,2961,65568,94011,-65209
2004:Q4,-24535,65571,205819,-226446,-3388,-66091,37099,968,63894,713,117,847,-29440,-61634,41528,41528,0,24043,22366,713,117,847,968,0,968,925,43,263566,469313,205747,-241543,484849,726392,46359,27697,18662,20317,7720,12597,15213,2990,12223,-29440,-26288,72432,64587,3388,66091,98720,-61634
2005:Q1,-8626,67112,204225,-207690,-3351,-68922,50306,-1361,65239,691,269,913,-15445,-58932,42128,42128,0,24984,23111,691,269,913,-1361,0,-1361,-1413,52,267229,459218,191989,-234001,443630,677631,42127,23167,18960,24238,8155,16083,17692,3942,13750,-15445,-34263,71831,58490,3351,68922,106094,-58932
2005:Q2,-15437,68422,194108,-212416,-3607,-61944,54089,-742,66316,1141,191,774,-13591,-69526,45314,45314,0,23108,21002,1141,191,774,-742,0,-742,-977,235,244050,514400,270350,-230633,497280,727913,25988,12857,13131,20261,6928,13333,19241,4354,14887,-13591,-33769,54286,58261,3607,61944,88055,-69526
2005:Q3,-22028,63088,212434,-233981,-3103,-60466,43882,599,61262,890,175,761,-19805,-65910,41161,41161,0,21927,20101,890,175,761,599,0,599,-311,910,270866,524687,253821,-258339,553577,811916,28671,12204,16467,24917,9766,15151,21256,5465,15791,-19805,-42526,58792,61133,3103,60466,101318,-65910
2005:Q4,-33073,69124,188606,-228411,-2776,-59616,27675,957,67216,895,268,745,-42406,-60748,50081,50081,0,19043,17135,895,268,745,957,0,957,885,72,246479,503445,256966,-250648,587620,838268,35058,15069,19989,25326,10791,14535,22147,5100,17047,-42406,-38070,57578,55934,2776,59616,95648,-60748
2006:Q1,-42709,61040,212461,-246547,-2470,-67193,23083,-290,59152,926,227,735,-37667,-65792,40018,40018,0,21022,19134,926,227,735,-290,0,-290,-856,566,266917,536410,269493,-275912,626446,902358,30603,16177,14426,23963,10075,13888,25894,6710,19184,-37667,-34624,54106,50235,2470,67193,88730,-65792
2006:Q2,-39817,63585,220615,-262584,-2348,-59085,16174,-746,61579,906,282,818,-46665,-55991,42622,42622,0,20963,18957,906,282,818,-746,0,-746,-1037,291,271788,587060,315272,-294345,600487,894832,24991,14818,10173,25629,11966,13663,26512,7572,18940,-46665,-31215,54791,49349,2348,59085,86006,-55991
2006:Q3,-20462,57404,272409,-290123,-2271,-57881,17179,-777,55898,668,188,650,-39448,-37641,40074,40074,0,17330,15824,668,188,650,-777,0,-777,-1099,322,319302,565254,245952,-333862,623764,957626,24092,14567,9525,22624,10724,11900,21828,6419,15409,-39448,-27244,73767,51256,2271,57881,101011,-37641
2006:Q4,-14141,70411,294588,-315467,-2623,-61050,47255,-266,68901,604,288,618,-22890,-61396,51712,51712,0,18699,17189,604,288,618,-266,0,-266,-333,67,362881,608687,245806,-358015,685620,1043635,24966,13966,11000,28254,16029,12225,25464,7460,18004,-22890,-45492,56921,54644,2623,61050,102413,-61396
2007:Q1,-155043,59319,260123,-396409,-2524,-75552,-92198,-843,57835,739,177,568,-150674,-62845,41179,41179,0,18140,16656,739,177,568,-843,0,-843,-870,27,324131,603799,279668,-448868,692882,1141750,25836,13865,11971,25321,13243,12078,25220,7391,17829,-150674,-43448,65249,50018,2524,75552,108697,-62845
2007:Q2,-142699,60446,279186,-411498,-1985,-68848,-75979,-1097,58682,996,158,610,-135328,-66720,43452,43452,0,16994,15230,996,158,610,-1097,0,-1097,-1301,204,352594,638982,286388,-449710,699142,1148852,33808,21241,12567,33003,18857,14146,28599,8980,19619,-135328,-41193,55639,51526,1985,68848,96832,-66720
2007:Q3,-59256,64215,346371,-408390,-2726,-58726,-2367,-520,62635,787,181,612,-66062,-56889,41482,41482,0,22733,21153,787,181,612,-520,0,-520,-722,202,412864,661298,248434,-422899,736013,1158912,39094,20714,18380,38320,19968,18352,21387,6668,14719,-66062,-31959,60080,55517,2726,58726,92039,-56889
2007:Q4,-80287,75509,385454,-478816,-2474,-59960,-24487,48617,73911,978,129,491,-148613,-55800,54997,54997,0,20512,18914,978,129,491,48617,0,48617,-19,48636,407647,701766,294119,-500192,764559,1264751,39872,22422,17450,37198,20340,16858,21002,7731,13271,-148613,-35779,58453,51819,2474,59960,94232,-55800
2008:Q1,-224807,69405,353819,-561963,-2475,-83593,-132789,110737,67381,1115,174,735,-312931,-92018,45430,45430,0,23975,21951,1115,174,735,110737,0,110737,-555,111292,323969,711539,387570,-570805,751509,1322314,37123,23342,13781,48253,26140,22113,19281,6597,12684,-312931,-38002,50071,56021,2475,83593,88073,-92018
2008:Q2,-165669,79016,430785,-598570,-2517,-74383,-82044,173551,77447,690,201,678,-334611,-83625,45710,45710,0,33306,31737,690,201,678,173551,0,173551,-638,174189,328754,635084,306330,-601916,704160,1306076,36898,22442,14456,44733,25506,19227,20182,7577,12605,-334611,-31149,52273,58998,2517,74383,83422,-83625
2008:Q3,311002,264078,624575,-512696,-2402,-62553,408808,299103,228569,34090,231,1188,-154373,-97806,47985,47985,0,216093,180584,34090,231,1188,299103,0,299103,-954,300057,407041,719344,312303,-503095,707511,1210606,35883,20608,15275,50018,27051,22967,27582,9636,17946,-154373,-43546,30413,63264,2402,62553,73959,-97806
2008:Q4,1421155,849507,889264,-249033,-1360,-67223,1501291,558201,604667,238954,1870,4016,93583,-80136,57725,57725,0,791782,546942,238954,1870,4016,558201,0,558201,-1494,559695,400885,816291,415406,-263596,812895,1076491,31791,26830,4961,42617,19507,23110,30702,11716,18986,93583,-35201,41138,52691,1360,67223,76339,-80136
2009:Q1,1319153,809991,888871,-306825,-1711,-71173,1373783,537735,570037,213623,2597,23734,26057,-54630,50305,50305,0,759686,519732,213623,2597,23734,537735,0,537735,-3075,540810,391309,794601,403292,-311958,764580,1076538,29553,22479,7074,38977,18168,20809,15236,5368,9868,26057,-4894,61639,43385,1711,71173,66533,-54630
2009:Q2,908437,666585,798605,-486652,-1386,-68715,933509,325680,496663,145466,1905,22551,-58756,-25072,51142,51142,0,615443,445521,145466,1905,22551,325680,0,325680,-2831,328511,483323,791019,307696,-503243,685238,1188481,23470,17317,6153,34643,15198,19445,19277,7283,11994,-58756,14834,86391,41362,1386,68715,71557,-25072
2009:Q3,1077328,886064,701224,-433667,-1436,-74857,1105281,204697,638930,229403,1371,16360,14520,-27953,50745,50745,0,835319,588185,229403,1371,16360,204697,0,204697,-2535,207232,490035,845880,355845,-438246,768935,1207181,23788,11191,12597,36624,14842,21782,23143,9562,13581,14520,22963,87263,38923,1436,74857,64300,-27953
2009:Q4,1057442,1007619,519640,-399542,-1774,-68501,1078916,94521,689618,284089,2416,31496,-23224,-21474,54922,54922,0,952697,634696,284089,2416,31496,94521,0,94521,-2097,96618,427189,867768,440579,-413174,787336,1200510,22167,11459,10708,37402,15996,21406,22330,9722,12608,-23224,15663,82700,33899,1774,68501,67037,-21474
2010:Q1,1058219,1095911,372158,-327818,-2000,-80032,1089702,9898,728970,331433,1876,33632,-16107,-31483,51802,51802,0,1044109,677168,331433,1876,33632,9898,0,9898,-1625,11523,378250,805978,427728,-346815,813390,1160205,27683,13776,13907,43080,18588,24492,23221,9602,13619,-16107,6772,82139,31590,2000,80032,75367,-31483
2010:Q2,947231,1010136,347566,-325351,-2499,-82621,980635,-1275,681247,299051,2890,26948,-28226,-33404,53787,53787,0,956349,627460,299051,2890,26948,-1275,0,-1275,-1948,673,372044,819263,447219,-344376,781118,1125494,33223,18199,15024,44491,19872,24619,21820,9990,11830,-28226,4878,83310,31594,2499,82621,78432,-33404
2010:Q3,871591,980253,354302,-383574,-1897,-77493,896916,-1278,623615,315035,3364,38239,-82059,-25325,50548,50548,0,929705,573067,315035,3364,38239,-1278,0,-1278,-1574,296,379257,821300,442043,-398972,824964,1223936,34139,16482,17657,46301,20850,25451,18096,7969,10127,-82059,5686,87630,33565,1897,77493,81944,-25325
2010:Q4,968819,1017105,358762,-375208,-1479,-30361,947943,-1200,622999,350774,1852,41480,-67962,20876,52722,52722,0,964383,570277,350774,1852,41480,-1200,0,-1200,-1421,221,381321,824070,442749,-376149,841161,1217310,35616,18338,17278,52999,25176,27823,15481,6290,9191,-67962,15865,85776,33060,1479,30361,69911,20876
2011:Q1,1665937,1448002,334914,-92059,-1702,-23218,1629548,-1322,749411,640847,2411,55333,182868,36389,53311,53311,0,1394691,696100,640847,2411,55333,-1322,0,-1322,-1380,58,359440,822765,463325,-96284,1085102,1181386,37987,19050,18937,62151,31692,30459,19850,8975,10875,182868,18563,96299,34990,1702,23218,77736,36389
2011:Q2,1799170,1628077,251988,-47074,-1789,-32032,1780416,-797,895213,677510,2614,52740,153136,18754,55427,55427,0,1572650,839786,677510,2614,52740,-797,0,-797,-917,120,268436,703254,434818,-40645,1058211,1098856,28171,16299,11872,68108,35678,32430,21624,9966,11658,153136,26360,87317,34742,1789,32032,60957,18754
2011:Q3,1893129,1634584,181411,122448,-1813,-43501,1859397,-659,817745,762469,3053,51317,225472,33732,50608,50608,0,1583976,767137,762469,3053,51317,-659,0,-659,-769,110,177827,712269,534442,130449,1078754,948305,27916,16586,11330,71231,37787,33444,16343,7389,8954,225472,51227,111926,32880,1813,43501,60699,33732
2011:Q4,1771468,1603538,95121,127268,-2312,-52147,1762965,-435,837766,710971,2244,52557,159862,8503,60801,60801,0,1542737,776965,710971,2244,52557,-435,0,-435,-631,196,102422,620631,518209,135929,1137883,1001954,22880,14258,8622,69816,39589,30227,14207,6673,7534,159862,40308,91134,28172,2312,52147,50826,8503
2012:Q1,1777965,1598936,101581,131178,-1665,-52065,1789159,-714,849998,679170,2548,67220,190937,-11194,56451,56425,26,1542485,793573,679144,2548,67220,-714,0,-714,-720,6,120669,570200,449531,142181,1098827,956646,20308,11121,9187,70791,39298,31493,19186,8158,11028,190937,23887,71555,29019,1665,52065,47668,-11194
2012:Q2,1727143,1559575,52239,178489,-1718,-61442,1764966,-632,813464,687822,2624,55665,206023,-37823,56660,56620,40,1502915,756844,687782,2624,55665,-632,0,-632,-709,77,98347,514221,415874,189689,1102752,913063,20023,11863,8160,79085,46061,33024,17095,7210,9885,206023,5238,54311,28974,1718,61442,49073,-37823
