date,Federal government; U.S. equity in IBRD, etc.; asset,Federal government; U.S. equity in IBRD, etc.; asset,Monetary authority; Federal Reserve bank stock; liability,Monetary authority; Federal Reserve bank stock; liability,Government-sponsored enterprises; equity in government-sponsored enterprises (GSEs); liability,Nonfinancial corporate business; equity in Fannie Mae and Farm Credit System; asset,Nonfinancial noncorporate business; equity in Farm Credit System; asset,Federal government; equity in government-sponsored enterprises (GSEs); asset,U.S.-chartered depository institutions; equity in FHLB; asset,Credit unions; equity in FHLB; asset,Property-casualty insurance companies; equity in FHLB; asset,Life insurance companies, general accounts; equity in FHLB; asset,Finance companies; equity in FHLB; asset,Mortgage real estate investment trusts; equity in FHLB; asset,U.S.-chartered depository institutions; net transactions due to holding companies, excluding foreign bank affiliates; liability,Property-casualty insurance companies; net transactions due to holding companies; liability,Life insurance companies; net transactions due to holding companies; liability,Finance companies; net transactions due to holding companies; liability,Security brokers and dealers; net transactions due to holding companies; liability,Rest of the world; net transactions due to holding companies; liability,Holding companies; net transactions due from own subsidiaries; asset,Nonfinancial corporate business; equity investment in finance company subsidiaries; asset,Nonfinancial corporate business; equity investment in finance company subsidiaries; asset,Foreign banking offices in the U.S.; equity investment by funding corporations; liability,Security brokers and dealers; investment by funding corporations; liability,Other financial business; equity investment in own subsidiaries; asset,Other financial business; equity investment in funds associated with PPIP; liability,Households and nonprofit organizations; equity investment in funding corporations under PPIP; asset,Federal government; equity investment in funding corporations under PPIP; asset,Federal government; Exchange Stabilization Fund Economic Recovery Programs investment in Money Market Mutual Fund Liquidity Facility (MMLF); asset,Other financial business; Exchange Stabilization Fund Economic Recovery Programs Equity Investment in Federal Reserve credit facility LLCs; liability,Federal government; Total Exchange Stabilization Fund Economic Recovery Programs investments in Federal Reserve credit facilities; asset
1983:Q1,10760,10760,1393,1393,11226,303,4702,0,6221,0,0,0,0,0,85475,0,0,19588,22412,14525,142000,10000,10000,16273,5588,21861,0,0,0,0,0,0
1983:Q2,10985,10985,1421,1421,11301,304,4679,0,6318,0,0,0,0,0,84974,0,0,20300,22556,14890,142720,10275,10275,16866,5988,22854,0,0,0,0,0,0
1983:Q3,11334,11334,1446,1446,11276,307,4714,0,6255,0,0,0,0,0,93589,0,0,21082,23218,15111,153000,10550,10550,16609,6055,22664,0,0,0,0,0,0
1983:Q4,11714,11714,1465,1465,11453,311,4747,0,6395,0,0,0,0,0,102078,0,0,22759,24620,15472,164929,10825,10825,19257,6692,25949,0,0,0,0,0,0
1984:Q1,12038,12038,1499,1499,11679,312,4753,0,6614,0,0,0,0,0,96350,0,0,23345,26655,17650,164000,11100,11100,19167,7461,26628,0,0,0,0,0,0
1984:Q2,12349,12349,1541,1541,11896,314,4761,0,6821,0,0,0,0,0,91745,0,0,25011,28877,20190,165823,11375,11375,14786,5892,20678,0,0,0,0,0,0
1984:Q3,12725,12725,1597,1597,12055,317,4798,0,6940,0,0,0,0,0,108799,0,0,29429,26471,15301,180000,11650,11650,20041,7785,27826,0,0,0,0,0,0
1984:Q4,13140,13140,1626,1626,12340,314,4826,0,7200,0,0,0,0,0,120388,0,0,31053,27152,16058,194651,11925,11925,19592,7520,27112,0,0,0,0,0,0
1985:Q1,13475,13475,1687,1687,12704,318,4842,0,7544,0,0,0,0,0,119903,0,0,32990,29010,17097,199000,12223,12223,21362,8804,30166,0,0,0,0,0,0
1985:Q2,13815,13815,1721,1721,12916,311,4721,0,7884,0,0,0,0,0,122536,0,0,37285,28308,16409,204538,14237,14237,21025,9421,30446,0,0,0,0,0,0
1985:Q3,14151,14151,1753,1753,13016,303,4616,0,8097,0,0,0,0,0,131898,0,0,43396,24604,13602,213500,13999,13999,20436,15289,35725,0,0,0,0,0,0
1985:Q4,14441,14441,1781,1781,13141,296,4532,0,8313,0,0,0,0,0,135521,0,0,43897,27264,16562,223244,16657,16657,22679,16026,38705,0,0,0,0,0,0
1986:Q1,14649,14649,1821,1821,13299,280,4332,0,8687,0,0,0,0,0,145315,0,0,48410,22940,11335,228000,14908,14908,25592,17339,42931,0,0,0,0,0,0
1986:Q2,15043,15043,1807,1807,13544,284,4352,0,8908,0,0,0,0,0,164579,0,0,47648,24463,12516,249206,19259,19259,18861,27102,45963,0,0,0,0,0,0
1986:Q3,15758,15758,1849,1849,13604,270,4157,0,9177,0,0,0,0,0,166030,0,0,51951,24752,14076,256809,18493,18493,24477,22258,46735,0,0,0,0,0,0
1986:Q4,15923,15923,1874,1874,13672,256,3931,0,9485,0,0,0,0,0,170522,0,0,52177,28092,15284,266075,18726,18726,26850,19387,46237,0,0,0,0,0,0
1987:Q1,16112,16112,1916,1916,14085,239,3726,0,10120,0,0,0,0,0,173104,0,0,52200,30272,18478,274054,19050,19050,27370,19741,47111,0,0,0,0,0,0
1987:Q2,16394,16394,1961,1961,14383,232,3634,0,10517,0,0,0,0,0,164251,0,0,57972,26740,15490,264453,14500,14500,30929,20408,51337,0,0,0,0,0,0
1987:Q3,16801,16801,2009,2009,14508,221,3489,0,10798,0,0,0,0,0,167129,0,0,50514,36275,18736,272654,13750,13750,32855,18522,51377,0,0,0,0,0,0
1987:Q4,17134,17134,2047,2047,14966,224,3461,0,11281,0,0,0,0,0,177919,0,0,46893,39708,11819,276339,12500,12500,34073,21746,55819,0,0,0,0,0,0
1988:Q1,17413,17413,2095,2095,15481,215,3387,0,11879,0,0,0,0,0,175888,0,0,34972,51677,13814,276351,23443,23443,38721,25358,64079,0,0,0,0,0,0
1988:Q2,17711,17711,2110,2110,15819,216,3398,0,12205,0,0,0,0,0,183827,0,0,33446,54496,13885,285654,28388,28388,42946,26923,69869,0,0,0,0,0,0
1988:Q3,18036,18036,2097,2097,16360,226,3498,0,12636,0,0,0,0,0,192065,0,0,30830,55630,13921,292446,24893,24893,45603,29235,74838,0,0,0,0,0,0
1988:Q4,18448,18448,2113,2113,16930,231,3522,0,13177,0,0,0,0,0,201012,0,0,27274,59720,10076,298082,24014,24014,46871,28502,75373,0,0,0,0,0,0
1989:Q1,18709,18709,2131,2131,17118,202,3181,0,13735,0,0,0,0,0,200163,0,0,28413,58001,15359,301936,23086,23086,50758,30840,81598,0,0,0,0,0,0
1989:Q2,18966,18966,2145,2145,16755,169,2785,0,13801,0,0,0,0,0,209337,0,0,27754,61217,11839,310147,25247,25247,49358,31713,81071,0,0,0,0,0,0
1989:Q3,19280,19280,2198,2198,16709,165,2716,0,13828,0,0,0,0,0,210270,0,0,25362,66258,9434,311324,32301,32301,47152,32118,79270,0,0,0,0,0,0
1989:Q4,19621,19621,2243,2243,16335,166,2784,0,13385,0,0,0,0,0,211870,0,0,25326,67970,8283,313449,34501,34501,49482,28349,77831,0,0,0,0,0,0
1990:Q1,19945,19945,2313,2313,14963,162,2588,0,12213,0,0,0,0,0,218328,0,0,22760,65221,8140,314449,41043,41043,46650,29861,76511,0,0,0,0,0,0
1990:Q2,20252,20252,2344,2344,14447,159,2516,0,11772,0,0,0,0,0,220835,0,0,21475,62504,6719,311533,41156,41156,44250,32904,77154,0,0,0,0,0,0
1990:Q3,20713,20713,2399,2399,13966,157,2443,0,11365,1,0,0,0,0,231829,0,0,26498,52227,5701,316255,44928,44928,50083,30791,80874,0,0,0,0,0,0
1990:Q4,20925,20925,2423,2423,13679,158,2417,0,11101,2,0,1,0,0,229509,0,0,21187,48937,7862,307495,40042,40042,47640,33790,81430,0,0,0,0,0,0
1991:Q1,21208,21208,2501,2501,13355,156,2344,0,10851,3,0,1,0,0,240242,0,0,14184,49250,5104,308780,47415,47415,46732,35216,81948,0,0,0,0,0,0
1991:Q2,21633,21633,2545,2545,13263,161,2402,0,10695,4,0,1,0,0,242795,0,0,14919,45945,6474,310133,51942,51942,42634,37105,79739,0,0,0,0,0,0
1991:Q3,21974,21974,2565,2565,13260,166,2460,0,10627,6,0,1,0,0,244282,0,0,15986,43179,7011,310458,47653,47653,44470,40633,85103,0,0,0,0,0,0
1991:Q4,22429,22429,2652,2652,12974,175,2599,0,10191,8,0,1,0,0,247802,0,0,14779,41455,10291,314327,55764,55764,47233,44487,91720,0,0,0,0,0,0
1992:Q1,22743,22743,2745,2745,12823,171,2529,0,10105,10,0,8,0,0,229164,0,0,14166,41924,14845,300099,55820,55820,47688,49692,97380,0,0,0,0,0,0
1992:Q2,23049,23049,2832,2832,12497,162,2438,0,9861,12,0,24,0,0,244824,0,0,13861,39079,10601,308365,46620,46620,51548,52789,104337,0,0,0,0,0,0
1992:Q3,23430,23430,2977,2977,12818,170,2530,0,10079,15,0,24,0,0,254979,0,0,12537,41959,8447,317922,48485,48485,51706,59071,110777,0,0,0,0,0,0
1992:Q4,23856,23856,3054,3054,12802,172,2528,0,10058,20,0,24,0,0,269756,0,0,14759,38848,4464,327827,49834,49834,51104,63663,114767,0,0,0,0,0,0
1993:Q1,24079,24079,3187,3187,13110,176,2632,0,10247,25,0,30,0,0,270986,0,0,22253,32982,10354,336575,39089,39089,41999,69870,111869,0,0,0,0,0,0
1993:Q2,24359,24359,3288,3288,13509,181,2689,0,10556,50,0,33,0,0,284708,0,0,22848,35514,5859,348929,47630,47630,38059,76004,114063,0,0,0,0,0,0
1993:Q3,24606,24606,3331,3331,14088,184,2754,0,11062,54,0,34,0,0,290028,0,0,22571,36619,7822,357040,47244,47244,44070,79243,123313,0,0,0,0,0,0
1993:Q4,24999,24999,3401,3401,14447,188,2809,0,11354,59,0,37,0,0,299673,0,0,21160,46869,6762,374464,44616,44616,44541,80841,125382,0,0,0,0,0,0
1994:Q1,25221,25221,3445,3445,14718,191,2886,0,11527,66,0,48,0,0,303069,0,0,20131,45809,6685,375694,36996,36996,43630,90827,134457,0,0,0,0,0,0
1994:Q2,25583,25583,3523,3523,15420,195,2946,0,12154,75,0,50,0,0,301321,0,0,21984,42685,12962,378952,33674,33674,46560,90918,137478,0,0,0,0,0,0
1994:Q3,25979,25979,3608,3608,15858,202,3006,0,12510,89,0,51,0,0,310695,0,0,24858,43489,10799,389841,30800,30800,41396,95866,137262,0,0,0,0,0,0
1994:Q4,26429,26429,3683,3683,16273,199,2979,0,12905,104,0,86,0,0,310064,0,0,25183,47439,14608,397294,28935,28935,44072,96903,140975,0,0,0,0,0,0
1995:Q1,26741,26741,3786,3786,16643,198,2952,0,13309,102,0,82,0,0,321625,0,0,23942,51989,15987,413543,28789,28789,50226,105299,155525,0,0,0,0,0,0
1995:Q2,27018,27018,3815,3815,17097,199,2922,0,13772,121,0,83,0,0,331034,0,0,26443,54630,16817,428924,33224,33224,52251,108086,160337,0,0,0,0,0,0
1995:Q3,27421,27421,3915,3915,17756,200,2897,0,14439,136,0,84,0,0,339885,0,0,27043,55807,19155,441890,34500,34500,51329,115408,166737,0,0,0,0,0,0
1995:Q4,27947,27947,3966,3966,18256,206,2917,0,14897,161,0,75,0,0,347794,0,0,28600,53928,18457,448779,29125,29125,50734,114752,165486,0,0,0,0,0,0
1996:Q1,28385,28385,4037,4037,18382,206,2889,0,15024,153,0,110,0,0,351322,0,0,29226,56855,19566,456969,32225,32225,52693,126609,179302,0,0,0,0,0,0
1996:Q2,28762,28762,4138,4138,18932,210,2903,0,15537,161,0,121,0,0,367748,0,0,32552,54344,16567,471211,30753,30753,52851,137759,190610,0,0,0,0,0,0
1996:Q3,29195,29195,4535,4535,19242,212,2892,0,15843,172,0,123,0,0,368689,0,0,31812,53668,18026,472195,33373,33373,59431,144807,204238,0,0,0,0,0,0
1996:Q4,29781,29781,4602,4602,19706,153,3013,0,16197,177,0,166,0,0,371981,0,0,31545,43564,22603,469693,29808,29808,64468,166258,230726,0,0,0,0,0,0
1997:Q1,30208,30208,4762,4762,20352,154,3016,0,16830,184,0,168,0,0,391374,0,0,40523,28723,17227,477847,20425,20425,79358,180427,259785,0,0,0,0,0,0
1997:Q2,30619,30619,5050,5050,20827,162,3011,0,17286,195,0,173,0,0,399851,0,0,36612,34203,20935,491601,13041,13041,74288,182146,256434,0,0,0,0,0,0
1997:Q3,31034,31034,5227,5227,21244,169,3025,0,17250,400,0,400,0,0,410422,0,0,41642,34603,21932,508599,24866,24866,82895,193492,276387,0,0,0,0,0,0
1997:Q4,31370,31370,5433,5433,21468,161,3005,0,17903,220,0,179,0,0,413313,0,0,35167,47081,21850,517411,15696,15696,78803,201278,280081,0,0,0,0,0,0
1998:Q1,31755,31755,5471,5471,22807,174,3031,0,19205,222,0,175,0,0,430160,0,0,40463,46489,20780,537892,8005,8005,87532,224147,311679,0,0,0,0,0,0
1998:Q2,32199,32199,5791,5791,23385,191,3309,0,19471,253,0,161,0,0,442931,0,0,36569,64624,20012,564136,1586,1586,79295,228461,307756,0,0,0,0,0,0
1998:Q3,32612,32612,5910,5910,24201,203,3297,0,20226,294,0,181,0,0,463641,0,0,34175,68356,17567,583739,10621,10621,89468,235709,325177,0,0,0,0,0,0
1998:Q4,32950,32950,5952,5952,25521,186,3045,0,21774,309,0,207,0,0,468500,0,0,36033,85238,21263,611034,14756,14756,90559,236763,327322,0,0,0,0,0,0
1999:Q1,33344,33344,6122,6122,26966,184,3027,0,23088,400,0,267,0,0,480185,0,0,39282,88613,18126,626206,13368,13368,89790,274923,364713,0,0,0,0,0,0
1999:Q2,33800,33800,6282,6282,27824,195,3032,0,23844,452,0,301,0,0,482788,0,0,38658,103321,11280,636047,13155,13155,88473,280832,369305,0,0,0,0,0,0
1999:Q3,34129,34129,6330,6330,29561,200,3026,0,25493,486,0,356,0,0,484377,0,0,52285,84099,11688,632449,17793,17793,102479,282818,385297,0,0,0,0,0,0
1999:Q4,34401,34401,6432,6432,31583,192,3031,0,27484,534,0,342,0,0,469216,0,0,83904,54286,25408,632814,28553,28553,93031,302697,395728,0,0,0,0,0,0
2000:Q1,34731,34731,6744,6744,32610,184,3046,0,28556,565,0,259,0,0,492706,0,0,104410,38172,19779,655067,28141,28141,114567,300232,414799,0,0,0,0,0,0
2000:Q2,35128,35128,6865,6865,32747,195,3018,0,28685,590,0,259,0,0,502979,0,0,97589,46498,18421,665487,26302,26302,114542,306821,421363,0,0,0,0,0,0
2000:Q3,35444,35444,6933,6933,33111,205,3026,0,28906,610,0,364,0,0,539214,0,0,104790,51796,-9026,686774,28243,28243,119921,303078,422999,0,0,0,0,0,0
2000:Q4,35839,35839,6997,6997,33812,210,3065,0,29525,647,0,365,0,0,552499,0,0,109161,56835,-7129,711366,29421,29421,138669,303756,442425,0,0,0,0,0,0
2001:Q1,36352,36352,7029,7029,34589,208,3018,0,30315,704,0,344,0,0,564732,0,17013,127635,60109,-2717,766772,10230,10230,134244,317292,451536,0,0,0,0,0,0
2001:Q2,36822,36822,7143,7143,35479,258,3496,0,30753,736,0,236,0,0,573181,0,17038,130210,67730,-5781,782378,10436,10436,126241,312059,438300,0,0,0,0,0,0
2001:Q3,37157,37157,7266,7266,36221,270,3510,0,31353,826,0,262,0,0,613125,0,17004,132357,64626,-18857,808255,10608,10608,109261,302048,411309,0,0,0,0,0,0
2001:Q4,37460,37460,7373,7373,37088,282,3517,0,32142,871,0,276,0,0,613365,0,15633,144901,23987,-10446,787440,11614,11614,108718,312082,420800,0,0,0,0,0,0
2002:Q1,37887,37887,7648,7648,37806,284,3515,0,32738,967,0,302,0,0,634805,0,15109,127825,38146,-22613,793272,14693,14693,102208,329883,432091,0,0,0,0,0,0
2002:Q2,38231,38231,8330,8330,38092,302,3530,0,32825,1072,0,363,0,0,647440,0,17097,135426,21703,-19539,802127,15568,15568,123404,324198,447602,0,0,0,0,0,0
2002:Q3,38569,38569,8264,8264,38697,312,3554,0,33323,1111,0,397,0,0,677130,0,18089,145565,2081,-24180,818685,16733,16733,116654,320317,436971,0,0,0,0,0,0
2002:Q4,38851,38851,8380,8380,39080,323,3570,0,33530,1162,0,495,0,0,672143,0,19587,161055,1322,-11052,843055,18514,18514,127291,332257,459548,0,0,0,0,0,0
2003:Q1,39203,39203,8505,8505,40293,323,3612,0,34547,1235,0,576,0,0,651480,0,20254,160390,8112,28820,869056,18517,18517,127473,340339,467812,0,0,0,0,0,0
2003:Q2,39597,39597,8657,8657,40859,350,3632,0,34788,1321,0,768,0,0,664449,0,21842,179879,7470,32084,905724,20767,20767,126111,336421,462532,0,0,0,0,0,0
2003:Q3,39881,39881,8746,8746,41695,373,3693,0,35227,1392,0,1010,0,0,669188,0,22201,177885,19658,32347,921279,20537,20537,122928,333293,456221,0,0,0,0,0,0
2003:Q4,40154,40154,8847,8847,42283,416,4165,0,35148,1407,0,1147,0,0,678272,0,23408,181837,20706,33082,937305,20993,20993,134697,343004,477701,0,0,0,0,0,0
2004:Q1,40460,40460,8978,8978,44099,408,4258,0,36687,1540,0,1206,0,0,694542,0,24615,192410,34706,34928,981201,19379,19379,158950,350885,509835,0,0,0,0,0,0
2004:Q2,40937,40937,9226,9226,45233,447,4264,0,37695,1597,0,1230,0,0,728274,0,23927,213171,20338,31136,1016846,21470,21470,136478,343276,479754,0,0,0,0,0,0
2004:Q3,41756,41756,10502,10502,45260,482,4256,0,37668,1618,0,1236,0,0,828299,0,25455,221738,24619,11454,1111565,22332,22332,151060,337612,488672,0,0,0,0,0,0
2004:Q4,42006,42006,11914,11914,44788,487,4209,0,36734,1654,0,1704,0,0,867597,0,25879,234115,22585,7523,1157699,23579,23579,167747,351436,519183,0,0,0,0,0,0
2005:Q1,42330,42330,12560,12560,45138,475,4254,0,37105,1650,121,1533,0,0,847566,0,25764,159049,100892,24834,1158105,99348,99348,169130,359352,528482,0,0,0,0,0,0
2005:Q2,42660,42660,12937,12937,45905,481,4052,0,38087,1688,110,1487,0,0,867649,0,25944,162547,104056,28837,1189033,97446,97446,184756,374091,558847,0,0,0,0,0,0
2005:Q3,42922,42922,13307,13307,46715,521,4124,0,38704,1771,110,1485,0,0,874846,0,34010,169433,115311,24318,1217918,105574,105574,189780,373056,562836,0,0,0,0,0,0
2005:Q4,43144,43144,13536,13536,46697,529,4125,0,38695,1768,110,1470,0,0,891194,0,35627,195213,109210,27146,1258390,117028,117028,188781,390602,579383,0,0,0,0,0,0
2006:Q1,44433,44433,13759,13759,47271,538,4131,0,39217,1808,104,1473,0,0,901193,0,35260,187002,92431,34790,1250676,132005,132005,212904,395896,608800,0,0,0,0,0,0
2006:Q2,44565,44565,14970,14970,47306,548,4151,0,39338,1789,93,1387,0,0,933273,0,34772,191948,96302,52412,1308707,135497,135497,214980,403038,618018,0,0,0,0,0,0
2006:Q3,44873,44873,15069,15069,47405,566,4247,0,39250,1850,87,1405,0,0,952239,0,38598,197369,97590,63626,1349422,139323,139323,211804,402529,614333,0,0,0,0,0,0
2006:Q4,45083,45083,15325,15325,46878,580,4297,0,38471,1925,81,1524,0,0,993371,0,38325,198450,114484,68428,1413058,140086,140086,197337,412786,610123,0,0,0,0,0,0
2007:Q1,45363,45363,15846,15846,46873,624,4572,0,38277,1738,75,1587,0,0,999018,0,39483,244088,61852,74285,1418726,82932,82932,231085,416606,647691,0,0,0,0,0,0
2007:Q2,46516,46516,16102,16102,46980,675,4878,0,37756,1881,66,1724,0,0,1008342,0,41425,257099,69134,88792,1464792,87353,87353,240737,417747,658484,0,0,0,0,0,0
2007:Q3,46594,46594,17274,17274,53821,694,4951,0,43739,2341,122,1974,0,0,1033202,0,41878,244675,96212,108899,1524866,83132,83132,225286,440231,665517,0,0,0,0,0,0
2007:Q4,46664,46664,18450,18450,55971,712,5006,0,45516,2500,113,2124,0,0,1084635,0,43658,239918,57001,110609,1535821,81515,81515,241002,473755,714757,0,0,0,0,0,0
2008:Q1,46752,46752,19549,19549,53478,435,5797,0,42556,2345,109,2236,0,0,1103008,0,42974,244195,69557,115521,1575255,84467,84467,240431,466355,706786,0,0,0,0,0,0
2008:Q2,47804,47804,19874,19874,55284,417,5901,0,43788,2638,121,2419,0,0,1112915,0,42277,237696,113804,96983,1603675,82218,82218,237280,465173,702453,0,0,0,0,0,0
2008:Q3,47909,47909,20312,20312,54588,385,6092,0,42431,2840,154,2686,0,0,1143871,0,36965,241345,81370,72876,1576427,83481,83481,192609,471418,664027,0,0,0,0,0,0
2008:Q4,47970,47970,21076,21076,51767,422,6363,0,39021,2758,168,3035,0,0,1115277,0,31165,232593,155214,101539,1635788,80453,80453,276633,475300,751933,0,0,0,0,0,0
2009:Q1,48083,48083,22558,22558,53478,460,5772,0,41621,2423,138,3064,0,0,1254281,0,32943,226232,615212,101028,2229696,76946,76946,269334,0,269334,0,0,0,0,0,0
2009:Q2,49363,49363,24246,24246,55284,444,5874,0,43226,2511,147,3082,0,0,1217244,0,37101,212692,643997,123535,2234569,72341,72341,224457,0,224457,0,0,0,0,0,0
2009:Q3,49420,49420,24918,24918,54588,410,6067,0,42466,2509,131,3005,0,0,1274059,0,44083,208387,597189,133976,2257694,70878,70878,199919,0,199919,0,0,0,0,0,0
2009:Q4,49537,49537,25640,25640,51767,444,6341,0,39730,2372,132,2748,0,0,1312569,0,43691,209273,592820,125059,2283412,71178,71178,203086,0,203086,1788,894,894,0,0,0
2010:Q1,49626,49626,26255,26255,50999,459,6358,0,39029,2365,32,2750,6,0,1267575,0,46426,181463,611496,132855,2239815,95877,95877,189183,0,189183,4220,2110,2110,0,0,0
2010:Q2,50941,50941,26620,26620,50531,427,6436,0,38430,2365,77,2759,37,0,1315968,0,50193,178964,598144,98879,2242148,94555,94555,150402,0,150402,6152,3076,3076,0,0,0
2010:Q3,51249,51249,26686,26686,50627,503,6739,0,38048,2410,82,2811,34,0,1327005,0,54071,178300,590037,118346,2267759,94205,94205,177066,0,177066,7112,3556,3556,0,0,0
2010:Q4,51443,51443,26524,26524,49021,565,6721,0,36710,2172,49,2747,57,0,1300005,0,65937,113354,625219,135644,2240159,62334,62334,171578,0,171578,7678,3839,3839,0,0,0
2011:Q1,51524,51524,26293,26293,48611,647,6686,0,36208,2185,49,2802,34,0,1337746,0,67745,109856,634945,121881,2272173,62820,62820,188946,0,188946,9630,4815,4815,0,0,0
2011:Q2,52841,52841,26486,26486,44188,577,6816,0,32080,2011,51,2594,59,0,1335793,0,70618,103675,601032,186247,2297365,67292,67292,173421,0,173421,10012,5006,5006,0,0,0
2011:Q3,53058,53058,26005,26005,43472,509,6979,0,31242,2033,54,2595,60,0,1350657,0,77823,98639,590999,199283,2317401,69457,69457,140135,0,140135,10392,5196,5196,0,0,0
2011:Q4,53167,53167,26899,26899,43079,526,7011,0,30593,2850,39,2004,56,0,1374586,0,75276,88753,616497,166260,2321372,74968,74968,137844,0,137844,10434,5217,5217,0,0,0
2012:Q1,53297,53297,27217,27217,42432,632,7092,0,29806,2817,55,1974,56,0,1439801,17595,164800,86492,800628,185594,2694910,70595,70595,154269,0,154269,9706,4853,4853,0,0,0
2012:Q2,55050,55050,27342,27342,41630,551,7006,0,28993,2937,55,2018,70,0,1476929,19694,170942,85896,768785,166144,2688390,65117,65117,128517,0,128517,9520,4760,4760,0,0,0
2012:Q3,55300,55300,27369,27369,41256,555,7107,0,28540,2906,52,2022,70,4,1521156,14357,97497,81989,949781,153959,2818739,68450,68450,117941,0,117941,6112,3056,3056,0,0,0
2012:Q4,55326,55326,27360,27360,41249,552,7162,0,28433,2906,53,2041,91,11,1554155,11246,17190,83934,1068848,114722,2850095,78887,78887,126021,0,126021,3518,1759,1759,0,0,0
2013:Q1,55363,55363,27564,27564,40360,624,7118,0,27573,2954,55,1935,84,17,1561534,5087,17404,76385,1052183,137176,2849769,84055,84055,142935,0,142935,480,240,240,0,0,0
2013:Q2,57219,57219,27493,27493,40636,573,7383,0,27593,2976,58,1942,92,19,1555843,5099,17250,73368,1074337,100687,2826584,89275,89275,142092,0,142092,0,0,0,0,0,0
2013:Q3,57279,57279,27441,27441,40485,561,7639,0,27028,3002,65,2064,101,25,1549930,5292,17657,70879,1032816,127314,2803888,92135,92135,118689,0,118689,0,0,0,0,0,0
2013:Q4,57356,57356,27507,27507,41723,595,7753,0,27846,2353,119,2866,134,57,1612738,5215,10732,68803,1061217,97867,2856572,92973,92973,123501,0,123501,0,0,0,0,0,0
2014:Q1,57356,57356,28051,28051,40550,747,8030,0,26171,2366,129,2896,131,80,1655625,4675,10963,66740,1076100,89716,2903819,100276,100276,123872,0,123872,0,0,0,0,0,0
2014:Q2,58726,58726,28162,28162,42080,702,8110,0,27290,2585,120,2967,130,176,1705798,5139,11548,63769,1087037,97179,2970470,101307,101307,120821,0,120821,0,0,0,0,0,0
2014:Q3,59202,59202,28190,28190,42422,696,8287,0,27195,2752,125,2993,127,247,1727022,5079,11473,60474,1070288,93189,2967525,101960,101960,127849,0,127849,0,0,0,0,0,0
2014:Q4,59414,59414,28572,28572,42933,727,8501,0,27255,2919,124,2955,119,333,1768906,5295,11514,53978,1054298,83296,2977287,108754,108754,103216,0,103216,0,0,0,0,0,0
2015:Q1,61500,61500,28822,28822,41848,805,8593,0,25732,2984,127,3076,119,412,1782477,3911,11794,52875,1038098,92031,2981186,106771,106771,96240,0,96240,0,0,0,0,0,0
2015:Q2,61501,61501,29133,29133,42904,771,8719,0,25947,3194,130,3427,126,590,1829527,4611,11841,47113,1101655,82838,3077585,106000,106000,109129,0,109129,0,0,0,0,0,0
2015:Q3,61511,61511,29281,29281,42297,775,8869,0,24441,3318,129,3452,173,1140,1861571,4810,12072,42557,1110387,86798,3118195,109923,109923,108361,0,108361,0,0,0,0,0,0
2015:Q4,61511,61511,29451,29451,44202,804,9019,0,25886,3340,138,3406,216,1393,1865148,4467,12022,45313,998812,76398,3002160,111317,111317,105385,0,105385,0,0,0,0,0,0
2016:Q1,63000,63000,30078,30078,42738,895,9106,0,24301,3486,102,3505,212,1131,1905585,3878,12894,44572,1022631,76828,3066388,102872,102872,127108,0,127108,0,0,0,0,0,0
2016:Q2,63211,63211,30113,30113,45360,928,9491,0,26709,3240,165,3585,200,1042,1941007,4296,13655,43430,967418,92034,3061840,103540,103540,114900,0,114900,0,0,0,0,0,0
2016:Q3,63231,63231,30176,30176,46010,871,9777,0,26881,3368,182,3766,201,964,2051265,3892,14035,41634,1168472,3221,3282519,96409,96409,105901,0,105901,0,0,0,0,0,0
2016:Q4,63258,63258,30443,30443,46948,899,9763,0,27803,3448,159,3766,192,918,2043172,4286,13272,34439,1150135,-4835,3240469,98171,98171,99775,0,99775,0,0,0,0,0,0
2017:Q1,64093,64093,30595,30595,45996,1025,9959,0,26448,3462,165,4051,187,699,2080954,3942,13631,32338,1003550,-4418,3129997,98161,98161,110132,0,110132,0,0,0,0,0,0
2017:Q2,64127,64127,30843,30843,48000,955,10162,0,28261,3580,222,3982,174,664,2068566,4412,14271,31592,993275,3880,3115996,102272,102272,89132,0,89132,0,0,0,0,0,0
2017:Q3,64764,64764,31188,31188,50339,1099,12233,0,28371,3706,170,3987,181,592,2138499,4576,14658,28383,978831,-9203,3155744,99874,99874,81493,0,81493,0,0,0,0,0,0
2017:Q4,64764,64764,31389,31389,51148,1172,12319,0,28514,4093,159,4157,188,546,2126488,4840,15798,28351,975871,-6597,3144751,110692,110692,79706,0,79706,0,0,0,0,0,0
2018:Q1,64764,64764,31667,31667,50702,1337,12080,0,28162,3672,220,4503,188,540,2130667,5292,15133,20534,971330,11876,3154832,115451,115451,124311,0,124311,0,0,0,0,0,0
2018:Q2,66042,66042,32076,32076,52281,1244,12367,0,29382,3878,188,4509,183,530,2122790,5752,14990,20004,944666,34405,3142607,113182,113182,136341,0,136341,0,0,0,0,0,0
2018:Q3,66092,66092,32276,32276,51104,1195,12494,0,28112,3935,197,4582,53,536,2071018,5927,15194,14019,964981,11263,3082402,118863,118863,125092,0,125092,0,0,0,0,0,0
2018:Q4,66092,66092,32335,32335,52232,1240,12494,0,29105,3978,191,4650,36,538,2139996,6007,4802,15008,952647,18334,3136794,113152,113152,123078,0,123078,0,0,0,0,0,0
