1951:Q3,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
2002:Q1,56480,-1284,-10488,0,-2832,-6456,-3724,-6148,-23200,26616,696,-50400,74392,52852,13476,-6092,65948,-20480,56496
2002:Q2,55734,140,-7416,0,-184,44816,-1304,-10476,15564,41032,-152,-48708,-4556,71794,36512,-9944,27678,17548,55748
2002:Q3,56983,200,-6144,0,808,-78696,-580,-11104,-30888,-36124,416,44344,13272,82783,11576,18808,45775,6624,56992
2002:Q4,59677,120,1952,0,-304,-106384,-72,-23064,-33048,-50200,-100,-9036,-2196,175625,26364,-20792,183965,-13912,59684
2003:Q1,61497,60,-17060,0,1076,74012,784,25140,24996,23092,-532,101532,-75060,-22531,-3084,11888,-43255,11920,61508
2003:Q2,64240,68,13428,0,1144,64908,-10836,24588,30836,20320,-412,-46224,-30144,61472,20716,-11804,51788,772,64252
2003:Q3,64443,64,-9608,0,836,57192,-868,-11560,44120,25500,124,-68380,-31104,115319,-8456,-5416,146895,-17704,64456
2003:Q4,61423,80,22412,0,1320,97388,7464,19216,42320,28388,528,-126712,-30280,96687,26032,5228,70815,-5388,61436
2004:Q1,56958,40,-8692,0,964,7420,-644,-12356,4116,16304,224,24700,17604,14698,-39892,-4648,52306,6932,57072
2004:Q2,54467,76,-34348,0,2060,-3796,120,1224,12944,-18084,-160,-67148,21636,136147,14692,13772,83751,23932,54584
2004:Q3,55486,72,7340,0,828,-28448,628,-13300,10688,-26464,-120,39604,-9528,45738,-43640,-15448,121598,-16772,55608
2004:Q4,58874,84,16564,0,-2104,-16736,-1312,-3332,3060,-15152,-320,-47680,15248,93818,7652,-1624,79690,8100,59000
2005:Q1,61992,96,-6576,0,3272,21460,2284,3588,8768,6820,-296,-47684,-5820,97540,88,-4120,105900,-4328,62076
2005:Q2,66196,116,14356,0,-248,25424,-40,3304,-1604,23764,-268,-53776,-5180,85772,-16308,-8016,114512,-4416,66284
2005:Q3,67787,172,13704,0,-388,27940,-76,1668,10108,16240,-220,-38728,-11268,76575,-9392,8300,82531,-4864,67876
2005:Q4,65712,172,988,0,148,61332,284,-2852,47048,16852,-96,-55624,-5664,64456,-8620,-3784,69244,7616,65808
2006:Q1,61030,792,-580,1172,-1584,34424,1992,5932,6996,19504,20748,-44036,9176,40918,-30956,4152,54350,13372,61064
2006:Q2,58715,792,-576,1168,-1580,34424,1992,5932,6996,19504,20748,-44036,9176,38599,-30960,4156,52027,13376,58752
2006:Q3,58245,792,-580,1172,-1584,34424,1992,5932,6996,19504,20748,-44036,9176,38133,-30956,4152,51565,13372,58284
2006:Q4,59304,792,-580,1172,-1580,34424,1992,5932,6996,19504,20748,-44036,9176,39188,-30956,4156,52616,13372,59344
2007:Q1,59961,764,3412,432,236,28936,3892,788,15348,8908,1712,15180,992,8297,1968,2464,-7607,11472,60024
2007:Q2,62268,764,3412,428,240,28936,3892,788,15348,8908,1712,15180,992,10604,1968,2468,-5304,11472,62336
2007:Q3,63065,764,3412,432,240,28936,3892,788,15348,8908,1712,15180,992,11397,1964,2468,-4503,11468,63136
2007:Q4,61460,760,3412,432,240,28932,3888,788,15348,8908,1712,15180,992,9800,1968,2468,-6108,11472,61536
2008:Q1,58488,-4208,-5460,-15148,-972,-69788,-7948,-15920,-5092,-40828,-7664,-20592,48504,133816,3280,16708,103628,10200,58596
2008:Q2,56611,-4208,-5460,-15148,-972,-69788,-7948,-15920,-5092,-40828,-7660,-20592,48504,131935,3280,16708,101751,10196,56720
2008:Q3,56730,-4212,-5460,-15148,-968,-69788,-7948,-15920,-5092,-40828,-7660,-20592,48504,132054,3276,16708,101870,10200,56840
2008:Q4,57621,-4208,-5460,-15148,-972,-69784,-7944,-15920,-5092,-40828,-7664,-20592,48504,132945,3280,16712,102753,10200,57724
2009:Q1,57587,-2628,3396,364,156,43520,3164,7284,-43136,76208,-1952,-41804,-384,56919,-3028,-5348,38515,26780,57672
2009:Q2,58684,-2624,3400,360,156,43524,3168,7284,-43136,76208,-1952,-41804,-384,58008,-3028,-5344,39600,26780,58760
2009:Q3,57972,-2628,3396,364,152,43524,3168,7284,-43136,76208,-1952,-41804,-384,57304,-3028,-5344,38892,26784,58048
2009:Q4,54813,-2624,3396,360,156,43524,3168,7284,-43136,76208,-1952,-41804,-384,54141,-3032,-5344,35737,26780,54888
2010:Q1,49876,2664,-220,-5148,-236,49232,-988,17748,11516,20956,1172,12920,-6796,-3712,-7952,13360,-18408,9288,49984
2010:Q2,47236,2660,-220,-5148,-236,49232,-988,17748,11516,20956,1172,12920,-6796,-6348,-7952,13364,-21048,9288,47348
2010:Q3,46179,2664,-220,-5148,-236,49232,-988,17748,11516,20956,1172,12920,-6796,-7409,-7952,13364,-22105,9284,46296
2010:Q4,46371,2660,-220,-5152,-236,49232,-988,17748,11516,20956,1172,12920,-6796,-7209,-7956,13360,-21901,9288,46492
2011:Q1,46330,1772,1208,-340,36,68444,1060,32032,4032,31320,-2428,-72680,19156,31162,12696,1672,-4446,21240,46452
2011:Q2,47539,1768,1212,-340,36,68448,1064,32032,4032,31320,-2432,-72680,19156,32371,12696,1672,-3237,21240,47668
2011:Q3,47428,1772,1208,-340,36,68444,1060,32032,4032,31320,-2428,-72680,19156,32260,12696,1672,-3344,21236,47568
2011:Q4,44621,1772,1208,-340,36,68444,1060,32032,4032,31320,-2428,-72680,19156,29453,12696,1672,-6155,21240,44768
2012:Q1,38541,-1044,-3332,-3988,-316,70208,-3632,27796,-21488,67532,-116,-10992,-37204,25325,-9980,-12384,27093,20596,38824
2012:Q2,29888,-1044,-3336,-3988,-312,70208,-3632,27796,-21488,67532,-112,-10992,-37204,16668,-9980,-12384,18440,20592,30180
2012:Q3,17772,-1040,-3336,-3984,-316,70208,-3632,27796,-21488,67532,-112,-10992,-37204,4548,-9980,-12384,6316,20596,18060
2012:Q4,2920,-1044,-3332,-3988,-312,70204,-3636,27796,-21488,67532,-112,-10992,-37204,-10300,-9980,-12380,-8532,20592,3216
2013:Q1,-10334,280,4460,5336,420,47036,4864,188,-3720,45704,-1076,-186088,-6368,125666,-3632,-4136,133798,-364,-10432
2013:Q2,-20123,284,4464,5336,420,47032,4860,188,-3720,45704,-1076,-186088,-6368,115873,-3632,-4132,124005,-368,-20228
2013:Q3,-23201,280,4464,5336,420,47036,4864,188,-3720,45704,-1076,-186088,-6368,112795,-3632,-4132,120923,-364,-23308
2013:Q4,-19373,280,4460,5336,420,47036,4864,188,-3720,45704,-1076,-186088,-6368,116627,-3632,-4132,124759,-368,-19480
2014:Q1,-12589,2148,1964,2348,188,67588,2136,6332,4448,54672,104,-141532,980,53623,-3016,-3884,40127,20396,-12660
2014:Q2,-7687,2148,1964,2344,184,67592,2140,6332,4448,54672,104,-141532,980,58529,-3012,-3884,45029,20396,-7756
2014:Q3,-7898,2148,1964,2348,184,67592,2140,6332,4448,54672,104,-141532,980,58314,-3016,-3880,44814,20396,-7968
2014:Q4,-13804,2148,1964,2348,184,67588,2136,6332,4448,54672,104,-141532,980,52412,-3016,-3884,38916,20396,-13876
2015:Q1,-21796,-752,-3448,-4120,-324,-19828,-3752,-8488,-900,-6688,-744,-33748,-32272,73440,-2264,13268,66780,-4344,-21796
2015:Q2,-29426,-756,-3448,-4120,-324,-19832,-3756,-8488,-900,-6688,-744,-33748,-32272,65818,-2264,13272,59150,-4340,-29428
2015:Q3,-33197,-752,-3444,-4124,-324,-19832,-3756,-8488,-900,-6688,-744,-33748,-32272,62043,-2264,13268,55383,-4344,-33200
2015:Q4,-32019,-756,-3448,-4120,-328,-19832,-3756,-8488,-900,-6688,-744,-33748,-32272,63229,-2268,13272,56569,-4344,-32020
2016:Q1,-28334,-528,-856,-1020,-80,18248,-932,7468,3496,8216,192,-94912,-25316,75938,-2520,8408,54226,15824,-28248
2016:Q2,-25242,-528,-852,-1024,-80,18252,-928,7468,3496,8216,192,-94912,-25316,79026,-2524,8404,57322,15824,-25156
2016:Q3,-25117,-528,-856,-1020,-80,18248,-932,7468,3496,8216,192,-94912,-25316,79155,-2524,8408,57447,15824,-25028
2016:Q4,-27844,-528,-856,-1024,-80,18248,-932,7468,3496,8216,188,-94912,-25316,76436,-2524,8408,54728,15824,-27752
2017:Q1,-31263,224,3716,4440,348,110772,4048,34868,18928,52928,1676,-89276,-27412,-35751,1356,17260,-63259,8892,-31188
2017:Q2,-35267,220,3712,4444,352,110772,4048,34868,18928,52928,1672,-89276,-27412,-39751,1360,17256,-67263,8896,-35188
2017:Q3,-37235,220,3716,4440,352,110768,4044,34868,18928,52928,1672,-89276,-27412,-41715,1356,17256,-69219,8892,-37152
2017:Q4,-36314,220,3716,4440,348,110772,4048,34868,18928,52928,1672,-89276,-27412,-40794,1356,17260,-68306,8896,-36228
2018:Q1,-33057,-904,-5208,-6228,-492,62652,-5676,14268,7048,47012,-1536,-75836,-38988,33483,2732,-36528,73563,-6284,-33196
2018:Q2,-31033,-904,-5212,-6228,-488,62652,-5676,14268,7048,47012,-1536,-75836,-38988,35507,2732,-36528,75583,-6280,-31172
2018:Q3,-29943,-900,-5208,-6228,-492,62656,-5672,14268,7048,47012,-1532,-75836,-38988,36585,2732,-36528,76665,-6284,-30084
2018:Q4,-30004,-904,-5208,-6228,-492,62652,-5676,14268,7048,47012,-1536,-75836,-38988,36536,2732,-36528,76612,-6280,-30148
2019:Q1,-30661,0,-15796,10676,13328,28840,-3276,34704,1696,-4284,-160,-134964,-47008,114423,-8700,-5400,78351,50172,-30716
2019:Q2,-33051,0,-15796,10672,13324,28844,-3272,34704,1696,-4284,-156,-134964,-47008,112033,-8704,-5396,75965,50168,-33108
2019:Q3,-35998,-4,-15792,10676,13328,28844,-3272,34704,1696,-4284,-160,-134964,-47008,109082,-8700,-5400,73010,50172,-36056
2019:Q4,-38730,0,-15796,10672,13328,28840,-3276,34704,1696,-4284,-156,-134964,-47008,106354,-8700,-5400,70282,50172,-38788
2020:Q1,-40808,-264,-6204,1312,3788,7020,-2640,14460,2584,-7384,-500,-42244,-25392,21676,-1764,-12380,22860,12960,-40836
2020:Q2,-42683,-392,-9088,1924,5552,-44412,-3872,21188,-56216,-5512,-732,-7200,-37204,48869,-2580,-18136,50597,18988,-42724
2020:Q3,-44139,-396,-9172,1944,5608,-40036,-3908,21388,-16180,-41336,-740,-12072,-37560,48285,-2608,-18316,50041,19168,-44176
2020:Q4,-43833,-440,-10192,2156,6228,4400,-4344,23764,-15756,736,-820,-62292,-41728,58855,-2896,-20344,60795,21300,-43868
2021:Q1,-43841,-240,-5608,1184,3428,-25576,-2388,13072,-17664,-18596,-452,-6260,-22952,12635,-1592,-11188,13703,11712,-43868
2021:Q2,-43840,-420,2208,2076,5984,2668,-4172,22836,-15920,-76,-792,-58292,-40096,42824,-2784,-19552,44696,20464,-43868
2021:Q3,-43832,-364,-480,1792,5184,16948,-3616,19776,-16468,17256,-684,-65120,-34724,33616,-2412,-16928,35232,17724,-43868
2021:Q4,-43827,-352,-2144,1724,4976,15480,-3468,18988,-16608,16568,-656,-61740,-33344,32229,-2312,-16260,33785,17016,-43868
